Query	Hit	Evalue	Score	Start	Stop	Description
Seqid=NZ_CP071505.1;Start=1893547;Strand=-	PF08659.12	1.5e-4	21.8	9	84	KR domain
Seqid=NZ_CP071505.1;End=34465;Strand=+	PF13531.8	2e-22	80.2	49	295	Bacterial extracellular solute-binding protein
Seqid=NZ_CP071505.1;Start=1667670;Strand=-	PF05979.14	0.12	12.3	325	345	Bacterial protein of unknown function (DUF896)
Seqid=NZ_CP071505.1;Start=2272967;Strand=-	PF12261.10	0.0027	17.6	99	153	Thermostable hemolysin
Seqid=NZ_CP071505.1;End=1432026;Strand=+	PF02514.18	0.13	10.1	23	78	CobN/Magnesium Chelatase
Seqid=NZ_CP071505.1;Start=1885346;Strand=-	PF07085.14	6.8e-4	19.5	80	122	DRTGG domain
Seqid=NZ_CP071505.1;Start=1563400;Strand=-	PF04399.15	0.0039	17.1	24	91	Glutaredoxin 2, C terminal domain
Seqid=NZ_CP071505.1;Start=1691930;Strand=-	PF00551.21	3.6e-55	186.6	3	183	Formyl transferase
Seqid=NZ_CP071505.1;End=468554;Strand=+	PF13521.8	0.35	11.2	67	86	AAA domain
Seqid=NZ_CP071505.1;End=461388;Strand=+	PF12832.9	0.0038	16.2	163	364	MFS_1 like family
Seqid=NZ_CP071505.1;End=34465;Strand=+	PF13343.8	5.2e-33	114.6	94	330	Bacterial extracellular solute-binding protein
Seqid=NZ_CP071505.1;Start=1544368;Strand=-	PF01926.25	0.7	10.1	180	306	50S ribosome-binding GTPase
Seqid=NZ_CP071505.1;End=1157048;Strand=+	PF02938.16	2.4e-28	98.3	314	408	GAD domain
Seqid=NZ_CP071505.1;Start=743525;Strand=-	PF12840.9	5.7e-11	42.4	22	79	Helix-turn-helix domain
Seqid=NZ_CP071505.1;End=433530;Strand=+	PF11744.10	0.98	8.3	48	137	Aluminium activated malate transporter
Seqid=NZ_CP071505.1;End=1191021;Strand=+	PF17370.4	0.23	11.6	189	226	Family of unknown function (DUF5392)
Seqid=NZ_CP071505.1;Start=2171757;Strand=-	PF01680.19	5.5e-106	353.1	9	213	SOR/SNZ family
Seqid=NZ_CP071505.1;Start=1092145;Strand=-	PF12666.9	0.017	15.9	3	59	PrgI family protein
Seqid=NZ_CP071505.1;End=45140;Strand=+	PF06008.16	0.04	13.7	7	82	Laminin Domain I
Seqid=NZ_CP071506.1;End=936;Strand=+	PF13730.8	0.086	12.8	66	96	Helix-turn-helix domain
Seqid=NZ_CP071505.1;Start=1556915;Strand=-	PF01610.19	7.8e-49	166.7	4	239	Transposase
Seqid=NZ_CP071505.1;End=94909;Strand=+	PF13481.8	0.044	13.4	29	50	AAA domain
Seqid=NZ_CP071505.1;Start=1450292;Strand=-	PF13401.8	6.7e-4	20	26	176	AAA domain
Seqid=NZ_CP071505.1;Start=1603330;Strand=-	PF11104.10	1.7e-4	20.8	169	257	Type IV pilus assembly protein PilM;
Seqid=NZ_CP071505.1;Start=604291;Strand=-	PF05913.13	1.9e-27	95.9	251	353	DUF871 C-terminal domain
Seqid=NZ_CP071505.1;Start=1816652;Strand=-	PF07992.16	1e-42	146.5	9	329	Pyridine nucleotide-disulphide oxidoreductase
Seqid=NZ_CP071505.1;Start=2029812;Strand=-	PF00420.26	1.1e-28	99	5	108	NADH-ubiquinone/plastoquinone oxidoreductase chain 4L
Seqid=NZ_CP071505.1;End=957026;Strand=+	PF13484.8	4.2e-14	53.3	188	250	4Fe-4S double cluster binding domain
Seqid=NZ_CP071505.1;End=841180;Strand=+	PF13936.8	0.063	13.1	7	25	Helix-turn-helix domain
Seqid=NZ_CP071505.1;End=1048712;Strand=+	PF01656.25	0.94	9.6	68	91	CobQ/CobB/MinD/ParA nucleotide binding domain
Seqid=NZ_CP071505.1;Start=1993603;Strand=-	PF13304.8	0.023	14.6	171	213	AAA domain, putative AbiEii toxin, Type IV TA system
Seqid=NZ_CP071505.1;End=635222;Strand=+	PF13555.8	0.11	12.3	26	58	P-loop containing region of AAA domain
Seqid=NZ_CP071505.1;Start=465773;Strand=-	PF02826.21	0.011	15.2	160	216	D-isomer specific 2-hydroxyacid dehydrogenase, NAD binding domain
Seqid=NZ_CP071505.1;End=965698;Strand=+	PF05205.14	0.4	11.5	238	328	COMPASS (Complex proteins associated with Set1p) component shg1
Seqid=NZ_CP071505.1;End=744653;Strand=+	PF04321.19	1.8e-4	20.8	1	56	RmlD substrate binding domain
Seqid=NZ_CP071505.1;End=1187677;Strand=+	PF02421.20	6e-5	22.7	163	232	Ferrous iron transport protein B
Seqid=NZ_CP071505.1;Start=2322705;Strand=-	PF12773.9	8.2e-4	19.4	4	27	Double zinc ribbon
Seqid=NZ_CP071505.1;Start=430685;Strand=-	PF10654.11	0.015	15.4	144	214	Protein of unknown function (DUF2481)
Seqid=NZ_CP071505.1;Start=1848046;Strand=-	PF00364.24	0.02	14.8	45	78	Biotin-requiring enzyme
Seqid=NZ_CP071505.1;Start=382919;Strand=-	PF02826.21	0.13	11.6	21	68	D-isomer specific 2-hydroxyacid dehydrogenase, NAD binding domain
Seqid=NZ_CP071505.1;End=1849360;Strand=+	PF07449.13	0.097	12.8	26	86	Hydrogenase-1 expression protein HyaE
Seqid=NZ_CP071505.1;Start=642385;Strand=-	PF00083.26	0.35	9.8	254	391	Sugar (and other) transporter
Seqid=NZ_CP071505.1;End=551537;Strand=+	PF03750.15	0.54	11.2	32	116	Csm2 Type III-A
Seqid=NZ_CP071505.1;Start=1981118;Strand=-	PF04167.15	4.8e-15	55.6	61	129	Protein of unknown function (DUF402)
Seqid=NZ_CP071505.1;Start=650496;Strand=-	PF19962.1	0.044	13.6	3	54	Effector-associated domain 9
Seqid=NZ_CP071505.1;Start=1395126;Strand=-	PF19163.2	0.53	10.3	107	146	Family of unknown function (DUF5845)
Seqid=NZ_CP071505.1;End=902396;Strand=+	PF08139.14	1	10	1	18	Prokaryotic membrane lipoprotein lipid attachment site
Seqid=NZ_CP071505.1;End=161540;Strand=+	PF08280.13	4.6e-9	36.3	4	54	M protein trans-acting positive regulator (MGA) HTH domain
Seqid=NZ_CP071505.1;Start=2163601;Strand=-	PF13173.8	0.0016	18.5	90	184	AAA domain
Seqid=NZ_CP071505.1;Start=215290;Strand=-	PF13555.8	0.039	13.8	470	494	P-loop containing region of AAA domain
Seqid=NZ_CP071505.1;End=1126521;Strand=+	PF00202.23	3.4e-78	263.2	32	395	Aminotransferase class-III
Seqid=NZ_CP071505.1;Start=1624222;Strand=-	PF14520.8	5.6e-4	20.5	544	593	Helix-hairpin-helix domain
Seqid=NZ_CP071505.1;Start=1957511;Strand=-	PF08279.14	2e-8	34.1	6	47	HTH domain
Seqid=NZ_CP071505.1;Start=1560923;Strand=-	PF04265.16	6.5e-13	48.3	142	202	Thiamin pyrophosphokinase, vitamin B1 binding domain
Seqid=NZ_CP071505.1;End=980631;Strand=+	PF06100.13	0.0024	16.9	3	59	MCRA family
Seqid=NZ_CP071505.1;End=1716999;Strand=+	PF13457.8	0.044	14.5	1048	1113	GW (Gly-Tryp) dipeptide domain
Seqid=NZ_CP071505.1;Start=1014698;Strand=-	PF16087.7	1.1e-4	22	139	183	Helix-turn-helix domain (DUF4817)
Seqid=NZ_CP071505.1;End=689914;Strand=+	PF13671.8	0.26	11.5	123	171	AAA domain
Seqid=NZ_CP071505.1;Start=1048827;Strand=-	PF13695.8	0.93	10.1	85	155	Zinc-binding domain
Seqid=NZ_CP071505.1;Start=1699917;Strand=-	PF00731.22	4.6e-65	217.8	25	171	AIR carboxylase
Seqid=NZ_CP071505.1;Start=1847468;Strand=-	PF13662.8	0.11	13	6	73	Toprim domain
Seqid=NZ_CP071505.1;End=784022;Strand=+	PF06745.15	0.044	13.2	133	204	KaiC
Seqid=NZ_CP071505.1;End=1447283;Strand=+	PF19942.1	0.22	12.1	12	64	Family of unknown function (DUF6404)
Seqid=NZ_CP071505.1;Start=1270256;Strand=-	PF00479.24	5.3e-62	209.8	16	193	Glucose-6-phosphate dehydrogenase, NAD binding domain
Seqid=NZ_CP071505.1;Start=2156996;Strand=-	PF08032.14	1.5e-20	73.3	9	82	RNA 2'-O ribose methyltransferase substrate binding
Seqid=NZ_CP071505.1;End=986098;Strand=+	PF00501.30	2.9e-64	217.4	6	371	AMP-binding enzyme
Seqid=NZ_CP071505.1;End=304456;Strand=+	PF01266.26	0.35	10.5	8	40	FAD dependent oxidoreductase
Seqid=NZ_CP071505.1;End=636438;Strand=+	PF00208.23	0.11	12.3	19	59	Glutamate/Leucine/Phenylalanine/Valine dehydrogenase
Seqid=NZ_CP071505.1;End=675124;Strand=+	PF13175.8	0.028	14.1	20	77	AAA ATPase domain
Seqid=NZ_CP071505.1;Start=439747;Strand=-	PF07205.13	3.3e-7	30.5	11	73	Domain of unknown function (DUF1413)
Seqid=NZ_CP071505.1;Start=1892980;Strand=-	PF18752.3	0.051	13.5	74	124	Dictyosteliid AID/APOBEC-like Deaminase
Seqid=NZ_CP071505.1;End=772255;Strand=+	PF02384.18	4.7e-5	23	98	218	N-6 DNA Methylase
Seqid=NZ_CP071505.1;End=1997758;Strand=+	PF13673.9	3e-9	37	51	151	Acetyltransferase (GNAT) domain
Seqid=NZ_CP071505.1;Start=137163;Strand=-	PF17124.7	3.3e-7	30.4	23	173	ThiJ/PfpI family-like
Seqid=NZ_CP071505.1;End=1849360;Strand=+	PF13192.8	0.0076	16.4	24	76	Thioredoxin domain
Seqid=NZ_CP071505.1;End=284231;Strand=+	PF08772.13	0.94	9.7	5	16	Nin one binding (NOB1) Zn-ribbon like
Seqid=NZ_CP071505.1;End=975160;Strand=+	PF13304.8	0.24	11.2	40	69	AAA domain, putative AbiEii toxin, Type IV TA system
Seqid=NZ_CP071505.1;End=2125214;Strand=+	PF13401.8	0.0093	16.3	12	38	AAA domain
Seqid=NZ_CP071505.1;End=426755;Strand=+	PF03992.18	7.5e-17	61.3	6	81	Antibiotic biosynthesis monooxygenase
Seqid=NZ_CP071505.1;End=1169053;Strand=+	PF01443.20	0.86	9.4	364	490	Viral (Superfamily 1) RNA helicase
Seqid=NZ_CP071505.1;End=649954;Strand=+	PF02355.18	9.8e-9	35	889	1040	Protein export membrane protein
Seqid=NZ_CP071505.1;End=901178;Strand=+	PF12826.9	3.4e-20	72	503	565	Helix-hairpin-helix motif
Seqid=NZ_CP071505.1;Start=492271;Strand=-	PF13578.8	0.068	14.3	66	149	Methyltransferase domain
Seqid=NZ_CP071505.1;End=184073;Strand=+	PF17613.4	0.01	15.8	9	49	Modifier of transcription
Seqid=NZ_CP071505.1;End=1141792;Strand=+	PF05673.15	0.12	11.5	31	112	Protein of unknown function (DUF815)
Seqid=NZ_CP071505.1;End=568305;Strand=+	PF04932.17	0.22	11.2	45	81	O-Antigen ligase
Seqid=NZ_CP071505.1;End=86271;Strand=+	PF19044.2	0.75	8.4	181	222	TraG P-loop domain
Seqid=NZ_CP071505.1;Start=2068790;Strand=-	PF13613.8	0.086	12.6	41	60	Helix-turn-helix of DDE superfamily endonuclease
Seqid=NZ_CP071505.1;End=1204237;Strand=+	PF17302.4	0.027	14.8	166	200	Family of unknown function (DUF5351)
Seqid=NZ_CP071505.1;Start=1830430;Strand=-	PF16881.7	4.8e-11	43.2	6	48	N-terminal domain of lipoyl synthase of Radical_SAM family
Seqid=NZ_CP071505.1;End=1915152;Strand=+	PF11585.10	0.11	12.5	94	108	Insect antimicrobial peptide, stomoxyn
Seqid=NZ_CP071505.1;End=507169;Strand=+	PF00485.20	0.047	13.6	29	92	Phosphoribulokinase / Uridine kinase family
Seqid=NZ_CP071505.1;End=545849;Strand=+	PF01262.23	0.051	13	6	46	Alanine dehydrogenase/PNT, C-terminal domain
Seqid=NZ_CP071505.1;End=293299;Strand=+	PF13238.8	1.5e-5	25.6	30	95	AAA domain
Seqid=NZ_CP071505.1;End=1198072;Strand=+	PF09439.12	0.0095	15.5	66	161	Signal recognition particle receptor beta subunit
Seqid=NZ_CP071505.1;End=2036478;Strand=+	PF16576.7	0.1	11.9	149	219	Barrel-sandwich domain of CusB or HlyD membrane-fusion
Seqid=NZ_CP071505.1;Start=1775104;Strand=-	PF01695.19	0.16	11.6	604	624	IstB-like ATP binding protein
Seqid=NZ_CP071505.1;End=1255601;Strand=+	PF13476.8	2.6e-12	47.8	5	220	AAA domain
Seqid=NZ_CP071505.1;End=79628;Strand=+	PF02492.21	1.1e-61	207.6	5	210	CobW/HypB/UreG, nucleotide-binding domain
Seqid=NZ_CP071505.1;Start=1950445;Strand=-	PF13575.8	0.22	10.8	91	128	Domain of unknown function (DUF4135)
Seqid=NZ_CP071505.1;Start=55701;Strand=-	PF13924.8	0.038	13.9	11	45	Lipocalin-like domain
Seqid=NZ_CP071505.1;Start=1007884;Strand=-	PF13847.8	6.5e-11	42.3	20	139	Methyltransferase domain
Seqid=NZ_CP071505.1;End=344654;Strand=+	PF03976.16	2.4e-23	83	4	213	Polyphosphate kinase 2 (PPK2)
Seqid=NZ_CP071505.1;End=191792;Strand=+	PF11465.10	0.79	10	162	214	Natural killer cell receptor 2B4
Seqid=NZ_CP071505.1;Start=1845906;Strand=-	PF06414.14	0.003	17.1	46	109	Zeta toxin
Seqid=NZ_CP071505.1;Start=1997994;Strand=-	PF13800.8	0.33	11.3	8	57	Sigma factor regulator N-terminal
Seqid=NZ_CP071505.1;Start=1019449;Strand=-	PF13454.8	0.84	9.8	6	32	FAD-NAD(P)-binding
Seqid=NZ_CP071505.1;Start=2163601;Strand=-	PF02492.21	0.22	11.1	91	142	CobW/HypB/UreG, nucleotide-binding domain
Seqid=NZ_CP071505.1;End=1783018;Strand=+	PF13241.8	0.11	13.1	165	207	Putative NAD(P)-binding
Seqid=NZ_CP071505.1;Start=2214442;Strand=-	PF01406.21	7.7e-10	38.7	8	137	tRNA synthetases class I (C) catalytic domain
Seqid=NZ_CP071505.1;Start=913099;Strand=-	PF00210.26	1.1e-41	142.2	25	161	Ferritin-like domain
Seqid=NZ_CP071505.1;Start=399826;Strand=-	PF13523.8	0.011	15.6	87	142	Acetyltransferase (GNAT) domain
Seqid=NZ_CP071505.1;End=1169053;Strand=+	PF05673.15	0.23	10.6	335	386	Protein of unknown function (DUF815)
Seqid=NZ_CP071505.1;End=1104938;Strand=+	PF13671.8	8.1e-4	19.7	7	126	AAA domain
Seqid=NZ_CP071505.1;End=1019355;Strand=+	PF07564.13	7.7e-16	58	840	915	Domain of Unknown Function (DUF1542)
Seqid=NZ_CP071506.1;End=35960;Strand=+	PF12832.9	0.0023	17	78	178	MFS_1 like family
Seqid=NZ_CP071505.1;Start=2163601;Strand=-	PF00004.31	1.3e-4	22.5	91	206	ATPase family associated with various cellular activities (AAA)
Seqid=NZ_CP071505.1;End=320472;Strand=+	PF07931.14	0.29	11	5	40	Chloramphenicol phosphotransferase-like protein
Seqid=NZ_CP071505.1;End=901178;Strand=+	PF14520.8	0.0025	18.4	507	553	Helix-hairpin-helix domain
Seqid=NZ_CP071505.1;End=1174106;Strand=+	PF12847.9	0.0045	17.1	39	125	Methyltransferase domain
Seqid=NZ_CP071505.1;End=1356;Strand=+	PF00910.24	7.9e-5	23.1	150	247	RNA helicase
Seqid=NZ_CP071505.1;Start=2282738;Strand=-	PF02540.19	0.026	13.7	361	390	NAD synthase
Seqid=NZ_CP071505.1;End=1278213;Strand=+	PF11626.10	0.39	10.9	127	151	TRF2-interacting telomeric protein/Rap1 - C terminal domain
Seqid=NZ_CP071505.1;End=943721;Strand=+	PF08279.14	0.36	10.9	34	80	HTH domain
Seqid=NZ_CP071505.1;Start=2011791;Strand=-	PF13439.8	8.5e-4	19.5	247	313	Glycosyltransferase Family 4
Seqid=NZ_CP071505.1;End=477803;Strand=+	PF02737.20	0.0026	17.8	2	42	3-hydroxyacyl-CoA dehydrogenase, NAD binding domain
Seqid=NZ_CP071505.1;End=685856;Strand=+	PF12844.9	0.0079	16.3	25	76	Helix-turn-helix domain
Seqid=NZ_CP071505.1;End=805119;Strand=+	PF01648.22	1.7e-20	73.4	4	101	4'-phosphopantetheinyl transferase superfamily
Seqid=NZ_CP071505.1;End=1211427;Strand=+	PF13245.8	7.6e-5	23.1	126	271	AAA domain
Seqid=NZ_CP071505.1;Start=834390;Strand=-	PF00350.25	0.18	12	32	193	Dynamin family
Seqid=NZ_CP071505.1;Start=2158142;Strand=-	PF09334.13	2.3e-5	23.4	44	155	tRNA synthetases class I (M)
Seqid=NZ_CP071505.1;Start=1659393;Strand=-	PF01010.21	0.029	14.1	35	86	NADH-dehyrogenase subunit F, TMs, (complex I) C-terminus
Seqid=NZ_CP071505.1;End=1915152;Strand=+	PF01565.25	9e-27	93.6	39	166	FAD binding domain
Seqid=NZ_CP071505.1;End=13260;Strand=+	PF03591.16	1.1e-37	129.6	16	156	AzlC protein
Seqid=NZ_CP071505.1;End=545849;Strand=+	PF13241.8	0.14	12.6	148	187	Putative NAD(P)-binding
Seqid=NZ_CP071505.1;End=1380507;Strand=+	PF11812.10	0.12	12.7	19	60	Domain of unknown function (DUF3333)
Seqid=NZ_CP071505.1;End=1257202;Strand=+	PF01134.24	4.6e-5	22.8	7	66	Glucose inhibited division protein A
Seqid=NZ_CP071505.1;Start=1663979;Strand=-	PF03215.17	0.013	15.5	19	51	Rad17 P-loop domain
Seqid=NZ_CP071505.1;End=1364572;Strand=+	PF00313.24	1.3e-30	105.2	14	76	'Cold-shock' DNA-binding domain
Seqid=NZ_CP071505.1;End=812338;Strand=+	PF18659.3	0.039	14.5	61	132	Cell-traversal protein for ookinetes and sporozoites
Seqid=NZ_CP071505.1;End=1181574;Strand=+	PF02786.19	3.2e-63	213.2	114	319	Carbamoyl-phosphate synthase L chain, ATP binding domain
Seqid=NZ_CP071505.1;End=1106908;Strand=+	PF07535.14	0.67	10.2	114	144	DBF zinc finger
Seqid=NZ_CP071505.1;End=955721;Strand=+	PF13401.8	4.3e-4	20.7	26	118	AAA domain
Seqid=NZ_CP071505.1;Start=561239;Strand=-	PF00672.27	1.8e-9	38	186	235	HAMP domain
Seqid=NZ_CP071505.1;End=1119425;Strand=+	PF14532.8	0.0071	16.6	104	190	Sigma-54 interaction domain
Seqid=NZ_CP071505.1;End=1141792;Strand=+	PF07728.16	2.2e-6	27.8	55	173	AAA domain (dynein-related subfamily)
Seqid=NZ_CP071505.1;End=2102416;Strand=+	PF08542.13	0.09	13.3	39	85	Replication factor C C-terminal domain
Seqid=NZ_CP071505.1;End=1293542;Strand=+	PF11604.10	0.089	12.9	10	44	Copper binding periplasmic protein CusF
Seqid=NZ_CP071505.1;Start=1775104;Strand=-	PF12775.9	0.0041	16.8	604	650	P-loop containing dynein motor region
Seqid=NZ_CP071505.1;Start=1900809;Strand=-	PF00271.33	6.2e-8	33.1	275	377	Helicase conserved C-terminal domain
Seqid=NZ_CP071505.1;Start=2013460;Strand=-	PF13401.8	0.067	13.6	365	516	AAA domain
Seqid=NZ_CP071505.1;Start=2195118;Strand=-	PF14681.8	6.2e-4	19.4	19	127	Uracil phosphoribosyltransferase
Seqid=NZ_CP071505.1;End=1176939;Strand=+	PF03308.18	0.01	14.9	3	39	Methylmalonyl Co-A mutase-associated GTPase MeaB
Seqid=NZ_CP071505.1;Start=354138;Strand=-	PF19721.1	0.017	14.8	33	64	Family of unknown function (DUF6215)
Seqid=NZ_CP071505.1;Start=1847179;Strand=-	PF13192.8	0.017	15.3	25	76	Thioredoxin domain
Seqid=NZ_CP071505.1;Start=2287223;Strand=-	PF00156.29	6.1e-4	19.3	59	179	Phosphoribosyl transferase domain
Seqid=NZ_CP071505.1;Start=1392773;Strand=-	PF04748.15	0.19	11	173	231	Divergent polysaccharide deacetylase
Seqid=NZ_CP071505.1;End=786175;Strand=+	PF00275.22	1.5e-111	373.1	7	409	EPSP synthase (3-phosphoshikimate 1-carboxyvinyltransferase)
Seqid=NZ_CP071505.1;End=784022;Strand=+	PF18269.3	0.31	11	357	383	T3SS EscN ATPase C-terminal domain
Seqid=NZ_CP071505.1;End=773795;Strand=+	PF01451.23	1.5e-25	90.4	3	129	Low molecular weight phosphotyrosine protein phosphatase
Seqid=NZ_CP071505.1;Start=1663183;Strand=-	PF00528.24	7.5e-9	35.7	123	287	Binding-protein-dependent transport system inner membrane component
Seqid=NZ_CP071505.1;Start=2103964;Strand=-	PF15382.8	0.21	11.6	4	44	Domain of unknown function (DUF4609)
Seqid=NZ_CP071505.1;Start=1889460;Strand=-	PF00271.33	1.4e-19	70.5	436	546	Helicase conserved C-terminal domain
Seqid=NZ_CP071505.1;End=1401097;Strand=+	PF04397.17	0.061	13.7	6	44	LytTr DNA-binding domain
Seqid=NZ_CP071505.1;Start=1827557;Strand=-	PF18731.3	0.13	12.6	76	114	Swt1-like HEPN
Seqid=NZ_CP071505.1;End=1659335;Strand=+	PF02939.18	0.15	12.1	338	370	UcrQ family
Seqid=NZ_CP071505.1;End=277402;Strand=+	PF13604.8	0.51	10.1	31	59	AAA domain
Seqid=NZ_CP071505.1;End=141946;Strand=+	PF02254.20	0.19	12.1	185	275	TrkA-N domain
Seqid=NZ_CP071505.1;Start=1604867;Strand=-	PF08478.12	4.2e-15	55.9	198	265	POTRA domain, FtsQ-type
Seqid=NZ_CP071505.1;Start=826086;Strand=-	PF00148.21	0.047	12.5	17	60	Nitrogenase component 1 type Oxidoreductase
Seqid=NZ_CP071505.1;Start=1562216;Strand=-	PF13401.8	0.0073	16.7	157	194	AAA domain
