Query	Hit	Evalue	Score	Start	Stop	Description
Seqid=NZ_CP078159.1;End=1061397;Strand=+	PF03881.16	0.077	12.3	157	244	Fructosamine kinase
Seqid=NZ_CP078159.1;Start=1424354;Strand=-	PF15188.8	0.08	13.4	250	320	Coiled-coil domain-containing protein 167
Seqid=NZ_CP078159.1;End=969905;Strand=+	PF13555.8	0.13	12.1	371	392	P-loop containing region of AAA domain
Seqid=NZ_CP078159.1;End=566931;Strand=+	PF12797.9	0.012	15.8	9	26	4Fe-4S binding domain
Seqid=NZ_CP078159.1;Start=1580027;Strand=-	PF13671.8	0.09	13	180	203	AAA domain
Seqid=NZ_CP078159.1;Start=2133265;Strand=-	PF07728.16	0.049	13.7	77	101	AAA domain (dynein-related subfamily)
Seqid=NZ_CP078159.1;End=1262633;Strand=+	PF05595.13	0.12	12.6	13	50	Domain of unknown function (DUF771)
Seqid=NZ_CP078159.1;End=573551;Strand=+	PF09716.12	0.47	10.6	6	33	Malarial early transcribed membrane protein (ETRAMP)
Seqid=NZ_CP078159.1;Start=599712;Strand=-	PF00534.22	8.6e-33	113.4	203	360	Glycosyl transferases group 1
Seqid=NZ_CP078159.1;End=1202806;Strand=+	PF02272.21	3.6e-29	102	738	876	DHHA1 domain
Seqid=NZ_CP078159.1;End=2226709;Strand=+	PF13524.8	3e-6	27.6	399	486	Glycosyl transferases group 1
Seqid=NZ_CP078159.1;Start=1569492;Strand=-	PF05621.13	0.062	12.8	107	149	Bacterial TniB protein
Seqid=NZ_CP078159.1;Start=97757;Strand=-	PF01926.25	0.0057	16.8	31	68	50S ribosome-binding GTPase
Seqid=NZ_CP078159.1;Start=1731256;Strand=-	PF17243.4	0.11	12.7	43	74	POTRA domain TamA domain 1
Seqid=NZ_CP078159.1;Start=1397111;Strand=-	PF19284.1	0.39	10.9	125	160	Arc MA domain
Seqid=NZ_CP078159.1;Start=59224;Strand=-	PF02635.17	0.95	9.8	213	262	DsrE/DsrF-like family
Seqid=NZ_CP078159.1;Start=2065668;Strand=-	PF13304.8	9.9e-5	22.3	156	218	AAA domain, putative AbiEii toxin, Type IV TA system
Seqid=NZ_CP078159.1;Start=1787906;Strand=-	PF02817.19	2.8e-16	59.6	127	161	e3 binding domain
Seqid=NZ_CP078159.1;Start=1094299;Strand=-	PF00670.23	0.0067	16.6	143	232	S-adenosyl-L-homocysteine hydrolase, NAD binding domain
Seqid=NZ_CP078159.1;End=1393660;Strand=+	PF12774.9	0.021	13.9	24	66	Hydrolytic ATP binding site of dynein motor region
Seqid=NZ_CP078159.1;End=643366;Strand=+	PF13520.8	7.5e-34	117.4	13	439	Amino acid permease
Seqid=NZ_CP078159.1;End=163358;Strand=+	PF13450.8	9.2e-4	19.5	22	57	NAD(P)-binding Rossmann-like domain
Seqid=NZ_CP078159.1;End=1900264;Strand=+	PF08282.14	2.7e-63	214.2	6	262	haloacid dehalogenase-like hydrolase
Seqid=NZ_CP078159.1;End=842586;Strand=+	PF04545.18	1.9e-15	56.2	204	251	Sigma-70, region 4
Seqid=NZ_CP078159.1;End=2414165;Strand=+	PF12831.9	0.75	9.1	347	376	FAD dependent oxidoreductase
Seqid=NZ_CP078159.1;End=349994;Strand=+	PF13193.8	1.1e-22	80.9	432	510	AMP-binding enzyme C-terminal domain
Seqid=NZ_CP078159.1;Start=38191;Strand=-	PF04513.14	0.35	11	362	414	Baculovirus polyhedron envelope protein, PEP, C terminus
Seqid=NZ_CP078159.1;End=770115;Strand=+	PF13344.8	0.064	13.4	29	69	Haloacid dehalogenase-like hydrolase
Seqid=NZ_CP078159.1;Start=523872;Strand=-	PF19904.1	0.37	10.4	56	112	Domain of unknown function (DUF6377)
Seqid=NZ_CP078159.1;End=984448;Strand=+	PF13542.8	0.12	11.9	101	148	Helix-turn-helix domain of transposase family ISL3
Seqid=NZ_CP078159.1;End=1826396;Strand=+	PF12730.9	0.054	13.5	43	98	ABC-2 family transporter protein
Seqid=NZ_CP078159.1;End=1241980;Strand=+	PF08211.14	6.9e-9	36.1	6	79	Cytidine and deoxycytidylate deaminase zinc-binding region
Seqid=NZ_CP078159.1;End=923328;Strand=+	PF02057.17	0.082	12.2	258	310	Glycosyl hydrolase family 59
Seqid=NZ_CP078159.1;Start=694878;Strand=-	PF00892.22	0.0013	19	154	277	EamA-like transporter family
Seqid=NZ_CP078159.1;End=1174143;Strand=+	PF00004.31	1.2e-18	67.9	56	180	ATPase family associated with various cellular activities (AAA)
Seqid=NZ_CP078159.1;Start=274110;Strand=-	PF05915.14	0.58	10.4	2	46	Transmembrane proteins 230/134
Seqid=NZ_CP078159.1;End=1335689;Strand=+	PF07719.19	0.3	11.4	171	192	Tetratricopeptide repeat
Seqid=NZ_CP078159.1;Start=2016092;Strand=-	PF13191.8	0.007	16.8	634	660	AAA ATPase domain
Seqid=NZ_CP078159.1;End=1267254;Strand=+	PF13401.8	7.1e-4	20	130	169	AAA domain
Seqid=NZ_CP078159.1;Start=1637491;Strand=-	PF06723.15	1.9e-11	43.5	198	346	MreB/Mbl protein
Seqid=NZ_CP078159.1;Start=1731256;Strand=-	PF06810.13	0.032	14.1	24	53	Phage minor structural protein GP20
Seqid=NZ_CP078159.1;End=107174;Strand=+	PF13555.8	0.0096	15.8	22	42	P-loop containing region of AAA domain
Seqid=NZ_CP078159.1;Start=1699023;Strand=-	PF13884.8	0.04	14.3	1648	1690	Chaperone of endosialidase
Seqid=NZ_CP078159.1;Start=1944419;Strand=-	PF03807.19	0.013	16.2	149	210	NADP oxidoreductase coenzyme F420-dependent
Seqid=NZ_CP078159.1;End=521947;Strand=+	PF03721.16	0.13	12	1	56	UDP-glucose/GDP-mannose dehydrogenase family, NAD binding domain
Seqid=NZ_CP078159.1;End=10755;Strand=+	PF03989.15	7.1e-9	35.1	615	658	DNA gyrase C-terminal domain, beta-propeller
Seqid=NZ_CP078159.1;End=606025;Strand=+	PF00302.20	0.019	14.9	1	50	Chloramphenicol acetyltransferase
Seqid=NZ_CP078159.1;End=547336;Strand=+	PF12354.10	0.64	10.2	455	481	Bacterial adhesion/invasion protein N terminal
Seqid=NZ_CP078159.1;End=222391;Strand=+	PF14872.8	0.08	11.1	8	60	Hypothetical glycoside hydrolase 5
Seqid=NZ_CP078159.1;Start=2255335;Strand=-	PF03143.19	1e-39	135.2	298	392	Elongation factor Tu C-terminal domain
Seqid=NZ_CP078159.1;End=480156;Strand=+	PF03600.18	9.2e-23	80.9	27	403	Citrate transporter
Seqid=NZ_CP078159.1;End=250478;Strand=+	PF09661.12	0.19	11.1	134	200	Protein of unknown function (DUF2398)
Seqid=NZ_CP078159.1;Start=1654732;Strand=-	PF09716.12	0.68	10.1	55	135	Malarial early transcribed membrane protein (ETRAMP)
Seqid=NZ_CP078159.1;Start=2014820;Strand=-	PF13555.8	0.25	11.2	138	158	P-loop containing region of AAA domain
Seqid=NZ_CP078159.1;Start=1605983;Strand=-	PF00437.22	0.011	14.8	276	323	Type II/IV secretion system protein
Seqid=NZ_CP078159.1;End=883151;Strand=+	PF13685.8	0.087	12.7	13	55	Iron-containing alcohol dehydrogenase
Seqid=NZ_CP078159.1;Start=1730408;Strand=-	PF06378.13	2.4e-36	124.7	10	148	Protein of unknown function (DUF1071)
Seqid=NZ_CP078159.1;Start=2308539;Strand=-	PF01883.21	0.12	12.6	30	68	Iron-sulfur cluster assembly protein
Seqid=NZ_CP078159.1;Start=1428440;Strand=-	PF00728.24	0.27	10.6	142	213	Glycosyl hydrolase family 20, catalytic domain
Seqid=NZ_CP078159.1;End=1072474;Strand=+	PF07889.14	0.31	11.2	29	84	Protein of unknown function (DUF1664)
Seqid=NZ_CP078159.1;Start=465119;Strand=-	PF02826.21	6.1e-4	19.3	15	62	D-isomer specific 2-hydroxyacid dehydrogenase, NAD binding domain
Seqid=NZ_CP078159.1;End=391941;Strand=+	PF03486.16	1.7e-6	27.1	5	42	HI0933-like protein
Seqid=NZ_CP078159.1;End=1692233;Strand=+	PF12802.9	0.0016	18.5	19	42	MarR family
Seqid=NZ_CP078159.1;Start=2086855;Strand=-	PF14012.8	0.078	13.1	7	42	Protein of unknown function (DUF4229)
Seqid=NZ_CP078159.1;End=1467694;Strand=+	PF13412.8	1.3e-4	21.6	27	57	Winged helix-turn-helix DNA-binding
Seqid=NZ_CP078159.1;End=379130;Strand=+	PF14150.8	0.12	12.7	46	90	YesK-like protein
Seqid=NZ_CP078159.1;End=2101991;Strand=+	PF09093.13	0.18	11	90	147	Lyase, catalytic
Seqid=NZ_CP078159.1;End=1393660;Strand=+	PF01078.23	0.021	14.3	25	50	Magnesium chelatase, subunit ChlI
Seqid=NZ_CP078159.1;End=304544;Strand=+	PF01381.24	0.035	14.2	24	44	Helix-turn-helix
Seqid=NZ_CP078159.1;End=500354;Strand=+	PF03649.15	2.4e-65	220.4	5	241	Uncharacterised protein family (UPF0014)
Seqid=NZ_CP078159.1;End=704241;Strand=+	PF00297.24	2e-14	53.5	103	190	Ribosomal protein L3
Seqid=NZ_CP078159.1;End=6017;Strand=+	PF13175.8	4.4e-12	46.3	1	65	AAA ATPase domain
Seqid=NZ_CP078159.1;End=2182535;Strand=+	PF12776.9	0.066	14.3	10	35	Myb/SANT-like DNA-binding domain
Seqid=NZ_CP078159.1;Start=1371856;Strand=-	PF00075.26	1.1e-10	42	4	122	RNase H
Seqid=NZ_CP078159.1;End=1488702;Strand=+	PF00282.21	0.13	11.1	159	224	Pyridoxal-dependent decarboxylase conserved domain
Seqid=NZ_CP078159.1;End=1199877;Strand=+	PF01443.20	0.0025	17.7	666	726	Viral (Superfamily 1) RNA helicase
Seqid=NZ_CP078159.1;End=1296669;Strand=+	PF01488.22	0.0013	18.8	8	67	Shikimate / quinate 5-dehydrogenase
Seqid=NZ_CP078159.1;End=831561;Strand=+	PF02222.24	9.2e-8	32	168	312	ATP-grasp domain
Seqid=NZ_CP078159.1;Start=1999312;Strand=-	PF13770.8	0.34	11.3	192	215	Domain of unknown function (DUF4169)
Seqid=NZ_CP078159.1;Start=773174;Strand=-	PF13601.8	0.0033	17.6	32	75	Winged helix DNA-binding domain
Seqid=NZ_CP078159.1;Start=242084;Strand=-	PF04548.18	0.066	12.6	36	60	AIG1 family
Seqid=NZ_CP078159.1;End=152337;Strand=+	PF01370.23	4.4e-10	39.5	3	173	NAD dependent epimerase/dehydratase family
Seqid=NZ_CP078159.1;Start=773174;Strand=-	PF05158.14	0.048	13.1	48	78	RNA polymerase Rpc34 subunit
Seqid=NZ_CP078159.1;End=623511;Strand=+	PF07022.15	0.0051	17	14	59	Bacteriophage CI repressor helix-turn-helix domain
Seqid=NZ_CP078159.1;End=863699;Strand=+	PF00814.27	9.2e-32	110.9	34	151	tRNA N6-adenosine threonylcarbamoyltransferase
Seqid=NZ_CP078159.1;End=1266227;Strand=+	PF02112.17	0.11	11.7	32	67	cAMP phosphodiesterases class-II
Seqid=NZ_CP078159.1;End=1371775;Strand=+	PF17936.3	0.0039	17.5	414	483	Bacterial Ig domain
Seqid=NZ_CP078159.1;Start=2277924;Strand=-	PF14602.8	0.042	13.7	86	107	Hexapeptide repeat of succinyl-transferase
Seqid=NZ_CP078159.1;Start=821947;Strand=-	PF03154.17	0.092	11	22	88	Atrophin-1 family
Seqid=NZ_CP078159.1;End=2186612;Strand=+	PF08279.14	8.1e-6	25.8	150	186	HTH domain
Seqid=NZ_CP078159.1;Start=903945;Strand=-	PF00155.23	1.4e-31	110.1	75	420	Aminotransferase class I and II
Seqid=NZ_CP078159.1;End=662814;Strand=+	PF06854.13	0.067	13.3	112	182	Bacteriophage Gp15 protein
Seqid=NZ_CP078159.1;Start=1524562;Strand=-	PF08659.12	1.6e-6	28.2	4	158	KR domain
Seqid=NZ_CP078159.1;Start=1791676;Strand=-	PF20101.1	0.36	11	4	45	Family of unknown function (DUF6491)
Seqid=NZ_CP078159.1;Start=2469336;Strand=-	PF00071.24	4.7e-6	26.4	237	381	Ras family
Seqid=NZ_CP078159.1;End=1013730;Strand=+	PF13676.8	0.12	13.1	5	57	TIR domain
Seqid=NZ_CP078159.1;End=1390681;Strand=+	PF02817.19	5.8e-9	36.2	128	161	e3 binding domain
Seqid=NZ_CP078159.1;Start=2189791;Strand=-	PF05225.18	0.23	11.3	49	71	helix-turn-helix, Psq domain
Seqid=NZ_CP078159.1;End=287465;Strand=+	PF06103.13	0.036	14.4	513	573	Bacterial protein of unknown function (DUF948)
Seqid=NZ_CP078159.1;Start=648492;Strand=-	PF05043.15	0.61	10.8	13	49	Mga helix-turn-helix domain
Seqid=NZ_CP078159.1;End=1417848;Strand=+	PF01895.21	1.6e-15	57.4	122	203	PhoU domain
Seqid=NZ_CP078159.1;End=1233564;Strand=+	PF15777.7	0.56	10.3	147	179	Tryptophan RNA-binding attenuator protein inhibitory protein
Seqid=NZ_CP078159.1;Start=2230420;Strand=-	PF17041.7	1.3e-27	95.7	1087	1134	E domain
Seqid=NZ_CP078159.1;End=133247;Strand=+	PF13377.8	3.4e-10	40.5	179	311	Periplasmic binding protein-like domain
Seqid=NZ_CP078159.1;End=1104345;Strand=+	PF02568.16	2e-63	213.7	175	371	Thiamine biosynthesis protein (ThiI)
Seqid=NZ_CP078159.1;Start=2150902;Strand=-	PF13463.8	0.0037	17.9	27	67	Winged helix DNA-binding domain
Seqid=NZ_CP078159.1;Start=2279008;Strand=-	PF00749.23	8e-124	412.7	8	326	tRNA synthetases class I (E and Q), catalytic domain
Seqid=NZ_CP078159.1;Start=1578312;Strand=-	PF19975.1	0.034	13.8	105	236	Double-GTPase 1
Seqid=NZ_CP078159.1;Start=1795443;Strand=-	PF14015.8	0.061	13.9	1	63	Protein of unknown function (DUF4231)
Seqid=NZ_CP078159.1;End=1352063;Strand=+	PF16147.7	0.03	13.5	14	105	Domain of unknown function (DUF4855)
Seqid=NZ_CP078159.1;Start=171952;Strand=-	PF18024.3	0.023	14.4	33	64	Helix-turn-helix domain
Seqid=NZ_CP078159.1;Start=1880751;Strand=-	PF06054.13	1.2e-33	116.9	4	239	Competence protein CoiA-like family
Seqid=NZ_CP078159.1;End=1354631;Strand=+	PF01488.22	6.4e-6	26.4	2	100	Shikimate / quinate 5-dehydrogenase
Seqid=NZ_CP078159.1;Start=2267979;Strand=-	PF16803.7	0.01	16.2	115	203	Fe-S cluster assembly protein DRE2 N-terminus
Seqid=NZ_CP078159.1;Start=158576;Strand=-	PF05952.14	0.46	10.6	118	156	Bacillus competence pheromone ComX
Seqid=NZ_CP078159.1;Start=203418;Strand=-	PF03600.18	5.5e-5	22.6	111	285	Citrate transporter
Seqid=NZ_CP078159.1;Start=2315742;Strand=-	PF06143.13	0.02	14.6	30	74	Baculovirus 11 kDa family
Seqid=NZ_CP078159.1;End=740388;Strand=+	PF05977.15	3.1e-37	128.3	9	382	Transmembrane secretion effector
Seqid=NZ_CP078159.1;Start=2164866;Strand=-	PF02129.20	0.49	10	173	251	X-Pro dipeptidyl-peptidase (S15 family)
Seqid=NZ_CP078159.1;End=1143805;Strand=+	PF03129.22	4.6e-25	87.7	547	632	Anticodon binding domain
Seqid=NZ_CP078159.1;End=1210574;Strand=+	PF02626.17	5.1e-76	255.9	25	284	Carboxyltransferase domain, subdomain A and B
Seqid=NZ_CP078159.1;End=2440887;Strand=+	PF02028.19	1e-182	608.1	28	510	BCCT, betaine/carnitine/choline family transporter
Seqid=NZ_CP078159.1;Start=1767393;Strand=-	PF16576.7	0.14	11.4	1113	1150	Barrel-sandwich domain of CusB or HlyD membrane-fusion
Seqid=NZ_CP078159.1;Start=665262;Strand=-	PF17038.7	0.088	12.3	12	47	Cellulose biosynthesis protein BcsN
Seqid=NZ_CP078159.1;Start=2072916;Strand=-	PF18415.3	0.73	10.7	2	54	Histidine kinase receptor ArcB trans-membrane domain
Seqid=NZ_CP078159.1;End=2201374;Strand=+	PF00070.29	8.7e-19	67.9	162	238	Pyridine nucleotide-disulphide oxidoreductase
Seqid=NZ_CP078159.1;End=1196564;Strand=+	PF14842.8	0.41	11.3	155	217	FliG N-terminal domain
Seqid=NZ_CP078159.1;Start=2085370;Strand=-	PF03297.17	0.028	14.7	2	54	S25 ribosomal protein
Seqid=NZ_CP078159.1;End=786729;Strand=+	PF01546.30	4.8e-5	23.2	88	334	Peptidase family M20/M25/M40
Seqid=NZ_CP078159.1;Start=1767393;Strand=-	PF13375.8	0.02	14.9	1086	1134	RnfC Barrel sandwich hybrid domain
Seqid=NZ_CP078159.1;Start=51773;Strand=-	PF00939.21	1	8.4	172	422	Sodium:sulfate symporter transmembrane region
Seqid=NZ_CP078159.1;End=485099;Strand=+	PF04389.19	2e-4	21.2	58	155	Peptidase family M28
Seqid=NZ_CP078159.1;End=688913;Strand=+	PF13480.9	2e-8	34.6	298	357	Acetyltransferase (GNAT) domain
Seqid=NZ_CP078159.1;End=1289044;Strand=+	PF00676.22	2e-83	279.9	19	316	Dehydrogenase E1 component
Seqid=NZ_CP078159.1;End=470561;Strand=+	PF07332.13	0.21	11.7	136	195	Putative Actinobacterial Holin-X, holin superfamily III
Seqid=NZ_CP078159.1;End=1267254;Strand=+	PF02562.18	0.0088	15.6	128	178	PhoH-like protein
Seqid=NZ_CP078159.1;Start=2028975;Strand=-	PF16321.7	1.3e-27	95.3	132	187	Sigma 54 modulation/S30EA ribosomal protein C terminus
Seqid=NZ_CP078159.1;End=1849421;Strand=+	PF05154.18	5.4e-14	52.4	2	52	TM2 domain
Seqid=NZ_CP078159.1;End=548388;Strand=+	PF16407.7	0.031	14.6	66	152	PKD-like family
Seqid=NZ_CP078159.1;Start=641205;Strand=-	PF17099.7	0.0037	17.2	3	104	Tryptophan transporter TrpP
Seqid=NZ_CP078159.1;Start=1669830;Strand=-	PF16713.7	0.021	14.6	92	103	Enriched in aromatic and glycine Residues box
Seqid=NZ_CP078159.1;Start=2377583;Strand=-	PF10057.11	4.4e-38	129.9	5	113	Na+-translocating membrane potential-generating system (MpsC)
Seqid=NZ_CP078159.1;Start=1910861;Strand=-	PF10502.11	1.2e-52	178.3	9	178	Signal peptidase, peptidase S26
Seqid=NZ_CP078159.1;Start=398324;Strand=-	PF08282.14	0.35	10.7	628	671	haloacid dehalogenase-like hydrolase
Seqid=NZ_CP078159.1;End=1121579;Strand=+	PF01039.24	1.5e-17	63.5	93	300	Carboxyl transferase domain
Seqid=NZ_CP078159.1;Start=134797;Strand=-	PF13241.8	0.027	15	26	100	Putative NAD(P)-binding
Seqid=NZ_CP078159.1;Start=1726681;Strand=-	PF13191.8	0.02	15.3	114	144	AAA ATPase domain
Seqid=NZ_CP078159.1;End=613730;Strand=+	PF12700.9	0.012	14.5	44	85	HlyD family secretion protein
Seqid=NZ_CP078159.1;End=615797;Strand=+	PF02932.18	0.067	13.3	28	140	Neurotransmitter-gated ion-channel transmembrane region
Seqid=NZ_CP078159.1;Start=1502967;Strand=-	PF01081.21	0.19	11.2	131	171	KDPG and KHG aldolase
Seqid=NZ_CP078159.1;Start=1809283;Strand=-	PF08443.13	0.0076	16	110	190	RimK-like ATP-grasp domain
Seqid=NZ_CP078159.1;Start=2456445;Strand=-	PF07139.13	0.65	9.8	32	152	Protein of unknown function (DUF1387)
Seqid=NZ_CP078159.1;End=1197437;Strand=+	PF13414.8	6.5e-5	22.6	77	113	TPR repeat
Seqid=NZ_CP078159.1;End=396829;Strand=+	PF04864.15	0.0015	17.6	167	289	Allinase
Seqid=NZ_CP078159.1;End=68647;Strand=+	PF17041.7	4.7e-26	90.6	756	803	E domain
Seqid=NZ_CP078159.1;Start=2016092;Strand=-	PF13401.8	0.31	11.4	634	658	AAA domain
Seqid=NZ_CP078159.1;Start=443978;Strand=-	PF00583.27	6.4e-18	65.2	35	135	Acetyltransferase (GNAT) family
Seqid=NZ_CP078159.1;Start=2228685;Strand=-	PF16487.7	0.25	11.8	128	167	Mid domain of argonaute
Seqid=NZ_CP078159.1;End=1371775;Strand=+	PF19077.2	0.81	10.3	327	388	Bacterial Ig-like domain
Seqid=NZ_CP078159.1;End=2408197;Strand=+	PF05742.14	0.46	10.6	54	177	Transport and Golgi organisation 2
Seqid=NZ_CP078159.1;End=1141564;Strand=+	PF13604.8	0.15	11.9	160	185	AAA domain
Seqid=NZ_CP078159.1;Start=274608;Strand=-	PF00196.21	0.013	15.1	5	40	Bacterial regulatory proteins, luxR family
Seqid=NZ_CP078159.1;Start=2094442;Strand=-	PF13245.8	0.18	12.1	11	39	AAA domain
Seqid=NZ_CP078159.1;Start=1881810;Strand=-	PF04791.18	0.55	9.2	40	181	LMBR1-like membrane protein
Seqid=NZ_CP078159.1;End=483749;Strand=+	PF01123.22	0.21	12.2	42	83	Staphylococcal/Streptococcal toxin, OB-fold domain
Seqid=NZ_CP078159.1;Start=1685760;Strand=-	PF13412.8	1.6e-6	27.7	170	208	Winged helix-turn-helix DNA-binding
Seqid=NZ_CP078159.1;Start=1676027;Strand=-	PF05119.14	4.2e-14	52.9	49	139	Phage terminase, small subunit
Seqid=NZ_CP078159.1;End=99958;Strand=+	PF05729.14	0.51	10.3	7	26	NACHT domain
Seqid=NZ_CP078159.1;End=2445038;Strand=+	PF01266.26	0.41	10.3	7	35	FAD dependent oxidoreductase
Seqid=NZ_CP078159.1;End=681147;Strand=+	PF03454.17	2.4e-12	46.9	348	418	MoeA C-terminal region (domain IV)
Seqid=NZ_CP078159.1;End=1007600;Strand=+	PF04310.14	0.066	13	40	77	MukB N-terminal
Seqid=NZ_CP078159.1;Start=909695;Strand=-	PF14595.8	3.1e-37	127.3	14	138	Thioredoxin
Seqid=NZ_CP078159.1;End=1087133;Strand=+	PF01418.19	0.052	13.6	27	79	Helix-turn-helix domain, rpiR family
Seqid=NZ_CP078159.1;Start=1581247;Strand=-	PF12795.9	0.75	9.4	432	507	Mechanosensitive ion channel porin domain
Seqid=NZ_CP078159.1;End=95641;Strand=+	PF19087.2	1.9e-16	60.1	262	327	Domain of unknown function (DUF5776)
Seqid=NZ_CP078159.1;End=549816;Strand=+	PF13401.8	4.7e-4	20.6	26	185	AAA domain
Seqid=NZ_CP078159.1;Start=2096181;Strand=-	PF13304.8	0.15	11.9	472	516	AAA domain, putative AbiEii toxin, Type IV TA system
Seqid=NZ_CP078159.1;End=711798;Strand=+	PF01523.18	0.04	14.3	23	67	PmbA/TldA metallopeptidase domain 1
Seqid=NZ_CP078159.1;Start=919782;Strand=-	PF13291.8	0.37	11.5	194	253	ACT domain
Seqid=NZ_CP078159.1;Start=2118276;Strand=-	PF01865.18	1.7e-20	73.4	12	214	Protein of unknown function DUF47
Seqid=NZ_CP078159.1;Start=1161098;Strand=-	PF10601.11	0.042	14.2	10	26	LITAF-like zinc ribbon domain
Seqid=NZ_CP078159.1;Start=1852007;Strand=-	PF17002.7	0.042	13.8	3	45	Domain of unknown function (DUF5089)
Seqid=NZ_CP078159.1;End=1039313;Strand=+	PF12695.9	0.75	9.6	195	234	Alpha/beta hydrolase family
Seqid=NZ_CP078159.1;End=235469;Strand=+	PF00768.22	1.7e-46	158.7	62	299	D-alanyl-D-alanine carboxypeptidase
Seqid=NZ_CP078159.1;End=656487;Strand=+	PF17359.4	0.051	13.2	11	134	Family of unknown function (DUF5385)
Seqid=NZ_CP078159.1;Start=2009923;Strand=-	PF00948.23	0.082	11.9	73	174	Flavivirus non-structural Protein NS1
Seqid=NZ_CP078159.1;Start=2133265;Strand=-	PF02456.17	0.6	8.9	74	92	Adenovirus IVa2 protein
Seqid=NZ_CP078159.1;End=1242880;Strand=+	PF07650.19	9.9e-22	76.6	206	283	KH domain
Seqid=NZ_CP078159.1;End=1808005;Strand=+	PF13401.8	0.34	11.3	32	97	AAA domain
Seqid=NZ_CP078159.1;End=2383872;Strand=+	PF13508.9	4e-15	56	53	126	Acetyltransferase (GNAT) domain
Seqid=NZ_CP078159.1;End=56418;Strand=+	PF01047.24	0.0035	17.3	32	77	MarR family
Seqid=NZ_CP078159.1;End=1808005;Strand=+	PF12775.9	0.28	10.8	25	47	P-loop containing dynein motor region
Seqid=NZ_CP078159.1;Start=1843418;Strand=-	PF07819.15	0.048	13.5	66	116	PGAP1-like protein
Seqid=NZ_CP078160.1;Start=28047;Strand=-	PF01880.20	0.15	12.8	9	47	Desulfoferrodoxin
Seqid=NZ_CP078159.1;End=1282892;Strand=+	PF11130.10	0.16	11.6	217	299	TraC protein
Seqid=NZ_CP078159.1;End=791024;Strand=+	PF13673.9	7.5e-5	22.8	80	151	Acetyltransferase (GNAT) domain
Seqid=NZ_CP078159.1;End=1312812;Strand=+	PF00486.30	4.4e-28	97.3	155	231	Transcriptional regulatory protein, C terminal
Seqid=NZ_CP078159.1;End=709684;Strand=+	PF00281.21	3.8e-28	97.6	30	86	Ribosomal protein L5
Seqid=NZ_CP078159.1;End=1851826;Strand=+	PF07553.13	3e-24	84.9	134	181	Host cell surface-exposed lipoprotein
Seqid=NZ_CP078159.1;Start=2187488;Strand=-	PF16028.7	0.26	11	56	93	Solute carrier family 3 member 2 N-terminus
