Query	Hit	Evalue	Score	Start	Stop	Description
Seqid=NODE_7_length_93468_cov_171.223747;End=61548;Strand=+	PF07992.16	6.3e-62	209.6	31	358	Pyridine nucleotide-disulphide oxidoreductase
Seqid=NODE_12_length_53464_cov_183.604379;Start=16073;Strand=-	PF01367.22	2.5e-33	114.7	197	290	5'-3' exonuclease, C-terminal SAM fold
Seqid=NODE_1_length_311834_cov_211.387574;Start=155380;Strand=-	PF12840.9	0.061	13.4	201	233	Helix-turn-helix domain
Seqid=NODE_3_length_175266_cov_403.750869;End=62180;Strand=+	PF02463.21	5.7e-17	62	3	348	RecF/RecN/SMC N terminal domain
Seqid=NODE_21_length_39472_cov_184.953420;End=14384;Strand=+	PF09851.11	0.01	15.6	269	288	Short C-terminal domain
Seqid=NODE_2_length_208019_cov_274.767661;Start=206241;Strand=-	PF03475.16	4.5e-4	20.2	173	202	3-alpha domain
Seqid=NODE_14_length_52631_cov_224.782148;End=19270;Strand=+	PF13718.8	0.033	13.7	61	124	GNAT acetyltransferase 2
Seqid=NODE_1_length_311834_cov_211.387574;Start=236491;Strand=-	PF08478.12	1.6e-15	57.3	198	265	POTRA domain, FtsQ-type
Seqid=NODE_23_length_38294_cov_259.278044;Start=9387;Strand=-	PF00158.28	5.8e-7	29.5	603	712	Sigma-54 interaction domain
Seqid=NODE_34_length_17192_cov_220.014841;Start=8615;Strand=-	PF09972.11	0.046	12.6	6	69	Predicted membrane protein (DUF2207)
Seqid=NODE_7_length_93468_cov_171.223747;End=66414;Strand=+	PF06081.13	7.3e-44	149.4	8	147	Aromatic acid exporter family member 1
Seqid=NODE_14_length_52631_cov_224.782148;End=8645;Strand=+	PF06267.14	0.31	10.8	90	123	Family of unknown function (DUF1028)
Seqid=NODE_2_length_208019_cov_274.767661;End=88198;Strand=+	PF03909.19	0.17	12	138	165	BSD domain
Seqid=NODE_17_length_47207_cov_349.657798;Start=9684;Strand=-	PF00158.28	0.22	11.3	14	48	Sigma-54 interaction domain
Seqid=NODE_5_length_98151_cov_292.248894;End=54548;Strand=+	PF13304.8	6.1e-7	29.6	74	118	AAA domain, putative AbiEii toxin, Type IV TA system
Seqid=NODE_9_length_73269_cov_171.361365;Start=50885;Strand=-	PF00004.31	1.2e-18	67.9	56	180	ATPase family associated with various cellular activities (AAA)
Seqid=NODE_3_length_175266_cov_403.750869;End=20141;Strand=+	PF13555.8	0.0018	18.1	347	374	P-loop containing region of AAA domain
Seqid=NODE_1_length_311834_cov_211.387574;Start=32351;Strand=-	PF04389.19	0.002	17.9	184	309	Peptidase family M28
Seqid=NODE_15_length_48715_cov_207.370307;End=15072;Strand=+	PF16473.7	3.8e-14	53.1	44	195	3' exoribonuclease, RNase T-like
Seqid=NODE_2_length_208019_cov_274.767661;End=168713;Strand=+	PF12831.9	6.3e-5	22.5	8	45	FAD dependent oxidoreductase
Seqid=NODE_2_length_208019_cov_274.767661;Start=97799;Strand=-	PF19983.1	0.13	12.4	23	52	Family of unknown function (DUF6419)
Seqid=NODE_12_length_53464_cov_183.604379;Start=18947;Strand=-	PF02518.28	8.7e-24	84.3	454	560	Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase
Seqid=NODE_1_length_311834_cov_211.387574;Start=185676;Strand=-	PF19890.1	0.09	12.5	72	96	Domain of unknown function (DUF6363)
Seqid=NODE_8_length_83912_cov_236.777313;End=13131;Strand=+	PF13353.8	9.8e-6	26.2	23	128	4Fe-4S single cluster domain
Seqid=NODE_9_length_73269_cov_171.361365;Start=53020;Strand=-	PF06858.16	0.13	12.1	241	288	Nucleolar GTP-binding protein 1 (NOG1)
Seqid=NODE_1_length_311834_cov_211.387574;Start=178587;Strand=-	PF13476.8	0.29	11.7	15	113	AAA domain
Seqid=NODE_9_length_73269_cov_171.361365;Start=17263;Strand=-	PF02492.21	5.3e-4	19.7	6	46	CobW/HypB/UreG, nucleotide-binding domain
Seqid=NODE_13_length_53028_cov_297.847047;Start=21178;Strand=-	PF02826.21	3.1e-48	163.6	112	300	D-isomer specific 2-hydroxyacid dehydrogenase, NAD binding domain
Seqid=NODE_25_length_34213_cov_188.178140;End=29526;Strand=+	PF00092.30	1.9e-5	25.1	439	594	von Willebrand factor type A domain
Seqid=NODE_2_length_208019_cov_274.767661;Start=176264;Strand=-	PF04464.16	1.8e-44	152.3	227	531	CDP-Glycerol:Poly(glycerophosphate) glycerophosphotransferase
Seqid=NODE_6_length_97827_cov_271.807059;Start=2246;Strand=-	PF01926.25	0.14	12.3	43	164	50S ribosome-binding GTPase
Seqid=NODE_15_length_48715_cov_207.370307;Start=24959;Strand=-	PF02402.18	0.13	12	5	22	Lysis protein
Seqid=NODE_19_length_43567_cov_252.384180;Start=18441;Strand=-	PF01380.24	2.3e-9	37.2	125	206	SIS domain
Seqid=NODE_18_length_46896_cov_243.824217;Start=43034;Strand=-	PF12192.10	0.23	11.8	261	290	Fungal calcium binding protein
Seqid=NODE_31_length_21906_cov_324.067754;Start=18734;Strand=-	PF05690.16	8e-9	35.3	195	257	Thiazole biosynthesis protein ThiG
Seqid=NODE_2_length_208019_cov_274.767661;End=16732;Strand=+	PF13303.8	1.8e-42	145.7	31	332	Phosphotransferase system, EIIC
Seqid=NODE_18_length_46896_cov_243.824217;End=24255;Strand=+	PF16658.7	2.8e-45	153.5	382	507	Class II release factor RF3, C-terminal domain
Seqid=NODE_6_length_97827_cov_271.807059;Start=43637;Strand=-	PF13191.8	0.11	12.9	128	166	AAA ATPase domain
Seqid=NODE_3_length_175266_cov_403.750869;End=156318;Strand=+	PF12182.10	0.6	10.7	43	87	Bacterial lipoprotein
Seqid=NODE_2_length_208019_cov_274.767661;End=205131;Strand=+	PF11677.10	0.51	9.7	22	84	Protein of unknown function (DUF3273)
Seqid=NODE_22_length_38496_cov_261.159739;Start=22087;Strand=-	PF17050.7	0.18	12.7	253	301	Altered inheritance of mitochondria 5
Seqid=NODE_14_length_52631_cov_224.782148;End=43425;Strand=+	PF13245.8	0.12	12.7	146	177	AAA domain
Seqid=NODE_15_length_48715_cov_207.370307;End=4422;Strand=+	PF16111.7	0.29	12	9	64	Domain of unknown function (DUF4829)
Seqid=NODE_29_length_25401_cov_728.240404;Start=8886;Strand=-	PF13304.8	6.7e-4	19.6	328	346	AAA domain, putative AbiEii toxin, Type IV TA system
Seqid=NODE_1_length_311834_cov_211.387574;Start=242743;Strand=-	PF18898.2	0.084	13	45	66	Family of unknown function (DUF5654)
Seqid=NODE_6_length_97827_cov_271.807059;End=83384;Strand=+	PF14489.8	1.2e-32	112	66	144	QueF-like protein
Seqid=NODE_9_length_73269_cov_171.361365;Start=9123;Strand=-	PF08282.14	0.15	11.8	98	122	haloacid dehalogenase-like hydrolase
Seqid=NODE_37_length_13437_cov_176.831512;End=5486;Strand=+	PF05214.14	0.41	10.4	64	158	Baculovirus P33
Seqid=NODE_15_length_48715_cov_207.370307;Start=16987;Strand=-	PF03602.17	4.8e-6	26.4	311	417	Conserved hypothetical protein 95
Seqid=NODE_14_length_52631_cov_224.782148;End=30835;Strand=+	PF19103.2	0.11	13.1	15	95	Family of unknown function (DUF5790)
Seqid=NODE_1_length_311834_cov_211.387574;Start=106274;Strand=-	PF13173.8	0.0028	17.8	596	693	AAA domain
Seqid=NODE_11_length_67393_cov_348.837364;Start=30962;Strand=-	PF13673.9	7.9e-13	48.6	42	137	Acetyltransferase (GNAT) domain
Seqid=NODE_20_length_42920_cov_245.749691;End=35627;Strand=+	PF02776.20	2.4e-52	177.1	40	199	Thiamine pyrophosphate enzyme, N-terminal TPP binding domain
Seqid=NODE_17_length_47207_cov_349.657798;Start=30596;Strand=-	PF03193.18	0.0047	16.9	10	51	RsgA GTPase
Seqid=NODE_7_length_93468_cov_171.223747;End=8643;Strand=+	PF00226.33	1.8e-27	95.3	7	68	DnaJ domain
Seqid=NODE_14_length_52631_cov_224.782148;End=31658;Strand=+	PF06325.15	4.5e-10	39.5	95	183	Ribosomal protein L11 methyltransferase (PrmA)
Seqid=NODE_21_length_39472_cov_184.953420;Start=35657;Strand=-	PF19974.1	0.0017	17.6	150	183	Ternary complex associated domain 9
Seqid=NODE_6_length_97827_cov_271.807059;Start=54824;Strand=-	PF20008.1	0.037	14.1	260	280	Domain of unknown function (DUF6429)
Seqid=NODE_17_length_47207_cov_349.657798;Start=30596;Strand=-	PF02463.21	0.026	14	24	406	RecF/RecN/SMC N terminal domain
Seqid=NODE_2_length_208019_cov_274.767661;Start=88294;Strand=-	PF05175.16	0.21	11.3	167	238	Methyltransferase small domain
Seqid=NODE_1_length_311834_cov_211.387574;Start=269396;Strand=-	PF01783.25	2.6e-27	94.9	2	57	Ribosomal L32p protein family
Seqid=NODE_28_length_29582_cov_183.620200;Start=25742;Strand=-	PF16917.7	0.012	15.2	134	244	Biotin/lipoate A/B protein ligase family
Seqid=NODE_2_length_208019_cov_274.767661;Start=121944;Strand=-	PF07795.13	0.48	10.4	62	136	Protein of unknown function (DUF1635)
Seqid=NODE_24_length_37923_cov_335.358083;Start=14904;Strand=-	PF14814.8	0.0053	16.8	141	183	Bifunctional transglycosylase second domain
Seqid=NODE_9_length_73269_cov_171.361365;Start=12625;Strand=-	PF02785.21	4.7e-35	120	334	443	Biotin carboxylase C-terminal domain
Seqid=NODE_2_length_208019_cov_274.767661;End=187992;Strand=+	PF13476.8	0.014	16	24	67	AAA domain
Seqid=NODE_30_length_24760_cov_181.758984;Start=3386;Strand=-	PF07564.13	2.4e-18	66.1	1853	1929	Domain of Unknown Function (DUF1542)
Seqid=NODE_4_length_114657_cov_314.622369;Start=16658;Strand=-	PF00501.30	5e-83	279.2	21	423	AMP-binding enzyme
Seqid=NODE_9_length_73269_cov_171.361365;Start=50885;Strand=-	PF13238.8	0.025	15.2	56	82	AAA domain
Seqid=NODE_9_length_73269_cov_171.361365;Start=53020;Strand=-	PF16897.7	0.062	13.4	279	332	C-terminal region of MMR_HSR1 domain
Seqid=NODE_32_length_21705_cov_241.590947;End=18699;Strand=+	PF10237.11	0.009	15.9	252	337	Probable N6-adenine methyltransferase
Seqid=NODE_31_length_21906_cov_324.067754;Start=10577;Strand=-	PF06068.15	0.087	12.1	86	125	TIP49 P-loop domain
Seqid=NODE_1_length_311834_cov_211.387574;Start=195346;Strand=-	PF02367.19	0.13	12.3	151	185	Threonylcarbamoyl adenosine biosynthesis protein TsaE
Seqid=NODE_10_length_69782_cov_362.884972;Start=54147;Strand=-	PF13800.8	0.4	11	7	39	Sigma factor regulator N-terminal
Seqid=NODE_21_length_39472_cov_184.953420;Start=26505;Strand=-	PF17227.4	0.093	13.8	333	351	Family of unknown function (DUF5302)
Seqid=NODE_21_length_39472_cov_184.953420;Start=4416;Strand=-	PF13242.8	1.5e-11	44.3	286	370	HAD-hyrolase-like
Seqid=NODE_11_length_67393_cov_348.837364;End=7318;Strand=+	PF00881.26	6.8e-16	58.9	10	164	Nitroreductase family
Seqid=NODE_1_length_311834_cov_211.387574;Start=66915;Strand=-	PF00977.23	0.029	14	191	235	Histidine biosynthesis protein
Seqid=NODE_9_length_73269_cov_171.361365;Start=8022;Strand=-	PF04548.18	0.044	13.2	163	235	AIG1 family
Seqid=NODE_1_length_311834_cov_211.387574;End=287752;Strand=+	PF12670.9	0.0024	18.1	14	67	Protein of unknown function (DUF3792)
Seqid=NODE_1_length_311834_cov_211.387574;Start=168370;Strand=-	PF05621.13	0.062	12.8	107	149	Bacterial TniB protein
Seqid=NODE_30_length_24760_cov_181.758984;Start=22841;Strand=-	PF07992.16	2.7e-6	26.9	2	211	Pyridine nucleotide-disulphide oxidoreductase
Seqid=NODE_3_length_175266_cov_403.750869;End=20141;Strand=+	PF01580.20	0.51	9.8	350	376	FtsK/SpoIIIE family
Seqid=NODE_4_length_114657_cov_314.622369;Start=11944;Strand=-	PF01326.21	3.7e-10	39.7	17	64	Pyruvate phosphate dikinase, AMP/ATP-binding domain
Seqid=NODE_11_length_67393_cov_348.837364;End=62036;Strand=+	PF00128.26	7.4e-124	413.8	28	371	Alpha amylase, catalytic domain
Seqid=NODE_1_length_311834_cov_211.387574;Start=178906;Strand=-	PF01583.22	0.072	13.1	180	225	Adenylylsulphate kinase
Seqid=NODE_31_length_21906_cov_324.067754;Start=5117;Strand=-	PF09190.13	3.1e-13	50.1	361	421	DALR domain
Seqid=NODE_7_length_93468_cov_171.223747;End=56638;Strand=+	PF11559.10	0.027	14.7	13	77	Afadin- and alpha -actinin-Binding
Seqid=NODE_7_length_93468_cov_171.223747;Start=49653;Strand=-	PF06480.17	0.08	13.4	32	57	FtsH Extracellular
Seqid=NODE_10_length_69782_cov_362.884972;End=14702;Strand=+	PF07992.16	8.7e-58	196	4	312	Pyridine nucleotide-disulphide oxidoreductase
Seqid=NODE_18_length_46896_cov_243.824217;End=15160;Strand=+	PF00291.27	0.067	12.7	33	98	Pyridoxal-phosphate dependent enzyme
Seqid=NODE_17_length_47207_cov_349.657798;Start=32899;Strand=-	PF00797.19	8.2e-69	232.1	21	256	N-acetyltransferase
Seqid=NODE_3_length_175266_cov_403.750869;End=20141;Strand=+	PF13555.8	0.1	12.4	16	46	P-loop containing region of AAA domain
Seqid=NODE_7_length_93468_cov_171.223747;End=32949;Strand=+	PF00081.24	2.8e-35	120.7	3	88	Iron/manganese superoxide dismutases, alpha-hairpin domain
Seqid=NODE_22_length_38496_cov_261.159739;Start=29488;Strand=-	PF01266.26	0.018	14.7	3	83	FAD dependent oxidoreductase
Seqid=NODE_3_length_175266_cov_403.750869;Start=143199;Strand=-	PF06979.14	0.37	10.7	358	431	TMEM70/TMEM186/TMEM223 protein family
Seqid=NODE_8_length_83912_cov_236.777313;End=38742;Strand=+	PF16446.7	0.12	12.3	35	88	Domain of unknown function (DUF5043)
Seqid=NODE_2_length_208019_cov_274.767661;Start=121944;Strand=-	PF01456.19	0.1	12.7	31	111	Mucin-like glycoprotein
Seqid=NODE_2_length_208019_cov_274.767661;End=79443;Strand=+	PF13304.8	0.015	15.2	32	52	AAA domain, putative AbiEii toxin, Type IV TA system
Seqid=NODE_6_length_97827_cov_271.807059;End=86734;Strand=+	PF00781.26	1.3e-25	89.5	14	141	Diacylglycerol kinase catalytic domain
Seqid=NODE_2_length_208019_cov_274.767661;End=63627;Strand=+	PF16363.7	0.022	14.3	10	81	GDP-mannose 4,6 dehydratase
Seqid=NODE_24_length_37923_cov_335.358083;Start=35138;Strand=-	PF05729.14	0.0049	16.9	8	34	NACHT domain
Seqid=NODE_23_length_38294_cov_259.278044;Start=9387;Strand=-	PF00004.31	3.1e-10	40.7	605	723	ATPase family associated with various cellular activities (AAA)
Seqid=NODE_11_length_67393_cov_348.837364;End=63987;Strand=+	PF00583.27	5.4e-12	46.1	79	148	Acetyltransferase (GNAT) family
Seqid=NODE_43_length_6813_cov_314.029691;Start=1065;Strand=-	PF14493.8	0.026	15.1	169	193	Helix-turn-helix domain
Seqid=NODE_6_length_97827_cov_271.807059;Start=93027;Strand=-	PF16124.7	5.7e-9	36.7	333	394	RecQ zinc-binding
Seqid=NODE_4_length_114657_cov_314.622369;Start=81434;Strand=-	PF16912.7	8.2e-5	22.2	185	361	Glucose dehydrogenase C-terminus
Seqid=NODE_3_length_175266_cov_403.750869;End=108411;Strand=+	PF01297.19	4.6e-64	216.5	40	325	Zinc-uptake complex component A periplasmic
Seqid=NODE_1_length_311834_cov_211.387574;Start=199192;Strand=-	PF13353.8	8.2e-4	20	120	198	4Fe-4S single cluster domain
Seqid=NODE_3_length_175266_cov_403.750869;End=100643;Strand=+	PF12351.10	0.3	11.1	144	203	Ca2+ regulator and membrane fusion protein Fig1
Seqid=NODE_32_length_21705_cov_241.590947;Start=13304;Strand=-	PF13476.8	0.013	16.2	18	49	AAA domain
Seqid=NODE_3_length_175266_cov_403.750869;Start=52135;Strand=-	PF01209.20	0.0032	16.9	69	183	ubiE/COQ5 methyltransferase family
Seqid=NODE_10_length_69782_cov_362.884972;End=672;Strand=+	PF04978.14	0.0092	16.5	29	82	Protein of unknown function (DUF664)
Seqid=NODE_35_length_16646_cov_337.315589;End=5103;Strand=+	PF02518.28	1.5e-4	22.4	248	296	Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase
Seqid=NODE_1_length_311834_cov_211.387574;End=50066;Strand=+	PF02660.17	1.5e-52	178.1	9	191	Glycerol-3-phosphate acyltransferase
Seqid=NODE_4_length_114657_cov_314.622369;Start=25941;Strand=-	PF13738.8	0.0037	16.7	205	274	Pyridine nucleotide-disulphide oxidoreductase
Seqid=NODE_10_length_69782_cov_362.884972;End=60133;Strand=+	PF00701.24	0.16	10.7	297	350	Dihydrodipicolinate synthetase family
Seqid=NODE_1_length_311834_cov_211.387574;Start=83171;Strand=-	PF12730.9	1.2e-4	22.2	8	177	ABC-2 family transporter protein
Seqid=NODE_8_length_83912_cov_236.777313;Start=13972;Strand=-	PF04080.15	0.27	10.9	116	257	Per1-like family
Seqid=NODE_37_length_13437_cov_176.831512;End=4517;Strand=+	PF01234.19	0.14	11.4	121	154	NNMT/PNMT/TEMT family
Seqid=NODE_22_length_38496_cov_261.159739;Start=36732;Strand=-	PF07361.13	0.0052	17.5	76	117	Cytochrome b562
Seqid=NODE_3_length_175266_cov_403.750869;End=129383;Strand=+	PF08242.14	9.5e-10	39.2	45	135	Methyltransferase domain
Seqid=NODE_22_length_38496_cov_261.159739;Start=33778;Strand=-	PF06197.15	0.078	12.7	5	133	Protein of unknown function (DUF998)
Seqid=NODE_5_length_98151_cov_292.248894;End=89608;Strand=+	PF00931.24	0.17	11.1	365	403	NB-ARC domain
Seqid=NODE_2_length_208019_cov_274.767661;End=202645;Strand=+	PF12710.9	0.21	12.1	10	38	haloacid dehalogenase-like hydrolase
Seqid=NODE_1_length_311834_cov_211.387574;Start=252126;Strand=-	PF13370.8	0.0064	17.1	180	220	4Fe-4S single cluster domain of Ferredoxin I
Seqid=NODE_2_length_208019_cov_274.767661;End=79443;Strand=+	PF02463.21	0.13	11.7	29	49	RecF/RecN/SMC N terminal domain
Seqid=NODE_1_length_311834_cov_211.387574;Start=196419;Strand=-	PF03793.21	4.8e-14	52.1	373	435	PASTA domain
Seqid=NODE_1_length_311834_cov_211.387574;Start=124507;Strand=-	PF05193.23	2.1e-21	76.9	182	363	Peptidase M16 inactive domain
Seqid=NODE_44_length_6183_cov_208.341140;End=2881;Strand=+	PF00392.23	2.2e-16	59.4	69	131	Bacterial regulatory proteins, gntR family
Seqid=NODE_17_length_47207_cov_349.657798;End=44140;Strand=+	PF00005.29	2.2e-33	115.8	20	176	ABC transporter
Seqid=NODE_4_length_114657_cov_314.622369;Start=15267;Strand=-	PF14502.8	0.016	14.7	14	53	Helix-turn-helix domain
Seqid=NODE_37_length_13437_cov_176.831512;End=7562;Strand=+	PF01264.23	5.7e-115	383.6	1	362	Chorismate synthase
Seqid=NODE_14_length_52631_cov_224.782148;End=7960;Strand=+	PF09250.13	0.016	15.7	27	86	Bifunctional DNA primase/polymerase, N-terminal
Seqid=NODE_1_length_311834_cov_211.387574;Start=198443;Strand=-	PF00481.23	1e-13	51.7	43	156	Protein phosphatase 2C
Seqid=NODE_6_length_97827_cov_271.807059;Start=43637;Strand=-	PF02603.18	3.9e-39	133.7	3	125	HPr Serine kinase N terminus
Seqid=NODE_20_length_42920_cov_245.749691;End=17072;Strand=+	PF04932.17	0.32	10.7	91	159	O-Antigen ligase
Seqid=NODE_1_length_311834_cov_211.387574;Start=274479;Strand=-	PF11744.10	0.0099	14.8	8	131	Aluminium activated malate transporter
Seqid=NODE_1_length_311834_cov_211.387574;Start=122385;Strand=-	PF12844.9	3.3e-6	27.2	11	77	Helix-turn-helix domain
Seqid=NODE_19_length_43567_cov_252.384180;Start=21012;Strand=-	PF13404.8	0.3	11.1	13	42	AsnC-type helix-turn-helix domain
Seqid=NODE_8_length_83912_cov_236.777313;Start=13972;Strand=-	PF12832.9	2.1e-5	23.6	40	173	MFS_1 like family
Seqid=NODE_3_length_175266_cov_403.750869;Start=54855;Strand=-	PF00009.29	0.32	10.6	307	367	Elongation factor Tu GTP binding domain
Seqid=NODE_8_length_83912_cov_236.777313;End=37787;Strand=+	PF00410.21	8.3e-53	177.7	5	132	Ribosomal protein S8
Seqid=NODE_23_length_38294_cov_259.278044;End=17301;Strand=+	PF13738.8	3.8e-11	42.9	70	277	Pyridine nucleotide-disulphide oxidoreductase
Seqid=NODE_7_length_93468_cov_171.223747;End=56638;Strand=+	PF07870.13	0.088	12.8	15	33	Protein of unknown function (DUF1657)
Seqid=NODE_2_length_208019_cov_274.767661;End=147946;Strand=+	PF13426.9	0.49	10.8	27	104	PAS domain
Seqid=NODE_16_length_48124_cov_200.183425;End=5905;Strand=+	PF13604.8	0.055	13.3	27	59	AAA domain
Seqid=NODE_4_length_114657_cov_314.622369;End=15625;Strand=+	PF15617.8	0.082	12.1	6	50	C-C_Bond_Lyase of the TIM-Barrel fold
Seqid=NODE_8_length_83912_cov_236.777313;End=6073;Strand=+	PF14163.8	0.94	9	189	215	Super-infection exclusion protein B
Seqid=NODE_27_length_31933_cov_317.774925;End=2154;Strand=+	PF10294.11	4.3e-4	20.1	71	125	Lysine methyltransferase
Seqid=NODE_24_length_37923_cov_335.358083;Start=6388;Strand=-	PF01078.23	0.046	13.2	201	219	Magnesium chelatase, subunit ChlI
Seqid=NODE_4_length_114657_cov_314.622369;Start=45845;Strand=-	PF12685.9	0.0019	18.2	65	136	SpoIIIAH-like protein
Seqid=NODE_45_length_6111_cov_231.502154;Start=2591;Strand=-	PF04703.14	0.47	11	42	86	FaeA-like protein
Seqid=NODE_5_length_98151_cov_292.248894;End=54548;Strand=+	PF00005.29	3.3e-36	124.9	63	210	ABC transporter
Seqid=NODE_3_length_175266_cov_403.750869;Start=54855;Strand=-	PF09439.12	0.054	13	236	293	Signal recognition particle receptor beta subunit
Seqid=NODE_31_length_21906_cov_324.067754;Start=3447;Strand=-	PF00148.21	0.089	11.6	89	118	Nitrogenase component 1 type Oxidoreductase
Seqid=NODE_1_length_311834_cov_211.387574;End=217157;Strand=+	PF06954.13	0.073	13.7	2	24	Resistin
Seqid=NODE_9_length_73269_cov_171.361365;Start=25150;Strand=-	PF13086.8	0.35	10.7	448	490	AAA domain
Seqid=NODE_3_length_175266_cov_403.750869;Start=37246;Strand=-	PF13673.9	0.002	18.2	52	159	Acetyltransferase (GNAT) domain
