Query	Hit	Evalue	Score	Start	Stop	Description
Seqid=NZ_CP035541.1;End=1280880;Strand=+	PF00308.20	0.69	9.8	41	80	Bacterial dnaA protein
Seqid=NZ_CP035541.1;Start=228588;Strand=-	PF02558.18	0.056	13.2	5	36	Ketopantoate reductase PanE/ApbA
Seqid=NZ_CP035541.1;End=1593832;Strand=+	PF09972.11	0.44	9.3	10	64	Predicted membrane protein (DUF2207)
Seqid=NZ_CP035541.1;Start=1669106;Strand=-	PF20030.1	0.025	13.7	57	97	MoxR domain in the MoxR-vWA-beta-propeller ternary systems
Seqid=NZ_CP035541.1;Start=901278;Strand=-	PF03630.16	5.1e-21	75.3	87	263	Fumble
Seqid=NZ_CP035541.1;Start=550936;Strand=-	PF02826.21	2.7e-51	173.5	112	298	D-isomer specific 2-hydroxyacid dehydrogenase, NAD binding domain
Seqid=NZ_CP035541.1;Start=10252;Strand=-	PF12773.9	0.0011	19	4	27	Double zinc ribbon
Seqid=NZ_CP035541.1;End=696617;Strand=+	PF02378.20	5.8e-63	213	110	412	Phosphotransferase system, EIIC
Seqid=NZ_CP035541.1;Start=2119435;Strand=-	PF02645.18	5.3e-80	268.8	7	287	Uncharacterised protein, DegV family COG1307
Seqid=NZ_CP035541.1;End=804901;Strand=+	PF19238.1	0.0014	18.4	109	177	Radical SAM-like domain
Seqid=NZ_CP035541.1;End=1368326;Strand=+	PF01812.22	1.5e-38	132.7	3	174	5-formyltetrahydrofolate cyclo-ligase family
Seqid=NZ_CP035541.1;Start=2483569;Strand=-	PF13730.8	0.015	15.3	28	58	Helix-turn-helix domain
Seqid=NZ_CP035541.1;End=54681;Strand=+	PF09648.12	2.4e-4	20.8	307	434	YycH protein
Seqid=NZ_CP035541.1;Start=2133631;Strand=-	PF07728.16	0.34	11	32	59	AAA domain (dynein-related subfamily)
Seqid=NZ_CP035541.1;End=63951;Strand=+	PF19263.1	2.5e-12	47.6	245	358	Family of unknown function (DUF5906)
Seqid=NZ_CP035541.1;End=278213;Strand=+	PF00696.30	1.6e-29	103.3	9	288	Amino acid kinase family
Seqid=NZ_CP035541.1;End=1340808;Strand=+	PF15777.7	0.069	13.2	164	199	Tryptophan RNA-binding attenuator protein inhibitory protein
Seqid=NZ_CP035541.1;End=1357438;Strand=+	PF04542.16	3.8e-22	78	140	209	Sigma-70 region 2
Seqid=NZ_CP035541.1;Start=70705;Strand=-	PF00905.24	3.3e-71	240.1	347	658	Penicillin binding protein transpeptidase domain
Seqid=NZ_CP035541.1;Start=370524;Strand=-	PF13127.8	0.73	9.9	2	22	Protein of unknown function (DUF3955)
Seqid=NZ_CP035541.1;Start=2418510;Strand=-	PF06657.15	0.48	11	366	413	Centrosome microtubule-binding domain of Cep57
Seqid=NZ_CP035541.1;Start=2547410;Strand=-	PF12681.9	0.0023	18	10	127	Glyoxalase-like domain
Seqid=NZ_CP035541.1;Start=1678345;Strand=-	PF13380.8	2e-4	22	26	128	CoA binding domain
Seqid=NZ_CP035541.1;End=243612;Strand=+	PF13450.8	0.065	13.6	185	215	NAD(P)-binding Rossmann-like domain
Seqid=NZ_CP035541.1;End=2583309;Strand=+	PF11974.10	9.7e-4	19.2	236	267	Bacterial alpha-2-macroglobulin MG3 domain
Seqid=NZ_CP035541.1;End=1111191;Strand=+	PF01464.22	0.1	12.4	103	145	Transglycosylase SLT domain
Seqid=NZ_CP035541.1;Start=1540392;Strand=-	PF00697.24	1.7e-38	132.4	4	202	N-(5'phosphoribosyl)anthranilate (PRA) isomerase
Seqid=NZ_CP035541.1;End=2542433;Strand=+	PF12831.9	7.9e-6	25.5	87	138	FAD dependent oxidoreductase
Seqid=NZ_CP035541.1;End=850886;Strand=+	PF06028.13	1e-61	208.6	2	173	Alpha/beta hydrolase of unknown function (DUF915)
Seqid=NZ_CP035541.1;End=401930;Strand=+	PF13858.8	0.19	12.2	132	191	Protein of unknown function (DUF4199)
Seqid=NZ_CP035541.1;Start=2151103;Strand=-	PF13245.8	0.15	12.4	27	50	AAA domain
Seqid=NZ_CP035541.1;Start=1597898;Strand=-	PF07332.13	0.21	11.7	12	73	Putative Actinobacterial Holin-X, holin superfamily III
Seqid=NZ_CP035541.1;End=2486051;Strand=+	PF00487.26	9.8e-40	137.1	56	287	Fatty acid desaturase
Seqid=NZ_CP035541.1;Start=2612360;Strand=-	PF01610.19	9.9e-20	71.4	12	83	Transposase
Seqid=NZ_CP035541.1;Start=2418510;Strand=-	PF13604.8	0.0018	18.1	40	151	AAA domain
Seqid=NZ_CP035541.1;End=2542433;Strand=+	PF07992.16	4.6e-71	239.5	86	403	Pyridine nucleotide-disulphide oxidoreductase
Seqid=NZ_CP035541.1;End=1452535;Strand=+	PF15590.8	0.16	11.9	55	96	Immunity protein 27
Seqid=NZ_CP035541.1;Start=1799353;Strand=-	PF13588.8	0.027	14.5	26	75	Type I restriction enzyme R protein N terminus (HSDR_N)
Seqid=NZ_CP035541.1;Start=2337244;Strand=-	PF01212.23	0.007	15.8	92	296	Beta-eliminating lyase
Seqid=NZ_CP035541.1;End=2324005;Strand=+	PF13191.8	0.029	14.8	13	58	AAA ATPase domain
Seqid=NZ_CP035541.1;End=1885721;Strand=+	PF13173.8	0.54	10.4	279	323	AAA domain
Seqid=NZ_CP035541.1;End=1247843;Strand=+	PF20048.1	0.088	12.7	18	56	Domain of unknown function (DUF6450)
Seqid=NZ_CP035541.1;End=469363;Strand=+	PF13173.8	0.053	13.6	4	66	AAA domain
Seqid=NZ_CP035541.1;Start=1580970;Strand=-	PF11273.10	0.02	15.7	5	38	Protein of unknown function (DUF3073)
Seqid=NZ_CP035541.1;Start=2612744;Strand=-	PF07564.13	1e-4	22.4	7	34	Domain of Unknown Function (DUF1542)
Seqid=NZ_CP035541.1;End=437571;Strand=+	PF13671.8	3.5e-7	30.6	29	142	AAA domain
Seqid=NZ_CP035541.1;End=725014;Strand=+	PF07931.14	0.67	9.8	32	52	Chloramphenicol phosphotransferase-like protein
Seqid=NZ_CP035541.1;End=1133524;Strand=+	PF05302.13	0.21	11.5	39	97	Protein of unknown function (DUF720)
Seqid=NZ_CP035541.1;End=2505565;Strand=+	PF02574.18	7.5e-58	196.7	13	280	Homocysteine S-methyltransferase
Seqid=NZ_CP035541.1;End=390552;Strand=+	PF13520.8	1.2e-69	235.4	12	416	Amino acid permease
Seqid=NZ_CP035541.1;End=362473;Strand=+	PF01370.23	3e-5	23.7	3	72	NAD dependent epimerase/dehydratase family
Seqid=NZ_CP035541.1;End=46042;Strand=+	PF06550.13	0.015	14.9	13	87	Signal-peptide peptidase, presenilin aspartyl protease
