Query	Hit	Evalue	Score	Start	Stop	Description
Seqid=NZ_CP025031.1;End=1887745;Strand=+	PF12135.10	0.34	10.9	56	69	Plasmodium repeat family
Seqid=NZ_CP025031.1;End=2566013;Strand=+	PF11862.10	0.86	10	116	165	Domain of unknown function (DUF3382)
Seqid=NZ_CP025031.1;Start=2156351;Strand=-	PF10018.11	0.23	11.2	13	65	Vitamin-D-receptor interacting Mediator subunit 4
Seqid=NZ_CP025031.1;Start=2462912;Strand=-	PF00037.29	0.0047	16.8	186	203	4Fe-4S binding domain
Seqid=NZ_CP025031.1;End=1128669;Strand=+	PF16988.7	0.065	12.7	20	47	Vacuolar protein sorting 36 NZF-N zinc-finger domain
Seqid=NZ_CP025031.1;End=967344;Strand=+	PF00512.27	2.1e-8	34.2	173	232	His Kinase A (phospho-acceptor) domain
Seqid=NZ_CP025031.1;Start=1044352;Strand=-	PF13576.8	0.0055	16.9	91	125	Pentapeptide repeats (9 copies)
Seqid=NZ_CP025031.1;End=1781879;Strand=+	PF01494.21	7.6e-4	18.9	4	35	FAD binding domain
Seqid=NZ_CP025031.1;End=868302;Strand=+	PF13565.8	0.012	16.3	25	50	Homeodomain-like domain
Seqid=NZ_CP025031.1;Start=2449549;Strand=-	PF13829.8	0.0031	17	439	507	Domain of unknown function (DUF4191)
Seqid=NZ_CP025031.1;Start=2197156;Strand=-	PF00013.31	0.24	11.3	20	61	KH domain
Seqid=NZ_CP025031.1;End=1996712;Strand=+	PF11798.10	9.8e-8	32	183	213	IMS family HHH motif
Seqid=NZ_CP025031.1;End=357596;Strand=+	PF08702.12	0.4	10.9	39	106	Fibrinogen alpha/beta chain family
Seqid=NZ_CP025031.1;End=1749627;Strand=+	PF14675.8	0.027	14.1	75	139	FANCI solenoid 1
Seqid=NZ_CP025031.1;Start=1727449;Strand=-	PF15414.8	0.17	10.8	6	40	Protein of unknown function (DUF4621)
Seqid=NZ_CP025031.1;Start=743473;Strand=-	PF05368.15	0.076	12.6	150	196	NmrA-like family
Seqid=NZ_CP025031.1;Start=2584958;Strand=-	PF01712.21	0.031	14.2	30	54	Deoxynucleoside kinase
Seqid=NZ_CP025031.1;End=1078558;Strand=+	PF06156.15	2.5e-24	85.9	1	127	Initiation control protein YabA
Seqid=NZ_CP025031.1;Start=2057362;Strand=-	PF01913.20	0.032	14.2	38	119	Formylmethanofuran-tetrahydromethanopterin formyltransferase
Seqid=NZ_CP025031.1;End=728593;Strand=+	PF06770.13	0.073	12.8	3	74	Actin-rearrangement-inducing factor (Arif-1)
Seqid=NZ_CP025031.1;Start=2326568;Strand=-	PF13730.8	0.15	12	17	49	Helix-turn-helix domain
Seqid=NZ_CP025031.1;End=676004;Strand=+	PF04530.14	0.086	13.2	9	40	Viral Beta C/D like family
Seqid=NZ_CP025031.1;Start=2574117;Strand=-	PF04616.16	0.024	14.1	46	188	Glycosyl hydrolases family 43
Seqid=NZ_CP025031.1;Start=1446071;Strand=-	PF02566.21	3.1e-17	63	37	134	OsmC-like protein
Seqid=NZ_CP025031.1;Start=1220728;Strand=-	PF00890.26	0.24	10.6	6	37	FAD binding domain
Seqid=NZ_CP025031.1;End=1831907;Strand=+	PF09512.12	4.8e-53	179.4	6	154	Thiamine-precursor transporter protein (ThiW)
Seqid=NZ_CP025031.1;Start=114551;Strand=-	PF18915.2	0.024	15.2	21	62	Domain of unknown function (DUF5667)
Seqid=NZ_CP025031.1;End=1226251;Strand=+	PF19276.1	8e-10	38.5	201	328	HD associated region
Seqid=NZ_CP025031.1;Start=864624;Strand=-	PF01076.21	4.3e-76	255.2	8	205	Plasmid recombination enzyme
Seqid=NZ_CP025031.1;Start=2115157;Strand=-	PF11604.10	0.089	12.9	10	44	Copper binding periplasmic protein CusF
Seqid=NZ_CP025031.1;Start=2177867;Strand=-	PF00905.24	4.2e-60	203.6	351	656	Penicillin binding protein transpeptidase domain
Seqid=NZ_CP025031.1;End=1823788;Strand=+	PF11337.10	0.35	11.7	4	57	Protein of unknown function (DUF3139)
Seqid=NZ_CP025031.1;Start=2311803;Strand=-	PF00285.23	9e-127	423.1	21	369	Citrate synthase, C-terminal domain
Seqid=NZ_CP025031.1;Start=795268;Strand=-	PF13401.8	1.9e-4	21.8	56	147	AAA domain
Seqid=NZ_CP025031.1;End=1854805;Strand=+	PF04404.14	1.4e-21	77.1	12	166	ERF superfamily
Seqid=NZ_CP025031.1;Start=2422135;Strand=-	PF05302.13	0.21	11.5	39	97	Protein of unknown function (DUF720)
Seqid=NZ_CP025031.1;End=1204017;Strand=+	PF02803.20	9.7e-33	112.5	265	378	Thiolase, C-terminal domain
Seqid=NZ_CP025031.1;Start=550422;Strand=-	PF01370.23	2.3e-13	50.3	3	179	NAD dependent epimerase/dehydratase family
Seqid=NZ_CP025031.1;End=218645;Strand=+	PF02245.18	1.7e-48	164.5	3	184	Methylpurine-DNA glycosylase (MPG)
Seqid=NZ_CP025031.1;End=2332370;Strand=+	PF00582.28	3.6e-35	121.6	4	143	Universal stress protein family
Seqid=NZ_CP025031.1;Start=2205632;Strand=-	PF00012.22	2.7e-29	101.9	4	76	Hsp70 protein
Seqid=NZ_CP025031.1;End=1359037;Strand=+	PF00006.27	0.13	12	19	52	ATP synthase alpha/beta family, nucleotide-binding domain
Seqid=NZ_CP025031.1;Start=1635347;Strand=-	PF17035.7	0.17	12.2	24	60	Bromodomain extra-terminal - transcription regulation
Seqid=NZ_CP025031.1;Start=2355193;Strand=-	PF13601.8	4.1e-5	23.7	55	109	Winged helix DNA-binding domain
Seqid=NZ_CP025031.1;Start=830352;Strand=-	PF05368.15	3.4e-7	30.1	4	170	NmrA-like family
Seqid=NZ_CP025031.1;Start=648010;Strand=-	PF00144.26	7.7e-4	18.9	47	235	Beta-lactamase
Seqid=NZ_CP025031.1;End=244828;Strand=+	PF13692.8	2.4e-19	70.1	207	343	Glycosyl transferases group 1
Seqid=NZ_CP025031.1;Start=909359;Strand=-	PF03989.15	7.1e-9	35.1	615	658	DNA gyrase C-terminal domain, beta-propeller
Seqid=NZ_CP025031.1;Start=2439297;Strand=-	PF06100.13	0.88	8.4	230	265	MCRA family
Seqid=NZ_CP025031.1;End=1134840;Strand=+	PF08745.13	0.26	10.8	250	298	PINc domain ribonuclease
Seqid=NZ_CP025031.1;End=1125590;Strand=+	PF00218.23	0.0024	17.2	175	251	Indole-3-glycerol phosphate synthase
Seqid=NZ_CP025031.1;End=691647;Strand=+	PF08279.14	0.024	14.6	8	30	HTH domain
Seqid=NZ_CP025033.1;End=18695;Strand=+	PF03050.16	0.001	18.7	19	97	Transposase IS66 family
Seqid=NZ_CP025031.1;Start=2303328;Strand=-	PF13238.8	0.0063	17.2	5	148	AAA domain
Seqid=NZ_CP025031.1;Start=132285;Strand=-	PF07032.13	0.17	12.5	21	46	Protein of unknown function (DUF1322)
Seqid=NZ_CP025031.1;End=1984161;Strand=+	PF00986.23	2.3e-29	101.5	573	633	DNA gyrase B subunit, carboxyl terminus
Seqid=NZ_CP025033.1;Start=13989;Strand=-	PF14493.8	0.0072	16.8	169	193	Helix-turn-helix domain
Seqid=NZ_CP025031.1;Start=52191;Strand=-	PF11899.10	0.12	11.6	287	384	Protein of unknown function (DUF3419)
Seqid=NZ_CP025031.1;End=1428089;Strand=+	PF08840.13	0.0021	18.3	76	223	BAAT / Acyl-CoA thioester hydrolase C terminal
Seqid=NZ_CP025033.1;End=8522;Strand=+	PF13751.8	5.4e-7	30	392	441	Transposase DDE domain
Seqid=NZ_CP025031.1;End=267287;Strand=+	PF09902.11	0.027	14.6	8	58	Uncharacterized protein conserved in bacteria (DUF2129)
Seqid=NZ_CP025031.1;Start=2230146;Strand=-	PF13191.8	0.0051	17.3	5	46	AAA ATPase domain
Seqid=NZ_CP025031.1;End=1780548;Strand=+	PF01396.21	6.2e-16	58	574	610	Topoisomerase DNA binding C4 zinc finger
Seqid=NZ_CP025031.1;End=639763;Strand=+	PF04545.18	0.0064	16.1	8	35	Sigma-70, region 4
Seqid=NZ_CP025031.1;Start=227408;Strand=-	PF12729.9	0.77	9.3	2	29	Four helix bundle sensory module for signal transduction
Seqid=NZ_CP025031.1;Start=2439297;Strand=-	PF03486.16	0.2	10.4	231	281	HI0933-like protein
Seqid=NZ_CP025033.1;Start=19999;Strand=-	PF03684.15	0.28	11.1	421	446	Uncharacterised protein family (UPF0179)
Seqid=NZ_CP025031.1;End=1938999;Strand=+	PF13353.8	1.2e-8	35.6	14	118	4Fe-4S single cluster domain
Seqid=NZ_CP025031.1;Start=262202;Strand=-	PF12698.9	4e-24	85.5	9	403	ABC-2 family transporter protein
Seqid=NZ_CP025031.1;Start=1617229;Strand=-	PF07728.16	0.14	12.3	32	52	AAA domain (dynein-related subfamily)
Seqid=NZ_CP025031.1;End=405844;Strand=+	PF20111.1	0.15	12	29	65	Family of unknown function (DUF6501)
Seqid=NZ_CP025031.1;Start=637857;Strand=-	PF00892.22	4.7e-16	59.3	165	301	EamA-like transporter family
Seqid=NZ_CP025031.1;Start=1486438;Strand=-	PF19529.1	0.46	9.4	16	83	Family of unknown function (DUF6057)
Seqid=NZ_CP025031.1;End=952993;Strand=+	PF15883.7	0.78	9.5	20	67	Domain of unknown function (DUF4736)
Seqid=NZ_CP025031.1;End=804110;Strand=+	PF13175.8	0.017	14.8	23	115	AAA ATPase domain
Seqid=NZ_CP025031.1;Start=1581993;Strand=-	PF00266.21	2.8e-6	26.6	87	199	Aminotransferase class-V
Seqid=NZ_CP025031.1;End=1341475;Strand=+	PF12967.9	0.026	14.6	141	198	Domain of Unknown Function with PDB structure (DUF3855)
Seqid=NZ_CP025031.1;Start=534832;Strand=-	PF02518.28	1.4e-17	64.3	197	296	Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase
Seqid=NZ_CP025031.1;End=1579584;Strand=+	PF12146.10	1.6e-13	50.6	14	249	Serine aminopeptidase, S33
Seqid=NZ_CP025031.1;End=1414354;Strand=+	PF02650.16	3.5e-36	123.6	226	310	WhiA C-terminal HTH domain
Seqid=NZ_CP025031.1;End=436784;Strand=+	PF13903.8	0.055	13.3	40	98	PMP-22/EMP/MP20/Claudin tight junction
Seqid=NZ_CP025031.1;End=1412295;Strand=+	PF03668.17	8.9e-103	343.6	13	295	P-loop ATPase protein family
Seqid=NZ_CP025031.1;Start=346286;Strand=-	PF07937.13	0.23	11.4	65	139	Protein of unknown function (DUF1686)
Seqid=NZ_CP025031.1;End=1079682;Strand=+	PF10544.11	0.027	15.1	5	52	T5orf172 domain
Seqid=NZ_CP025031.1;Start=784085;Strand=-	PF00910.24	0.17	12.4	34	67	RNA helicase
Seqid=NZ_CP025031.1;End=271448;Strand=+	PF05814.13	0.38	10.9	33	84	Orf76 (Ac76)
Seqid=NZ_CP025031.1;Start=197889;Strand=-	PF13520.8	1.2e-33	116.8	13	440	Amino acid permease
Seqid=NZ_CP025031.1;Start=1254715;Strand=-	PF11148.10	3.4e-16	58.8	3	69	Protein of unknown function (DUF2922)
Seqid=NZ_CP025031.1;Start=420243;Strand=-	PF19044.2	0.058	12.1	23	63	TraG P-loop domain
Seqid=NZ_CP025031.1;Start=2197156;Strand=-	PF13401.8	0.006	17	138	255	AAA domain
Seqid=NZ_CP025031.1;Start=2238032;Strand=-	PF05127.16	0.061	13.3	364	471	Helicase
Seqid=NZ_CP025031.1;Start=2064879;Strand=-	PF11974.10	0.0041	17.2	3377	3408	Bacterial alpha-2-macroglobulin MG3 domain
Seqid=NZ_CP025031.1;Start=2453818;Strand=-	PF03292.16	0.031	12.7	3	83	Poxvirus P4B major core protein
Seqid=NZ_CP025031.1;End=1131185;Strand=+	PF17570.4	0.24	11.9	28	46	Family of unknown function (DUF5476)
Seqid=NZ_CP025031.1;End=1437292;Strand=+	PF13527.9	0.004	17.4	128	186	Acetyltransferase (GNAT) domain
Seqid=NZ_CP025031.1;Start=2615377;Strand=-	PF04851.17	1.1e-5	25.6	51	197	Type III restriction enzyme, res subunit
Seqid=NZ_CP025031.1;Start=780147;Strand=-	PF13669.8	2.4e-6	27.9	8	126	Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily
Seqid=NZ_CP025033.1;End=18695;Strand=+	PF10884.10	0.15	12.5	143	205	Protein of unknown function (DUF2683)
Seqid=NZ_CP025031.1;End=1285140;Strand=+	PF09818.11	0.98	8.2	179	258	Predicted ATPase of the ABC class
Seqid=NZ_CP025031.1;Start=2203403;Strand=-	PF01170.20	0.17	11.6	224	271	Putative RNA methylase family UPF0020
Seqid=NZ_CP025031.1;End=1390528;Strand=+	PF02645.18	5.3e-80	268.8	7	287	Uncharacterised protein, DegV family COG1307
Seqid=NZ_CP025031.1;Start=696689;Strand=-	PF12669.9	0.54	10.8	73	94	FeoB-associated Cys-rich membrane protein
Seqid=NZ_CP025031.1;Start=859763;Strand=-	PF02002.19	0.12	12.4	37	104	TFIIE alpha subunit
Seqid=NZ_CP025031.1;End=1526428;Strand=+	PF01154.19	2.4e-4	21.1	2	166	Hydroxymethylglutaryl-coenzyme A synthase N terminal
Seqid=NZ_CP025031.1;End=147287;Strand=+	PF06657.15	0.012	16.2	3	49	Centrosome microtubule-binding domain of Cep57
Seqid=NZ_CP025031.1;End=1160416;Strand=+	PF03193.18	0.36	10.8	96	155	RsgA GTPase
Seqid=NZ_CP025031.1;Start=172892;Strand=-	PF00165.25	0.0034	17.5	217	250	Bacterial regulatory helix-turn-helix proteins, AraC family
Seqid=NZ_CP025031.1;Start=551543;Strand=-	PF13460.8	7e-12	45.7	19	157	NAD(P)H-binding
Seqid=NZ_CP025031.1;Start=2128443;Strand=-	PF04079.18	6.7e-42	142.9	6	156	Segregation and condensation complex subunit ScpB
Seqid=NZ_CP025031.1;Start=134529;Strand=-	PF05316.14	0.03	14.4	143	201	Mitochondrial ribosomal protein (VAR1)
Seqid=NZ_CP025031.1;End=1784925;Strand=+	PF13671.8	0.032	14.5	62	93	AAA domain
Seqid=NZ_CP025033.1;Start=16081;Strand=-	PF00006.27	0.74	9.5	32	58	ATP synthase alpha/beta family, nucleotide-binding domain
Seqid=NZ_CP025031.1;Start=2322367;Strand=-	PF14579.8	2.4e-23	82.2	744	831	Helix-hairpin-helix motif
Seqid=NZ_CP025031.1;End=2572296;Strand=+	PF14501.8	6.3e-18	64.6	321	424	GHKL domain
Seqid=NZ_CP025031.1;Start=361265;Strand=-	PF12076.10	0.23	11.2	10	60	WAX2 C-terminal domain
Seqid=NZ_CP025031.1;Start=353211;Strand=-	PF13561.8	7.5e-71	238.5	21	260	Enoyl-(Acyl carrier protein) reductase
Seqid=NZ_CP025031.1;Start=123513;Strand=-	PF13304.8	0.05	13.5	39	82	AAA domain, putative AbiEii toxin, Type IV TA system
Seqid=NZ_CP025031.1;Start=465589;Strand=-	PF02958.22	0.0046	16.4	132	202	Ecdysteroid kinase-like family
Seqid=NZ_CP025031.1;End=1623224;Strand=+	PF05128.14	2.4e-5	24.2	41	159	Domain of unknown function (DUF697)
Seqid=NZ_CP025031.1;End=1133747;Strand=+	PF13541.8	2.5e-6	27.5	359	426	Subunit ChlI of Mg-chelatase
Seqid=NZ_CP025031.1;End=2071920;Strand=+	PF17260.4	0.0059	16.8	19	52	Family of unknown function (DUF5326)
Seqid=NZ_CP025031.1;End=2163106;Strand=+	PF08771.13	0.45	11	51	114	FKBP12-rapamycin binding domain
Seqid=NZ_CP025031.1;End=845216;Strand=+	PF18804.3	0.071	13.1	41	108	CxC3 like cysteine cluster associated with KDZ transposases
Seqid=NZ_CP025031.1;End=1125590;Strand=+	PF04131.16	0.006	15.9	194	252	Putative N-acetylmannosamine-6-phosphate epimerase
Seqid=NZ_CP025031.1;Start=2564809;Strand=-	PF00166.23	9.8e-34	115.4	2	93	Chaperonin 10 Kd subunit
Seqid=NZ_CP025031.1;Start=2218286;Strand=-	PF13957.8	0.16	12.2	25	73	Toxin YafO, type II toxin-antitoxin system
Seqid=NZ_CP025031.1;End=1882752;Strand=+	PF14606.8	0.43	10.7	137	177	GDSL-like Lipase/Acylhydrolase family
Seqid=NZ_CP025031.1;Start=2228330;Strand=-	PF02682.18	2e-69	233.5	1	202	Carboxyltransferase domain, subdomain C and D
Seqid=NZ_CP025031.1;Start=2057833;Strand=-	PF08712.13	1.9e-18	66.4	5	84	Scaffold protein Nfu/NifU N terminal
Seqid=NZ_CP025031.1;Start=169410;Strand=-	PF02771.18	1.4e-6	29	22	99	Acyl-CoA dehydrogenase, N-terminal domain
Seqid=NZ_CP025031.1;End=65436;Strand=+	PF05158.14	0.048	13.1	48	78	RNA polymerase Rpc34 subunit
Seqid=NZ_CP025031.1;Start=2064879;Strand=-	PF11974.10	0.033	14.3	4367	4399	Bacterial alpha-2-macroglobulin MG3 domain
Seqid=NZ_CP025031.1;End=336596;Strand=+	PF16912.7	5.9e-11	42.3	147	330	Glucose dehydrogenase C-terminus
Seqid=NZ_CP025031.1;Start=1881822;Strand=-	PF13762.8	0.1	12.7	12	44	Mitochondrial splicing apparatus component
Seqid=NZ_CP025031.1;Start=832661;Strand=-	PF13610.8	1.2e-39	135.8	72	203	DDE domain
Seqid=NZ_CP025031.1;End=497007;Strand=+	PF02719.17	6.4e-4	19.1	27	98	Polysaccharide biosynthesis protein
Seqid=NZ_CP025031.1;End=1774759;Strand=+	PF13549.8	1e-8	35	4	217	ATP-grasp domain
Seqid=NZ_CP025031.1;Start=105430;Strand=-	PF15816.7	0.0097	15	37	65	Transmembrane protein 82
Seqid=NZ_CP025031.1;End=1217535;Strand=+	PF08544.15	5.4e-7	30	218	296	GHMP kinases C terminal
Seqid=NZ_CP025031.1;Start=29503;Strand=-	PF08938.12	0.36	11.3	58	111	HBS1 N-terminus
Seqid=NZ_CP025031.1;End=1412295;Strand=+	PF00378.22	0.16	11.4	122	183	Enoyl-CoA hydratase/isomerase
Seqid=NZ_CP025031.1;End=1817297;Strand=+	PF02254.20	0.028	14.8	5	63	TrkA-N domain
Seqid=NZ_CP025031.1;End=1099494;Strand=+	PF14575.8	0.1	13.4	34	86	Ephrin type-A receptor 2 transmembrane domain
Seqid=NZ_CP025031.1;End=783995;Strand=+	PF10345.11	0.057	12	6	56	Cohesin loading factor
Seqid=NZ_CP025031.1;End=1785720;Strand=+	PF13412.8	0.016	14.8	205	231	Winged helix-turn-helix DNA-binding
Seqid=NZ_CP025031.1;End=11305;Strand=+	PF03684.15	0.3	11.1	421	446	Uncharacterised protein family (UPF0179)
Seqid=NZ_CP025031.1;End=1495909;Strand=+	PF01609.23	9.7e-38	130	264	515	Transposase DDE domain
Seqid=NZ_CP025031.1;Start=1098587;Strand=-	PF11282.10	0.18	12.2	20	46	Protein of unknown function (DUF3082)
Seqid=NZ_CP025031.1;Start=28964;Strand=-	PF14407.8	0.026	14.6	107	141	Ribosomally synthesized peptide prototyped by Frankia Franean1_4349.
