Query	Hit	Evalue	Score	Start	Stop	Description
Seqid=NZ_CP049091.1;Start=1602395;Strand=-	PF05368.15	6.8e-4	19.3	7	125	NmrA-like family
Seqid=NZ_CP049091.1;Start=2154886;Strand=-	PF13238.8	0.036	14.7	543	563	AAA domain
Seqid=NZ_CP049091.1;Start=1675526;Strand=-	PF03486.16	1.4e-5	24.1	11	42	HI0933-like protein
Seqid=NZ_CP049091.1;Start=2122756;Strand=-	PF15317.8	0.15	13	244	272	Cardiac transcription factor regulator, Developmental protein
Seqid=NZ_CP049091.1;End=593918;Strand=+	PF19263.1	0.27	12.1	38	66	Family of unknown function (DUF5906)
Seqid=NZ_CP049093.1;End=16648;Strand=+	PF13238.8	0.11	13.1	376	420	AAA domain
Seqid=NZ_CP049091.1;End=1238275;Strand=+	PF00950.19	1.1e-55	189.1	12	274	ABC 3 transport family
Seqid=NZ_CP049091.1;Start=64767;Strand=-	PF10915.10	0.0033	16.8	2	51	Protein of unknown function (DUF2709)
Seqid=NZ_CP049091.1;Start=1746456;Strand=-	PF03741.18	8.8e-51	172.3	15	215	Integral membrane protein TerC family
Seqid=NZ_CP049091.1;End=1391890;Strand=+	PF12849.9	1.4e-40	139.9	38	282	PBP superfamily domain
Seqid=NZ_CP049091.1;Start=2210374;Strand=-	PF06153.13	8.3e-55	183.7	1	109	Cyclic-di-AMP receptor
Seqid=NZ_CP049091.1;End=1212230;Strand=+	PF14233.8	0.14	12	101	176	Domain of unknown function (DUF4335)
Seqid=NZ_CP049091.1;Start=2322018;Strand=-	PF00825.20	1.7e-30	105.4	7	111	Ribonuclease P
Seqid=NZ_CP049091.1;End=1315865;Strand=+	PF19964.1	0.8	9.8	73	108	Effector-associated domain 11
Seqid=NZ_CP049091.1;End=708193;Strand=+	PF01047.24	0.0033	17.3	14	52	MarR family
Seqid=NZ_CP049091.1;Start=2124608;Strand=-	PF00583.27	3.2e-8	33.9	55	141	Acetyltransferase (GNAT) family
Seqid=NZ_CP049091.1;End=351131;Strand=+	PF13481.8	0.4	10.3	3	22	AAA domain
Seqid=NZ_CP049091.1;End=703586;Strand=+	PF01078.23	0.088	12.3	37	76	Magnesium chelatase, subunit ChlI
Seqid=NZ_CP049091.1;End=444127;Strand=+	PF01978.21	4.1e-7	29.9	30	95	Sugar-specific transcriptional regulator TrmB
Seqid=NZ_CP049091.1;End=814211;Strand=+	PF02875.23	5.6e-13	49.1	317	390	Mur ligase family, glutamate ligase domain
Seqid=NZ_CP049091.1;End=1688607;Strand=+	PF13192.8	0.17	12	6	60	Thioredoxin domain
Seqid=NZ_CP049091.1;End=1171025;Strand=+	PF02558.18	0.015	15	33	83	Ketopantoate reductase PanE/ApbA
Seqid=NZ_CP049091.1;End=983150;Strand=+	PF14093.8	0.055	13.4	448	509	Domain of unknown function (DUF4271)
Seqid=NZ_CP049091.1;End=1980825;Strand=+	PF06570.13	1.2e-10	41.4	38	220	Protein of unknown function (DUF1129)
Seqid=NZ_CP049091.1;Start=2310663;Strand=-	PF04657.15	0.035	14.4	8	45	Putative inner membrane exporter, YdcZ
Seqid=NZ_CP049091.1;End=1433621;Strand=+	PF01741.20	1.6e-38	131.8	1	114	Large-conductance mechanosensitive channel, MscL
Seqid=NZ_CP049091.1;Start=454931;Strand=-	PF01946.19	0.013	14.8	2	36	Thi4 family
Seqid=NZ_CP049091.1;End=1310149;Strand=+	PF00348.19	6.3e-65	218.9	29	264	Polyprenyl synthetase
Seqid=NZ_CP049092.1;Start=8795;Strand=-	PF00403.28	1.8e-17	63.6	78	137	Heavy-metal-associated domain
Seqid=NZ_CP049091.1;End=1266761;Strand=+	PF03193.18	0.053	13.5	5	44	RsgA GTPase
Seqid=NZ_CP049091.1;End=696067;Strand=+	PF00333.22	1.7e-29	101.7	11	75	Ribosomal protein S5, N-terminal domain
Seqid=NZ_CP049091.1;Start=1698132;Strand=-	PF02844.17	4.4e-35	120.6	1	101	Phosphoribosylglycinamide synthetase, N domain
Seqid=NZ_CP049091.1;Start=1730771;Strand=-	PF00975.22	0.023	14.9	17	99	Thioesterase domain
Seqid=NZ_CP049091.1;Start=680235;Strand=-	PF00106.27	1.1e-54	185	8	204	short chain dehydrogenase
Seqid=NZ_CP049091.1;Start=2260587;Strand=-	PF00117.30	1.9e-43	148.5	12	190	Glutamine amidotransferase class-I
Seqid=NZ_CP049091.1;Start=2322481;Strand=-	PF00468.19	2.4e-22	78.7	8	50	Ribosomal protein L34
Seqid=NZ_CP049091.1;Start=1562046;Strand=-	PF04124.14	0.38	9.7	212	260	Dor1-like family
Seqid=NZ_CP049091.1;Start=2236818;Strand=-	PF13523.8	0.11	12.3	50	146	Acetyltransferase (GNAT) domain
Seqid=NZ_CP049091.1;End=150461;Strand=+	PF01381.24	3.7e-15	55.8	11	65	Helix-turn-helix
Seqid=NZ_CP049091.1;End=365505;Strand=+	PF11683.10	2.9e-8	34	31	150	Protein of unknown function (DUF3278)
Seqid=NZ_CP049091.1;Start=2026424;Strand=-	PF01325.21	1.1e-22	80.1	2	61	Iron dependent repressor, N-terminal DNA binding domain
Seqid=NZ_CP049091.1;End=655468;Strand=+	PF02082.22	7.5e-4	19.8	35	80	Iron-dependent Transcriptional regulator
Seqid=NZ_CP049091.1;Start=1891295;Strand=-	PF00684.21	0.041	14.4	736	768	DnaJ central domain
Seqid=NZ_CP049091.1;End=210959;Strand=+	PF13379.8	4e-5	23.5	46	225	NMT1-like family
Seqid=NZ_CP049091.1;Start=1449906;Strand=-	PF08282.14	1.5e-63	215	7	262	haloacid dehalogenase-like hydrolase
Seqid=NZ_CP049091.1;End=2259873;Strand=+	PF12834.9	0.36	11.5	150	191	Phage integrase, N-terminal
Seqid=NZ_CP049091.1;Start=1171094;Strand=-	PF10654.11	0.053	13.6	279	345	Protein of unknown function (DUF2481)
Seqid=NZ_CP049091.1;End=1349468;Strand=+	PF17936.3	2.9e-4	21.1	419	477	Bacterial Ig domain
Seqid=NZ_CP049091.1;End=793547;Strand=+	PF03521.16	0.22	10.9	64	126	Kv2 voltage-gated K+ channel
Seqid=NZ_CP049091.1;End=1215397;Strand=+	PF15777.7	0.56	10.3	147	179	Tryptophan RNA-binding attenuator protein inhibitory protein
Seqid=NZ_CP049091.1;End=124404;Strand=+	PF02782.18	2e-24	86.6	277	474	FGGY family of carbohydrate kinases, C-terminal domain
Seqid=NZ_CP049091.1;End=641008;Strand=+	PF12838.9	2.2e-6	28.2	149	207	4Fe-4S dicluster domain
Seqid=NZ_CP049091.1;Start=1756647;Strand=-	PF14163.8	0.33	10.5	4	66	Super-infection exclusion protein B
Seqid=NZ_CP049094.1;End=12640;Strand=+	PF13610.8	7.1e-40	136.5	72	203	DDE domain
Seqid=NZ_CP049091.1;End=785357;Strand=+	PF03462.20	8.6e-73	244.4	9	202	PCRF domain
Seqid=NZ_CP049091.1;Start=415148;Strand=-	PF01262.23	2.8e-5	23.6	13	82	Alanine dehydrogenase/PNT, C-terminal domain
Seqid=NZ_CP049091.1;End=593253;Strand=+	PF14946.8	0.6	10.1	210	260	Domain of unknown function (DUF4501)
Seqid=NZ_CP049091.1;End=1465372;Strand=+	PF00155.23	3.8e-7	29.7	32	179	Aminotransferase class I and II
Seqid=NZ_CP049091.1;Start=1629877;Strand=-	PF12797.9	0.0034	17.5	177	194	4Fe-4S binding domain
Seqid=NZ_CP049091.1;End=88845;Strand=+	PF13604.8	0.059	13.2	32	99	AAA domain
Seqid=NZ_CP049091.1;End=876668;Strand=+	PF17929.3	0.17	12	80	109	Tetracyclin repressor-like, C-terminal domain
Seqid=NZ_CP049091.1;Start=1480186;Strand=-	PF09062.12	0.42	11.5	565	629	PI-PfuI Endonuclease subdomain
Seqid=NZ_CP049091.1;Start=2068655;Strand=-	PF19276.1	8e-10	38.5	201	328	HD associated region
Seqid=NZ_CP049091.1;Start=1846204;Strand=-	PF13521.8	0.19	12	34	59	AAA domain
Seqid=NZ_CP049091.1;Start=846814;Strand=-	PF00004.31	0.0091	16.5	360	380	ATPase family associated with various cellular activities (AAA)
Seqid=NZ_CP049091.1;End=2114324;Strand=+	PF03193.18	0.33	10.9	25	48	RsgA GTPase
Seqid=NZ_CP049091.1;End=1303192;Strand=+	PF13238.8	6.8e-6	26.7	6	161	AAA domain
Seqid=NZ_CP049091.1;End=29683;Strand=+	PF02590.19	1.9e-60	203.5	5	162	Predicted SPOUT methyltransferase
Seqid=NZ_CP049091.1;End=385725;Strand=+	PF01262.23	4.8e-5	22.9	147	236	Alanine dehydrogenase/PNT, C-terminal domain
Seqid=NZ_CP049091.1;Start=1883061;Strand=-	PF10298.11	4.4e-33	113.3	26	110	WhiA N-terminal LAGLIDADG-like domain
Seqid=NZ_CP049091.1;Start=2064436;Strand=-	PF13407.8	1.9e-13	50.7	62	274	Periplasmic binding protein domain
Seqid=NZ_CP049091.1;End=1212230;Strand=+	PF01025.21	8.2e-49	165.5	47	208	GrpE
Seqid=NZ_CP049091.1;Start=2317766;Strand=-	PF02527.17	1e-55	188	22	193	rRNA small subunit methyltransferase G
Seqid=NZ_CP049091.1;Start=604114;Strand=-	PF01433.22	0.045	13.4	30	105	Peptidase family M1 domain
Seqid=NZ_CP049094.1;End=14307;Strand=+	PF17450.4	0.39	11.1	96	134	Alpha galactosidase A C-terminal beta sandwich domain
Seqid=NZ_CP049091.1;End=660562;Strand=+	PF00583.27	8.2e-6	26.1	136	243	Acetyltransferase (GNAT) family
Seqid=NZ_CP049091.1;End=1179272;Strand=+	PF13428.8	0.6	11.2	75	99	Tetratricopeptide repeat
Seqid=NZ_CP049091.1;End=773799;Strand=+	PF13673.9	5.4e-5	23.2	61	151	Acetyltransferase (GNAT) domain
Seqid=NZ_CP049091.1;End=663678;Strand=+	PF13555.8	0.11	12.3	26	58	P-loop containing region of AAA domain
Seqid=NZ_CP049091.1;Start=1819065;Strand=-	PF13622.8	0.0036	17.7	37	117	Thioesterase-like superfamily
Seqid=NZ_CP049091.1;End=1209238;Strand=+	PF08477.15	0.83	10	24	143	Ras of Complex, Roc, domain of DAPkinase
Seqid=NZ_CP049091.1;End=2055160;Strand=+	PF15073.8	0.078	13.3	26	75	Spermatogenesis-associated protein 48
Seqid=NZ_CP049091.1;Start=1553561;Strand=-	PF13207.8	0.0014	19.2	107	221	AAA domain
Seqid=NZ_CP049091.1;End=1771756;Strand=+	PF00579.27	2e-79	267.1	3	281	tRNA synthetases class I (W and Y)
Seqid=NZ_CP049091.1;End=463424;Strand=+	PF07819.15	0.0056	16.5	83	140	PGAP1-like protein
Seqid=NZ_CP049091.1;Start=2122756;Strand=-	PF03807.19	1e-6	29.4	134	205	NADP oxidoreductase coenzyme F420-dependent
Seqid=NZ_CP049091.1;End=132189;Strand=+	PF02779.26	2.2e-46	157.8	6	193	Transketolase, pyrimidine binding domain
Seqid=NZ_CP049091.1;End=875952;Strand=+	PF05141.14	0.55	9.7	16	97	Pyoverdine/dityrosine biosynthesis protein
Seqid=NZ_CP049091.1;End=740558;Strand=+	PF00448.24	0.033	13.9	116	150	SRP54-type protein, GTPase domain
Seqid=NZ_CP049091.1;End=1911109;Strand=+	PF00990.23	4.3e-35	120.9	190	347	Diguanylate cyclase, GGDEF domain
Seqid=NZ_CP049091.1;Start=1839149;Strand=-	PF03060.17	1.6e-95	320.4	6	347	Nitronate monooxygenase
Seqid=NZ_CP049091.1;End=103916;Strand=+	PF13401.8	0.58	10.5	33	60	AAA domain
Seqid=NZ_CP049091.1;Start=1707775;Strand=-	PF01370.23	0.19	11.3	19	78	NAD dependent epimerase/dehydratase family
Seqid=NZ_CP049091.1;End=1303192;Strand=+	PF00406.24	0.041	14.1	10	43	Adenylate kinase
Seqid=NZ_CP049091.1;Start=1444365;Strand=-	PF01180.23	0.02	14.2	201	232	Dihydroorotate dehydrogenase
Seqid=NZ_CP049091.1;End=2243232;Strand=+	PF13576.8	1.3e-4	22.2	104	151	Pentapeptide repeats (9 copies)
Seqid=NZ_CP049091.1;End=1338483;Strand=+	PF02609.18	0.45	10.7	896	934	Exonuclease VII small subunit
Seqid=NZ_CP049091.1;End=272388;Strand=+	PF01047.24	7.7e-6	25.8	8	64	MarR family
Seqid=NZ_CP049091.1;End=968484;Strand=+	PF13401.8	4.3e-4	20.7	26	118	AAA domain
Seqid=NZ_CP049091.1;Start=1955755;Strand=-	PF00571.30	5.2e-7	30.1	289	338	CBS domain
Seqid=NZ_CP049091.1;Start=1938951;Strand=-	PF00271.33	9.3e-20	71.1	219	319	Helicase conserved C-terminal domain
Seqid=NZ_CP049091.1;Start=1553561;Strand=-	PF01591.20	0.1	12	94	126	6-phosphofructo-2-kinase
Seqid=NZ_CP049091.1;Start=2085912;Strand=-	PF09726.11	0.32	9.6	21	118	Macoilin family
Seqid=NZ_CP049091.1;End=901359;Strand=+	PF12708.9	0.19	11.6	166	268	Pectate lyase superfamily protein
Seqid=NZ_CP049091.1;End=2074179;Strand=+	PF01210.25	0.51	10.4	8	88	NAD-dependent glycerol-3-phosphate dehydrogenase N-terminus
Seqid=NZ_CP049091.1;Start=2008785;Strand=-	PF00005.29	4.9e-36	124.4	63	210	ABC transporter
Seqid=NZ_CP049091.1;End=935502;Strand=+	PF00072.26	3.8e-26	91.5	8	119	Response regulator receiver domain
Seqid=NZ_CP049091.1;End=727489;Strand=+	PF01168.22	3.7e-21	75.9	6	220	Alanine racemase, N-terminal domain
Seqid=NZ_CP049091.1;End=1218756;Strand=+	PF09212.12	0.0037	17.6	7	50	Carbohydrate binding module 27
Seqid=NZ_CP049091.1;End=315352;Strand=+	PF12685.9	0.011	15.7	65	134	SpoIIIAH-like protein
Seqid=NZ_CP049091.1;End=352097;Strand=+	PF13242.8	1.6e-8	34.6	161	209	HAD-hyrolase-like
Seqid=NZ_CP049091.1;End=1398002;Strand=+	PF09913.11	0.41	9.5	5	57	Predicted membrane protein (DUF2142)
Seqid=NZ_CP049091.1;Start=2299811;Strand=-	PF00665.28	1.9e-6	28.2	10	69	Integrase core domain
Seqid=NZ_CP049091.1;End=1004151;Strand=+	PF14221.8	0.068	13.4	8	73	Domain of unknown function (DUF4330)
Seqid=NZ_CP049091.1;End=1912605;Strand=+	PF11808.10	0.77	10.3	6	44	Phosphate regulon sensor protein PhoR
Seqid=NZ_CP049091.1;End=1349468;Strand=+	PF17936.3	0.64	10.4	249	304	Bacterial Ig domain
Seqid=NZ_CP049091.1;End=51103;Strand=+	PF00924.20	2.9e-36	125.1	108	311	Mechanosensitive ion channel
Seqid=NZ_CP049091.1;End=607150;Strand=+	PF01645.19	7.4e-6	25.4	235	285	Conserved region in glutamate synthase
Seqid=NZ_CP049091.1;End=783154;Strand=+	PF19568.1	0.052	12.7	183	214	Sporulation stage III, protein AA
Seqid=NZ_CP049091.1;End=501559;Strand=+	PF00528.24	9.3e-20	71.2	42	211	Binding-protein-dependent transport system inner membrane component
Seqid=NZ_CP049091.1;Start=159747;Strand=-	PF00364.24	0.0037	17.2	41	71	Biotin-requiring enzyme
Seqid=NZ_CP049091.1;Start=1698132;Strand=-	PF02786.19	2.5e-4	20.7	106	185	Carbamoyl-phosphate synthase L chain, ATP binding domain
Seqid=NZ_CP049091.1;End=188238;Strand=+	PF12963.9	0.036	14.5	190	246	Protein of unknown function (DUF3852)
Seqid=NZ_CP049091.1;End=1370175;Strand=+	PF00903.27	0.015	15.6	7	114	Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily
Seqid=NZ_CP049091.1;Start=1996568;Strand=-	PF00005.29	7.6e-32	110.8	31	179	ABC transporter
Seqid=NZ_CP049091.1;Start=1822654;Strand=-	PF01266.26	0.0036	17	52	153	FAD dependent oxidoreductase
Seqid=NZ_CP049091.1;Start=1172583;Strand=-	PF13177.8	0.39	10.8	89	153	DNA polymerase III, delta subunit
