Query	Hit	Evalue	Score	Start	Stop	Description
Seqid=NZ_CP063443.1;End=2228248;Strand=+	PF13508.9	3.8e-11	43.2	50	130	Acetyltransferase (GNAT) domain
Seqid=NZ_CP063443.1;Start=959231;Strand=-	PF11734.10	3.1e-10	39.4	360	421	TilS substrate C-terminal domain
Seqid=NZ_CP063443.1;End=2299769;Strand=+	PF07104.13	0.094	12.5	8	74	Protein of unknown function (DUF1366)
Seqid=NZ_CP063443.1;End=128097;Strand=+	PF09764.11	0.02	14.6	120	166	N-terminal glutamine amidase
Seqid=NZ_CP063443.1;End=1172169;Strand=+	PF11638.10	2.4e-10	40.1	28	90	DnaA N-terminal domain
Seqid=NZ_CP063443.1;Start=359209;Strand=-	PF09902.11	8.1e-23	80.4	15	84	Uncharacterized protein conserved in bacteria (DUF2129)
Seqid=NZ_CP063443.1;End=1201012;Strand=+	PF09936.11	0.0026	17.7	57	130	SAM-dependent RNA methyltransferase
Seqid=NZ_CP063443.1;Start=552253;Strand=-	PF03062.21	1.2e-18	67.7	92	379	MBOAT, membrane-bound O-acyltransferase family
Seqid=NZ_CP063443.1;Start=1476671;Strand=-	PF05175.16	1.7e-5	24.6	217	309	Methyltransferase small domain
Seqid=NZ_CP063443.1;End=1564579;Strand=+	PF01488.22	0.0092	16.1	14	87	Shikimate / quinate 5-dehydrogenase
Seqid=NZ_CP063443.1;End=2080315;Strand=+	PF02223.19	0.27	11	7	59	Thymidylate kinase
Seqid=NZ_CP063443.1;Start=230611;Strand=-	PF17191.6	4.3e-20	72	15	172	RecG wedge domain
Seqid=NZ_CP063443.1;End=833261;Strand=+	PF02737.20	0.076	13	164	216	3-hydroxyacyl-CoA dehydrogenase, NAD binding domain
Seqid=NZ_CP063443.1;Start=1067181;Strand=-	PF13302.9	4.8e-20	72.7	11	151	Acetyltransferase (GNAT) domain
Seqid=NZ_CP063443.1;Start=279064;Strand=-	PF13800.8	0.067	13.5	164	232	Sigma factor regulator N-terminal
Seqid=NZ_CP063443.1;End=1735805;Strand=+	PF04655.16	0.086	12.3	175	221	Aminoglycoside/hydroxyurea antibiotic resistance kinase
Seqid=NZ_CP063443.1;End=2119578;Strand=+	PF00083.26	0.0025	16.8	19	180	Sugar (and other) transporter
Seqid=NZ_CP063443.1;End=2474585;Strand=+	PF17657.3	5.9e-63	211.2	507	670	Bacterial DNA polymerase III alpha subunit finger domain
Seqid=NZ_CP063443.1;Start=1106761;Strand=-	PF02796.17	2.4e-15	56.4	159	211	Helix-turn-helix domain of resolvase
Seqid=NZ_CP063443.1;End=2360634;Strand=+	PF06039.17	0.064	11.8	3	40	Malate:quinone oxidoreductase (Mqo)
Seqid=NZ_CP063443.1;End=2085208;Strand=+	PF07728.16	0.55	10.3	38	61	AAA domain (dynein-related subfamily)
Seqid=NZ_CP063443.1;Start=171141;Strand=-	PF04967.14	0.39	10.6	268	280	HTH DNA binding domain
Seqid=NZ_CP063443.1;End=1368260;Strand=+	PF19835.1	0.38	11.1	184	278	Putative endonuclease segE, GIY-YIG domain
Seqid=NZ_CP063443.1;Start=395018;Strand=-	PF00107.28	0.067	13.3	35	97	Zinc-binding dehydrogenase
Seqid=NZ_CP063444.1;End=52579;Strand=+	PF00005.29	1.8e-25	90.1	347	474	ABC transporter
Seqid=NZ_CP063443.1;Start=198201;Strand=-	PF07728.16	1.2e-5	25.4	61	146	AAA domain (dynein-related subfamily)
Seqid=NZ_CP063443.1;Start=2229635;Strand=-	PF02463.21	0.38	10.3	356	375	RecF/RecN/SMC N terminal domain
Seqid=NZ_CP063443.1;Start=263311;Strand=-	PF00156.29	6e-19	68.1	8	152	Phosphoribosyl transferase domain
Seqid=NZ_CP063443.1;End=1645994;Strand=+	PF06560.13	0.26	10.6	290	354	Glucose-6-phosphate isomerase (GPI)
Seqid=NZ_CP063443.1;Start=1000780;Strand=-	PF02378.20	5.4e-41	140.8	114	409	Phosphotransferase system, EIIC
Seqid=NZ_CP063443.1;Start=843128;Strand=-	PF00324.23	2.1e-22	79.5	26	430	Amino acid permease
Seqid=NZ_CP063443.1;Start=2192799;Strand=-	PF01098.21	1.2e-95	320.7	18	388	Cell cycle protein
Seqid=NZ_CP063443.1;End=1054740;Strand=+	PF10161.11	0.086	12.7	30	76	Putative mitochondrial precursor protein
Seqid=NZ_CP063443.1;Start=1165999;Strand=-	PF01134.24	9e-168	558.5	6	394	Glucose inhibited division protein A
Seqid=NZ_CP063443.1;Start=197406;Strand=-	PF00392.23	0.004	16.9	205	242	Bacterial regulatory proteins, gntR family
Seqid=NZ_CP063443.1;Start=265106;Strand=-	PF01252.20	2e-36	125.5	14	151	Signal peptidase (SPase) II
Seqid=NZ_CP063443.1;End=1201012;Strand=+	PF02590.19	3.4e-60	202.6	5	162	Predicted SPOUT methyltransferase
Seqid=NZ_CP063443.1;Start=1777948;Strand=-	PF08545.12	3.3e-5	23.8	107	167	3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III
Seqid=NZ_CP063443.1;Start=1136397;Strand=-	PF03193.18	0.16	11.9	310	361	RsgA GTPase
Seqid=NZ_CP063443.1;End=2613534;Strand=+	PF06414.14	0.078	12.4	45	82	Zeta toxin
Seqid=NZ_CP063443.1;Start=1109724;Strand=-	PF13518.8	0.0076	16.4	156	187	Helix-turn-helix domain
Seqid=NZ_CP063443.1;End=1510072;Strand=+	PF12698.9	0.12	11.6	10	81	ABC-2 family transporter protein
Seqid=NZ_CP063443.1;Start=326359;Strand=-	PF13545.8	0.14	12.3	45	86	Crp-like helix-turn-helix domain
Seqid=NZ_CP063443.1;End=2206506;Strand=+	PF04545.18	1.9e-15	56.2	204	251	Sigma-70, region 4
Seqid=NZ_CP063443.1;Start=1281212;Strand=-	PF06124.13	2.6e-27	95.4	9	107	Staphylococcal protein of unknown function (DUF960)
Seqid=NZ_CP063443.1;End=407326;Strand=+	PF10412.11	0.3	10.1	281	306	Type IV secretion-system coupling protein DNA-binding domain
Seqid=NZ_CP063443.1;Start=2189501;Strand=-	PF12830.9	0.028	14.5	2	101	Sister chromatid cohesion C-terminus
Seqid=NZ_CP063443.1;Start=365326;Strand=-	PF13533.8	0.93	9.4	1083	1110	Biotin-lipoyl like
Seqid=NZ_CP063443.1;Start=222400;Strand=-	PF13304.8	2.9e-5	24.1	37	90	AAA domain, putative AbiEii toxin, Type IV TA system
Seqid=NZ_CP063443.1;End=330121;Strand=+	PF13824.8	0.047	13.9	39	65	Zinc-finger of mitochondrial splicing suppressor 51
Seqid=NZ_CP063443.1;Start=975728;Strand=-	PF08241.14	0.016	16	55	106	Methyltransferase domain
Seqid=NZ_CP063443.1;Start=1830384;Strand=-	PF02826.21	0.021	14.2	4	64	D-isomer specific 2-hydroxyacid dehydrogenase, NAD binding domain
Seqid=NZ_CP063443.1;End=1424385;Strand=+	PF06589.13	0.0074	16.5	10	61	Circumsporozoite-related antigen (CRA)
Seqid=NZ_CP063443.1;End=1796641;Strand=+	PF00165.25	3.9e-7	30.1	254	285	Bacterial regulatory helix-turn-helix proteins, AraC family
Seqid=NZ_CP063443.1;Start=2240016;Strand=-	PF17189.6	0.21	11.9	341	374	Glycosyl hydrolase family 30 beta sandwich domain
Seqid=NZ_CP063443.1;Start=250334;Strand=-	PF00005.29	0.22	12.1	4	168	ABC transporter
Seqid=NZ_CP063443.1;Start=101839;Strand=-	PF02779.26	2.2e-40	138.3	353	523	Transketolase, pyrimidine binding domain
Seqid=NZ_CP063443.1;Start=1107502;Strand=-	PF00004.31	0.084	13.4	32	167	ATPase family associated with various cellular activities (AAA)
Seqid=NZ_CP063443.1;Start=981429;Strand=-	PF01209.20	0.27	10.6	59	108	ubiE/COQ5 methyltransferase family
Seqid=NZ_CP063443.1;Start=1039066;Strand=-	PF17259.4	0.16	11.9	7	48	Family of unknown function (DUF5325)
Seqid=NZ_CP063444.1;End=52579;Strand=+	PF13671.8	0.65	10.2	31	51	AAA domain
Seqid=NZ_CP063443.1;Start=121556;Strand=-	PF01381.24	0.042	14	149	177	Helix-turn-helix
Seqid=NZ_CP063443.1;Start=2015987;Strand=-	PF08279.14	2.3e-17	62.7	10	65	HTH domain
Seqid=NZ_CP063443.1;Start=1123647;Strand=-	PF03050.16	0.0012	18.5	19	96	Transposase IS66 family
Seqid=NZ_CP063443.1;End=1932373;Strand=+	PF12838.9	0.041	14.6	15	33	4Fe-4S dicluster domain
Seqid=NZ_CP063443.1;Start=972597;Strand=-	PF04026.14	4.4e-36	123	1	81	SpoVG
Seqid=NZ_CP063443.1;End=2537839;Strand=+	PF02272.21	1.1e-21	77.8	320	444	DHHA1 domain
Seqid=NZ_CP063443.1;End=1383597;Strand=+	PF00503.22	0.065	12.5	34	109	G-protein alpha subunit
Seqid=NZ_CP063443.1;End=1979717;Strand=+	PF07690.18	8.6e-43	146.7	21	359	Major Facilitator Superfamily
Seqid=NZ_CP063443.1;End=1981119;Strand=+	PF12729.9	0.37	10.4	2	31	Four helix bundle sensory module for signal transduction
Seqid=NZ_CP063443.1;End=1273208;Strand=+	PF07563.13	7.3e-23	80.3	124	174	Protein of unknown function (DUF1541)
Seqid=NZ_CP063443.1;End=2056011;Strand=+	PF13476.8	0.0091	16.6	153	285	AAA domain
Seqid=NZ_CP063443.1;End=1775765;Strand=+	PF17294.4	0.035	13.9	11	96	Uncharacterised lipoprotein family
Seqid=NZ_CP063443.1;End=2176446;Strand=+	PF14407.8	0.24	11.5	107	141	Ribosomally synthesized peptide prototyped by Frankia Franean1_4349.
Seqid=NZ_CP063443.1;Start=318526;Strand=-	PF07438.13	2e-11	43.7	1	59	Protein of unknown function (DUF1514)
Seqid=NZ_CP063443.1;Start=1156339;Strand=-	PF09889.11	0.023	14.8	8	35	Uncharacterized protein containing a Zn-ribbon (DUF2116)
Seqid=NZ_CP063443.1;End=2554015;Strand=+	PF13181.8	1.5e-4	21.7	78	107	Tetratricopeptide repeat
Seqid=NZ_CP063443.1;End=96245;Strand=+	PF01741.20	1.6e-38	131.8	1	114	Large-conductance mechanosensitive channel, MscL
Seqid=NZ_CP063443.1;Start=532430;Strand=-	PF00724.22	6.3e-73	246.1	7	340	NADH:flavin oxidoreductase / NADH oxidase family
Seqid=NZ_CP063443.1;Start=1133289;Strand=-	PF01381.24	2e-5	24.7	7	57	Helix-turn-helix
Seqid=NZ_CP063443.1;End=2122912;Strand=+	PF01656.25	5.8e-14	52.3	113	155	CobQ/CobB/MinD/ParA nucleotide binding domain
Seqid=NZ_CP063443.1;End=797174;Strand=+	PF01399.29	0.1	13.2	5	59	PCI domain
Seqid=NZ_CP063443.1;Start=972967;Strand=-	PF19661.1	0.047	13.9	22	96	Family of unknown function (DUF6164)
Seqid=NZ_CP063443.1;End=19387;Strand=+	PF00072.26	6.3e-28	97.3	8	117	Response regulator receiver domain
Seqid=NZ_CP063444.1;End=48614;Strand=+	PF08113.13	0.14	12	36	54	Cytochrome c oxidase subunit IIa family
Seqid=NZ_CP063443.1;End=1133150;Strand=+	PF02602.17	0.092	12.2	29	54	Uroporphyrinogen-III synthase HemD
Seqid=NZ_CP063443.1;End=1919607;Strand=+	PF01297.19	3.9e-62	210.2	39	320	Zinc-uptake complex component A periplasmic
Seqid=NZ_CP063443.1;Start=852789;Strand=-	PF09587.12	6e-46	157	365	616	Bacterial capsule synthesis protein PGA_cap
Seqid=NZ_CP063443.1;End=1822238;Strand=+	PF03959.15	0.027	14.2	103	182	Serine hydrolase (FSH1)
Seqid=NZ_CP063443.1;End=1925686;Strand=+	PF04324.17	2.2e-11	44	486	536	BFD-like [2Fe-2S] binding domain
Seqid=NZ_CP063443.1;End=1491140;Strand=+	PF00185.26	3.8e-54	183.1	177	350	Aspartate/ornithine carbamoyltransferase, Asp/Orn binding domain
Seqid=NZ_CP063443.1;End=2262380;Strand=+	PF03597.17	0.028	14.2	12	51	Cytochrome oxidase maturation protein cbb3-type
Seqid=NZ_CP063443.1;Start=580662;Strand=-	PF09383.12	1.6e-16	60.1	282	354	NIL domain
Seqid=NZ_CP063443.1;End=1277055;Strand=+	PF15204.8	0.51	10.5	1118	1162	Kita-kyushu lung cancer antigen 1
Seqid=NZ_CP063443.1;Start=543297;Strand=-	PF03606.17	9.3e-7	27.8	225	395	C4-dicarboxylate anaerobic carrier
Seqid=NZ_CP063443.1;Start=285679;Strand=-	PF13847.8	1.4e-4	21.7	31	86	Methyltransferase domain
Seqid=NZ_CP063443.1;End=884415;Strand=+	PF13272.8	0.12	12.8	26	55	Putative 2/3 transmembrane domain holin
Seqid=NZ_CP063443.1;End=1915066;Strand=+	PF13245.8	0.028	14.7	27	178	AAA domain
