Query	Hit	Evalue	Score	Start	Stop	Description
Seqid=NZ_CP084235.1;End=574652;Strand=+	PF03486.16	2.3e-7	30	8	47	HI0933-like protein
Seqid=NZ_CP084235.1;End=449138;Strand=+	PF14431.8	0.1	12.9	29	54	YwqJ-like deaminase
Seqid=NZ_CP084235.1;End=951643;Strand=+	PF03266.17	0.73	9.8	477	562	NTPase
Seqid=NZ_CP084235.1;Start=2068534;Strand=-	PF00233.21	0.26	11.1	71	125	3'5'-cyclic nucleotide phosphodiesterase
Seqid=NZ_CP084235.1;Start=1891198;Strand=-	PF13555.8	0.29	11	19	42	P-loop containing region of AAA domain
Seqid=NZ_CP084235.1;End=380089;Strand=+	PF13641.8	1.3e-5	25.2	60	115	Glycosyltransferase like family 2
Seqid=NZ_CP084235.1;End=790289;Strand=+	PF00156.29	2.5e-12	46.6	68	178	Phosphoribosyl transferase domain
Seqid=NZ_CP084235.1;Start=2284312;Strand=-	PF04502.15	0.11	12.2	18	63	Saf4/Yju2 protein
Seqid=NZ_CP084235.1;End=2310146;Strand=+	PF13401.8	0.034	14.5	35	53	AAA domain
Seqid=NZ_CP084235.1;Start=2196606;Strand=-	PF01983.18	0.091	12	11	119	Guanylyl transferase CofC like
Seqid=NZ_CP084235.1;Start=2032502;Strand=-	PF07222.14	0.047	13	82	162	Proacrosin binding protein sp32
Seqid=NZ_CP084235.1;End=1199583;Strand=+	PF03949.17	0.092	12.1	104	143	Malic enzyme, NAD binding domain
Seqid=NZ_CP084235.1;End=1010344;Strand=+	PF05302.13	0.21	11.5	39	97	Protein of unknown function (DUF720)
Seqid=NZ_CP084235.1;Start=1684921;Strand=-	PF13478.8	0.18	12.4	6	75	XdhC Rossmann domain
Seqid=NZ_CP084235.1;End=2000601;Strand=+	PF19578.1	0.019	14.9	13	48	Family of unknown function (DUF6090)
Seqid=NZ_CP084235.1;Start=1819368;Strand=-	PF06149.14	0.0019	17.9	6	88	Protein of unknown function (DUF969)
Seqid=NZ_CP084235.1;Start=2146102;Strand=-	PF00148.21	0.089	11.6	89	118	Nitrogenase component 1 type Oxidoreductase
Seqid=NZ_CP084235.1;Start=1646893;Strand=-	PF03833.15	0.13	10.1	7	52	DNA polymerase II large subunit DP2
Seqid=NZ_CP084235.1;Start=1472629;Strand=-	PF16410.7	0.013	14.3	13	52	Domain of unknown function (DUF5018)
Seqid=NZ_CP084235.1;Start=627512;Strand=-	PF04835.14	0.11	12.7	35	62	A9 protein conserved region
Seqid=NZ_CP084235.1;End=1024603;Strand=+	PF00133.24	1.3e-20	73.3	412	613	tRNA synthetases class I (I, L, M and V)
Seqid=NZ_CP084235.1;End=1333920;Strand=+	PF13847.8	0.089	12.7	263	304	Methyltransferase domain
Seqid=NZ_CP084235.1;End=786193;Strand=+	PF06325.15	6.4e-9	35.7	96	184	Ribosomal protein L11 methyltransferase (PrmA)
Seqid=NZ_CP084235.1;Start=1503680;Strand=-	PF01935.19	1.2e-4	22.4	469	608	Helicase HerA, central domain
Seqid=NZ_CP084235.1;End=729778;Strand=+	PF00950.19	5.9e-4	19.5	135	317	ABC 3 transport family
Seqid=NZ_CP084235.1;Start=1280197;Strand=-	PF00165.25	0.0041	17.3	17	53	Bacterial regulatory helix-turn-helix proteins, AraC family
Seqid=NZ_CP084235.1;Start=42818;Strand=-	PF02562.18	3.4e-4	20.3	301	386	PhoH-like protein
Seqid=NZ_CP084235.1;Start=1405078;Strand=-	PF01729.21	2.1e-4	21.2	149	244	Quinolinate phosphoribosyl transferase, C-terminal domain
Seqid=NZ_CP084235.1;End=524974;Strand=+	PF16118.7	0.15	13.1	9	36	Domain of unknown function (DUF4834)
Seqid=NZ_CP084235.1;End=1770443;Strand=+	PF18777.3	0.12	12	16	29	Chromosome region maintenance or exportin repeat
Seqid=NZ_CP084235.1;Start=42818;Strand=-	PF13401.8	0.07	13.5	306	397	AAA domain
Seqid=NZ_CP084235.1;End=1818763;Strand=+	PF00070.29	0.41	11.3	2	43	Pyridine nucleotide-disulphide oxidoreductase
Seqid=NZ_CP084235.1;End=2288342;Strand=+	PF01053.22	4.4e-112	374.5	14	369	Cys/Met metabolism PLP-dependent enzyme
Seqid=NZ_CP084235.1;Start=678961;Strand=-	PF05531.14	3.5e-4	21.1	2	53	Nucleopolyhedrovirus P10 protein
Seqid=NZ_CP084235.1;End=1064275;Strand=+	PF01656.25	0.94	9.6	68	91	CobQ/CobB/MinD/ParA nucleotide binding domain
Seqid=NZ_CP084235.1;Start=2239512;Strand=-	PF00155.23	4.2e-6	26.3	73	224	Aminotransferase class I and II
Seqid=NZ_CP084235.1;Start=206515;Strand=-	PF08105.13	0.15	12.3	1	22	Metchnikowin family
Seqid=NZ_CP084235.1;End=179869;Strand=+	PF00474.19	9.6e-39	133.5	42	445	Sodium:solute symporter family
Seqid=NZ_CP084235.1;End=1298271;Strand=+	PF02102.17	0.095	11.7	163	218	Deuterolysin metalloprotease (M35) family
Seqid=NZ_CP084235.1;Start=1961402;Strand=-	PF04073.17	2.4e-19	69.7	34	146	Aminoacyl-tRNA editing domain
Seqid=NZ_CP084235.1;Start=1402518;Strand=-	PF03437.17	0.0016	18.1	193	244	BtpA family
Seqid=NZ_CP084235.1;End=152222;Strand=+	PF02517.18	1.9e-14	53.9	133	233	Type II CAAX prenyl endopeptidase Rce1-like
Seqid=NZ_CP084235.1;End=711653;Strand=+	PF18915.2	0.038	14.5	20	60	Domain of unknown function (DUF5667)
Seqid=NZ_CP084235.1;End=894179;Strand=+	PF13349.8	3.7e-19	69.1	46	280	Putative adhesin
Seqid=NZ_CP084235.1;End=1597676;Strand=+	PF15307.8	0.071	13.5	19	90	Sperm acrosome-associated protein 7
Seqid=NZ_CP084235.1;End=1696935;Strand=+	PF02492.21	0.39	10.4	281	300	CobW/HypB/UreG, nucleotide-binding domain
Seqid=NZ_CP084235.1;Start=1395597;Strand=-	PF01432.22	2.1e-35	123	228	606	Peptidase family M3
Seqid=NZ_CP084235.1;Start=1876638;Strand=-	PF02826.21	0.12	11.8	4	40	D-isomer specific 2-hydroxyacid dehydrogenase, NAD binding domain
Seqid=NZ_CP084235.1;End=2041932;Strand=+	PF13437.8	3.8e-5	24.4	152	243	HlyD family secretion protein
Seqid=NZ_CP084235.1;End=134605;Strand=+	PF01134.24	2.6e-10	40.1	18	152	Glucose inhibited division protein A
Seqid=NZ_CP084235.1;End=708202;Strand=+	PF12840.9	0.1	12.7	17	51	Helix-turn-helix domain
Seqid=NZ_CP084235.1;Start=1564570;Strand=-	PF09789.11	0.14	11.6	138	268	Uncharacterized coiled-coil protein (DUF2353)
Seqid=NZ_CP084235.1;Start=2152140;Strand=-	PF04211.15	0.044	12.9	51	119	Tetrahydromethanopterin S-methyltransferase, subunit C
Seqid=NZ_CP084235.1;Start=857006;Strand=-	PF11172.10	0.037	14.3	211	286	Protein of unknown function (DUF2959)
Seqid=NZ_CP084235.1;End=72517;Strand=+	PF07728.16	0.94	9.6	8	73	AAA domain (dynein-related subfamily)
Seqid=NZ_CP084237.1;End=12840;Strand=+	PF06295.14	0.29	11.2	465	494	Protein of unknown function (DUF1043)
Seqid=NZ_CP084235.1;End=928522;Strand=+	PF07685.16	3.1e-42	144.5	6	196	CobB/CobQ-like glutamine amidotransferase domain
Seqid=NZ_CP084235.1;Start=1971282;Strand=-	PF13238.8	0.46	11.1	358	378	AAA domain
Seqid=NZ_CP084235.1;End=1971133;Strand=+	PF12802.9	2e-6	27.9	35	93	MarR family
Seqid=NZ_CP084235.1;Start=2124542;Strand=-	PF13508.9	0.0011	19.4	65	123	Acetyltransferase (GNAT) domain
Seqid=NZ_CP084235.1;End=1327189;Strand=+	PF10576.11	9.7e-5	22.7	189	205	Iron-sulfur binding domain of endonuclease III
Seqid=NZ_CP084235.1;Start=1663008;Strand=-	PF14578.8	0.68	9.9	226	293	Elongation factor Tu domain 4
Seqid=NZ_CP084235.1;End=1190075;Strand=+	PF03462.20	0.058	13.3	4	94	PCRF domain
Seqid=NZ_CP084235.1;End=1826167;Strand=+	PF13450.8	8e-4	19.7	145	177	NAD(P)-binding Rossmann-like domain
Seqid=NZ_CP084235.1;Start=1461282;Strand=-	PF08860.12	0.36	11.2	231	276	Domain of unknown function (DUF1827)
Seqid=NZ_CP084235.1;End=1346410;Strand=+	PF11974.10	0.011	15.8	1066	1096	Bacterial alpha-2-macroglobulin MG3 domain
Seqid=NZ_CP084235.1;End=1054227;Strand=+	PF00103.22	0.29	10.9	23	78	Somatotropin hormone family
Seqid=NZ_CP084235.1;Start=1594356;Strand=-	PF12890.9	3.1e-36	124.5	49	236	Dihydro-orotase-like
Seqid=NZ_CP084235.1;Start=2104078;Strand=-	PF18957.2	0.0018	19.1	1151	1190	Long Rib domain
Seqid=NZ_CP084235.1;End=1192332;Strand=+	PF02626.17	8.5e-77	258.4	25	284	Carboxyltransferase domain, subdomain A and B
Seqid=NZ_CP084235.1;Start=250621;Strand=-	PF03466.22	1.3e-36	126.1	87	286	LysR substrate binding domain
Seqid=NZ_CP084235.1;End=1834266;Strand=+	PF11256.10	1.3e-33	115.1	6	84	Protein of unknown function (DUF3055)
Seqid=NZ_CP084235.1;End=324266;Strand=+	PF13238.8	1.2e-5	26	30	114	AAA domain
Seqid=NZ_CP084235.1;Start=1511824;Strand=-	PF11030.10	0.23	11.5	249	284	Nucleocapsid protein N
Seqid=NZ_CP084235.1;End=1309097;Strand=+	PF05175.16	0.025	14.3	42	121	Methyltransferase small domain
Seqid=NZ_CP084235.1;End=1165365;Strand=+	PF02580.18	3.7e-51	173.5	2	143	D-Tyr-tRNA(Tyr) deacylase
Seqid=NZ_CP084235.1;End=1154395;Strand=+	PF03215.17	0.022	14.8	59	109	Rad17 P-loop domain
Seqid=NZ_CP084235.1;Start=1025824;Strand=-	PF13384.8	7.6e-9	35.3	63	109	Homeodomain-like domain
Seqid=NZ_CP084235.1;End=45169;Strand=+	PF02602.17	0.0073	15.8	22	54	Uroporphyrinogen-III synthase HemD
Seqid=NZ_CP084235.1;End=1154395;Strand=+	PF05491.15	3.3e-25	87.9	278	348	RuvB C-terminal winged helix domain
Seqid=NZ_CP084235.1;End=574652;Strand=+	PF03486.16	0.018	13.9	66	121	HI0933-like protein
Seqid=NZ_CP084235.1;Start=1640592;Strand=-	PF02183.20	0.19	12	74	93	Homeobox associated leucine zipper
Seqid=NZ_CP084235.1;Start=1707680;Strand=-	PF07992.16	0.22	10.8	19	120	Pyridine nucleotide-disulphide oxidoreductase
Seqid=NZ_CP084235.1;Start=1872874;Strand=-	PF08665.14	0.0058	16.8	384	441	PglZ domain
Seqid=NZ_CP084235.1;End=644019;Strand=+	PF02558.18	0.046	13.5	3	33	Ketopantoate reductase PanE/ApbA
Seqid=NZ_CP084235.1;End=606067;Strand=+	PF09972.11	4.9e-4	19.1	71	309	Predicted membrane protein (DUF2207)
Seqid=NZ_CP084235.1;Start=1684921;Strand=-	PF13460.8	6.2e-4	19.8	11	89	NAD(P)H-binding
Seqid=NZ_CP084235.1;Start=1295588;Strand=-	PF12838.9	0.014	16.1	5	39	4Fe-4S dicluster domain
Seqid=NZ_CP084235.1;End=1152735;Strand=+	PF13291.8	6.1e-4	20.4	77	148	ACT domain
Seqid=NZ_CP084235.1;End=1067540;Strand=+	PF08765.13	0.68	10	17	52	Mor transcription activator family
Seqid=NZ_CP084235.1;Start=442099;Strand=-	PF00171.24	1.5e-158	528.3	23	479	Aldehyde dehydrogenase family
Seqid=NZ_CP084235.1;Start=1380192;Strand=-	PF01168.22	7.4e-39	133.7	8	224	Alanine racemase, N-terminal domain
Seqid=NZ_CP084235.1;End=1371273;Strand=+	PF00910.24	0.37	11.3	27	52	RNA helicase
Seqid=NZ_CP084235.1;Start=1846107;Strand=-	PF13166.8	0.0072	15.2	31	107	AAA domain
Seqid=NZ_CP084235.1;Start=846827;Strand=-	PF12848.9	2.2e-22	79	236	320	ABC transporter
Seqid=NZ_CP084235.1;End=1085401;Strand=+	PF01925.21	9.5e-41	140.1	11	246	Sulfite exporter TauE/SafE
Seqid=NZ_CP084235.1;End=882036;Strand=+	PF06445.17	8.6e-19	68.5	1	151	GyrI-like small molecule binding domain
Seqid=NZ_CP084235.1;End=1202865;Strand=+	PF11337.10	0.22	12.3	16	93	Protein of unknown function (DUF3139)
Seqid=NZ_CP084236.1;End=23151;Strand=+	PF12832.9	0.0023	17	78	178	MFS_1 like family
Seqid=NZ_CP084235.1;Start=401333;Strand=-	PF08541.12	0.0091	16.2	257	311	3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III C terminal
Seqid=NZ_CP084235.1;End=487575;Strand=+	PF13671.8	0.046	14	31	48	AAA domain
Seqid=NZ_CP084235.1;End=1306132;Strand=+	PF00910.24	0.49	10.9	180	242	RNA helicase
Seqid=NZ_CP084235.1;Start=1940647;Strand=-	PF13401.8	1	9.7	34	144	AAA domain
Seqid=NZ_CP084235.1;Start=1531238;Strand=-	PF08222.13	2.9e-30	103.7	198	255	CodY helix-turn-helix domain
Seqid=NZ_CP084235.1;Start=1475055;Strand=-	PF02737.20	0.021	14.8	22	54	3-hydroxyacyl-CoA dehydrogenase, NAD binding domain
Seqid=NZ_CP084235.1;End=1024603;Strand=+	PF00750.21	0.3	10.1	548	593	tRNA synthetases class I (R)
Seqid=NZ_CP084235.1;Start=237084;Strand=-	PF00512.27	0.18	11.9	145	160	His Kinase A (phospho-acceptor) domain
Seqid=NZ_CP084235.1;End=1224634;Strand=+	PF02492.21	0.0019	17.9	43	142	CobW/HypB/UreG, nucleotide-binding domain
Seqid=NZ_CP084235.1;End=19938;Strand=+	PF00772.23	9.4e-34	115.7	10	110	DnaB-like helicase N terminal domain
Seqid=NZ_CP084235.1;End=2259807;Strand=+	PF14659.8	0.0044	17.3	107	164	Phage integrase, N-terminal SAM-like domain
Seqid=NZ_CP084235.1;Start=1532033;Strand=-	PF05621.13	0.041	13.4	48	82	Bacterial TniB protein
Seqid=NZ_CP084235.1;End=983071;Strand=+	PF10183.11	0.2	12	417	485	ESSS subunit of NADH:ubiquinone oxidoreductase (complex I)
Seqid=NZ_CP084235.1;End=923064;Strand=+	PF02475.18	1.1e-6	28.6	243	388	Met-10+ like-protein
Seqid=NZ_CP084235.1;End=468027;Strand=+	PF02447.18	4.1e-172	572.9	11	455	GntP family permease
Seqid=NZ_CP084235.1;End=1121811;Strand=+	PF13086.8	0.18	11.7	160	183	AAA domain
Seqid=NZ_CP084235.1;Start=1628219;Strand=-	PF01725.18	8.4e-61	205.2	4	187	Ham1 family
Seqid=NZ_CP084235.1;Start=1744191;Strand=-	PF00089.28	1.3e-12	48.1	367	525	Trypsin
Seqid=NZ_CP084235.1;End=1247511;Strand=+	PF05729.14	0.32	11	131	152	NACHT domain
Seqid=NZ_CP084235.1;Start=1354089;Strand=-	PF01855.21	0.075	12.9	50	97	Pyruvate flavodoxin/ferredoxin oxidoreductase, thiamine diP-bdg
Seqid=NZ_CP084235.1;End=1394828;Strand=+	PF13304.8	0.053	13.4	72	134	AAA domain, putative AbiEii toxin, Type IV TA system
Seqid=NZ_CP084235.1;End=702736;Strand=+	PF00004.31	0.29	11.6	155	204	ATPase family associated with various cellular activities (AAA)
Seqid=NZ_CP084235.1;End=1685875;Strand=+	PF06273.13	0.093	11.9	24	57	Plant specific eukaryotic initiation factor 4B
Seqid=NZ_CP084235.1;Start=686748;Strand=-	PF11992.10	0.039	13.2	4	113	TgpA N-terminal domain
Seqid=NZ_CP084235.1;End=383279;Strand=+	PF01266.26	2.5e-7	30.7	6	40	FAD dependent oxidoreductase
Seqid=NZ_CP084235.1;End=1181636;Strand=+	PF13401.8	0.023	15	360	459	AAA domain
Seqid=NZ_CP084235.1;Start=1445858;Strand=-	PF00471.22	1.4e-24	86.4	6	52	Ribosomal protein L33
Seqid=NZ_CP084235.1;Start=1824684;Strand=-	PF16044.7	0.1	12.3	3	42	Domain of unknown function (DUF4796)
Seqid=NZ_CP084235.1;Start=2026302;Strand=-	PF01325.21	1.1e-22	80.1	2	61	Iron dependent repressor, N-terminal DNA binding domain
Seqid=NZ_CP084235.1;Start=2196606;Strand=-	PF14602.8	3.7e-6	26.7	394	427	Hexapeptide repeat of succinyl-transferase
Seqid=NZ_CP084235.1;End=261672;Strand=+	PF01061.26	5.6e-7	29.3	777	888	ABC-2 type transporter
Seqid=NZ_CP084235.1;End=1211493;Strand=+	PF08461.12	0.47	10.5	9	70	Ribonuclease R winged-helix domain
Seqid=NZ_CP084235.1;End=1861755;Strand=+	PF14851.8	0.0042	16.9	6	99	FAM176 family
Seqid=NZ_CP084235.1;End=574652;Strand=+	PF01946.19	0.0081	15.5	4	44	Thi4 family
Seqid=NZ_CP084235.1;End=1457316;Strand=+	PF17974.3	0.015	15.5	145	222	Galactose-binding domain-like
Seqid=NZ_CP084235.1;End=1179193;Strand=+	PF00515.30	0.0068	16.3	42	72	Tetratricopeptide repeat
Seqid=NZ_CP084235.1;End=822226;Strand=+	PF07228.14	1.5e-46	158.8	154	342	Stage II sporulation protein E (SpoIIE)
Seqid=NZ_CP084235.1;End=1816785;Strand=+	PF01899.18	8.3e-43	145.7	9	156	Na+/H+ ion antiporter subunit
Seqid=NZ_CP084235.1;End=264722;Strand=+	PF13495.8	0.036	14.7	44	131	Phage integrase, N-terminal SAM-like domain
Seqid=NZ_CP084235.1;End=1805440;Strand=+	PF03009.19	8.8e-47	160.1	71	314	Glycerophosphoryl diester phosphodiesterase family
Seqid=NZ_CP084235.1;Start=1568604;Strand=-	PF14690.8	3.9e-12	46.7	42	92	zinc-finger of transposase IS204/IS1001/IS1096/IS1165
Seqid=NZ_CP084235.1;End=663688;Strand=+	PF03193.18	0.024	14.6	25	47	RsgA GTPase
Seqid=NZ_CP084235.1;Start=203647;Strand=-	PF00910.24	0.044	14.3	36	89	RNA helicase
Seqid=NZ_CP084235.1;End=536096;Strand=+	PF06414.14	0.19	11.2	29	65	Zeta toxin
Seqid=NZ_CP084235.1;Start=1819368;Strand=-	PF03553.16	4.5e-64	216.7	151	432	Na+/H+ antiporter family
Seqid=NZ_CP084235.1;Start=1513483;Strand=-	PF11987.10	3.8e-40	136.6	496	611	Translation-initiation factor 2
Seqid=NZ_CP084235.1;Start=627512;Strand=-	PF19942.1	0.046	14.2	3	59	Family of unknown function (DUF6404)
Seqid=NZ_CP084235.1;End=649125;Strand=+	PF00070.29	0.44	11.2	2	42	Pyridine nucleotide-disulphide oxidoreductase
Seqid=NZ_CP084235.1;Start=2269981;Strand=-	PF07913.13	0.13	12.1	4	69	Protein of unknown function (DUF1678)
Seqid=NZ_CP084235.1;Start=1461282;Strand=-	PF13304.8	2.3e-4	21.2	30	47	AAA domain, putative AbiEii toxin, Type IV TA system
Seqid=NZ_CP084235.1;End=401243;Strand=+	PF18461.3	0.32	11.1	46	103	Atypical caspase recruitment domain
Seqid=NZ_CP084235.1;Start=1495121;Strand=-	PF00154.23	3.9e-143	475.6	17	278	recA bacterial DNA recombination protein
Seqid=NZ_CP084235.1;Start=2036024;Strand=-	PF00361.22	1.9e-64	217.8	130	423	Proton-conducting membrane transporter
Seqid=NZ_CP084235.1;Start=1702394;Strand=-	PF00156.29	1.8e-9	37.2	275	389	Phosphoribosyl transferase domain
Seqid=NZ_CP084235.1;End=546526;Strand=+	PF13241.8	0.0098	16.4	151	250	Putative NAD(P)-binding
Seqid=NZ_CP084235.1;Start=1733126;Strand=-	PF00425.20	5.2e-66	222.9	191	439	chorismate binding enzyme
Seqid=NZ_CP084235.1;End=1181636;Strand=+	PF03215.17	0.0027	17.8	317	381	Rad17 P-loop domain
Seqid=NZ_CP084235.1;Start=1846107;Strand=-	PF07273.14	5.7e-4	19.9	4	78	Protein of unknown function (DUF1439)
Seqid=NZ_CP084235.1;End=1164897;Strand=+	PF14451.8	0.49	10.4	437	462	Mut7-C ubiquitin
Seqid=NZ_CP084235.1;End=1712234;Strand=+	PF16403.7	3.9e-23	81.4	52	123	Domain of unknown function (DUF5011)
Seqid=NZ_CP084235.1;End=655478;Strand=+	PF02082.22	7.5e-4	19.8	35	80	Iron-dependent Transcriptional regulator
Seqid=NZ_CP084235.1;End=1411625;Strand=+	PF08919.12	0.95	9.7	239	286	F-actin binding
Seqid=NZ_CP084235.1;Start=1674260;Strand=-	PF05979.14	3.8e-4	20.4	5	38	Bacterial protein of unknown function (DUF896)
Seqid=NZ_CP084235.1;End=575079;Strand=+	PF00583.27	6.9e-13	48.9	35	119	Acetyltransferase (GNAT) family
Seqid=NZ_CP084235.1;End=1203394;Strand=+	PF08210.13	0.12	12.3	55	111	APOBEC-like N-terminal domain
Seqid=NZ_CP084235.1;Start=1933344;Strand=-	PF00155.23	4.3e-51	174.3	45	358	Aminotransferase class I and II
Seqid=NZ_CP084235.1;Start=1996446;Strand=-	PF13086.8	0.29	11	31	95	AAA domain
Seqid=NZ_CP084235.1;End=577391;Strand=+	PF02185.18	0.19	12	209	250	Hr1 repeat
Seqid=NZ_CP084235.1;End=641019;Strand=+	PF12837.9	0.0047	17	188	207	4Fe-4S binding domain
Seqid=NZ_CP084235.1;Start=1891198;Strand=-	PF00005.29	1.3e-8	35.5	622	858	ABC transporter
Seqid=NZ_CP084235.1;Start=1005472;Strand=-	PF05462.13	0.2	10.8	7	86	Slime mold cyclic AMP receptor
Seqid=NZ_CP084235.1;End=401243;Strand=+	PF18467.3	0.11	13	26	89	Domain of unknown function (DUF5613)
Seqid=NZ_CP084235.1;End=844344;Strand=+	PF02367.19	8.9e-37	126	8	126	Threonylcarbamoyl adenosine biosynthesis protein TsaE
Seqid=NZ_CP084235.1;Start=2153233;Strand=-	PF08423.13	3.5e-7	29.8	63	223	Rad51
Seqid=NZ_CP084235.1;End=74103;Strand=+	PF05525.15	3.2e-148	494.3	9	442	Branched-chain amino acid transport protein
Seqid=NZ_CP084235.1;Start=2207011;Strand=-	PF05175.16	3.4e-15	56.2	33	184	Methyltransferase small domain
Seqid=NZ_CP084235.1;Start=604523;Strand=-	PF13279.8	3e-14	53.6	11	126	Thioesterase-like superfamily
Seqid=NZ_CP084235.1;End=1245534;Strand=+	PF00480.22	2.6e-64	217.6	7	319	ROK family
Seqid=NZ_CP084235.1;End=1397920;Strand=+	PF11346.10	0.21	11.3	69	87	Protein of unknown function (DUF3149)
Seqid=NZ_CP084235.1;End=1433539;Strand=+	PF06783.13	0.11	12.8	61	99	Uncharacterised protein family (UPF0239)
Seqid=NZ_CP084235.1;End=699645;Strand=+	PF00416.24	3.9e-32	111.4	3	108	Ribosomal protein S13/S18
Seqid=NZ_CP084235.1;Start=1940647;Strand=-	PF13191.8	0.07	13.6	30	147	AAA ATPase domain
Seqid=NZ_CP084235.1;End=2268158;Strand=+	PF05742.14	0.57	10.3	54	176	Transport and Golgi organisation 2
Seqid=NZ_CP084235.1;End=1859856;Strand=+	PF03918.16	0.62	9.4	6	35	Cytochrome C biogenesis protein
Seqid=NZ_CP084235.1;End=1073054;Strand=+	PF00367.22	4e-15	55.1	421	453	phosphotransferase system, EIIB
Seqid=NZ_CP084235.1;Start=1885023;Strand=-	PF03215.17	0.21	11.6	9	47	Rad17 P-loop domain
Seqid=NZ_CP084235.1;End=2067491;Strand=+	PF00185.26	0.14	12.3	72	115	Aspartate/ornithine carbamoyltransferase, Asp/Orn binding domain
Seqid=NZ_CP084235.1;End=720515;Strand=+	PF02991.18	0.093	13	106	153	Autophagy protein Atg8 ubiquitin like
