Query	Hit	Evalue	Score	Start	Stop	Description
Seqid=NC_007168.1;Start=2162061;Strand=-	PF17757.3	1.3e-35	121.4	161	251	UvrB interaction domain
Seqid=NC_007168.1;End=469324;Strand=+	PF07931.14	0.17	11.7	5	40	Chloramphenicol phosphotransferase-like protein
Seqid=NC_007168.1;Start=1717736;Strand=-	PF13155.8	0.094	13.1	52	104	Toprim-like
Seqid=NC_007168.1;End=2113641;Strand=+	PF18159.3	0.0015	18	7	93	SMODS-associating 4TM effector domain
Seqid=NC_007168.1;Start=2444338;Strand=-	PF10654.11	0.0063	16.6	85	158	Protein of unknown function (DUF2481)
Seqid=NC_007168.1;Start=324415;Strand=-	PF17445.4	0.19	11.9	247	264	Mating factor A1
Seqid=NC_007168.1;Start=1012242;Strand=-	PF14659.8	1.3e-9	38.2	64	118	Phage integrase, N-terminal SAM-like domain
Seqid=NC_007168.1;Start=2491772;Strand=-	PF04131.16	0.006	15.9	194	252	Putative N-acetylmannosamine-6-phosphate epimerase
Seqid=NC_007168.1;End=407016;Strand=+	PF07993.14	1.9e-6	27.4	15	148	Male sterility protein
Seqid=NC_007168.1;Start=399262;Strand=-	PF13302.9	1.9e-14	54.6	4	139	Acetyltransferase (GNAT) domain
Seqid=NC_007168.1;End=5021;Strand=+	PF13514.8	5.3e-5	23	1	92	AAA domain
Seqid=NC_007168.1;Start=2218508;Strand=-	PF18415.3	0.4	11.6	2	51	Histidine kinase receptor ArcB trans-membrane domain
Seqid=NC_007168.1;Start=2268590;Strand=-	PF13401.8	0.042	14.2	42	60	AAA domain
Seqid=NC_007168.1;Start=732972;Strand=-	PF03061.24	0.084	13.3	20	103	Thioesterase superfamily
Seqid=NC_007168.1;End=836946;Strand=+	PF00270.31	0.48	10.3	29	226	DEAD/DEAH box helicase
Seqid=NC_007168.1;Start=2545609;Strand=-	PF13604.8	0.0018	18.1	40	151	AAA domain
Seqid=NC_007168.1;End=189722;Strand=+	PF01769.18	0.29	11.6	108	169	Divalent cation transporter
Seqid=NC_007168.1;Start=2636257;Strand=-	PF10279.11	0.2	12.2	105	213	Latarcin precursor
Seqid=NC_007168.1;Start=1735770;Strand=-	PF13476.8	0.29	11.7	15	113	AAA domain
Seqid=NC_007168.1;End=1361604;Strand=+	PF12706.9	4.4e-5	23.2	516	635	Beta-lactamase superfamily domain
Seqid=NC_007168.1;Start=616114;Strand=-	PF00486.30	1.3e-28	98.9	154	229	Transcriptional regulatory protein, C terminal
Seqid=NC_007168.1;Start=2522256;Strand=-	PF09420.12	0.23	11.6	111	167	Ribosome biogenesis protein Nop16
Seqid=NC_007168.1;Start=992827;Strand=-	PF02492.21	0.35	10.5	359	382	CobW/HypB/UreG, nucleotide-binding domain
Seqid=NC_007168.1;Start=1897655;Strand=-	PF09451.12	0.062	13.3	19	47	Autophagy-related protein 27
Seqid=NC_007168.1;End=1462423;Strand=+	PF13509.8	0.7	10.2	292	325	S1 domain
Seqid=NC_007168.1;End=836946;Strand=+	PF00573.24	0.16	11.7	151	214	Ribosomal protein L4/L1 family
Seqid=NC_007168.1;End=1530984;Strand=+	PF05388.13	1	9.8	185	246	Carboxypeptidase Y pro-peptide
Seqid=NC_007168.1;Start=1021056;Strand=-	PF02074.17	0.081	11.7	28	101	Carboxypeptidase Taq (M32) metallopeptidase
Seqid=NC_007168.1;Start=2100235;Strand=-	PF13192.8	0.017	15.3	25	76	Thioredoxin domain
Seqid=NC_007168.1;Start=2461529;Strand=-	PF01248.28	6.6e-12	45.1	15	89	Ribosomal protein L7Ae/L30e/S12e/Gadd45 family
Seqid=NC_007168.1;End=111794;Strand=+	PF00394.24	0.0022	18.2	355	474	Multicopper oxidase
Seqid=NC_007168.1;Start=2403280;Strand=-	PF01515.21	1e-119	399.7	4	324	Phosphate acetyl/butaryl transferase
Seqid=NC_007168.1;Start=2077083;Strand=-	PF00389.32	5e-30	104	4	317	D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain
Seqid=NC_007168.1;End=1565603;Strand=+	PF03215.17	4e-4	20.5	64	100	Rad17 P-loop domain
Seqid=NC_007168.1;End=1345547;Strand=+	PF13500.8	0.019	14.9	12	138	AAA domain
Seqid=NC_007168.1;Start=2162061;Strand=-	PF00004.31	0.15	12.5	39	80	ATPase family associated with various cellular activities (AAA)
Seqid=NC_007168.1;Start=2024449;Strand=-	PF05621.13	4.3e-4	19.9	191	337	Bacterial TniB protein
Seqid=NC_007168.1;End=732388;Strand=+	PF12146.10	0.14	11.4	122	187	Serine aminopeptidase, S33
Seqid=NC_007168.1;End=710453;Strand=+	PF08445.12	0.058	13.5	90	156	FR47-like protein
Seqid=NC_007168.1;End=151561;Strand=+	PF03215.17	8.8e-4	19.3	35	74	Rad17 P-loop domain
Seqid=NC_007168.1;End=947466;Strand=+	PF19904.1	0.23	11.1	58	126	Domain of unknown function (DUF6377)
Seqid=NC_007168.1;Start=695004;Strand=-	PF13022.8	0.026	14.8	19	54	Helix-turn-helix of insertion element transposase
Seqid=NC_007168.1;Start=650617;Strand=-	PF05739.21	0.014	15.5	99	128	SNARE domain
Seqid=NC_007168.1;Start=2049076;Strand=-	PF02812.20	5e-56	188.1	39	164	Glu/Leu/Phe/Val dehydrogenase, dimerisation domain
Seqid=NC_007168.1;End=103082;Strand=+	PF02254.20	0.051	13.9	5	57	TrkA-N domain
Seqid=NC_007168.1;End=111794;Strand=+	PF07732.17	9e-31	106.5	88	202	Multicopper oxidase
Seqid=NC_007168.1;Start=601667;Strand=-	PF14450.8	0.16	12.5	7	66	Cell division protein FtsA
Seqid=NC_007168.1;Start=2166114;Strand=-	PF13460.8	0.032	14.2	13	67	NAD(P)H-binding
Seqid=NC_007168.1;End=2214378;Strand=+	PF03684.15	0.26	11.2	343	368	Uncharacterised protein family (UPF0179)
Seqid=NC_007168.1;End=778724;Strand=+	PF07992.16	0.048	13	2	31	Pyridine nucleotide-disulphide oxidoreductase
Seqid=NC_007168.1;Start=1414252;Strand=-	PF12666.9	0.064	14	4	66	PrgI family protein
Seqid=NC_007168.1;End=836946;Strand=+	PF01078.23	0.11	12	37	76	Magnesium chelatase, subunit ChlI
Seqid=NC_007168.1;End=2589585;Strand=+	PF10998.10	0.02	15.2	1	48	Protein of unknown function (DUF2838)
Seqid=NC_007168.1;End=944264;Strand=+	PF07982.14	0.05	12.7	153	172	Herpes UL74 glycoproteins
Seqid=NC_007168.1;Start=2017765;Strand=-	PF01935.19	0.049	13.8	20	57	Helicase HerA, central domain
Seqid=NC_007168.1;Start=2006535;Strand=-	PF06054.13	3.9e-34	118.5	4	290	Competence protein CoiA-like family
Seqid=NC_007168.1;Start=643592;Strand=-	PF13520.8	9.8e-42	143.4	16	440	Amino acid permease
Seqid=NC_007168.1;End=1880392;Strand=+	PF03009.19	1.1e-24	87.7	51	296	Glycerophosphoryl diester phosphodiesterase family
Seqid=NC_007168.1;End=1146022;Strand=+	PF01738.20	0.31	10.7	181	223	Dienelactone hydrolase family
Seqid=NC_007168.1;End=515105;Strand=+	PF00132.26	0.0072	16.1	74	107	Bacterial transferase hexapeptide (six repeats)
Seqid=NC_007168.1;Start=2029626;Strand=-	PF07387.13	0.036	13.2	8	69	Seadornavirus VP7
Seqid=NC_007168.1;End=597998;Strand=+	PF03435.20	4.7e-8	33.5	11	118	Saccharopine dehydrogenase NADP binding domain
Seqid=NC_007168.1;End=2647997;Strand=+	PF05729.14	0.62	10.1	360	377	NACHT domain
Seqid=NC_007168.1;Start=2631516;Strand=-	PF12322.10	0.016	14.8	24	78	T4 bacteriophage base plate protein
Seqid=NC_007168.1;End=224066;Strand=+	PF01266.26	0.082	12.6	18	51	FAD dependent oxidoreductase
Seqid=NC_007168.1;Start=2580333;Strand=-	PF08445.12	0.025	14.6	73	129	FR47-like protein
Seqid=NC_007168.1;End=1311925;Strand=+	PF13191.8	0.33	11.4	51	77	AAA ATPase domain
Seqid=NC_007168.1;End=2664773;Strand=+	PF07790.13	0.27	12.3	91	158	Archaeal Type IV pilin, N-terminal
Seqid=NC_007168.1;End=1301439;Strand=+	PF13603.8	3.7e-8	33.2	242	305	Leucyl-tRNA synthetase, Domain 2
Seqid=NC_007168.1;Start=2512605;Strand=-	PF14575.8	0.1	13.4	34	86	Ephrin type-A receptor 2 transmembrane domain
Seqid=NC_007168.1;End=1254655;Strand=+	PF07733.14	4.6e-96	321.5	251	504	Bacterial DNA polymerase III alpha NTPase domain
Seqid=NC_007168.1;End=1563695;Strand=+	PF15378.8	0.67	9.9	119	146	Domain of unknown function (DUF4605)
Seqid=NC_007168.1;Start=83480;Strand=-	PF05930.14	0.88	9.6	73	96	Prophage CP4-57 regulatory protein (AlpA)
Seqid=NC_007168.1;Start=2135038;Strand=-	PF07497.14	0.015	15.3	76	129	Rho termination factor, RNA-binding domain
Seqid=NC_007168.1;End=2335218;Strand=+	PF13191.8	0.74	10.2	34	62	AAA ATPase domain
Seqid=NC_007168.1;Start=650617;Strand=-	PF13786.8	0.071	13.7	106	174	Domain of unknown function (DUF4179)
Seqid=NC_007168.1;End=999612;Strand=+	PF13384.8	0.085	12.9	7	26	Homeodomain-like domain
Seqid=NC_007168.1;Start=2087147;Strand=-	PF19506.1	0.5	9.8	5	101	Family of unknown function (DUF6040)
Seqid=NC_007168.1;End=2127705;Strand=+	PF07810.15	0.18	12.4	29	48	TMC domain
Seqid=NC_007168.1;Start=1595977;Strand=-	PF00763.25	0.19	12	257	307	Tetrahydrofolate dehydrogenase/cyclohydrolase, catalytic domain
Seqid=NC_007168.1;Start=2399717;Strand=-	PF18376.3	2.6e-25	89.4	179	320	Mevalonate 5-diphosphate decarboxylase C-terminal domain
Seqid=NC_007168.1;End=451213;Strand=+	PF00165.25	0.0019	18.3	226	262	Bacterial regulatory helix-turn-helix proteins, AraC family
Seqid=NC_007168.1;Start=2280561;Strand=-	PF13401.8	0.0085	16.5	73	100	AAA domain
Seqid=NC_007168.1;Start=803846;Strand=-	PF13463.8	4e-6	27.4	32	96	Winged helix DNA-binding domain
Seqid=NC_007168.1;Start=1992171;Strand=-	PF04840.14	0.042	13	84	163	Vps16, C-terminal region
Seqid=NC_007168.1;Start=992827;Strand=-	PF02463.21	2.3e-6	27.3	32	235	RecF/RecN/SMC N terminal domain
Seqid=NC_007168.1;Start=2166797;Strand=-	PF05257.18	6.5e-14	52.4	180	263	CHAP domain
Seqid=NC_007168.1;Start=2482522;Strand=-	PF03631.17	0.7	9.6	60	129	Virulence factor BrkB
Seqid=NC_007168.1;Start=286486;Strand=-	PF09818.11	0.02	13.8	162	228	Predicted ATPase of the ABC class
Seqid=NC_007168.1;Start=2100235;Strand=-	PF13728.8	0.027	14.4	5	78	F plasmid transfer operon protein
Seqid=NC_007168.1;Start=30130;Strand=-	PF13610.8	3.4e-39	134.3	72	203	DDE domain
Seqid=NC_007168.1;End=1262275;Strand=+	PF01207.19	3.8e-51	174.1	15	317	Dihydrouridine synthase (Dus)
Seqid=NC_007168.1;End=1434803;Strand=+	PF03446.17	2.3e-51	174.2	10	174	NAD binding domain of 6-phosphogluconate dehydrogenase
Seqid=NC_007168.1;Start=2360902;Strand=-	PF05859.14	0.83	9.8	201	260	Mis12 protein
Seqid=NC_007168.1;End=1449880;Strand=+	PF10458.11	0.15	12.4	2	20	Valyl tRNA synthetase tRNA binding arm
Seqid=NC_007168.1;End=824901;Strand=+	PF00238.21	1.6e-53	180	1	122	Ribosomal protein L14p/L23e
Seqid=NC_007168.1;Start=1601899;Strand=-	PF13279.8	3.8e-9	37.2	22	127	Thioesterase-like superfamily
Seqid=NC_007168.1;Start=2415361;Strand=-	PF00501.30	8.5e-30	103.8	121	362	AMP-binding enzyme
Seqid=NC_007168.1;Start=2399717;Strand=-	PF00288.28	2.7e-6	27.6	92	149	GHMP kinases N terminal domain
Seqid=NC_007168.1;End=2102416;Strand=+	PF00578.23	0.047	13.7	13	85	AhpC/TSA family
Seqid=NC_007168.1;Start=575070;Strand=-	PF17836.3	0.015	16	25	73	PglD N-terminal domain
Seqid=NC_007168.1;Start=556652;Strand=-	PF01262.23	0.0012	18.3	144	234	Alanine dehydrogenase/PNT, C-terminal domain
Seqid=NC_007168.1;Start=691976;Strand=-	PF09902.11	0.027	14.6	8	58	Uncharacterized protein conserved in bacteria (DUF2129)
Seqid=NC_007168.1;End=705826;Strand=+	PF20101.1	0.086	13	1	47	Family of unknown function (DUF6491)
Seqid=NC_007168.1;End=1855668;Strand=+	PF00589.24	1.6e-19	70.5	180	328	Phage integrase family
Seqid=NC_007168.1;Start=114208;Strand=-	PF12840.9	2.1e-10	40.6	8	65	Helix-turn-helix domain
Seqid=NC_007168.1;End=1354789;Strand=+	PF13555.8	0.17	11.8	145	177	P-loop containing region of AAA domain
Seqid=NC_007168.1;Start=2024449;Strand=-	PF05729.14	0.14	12.1	202	243	NACHT domain
Seqid=NC_007168.1;End=954121;Strand=+	PF13751.8	1.2e-26	93.5	392	518	Transposase DDE domain
Seqid=NC_007168.1;Start=2584707;Strand=-	PF13518.8	0.0082	16.4	80	103	Helix-turn-helix domain
Seqid=NC_007168.1;Start=1768171;Strand=-	PF15609.8	0.15	11.6	99	142	Phosphoribosyl transferase
Seqid=NC_007168.1;End=795351;Strand=+	PF03215.17	0.021	14.8	24	102	Rad17 P-loop domain
Seqid=NC_007168.1;Start=1745465;Strand=-	PF13604.8	0.023	14.5	281	396	AAA domain
Seqid=NC_007168.1;Start=1579202;Strand=-	PF01729.21	2e-4	21.3	149	244	Quinolinate phosphoribosyl transferase, C-terminal domain
Seqid=NC_007168.1;End=545506;Strand=+	PF16230.7	0.19	12	233	272	Domain of unknown function (DUF4889)
Seqid=NC_007168.1;End=2526825;Strand=+	PF06336.13	0.02	15	9	47	Coronavirus 5a protein
Seqid=NC_007168.1;End=505162;Strand=+	PF10111.11	2.7e-8	33.7	62	163	Glycosyltransferase like family 2
Seqid=NC_007168.1;Start=1640225;Strand=-	PF12808.9	0.078	13.4	9	32	Micro-tubular organiser Mto1 C-term Mto2-binding region
Seqid=NC_007168.1;Start=916776;Strand=-	PF10740.11	5.3e-54	182.5	18	185	Domain of unknown function (DUF2529)
Seqid=NC_007168.1;Start=1712564;Strand=-	PF12840.9	0.061	13.4	201	233	Helix-turn-helix domain
Seqid=NC_007168.1;Start=2441659;Strand=-	PF06073.14	0.11	12.5	88	119	Bacterial protein of unknown function (DUF934)
Seqid=NC_007168.1;Start=2024449;Strand=-	PF12775.9	0.091	12.4	196	281	P-loop containing dynein motor region
Seqid=NC_007168.1;End=1734944;Strand=+	PF17091.7	0.12	12.5	10	26	Inovirus G7P protein
Seqid=NC_007168.1;Start=561857;Strand=-	PF12681.9	0.0047	16.9	14	51	Glyoxalase-like domain
Seqid=NC_007168.1;End=389241;Strand=+	PF01262.23	7e-4	19.1	185	256	Alanine dehydrogenase/PNT, C-terminal domain
Seqid=NC_007168.1;End=416209;Strand=+	PF03816.16	5.9e-45	153.2	84	228	LytR_cpsA_psr family
Seqid=NC_007168.1;End=867089;Strand=+	PF01032.20	5.3e-94	314.8	31	338	FecCD transport family
Seqid=NC_007168.1;End=1179453;Strand=+	PF07564.13	2.4e-18	66.1	1853	1929	Domain of Unknown Function (DUF1542)
Seqid=NC_007168.1;End=102395;Strand=+	PF01965.26	4.6e-11	42.9	27	221	DJ-1/PfpI family
Seqid=NC_007168.1;End=1335220;Strand=+	PF13414.8	5.2e-5	22.9	175	213	TPR repeat
Seqid=NC_007168.1;Start=2260028;Strand=-	PF12833.9	1.1e-12	48.1	173	249	Helix-turn-helix domain
Seqid=NC_007168.1;End=159997;Strand=+	PF12704.9	2.9e-9	37.6	16	174	MacB-like periplasmic core domain
Seqid=NC_007168.1;End=219065;Strand=+	PF13478.8	0.16	12.6	184	217	XdhC Rossmann domain
Seqid=NC_007168.1;End=420290;Strand=+	PF10883.10	0.071	13.5	39	93	Protein of unknown function (DUF2681)
Seqid=NC_007168.1;Start=1656582;Strand=-	PF00583.27	5.7e-18	65.4	36	128	Acetyltransferase (GNAT) family
Seqid=NC_007168.1;Start=2491772;Strand=-	PF00121.20	0.14	11.7	214	250	Triosephosphate isomerase
Seqid=NC_007168.1;Start=949703;Strand=-	PF00614.24	2.3e-7	30.8	230	256	Phospholipase D Active site motif
Seqid=NC_007168.1;Start=1602464;Strand=-	PF00330.22	2.8e-174	580.6	76	570	Aconitase family (aconitate hydratase)
Seqid=NC_007168.1;End=1564617;Strand=+	PF11812.10	0.22	11.8	20	60	Domain of unknown function (DUF3333)
Seqid=NC_007168.1;Start=1545121;Strand=-	PF07889.14	0.01	16	130	221	Protein of unknown function (DUF1664)
Seqid=NC_007168.1;End=824211;Strand=+	PF00831.25	4e-24	84.4	12	68	Ribosomal L29 protein
Seqid=NC_007168.1;Start=1166897;Strand=-	PF05175.16	0.001	18.8	16	84	Methyltransferase small domain
Seqid=NC_007168.1;Start=575070;Strand=-	PF03721.16	0.0043	16.7	25	82	UDP-glucose/GDP-mannose dehydrogenase family, NAD binding domain
Seqid=NC_007168.1;End=841693;Strand=+	PF03575.19	0.21	11.3	74	121	Peptidase family S51
Seqid=NC_007168.1;End=1494492;Strand=+	PF01118.26	0.0012	19.3	4	78	Semialdehyde dehydrogenase, NAD binding domain
Seqid=NC_007168.1;End=855910;Strand=+	PF03780.15	1.6e-4	22.1	119	169	Asp23 family, cell envelope-related function
Seqid=NC_007168.1;End=97504;Strand=+	PF14712.8	0.17	12.4	121	149	Snapin/Pallidin
Seqid=NC_007168.1;End=275848;Strand=+	PF07969.13	8.5e-4	19	46	66	Amidohydrolase family
Seqid=NC_007168.1;End=2314522;Strand=+	PF13337.8	0.014	14.1	175	238	Putative ATP-dependent Lon protease
Seqid=NC_007168.1;End=837742;Strand=+	PF02361.18	2.7e-48	164.6	14	236	Cobalt transport protein
Seqid=NC_007168.1;Start=2024449;Strand=-	PF20030.1	0.0045	16.2	566	706	MoxR domain in the MoxR-vWA-beta-propeller ternary systems
Seqid=NC_007168.1;End=2615096;Strand=+	PF14792.8	0.022	15.1	20	75	DNA polymerase beta palm
Seqid=NC_007168.1;Start=2280561;Strand=-	PF13238.8	0.015	16	77	111	AAA domain
Seqid=NC_007168.1;End=217438;Strand=+	PF09832.11	0.55	10.4	94	117	Uncharacterized protein conserved in bacteria (DUF2059)
Seqid=NC_007168.1;Start=2214300;Strand=-	PF00884.25	1e-28	100.7	247	539	Sulfatase
Seqid=NC_007168.1;Start=1554283;Strand=-	PF02826.21	0.081	12.3	2	55	D-isomer specific 2-hydroxyacid dehydrogenase, NAD binding domain
Seqid=NC_007168.1;Start=575070;Strand=-	PF02558.18	0.0097	15.7	27	72	Ketopantoate reductase PanE/ApbA
Seqid=NC_007168.1;End=1311925;Strand=+	PF05496.14	7.1e-79	263.2	21	179	Holliday junction DNA helicase RuvB P-loop domain
Seqid=NC_007168.1;Start=2280561;Strand=-	PF13175.8	2.6e-6	27.3	67	124	AAA ATPase domain
Seqid=NC_007168.1;Start=1713359;Strand=-	PF13521.8	0.084	13.2	62	127	AAA domain
Seqid=NC_007168.1;Start=2052030;Strand=-	PF01207.19	0.0033	16.6	265	347	Dihydrouridine synthase (Dus)
Seqid=NC_007168.1;Start=2250135;Strand=-	PF13302.9	3.3e-25	89.5	12	156	Acetyltransferase (GNAT) domain
Seqid=NC_007168.1;Start=191159;Strand=-	PF13173.8	0.4	10.8	349	436	AAA domain
Seqid=NC_007168.1;End=1459049;Strand=+	PF13450.8	7e-4	19.9	8	36	NAD(P)-binding Rossmann-like domain
Seqid=NC_007168.1;End=1001181;Strand=+	PF04616.16	0.037	13.4	46	188	Glycosyl hydrolases family 43
Seqid=NC_007168.1;Start=2332521;Strand=-	PF12846.9	0.049	12.7	34	202	AAA-like domain
Seqid=NC_007168.1;Start=2009092;Strand=-	PF17109.7	0.011	16.3	89	156	fungal STAND N-terminal Goodbye domain
Seqid=NC_007168.1;End=2315220;Strand=+	PF18430.3	0.091	12.6	98	112	Putative DNA-binding domain
Seqid=NC_007168.1;Start=85480;Strand=-	PF13384.8	0.05	13.6	41	54	Homeodomain-like domain
Seqid=NC_007168.1;Start=1017400;Strand=-	PF10551.11	1.7e-7	31.7	187	261	MULE transposase domain
Seqid=NC_007168.1;End=1311925;Strand=+	PF07726.13	0.019	14.9	55	94	ATPase family associated with various cellular activities (AAA)
Seqid=NC_007168.1;End=1027492;Strand=+	PF13304.8	7.9e-5	22.7	125	187	AAA domain, putative AbiEii toxin, Type IV TA system
Seqid=NC_007168.1;Start=79186;Strand=-	PF12832.9	0.057	12.4	17	143	MFS_1 like family
Seqid=NC_007168.1;End=1448614;Strand=+	PF02616.16	5.7e-37	128	24	239	Segregation and condensation protein ScpA
Seqid=NC_007168.1;Start=895068;Strand=-	PF00029.21	0.031	14.2	259	330	Connexin
Seqid=NC_007168.1;Start=1847237;Strand=-	PF01336.27	0.0022	18	47	96	OB-fold nucleic acid binding domain
Seqid=NC_007168.1;Start=685098;Strand=-	PF13412.8	1.4e-4	21.4	39	83	Winged helix-turn-helix DNA-binding
Seqid=NC_007168.1;Start=2365079;Strand=-	PF06605.13	6.2e-19	68.8	114	313	Prophage endopeptidase tail
Seqid=NC_007168.1;Start=1633189;Strand=-	PF02518.28	5.4e-4	20.5	277	324	Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase
Seqid=NC_007168.1;End=920431;Strand=+	PF10711.11	0.049	14	35	109	Hypothetical protein (DUF2513)
Seqid=NC_007168.1;End=841693;Strand=+	PF13412.8	0.027	14.1	16	49	Winged helix-turn-helix DNA-binding
Seqid=NC_007168.1;Start=260437;Strand=-	PF01381.24	4.8e-18	65.1	5	59	Helix-turn-helix
Seqid=NC_007168.1;Start=1734374;Strand=-	PF02978.21	6.3e-35	119.9	328	427	Signal peptide binding domain
Seqid=NC_007168.1;End=1437634;Strand=+	PF14701.8	0.0049	16.1	35	113	Glycogen debranching enzyme, glucanotransferase domain
Seqid=NC_007168.1;Start=688860;Strand=-	PF00165.25	1.5e-4	21.9	210	247	Bacterial regulatory helix-turn-helix proteins, AraC family
Seqid=NC_007168.1;End=212816;Strand=+	PF12840.9	0.023	14.8	49	93	Helix-turn-helix domain
Seqid=NC_007168.1;End=820727;Strand=+	PF13714.8	0.029	14	27	71	Phosphoenolpyruvate phosphomutase
Seqid=NC_007168.1;Start=1642670;Strand=-	PF03951.21	2.3e-31	107.4	19	100	Glutamine synthetase, beta-Grasp domain
Seqid=NC_007168.1;Start=1844893;Strand=-	PF14119.8	0.13	12.8	20	45	Domain of unknown function (DUF4288)
Seqid=NC_007168.1;End=1512514;Strand=+	PF11974.10	0.026	14.7	1667	1697	Bacterial alpha-2-macroglobulin MG3 domain
Seqid=NC_007168.1;Start=2021556;Strand=-	PF00109.28	1.1e-61	208.8	5	247	Beta-ketoacyl synthase, N-terminal domain
Seqid=NC_007168.1;Start=2385761;Strand=-	PF00308.20	2.2e-6	27.8	117	237	Bacterial dnaA protein
Seqid=NC_007168.1;Start=1585822;Strand=-	PF00817.22	2.6e-31	108.7	15	165	impB/mucB/samB family
Seqid=NC_007168.1;Start=2280561;Strand=-	PF13191.8	0.002	18.6	68	115	AAA ATPase domain
Seqid=NC_007168.1;End=2407174;Strand=+	PF06738.14	3.7e-9	36.4	4	132	Putative threonine/serine exporter
Seqid=NC_007168.1;Start=2524189;Strand=-	PF01042.23	1.7e-45	154	7	120	Endoribonuclease L-PSP
Seqid=NC_007168.1;Start=898070;Strand=-	PF13463.8	0.37	11.5	41	75	Winged helix DNA-binding domain
Seqid=NC_007168.1;End=469324;Strand=+	PF03266.17	0.29	11.1	4	24	NTPase
Seqid=NC_007168.1;End=697648;Strand=+	PF08784.13	0.12	13.2	27	82	Replication protein A C terminal
