Query	Hit	Evalue	Score	Start	Stop	Description
Seqid=NZ_CP077270.1;Start=149860;Strand=-	PF17820.3	0.001	19	572	616	PDZ domain
Seqid=NZ_CP077270.1;Start=778579;Strand=-	PF08535.12	1.4e-4	21.9	142	183	KorB domain
Seqid=NZ_CP077270.1;Start=426124;Strand=-	PF13238.8	0.015	16	77	111	AAA domain
Seqid=NZ_CP077270.1;End=1141053;Strand=+	PF05729.14	0.07	13.1	35	54	NACHT domain
Seqid=NZ_CP077270.1;End=1485102;Strand=+	PF18908.2	0.016	15.8	19	65	Protein of unknown function (DUF5663)
Seqid=NZ_CP077270.1;End=1869498;Strand=+	PF00925.22	2.1e-62	209.7	209	369	GTP cyclohydrolase II
Seqid=NZ_CP077270.1;End=713400;Strand=+	PF00931.24	0.38	10	14	53	NB-ARC domain
Seqid=NZ_CP077270.1;End=2216391;Strand=+	PF11974.10	0.0084	16.2	436	466	Bacterial alpha-2-macroglobulin MG3 domain
Seqid=NZ_CP077270.1;End=1517344;Strand=+	PF03205.16	2.7e-26	92.1	2	121	Molybdopterin guanine dinucleotide synthesis protein B
Seqid=NZ_CP077270.1;End=1423210;Strand=+	PF03486.16	2.3e-7	30	8	47	HI0933-like protein
Seqid=NZ_CP077270.1;End=2324066;Strand=+	PF13840.8	2.9e-4	20.7	384	444	ACT domain
Seqid=NZ_CP077270.1;Start=249983;Strand=-	PF00977.23	0.1	12.1	202	246	Histidine biosynthesis protein
Seqid=NZ_CP077270.1;Start=107699;Strand=-	PF03446.17	6.6e-5	23.3	16	79	NAD binding domain of 6-phosphogluconate dehydrogenase
Seqid=NZ_CP077270.1;End=114895;Strand=+	PF16403.7	3.2e-23	81.7	44	115	Domain of unknown function (DUF5011)
Seqid=NZ_CP077270.1;Start=2275755;Strand=-	PF04204.18	0.056	12.4	58	167	Homoserine O-succinyltransferase
Seqid=NZ_CP077270.1;Start=182431;Strand=-	PF13401.8	0.1	13	44	211	AAA domain
Seqid=NZ_CP077270.1;End=1606624;Strand=+	PF02463.21	0.43	10.1	32	196	RecF/RecN/SMC N terminal domain
Seqid=NZ_CP077270.1;Start=229901;Strand=-	PF11319.10	0.39	10.4	79	125	Type VI secretion system VasI, EvfG, VC_A0118
Seqid=NZ_CP077270.1;Start=938618;Strand=-	PF01946.19	0.26	10.6	3	51	Thi4 family
Seqid=NZ_CP077270.1;Start=2086940;Strand=-	PF16737.7	0.11	12.4	55	75	PHD finger protein 12 MRG binding domain
Seqid=NZ_CP077270.1;End=332936;Strand=+	PF01565.25	1.2e-26	93.2	39	166	FAD binding domain
Seqid=NZ_CP077270.1;End=2244811;Strand=+	PF00575.25	0.0041	17.5	23	67	S1 RNA binding domain
Seqid=NZ_CP077270.1;Start=271471;Strand=-	PF06855.14	6.6e-18	64.7	2	65	YozE SAM-like fold
Seqid=NZ_CP077270.1;End=2098679;Strand=+	PF12846.9	0.029	13.4	43	87	AAA-like domain
Seqid=NZ_CP077270.1;Start=2373728;Strand=-	PF01580.20	6.1e-60	202.7	457	640	FtsK/SpoIIIE family
Seqid=NZ_CP077270.1;End=2147259;Strand=+	PF05368.15	0.032	13.8	8	67	NmrA-like family
Seqid=NZ_CP077270.1;Start=1009691;Strand=-	PF00931.24	0.012	14.9	26	78	NB-ARC domain
Seqid=NZ_CP077270.1;Start=598674;Strand=-	PF04277.15	0.22	12.2	35	84	Oxaloacetate decarboxylase, gamma chain
Seqid=NZ_CP077270.1;Start=1860399;Strand=-	PF06338.13	4e-6	26.7	20	147	ComK protein
Seqid=NZ_CP077270.1;End=529244;Strand=+	PF13314.8	0.058	13.4	22	51	Domain of unknown function (DUF4083)
Seqid=NZ_CP077270.1;End=2108900;Strand=+	PF13401.8	6.9e-4	20	127	166	AAA domain
Seqid=NZ_CP077270.1;End=1938747;Strand=+	PF00388.21	0.2	11.3	32	65	Phosphatidylinositol-specific phospholipase C, X domain
Seqid=NZ_CP077270.1;End=2238371;Strand=+	PF13521.8	0.66	10.3	27	53	AAA domain
Seqid=NZ_CP077270.1;Start=539134;Strand=-	PF12077.10	0.057	11.9	1	49	Transmembrane protein of unknown function (DUF3556)
Seqid=NZ_CP077270.1;Start=1781762;Strand=-	PF02687.23	0.064	13.8	14	80	FtsX-like permease family
Seqid=NZ_CP077270.1;End=1303039;Strand=+	PF09032.13	0.026	14.9	66	108	Siah interacting protein, N terminal
Seqid=NZ_CP077270.1;End=1934489;Strand=+	PF00702.28	2e-6	28.3	7	340	haloacid dehalogenase-like hydrolase
Seqid=NZ_CP077270.1;Start=2305535;Strand=-	PF05124.14	0.07	13.2	260	369	S-layer like family, C-terminal region
Seqid=NZ_CP077270.1;End=1478098;Strand=+	PF00324.23	7.4e-100	334.9	16	430	Amino acid permease
Seqid=NZ_CP077270.1;End=682269;Strand=+	PF14659.8	0.044	14.1	71	128	Phage integrase, N-terminal SAM-like domain
Seqid=NZ_CP077270.1;End=228009;Strand=+	PF16020.7	0.079	12.9	63	83	Deltamethrin resistance
Seqid=NZ_CP077270.1;End=2043076;Strand=+	PF13086.8	0.35	10.7	448	490	AAA domain
Seqid=NZ_CP077270.1;Start=1028036;Strand=-	PF19776.1	0.0078	16.5	1	53	Family of unknown function (DUF6262)
Seqid=NZ_CP077270.1;End=1111517;Strand=+	PF13384.8	0.57	10.2	2	23	Homeodomain-like domain
Seqid=NZ_CP077270.1;Start=190052;Strand=-	PF01637.20	0.57	10.2	607	669	ATPase domain predominantly from Archaea
Seqid=NZ_CP077270.1;Start=2310558;Strand=-	PF15013.8	0.087	13.1	29	60	CCSMST1 family
Seqid=NZ_CP077270.1;Start=496053;Strand=-	PF03167.21	4.3e-26	91.9	51	205	Uracil DNA glycosylase superfamily
Seqid=NZ_CP077270.1;End=2077705;Strand=+	PF13847.8	1.8e-9	37.7	197	323	Methyltransferase domain
Seqid=NZ_CP077270.1;Start=257042;Strand=-	PF13555.8	0.0026	17.6	22	50	P-loop containing region of AAA domain
Seqid=NZ_CP077270.1;Start=1803981;Strand=-	PF04632.14	1.8e-13	50.1	8	246	Fusaric acid resistance protein family
Seqid=NZ_CP077270.1;Start=76487;Strand=-	PF13292.8	0.0012	18.2	153	210	1-deoxy-D-xylulose-5-phosphate synthase
Seqid=NZ_CP077270.1;End=815868;Strand=+	PF16475.7	0.046	13.4	78	114	Domain of unknown function (DUF5052)
Seqid=NZ_CP077270.1;End=1513232;Strand=+	PF13304.8	0.031	14.2	117	187	AAA domain, putative AbiEii toxin, Type IV TA system
Seqid=NZ_CP077270.1;End=854593;Strand=+	PF03699.15	0.62	8.2	52	171	Uncharacterised protein family (UPF0182)
Seqid=NZ_CP077270.1;End=820991;Strand=+	PF00122.22	1.5e-48	164.8	181	355	E1-E2 ATPase
Seqid=NZ_CP077270.1;Start=908597;Strand=-	PF02737.20	0.13	12.3	26	62	3-hydroxyacyl-CoA dehydrogenase, NAD binding domain
Seqid=NZ_CP077270.1;Start=566006;Strand=-	PF01695.19	0.016	14.8	199	227	IstB-like ATP binding protein
Seqid=NZ_CP077270.1;Start=1707333;Strand=-	PF00350.25	0.52	10.4	32	174	Dynamin family
Seqid=NZ_CP077270.1;End=1785761;Strand=+	PF13412.8	0.027	14.1	153	187	Winged helix-turn-helix DNA-binding
Seqid=NZ_CP077270.1;Start=2271438;Strand=-	PF00290.22	1e-75	254.1	19	255	Tryptophan synthase alpha chain
Seqid=NZ_CP077270.1;Start=2470526;Strand=-	PF01370.23	2.3e-9	37.2	4	111	NAD dependent epimerase/dehydratase family
Seqid=NZ_CP077270.1;End=159181;Strand=+	PF07690.18	6.4e-31	107.6	25	359	Major Facilitator Superfamily
Seqid=NZ_CP077270.1;Start=2068188;Strand=-	PF01649.20	5.4e-19	68.7	5	83	Ribosomal protein S20
Seqid=NZ_CP077270.1;Start=1478334;Strand=-	PF13412.8	1.2e-4	21.6	36	61	Winged helix-turn-helix DNA-binding
Seqid=NZ_CP077270.1;Start=414153;Strand=-	PF13401.8	0.042	14.2	42	60	AAA domain
Seqid=NZ_CP077270.1;End=1626784;Strand=+	PF13302.9	0.59	10.9	186	270	Acetyltransferase (GNAT) domain
Seqid=NZ_CP077270.1;Start=1367884;Strand=-	PF00083.26	2.8e-9	36.5	17	126	Sugar (and other) transporter
Seqid=NZ_CP077270.1;Start=984261;Strand=-	PF13412.8	0.03	14	10	32	Winged helix-turn-helix DNA-binding
Seqid=NZ_CP077270.1;End=653814;Strand=+	PF00805.24	0.42	10.4	62	86	Pentapeptide repeats (8 copies)
Seqid=NZ_CP077270.1;End=741786;Strand=+	PF08267.14	1.7e-5	24.6	526	668	Cobalamin-independent synthase, N-terminal domain
Seqid=NZ_CP077272.1;Start=25467;Strand=-	PF13610.8	6.3e-14	52.5	72	104	DDE domain
Seqid=NZ_CP077270.1;Start=826111;Strand=-	PF01080.19	0.23	10.3	37	82	Presenilin
Seqid=NZ_CP077270.1;End=1555242;Strand=+	PF06414.14	0.029	13.8	31	62	Zeta toxin
Seqid=NZ_CP077270.1;End=746242;Strand=+	PF12867.9	0.047	14.2	34	148	DinB superfamily
Seqid=NZ_CP077270.1;End=1956863;Strand=+	PF02272.21	2.4e-12	47.5	227	310	DHHA1 domain
Seqid=NZ_CP077270.1;End=1081967;Strand=+	PF12850.9	6.1e-7	29.7	4	144	Calcineurin-like phosphoesterase superfamily domain
Seqid=NZ_CP077270.1;End=2164462;Strand=+	PF13207.8	0.14	12.7	10	57	AAA domain
Seqid=NZ_CP077270.1;Start=1291780;Strand=-	PF02558.18	0.0097	15.7	27	72	Ketopantoate reductase PanE/ApbA
Seqid=NZ_CP077270.1;End=1442494;Strand=+	PF13175.8	0.03	14	25	64	AAA ATPase domain
Seqid=NZ_CP077270.1;Start=618727;Strand=-	PF01135.21	4.4e-4	20.2	17	120	Protein-L-isoaspartate(D-aspartate) O-methyltransferase (PCMT)
Seqid=NZ_CP077270.1;Start=2440618;Strand=-	PF01729.21	0.21	11.4	157	197	Quinolinate phosphoribosyl transferase, C-terminal domain
Seqid=NZ_CP077270.1;End=296172;Strand=+	PF16363.7	0.0078	15.8	5	39	GDP-mannose 4,6 dehydratase
Seqid=NZ_CP077270.1;Start=49372;Strand=-	PF04238.14	3.7e-37	127.6	9	137	Protein of unknown function (DUF420)
Seqid=NZ_CP077270.1;Start=374973;Strand=-	PF02302.19	4.8e-17	62.5	191	280	PTS system, Lactose/Cellobiose specific IIB subunit
Seqid=NZ_CP077270.1;End=2124758;Strand=+	PF11559.10	0.027	14.7	13	77	Afadin- and alpha -actinin-Binding
Seqid=NZ_CP077270.1;Start=1481540;Strand=-	PF19200.2	1.1e-55	188.8	11	235	DUF871 N-terminal domain
Seqid=NZ_CP077270.1;End=1982597;Strand=+	PF08271.14	0.043	13.4	12	30	TFIIB zinc-binding
Seqid=NZ_CP077270.1;End=2241745;Strand=+	PF02687.23	0.84	10.2	427	453	FtsX-like permease family
Seqid=NZ_CP077270.1;Start=2251708;Strand=-	PF12327.10	0.073	13.5	36	84	FtsZ family, C-terminal domain
Seqid=NZ_CP077270.1;End=128568;Strand=+	PF01832.22	2.5e-12	47.1	1214	1349	Mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase
Seqid=NZ_CP077270.1;End=2439908;Strand=+	PF00830.21	3.6e-19	68.7	4	59	Ribosomal L28 family
Seqid=NZ_CP077270.1;Start=165170;Strand=-	PF00571.30	4.6e-7	30.3	151	208	CBS domain
Seqid=NZ_CP077270.1;Start=1293731;Strand=-	PF06039.17	1	7.9	136	218	Malate:quinone oxidoreductase (Mqo)
Seqid=NZ_CP077270.1;Start=433757;Strand=-	PF13555.8	0.0046	16.8	355	378	P-loop containing region of AAA domain
Seqid=NZ_CP077270.1;End=2105940;Strand=+	PF06014.13	6e-22	77.5	5	64	Bacterial protein of unknown function (DUF910)
Seqid=NZ_CP077270.1;Start=257042;Strand=-	PF13238.8	0.28	11.8	35	56	AAA domain
Seqid=NZ_CP077270.1;End=1683241;Strand=+	PF17283.4	8e-8	32.2	115	149	SprT-like zinc ribbon domain
Seqid=NZ_CP077270.1;End=982804;Strand=+	PF02729.23	2.3e-46	157.6	29	169	Aspartate/ornithine carbamoyltransferase, carbamoyl-P binding domain
Seqid=NZ_CP077270.1;Start=2203383;Strand=-	PF19868.1	0.37	10.5	2	18	Family of unknown function (DUF6341)
Seqid=NZ_CP077270.1;Start=670687;Strand=-	PF00196.21	0.075	12.7	71	100	Bacterial regulatory proteins, luxR family
Seqid=NZ_CP077270.1;End=1302224;Strand=+	PF12146.10	7.8e-11	41.8	36	268	Serine aminopeptidase, S33
Seqid=NZ_CP077270.1;Start=484242;Strand=-	PF18376.3	9.1e-25	87.6	179	320	Mevalonate 5-diphosphate decarboxylase C-terminal domain
Seqid=NZ_CP077270.1;Start=1695571;Strand=-	PF00682.21	1.1e-92	310.4	8	275	HMGL-like
Seqid=NZ_CP077270.1;End=728598;Strand=+	PF07553.13	2.1e-8	34.2	270	315	Host cell surface-exposed lipoprotein
Seqid=NZ_CP077270.1;End=1074700;Strand=+	PF00083.26	1.3e-7	31	47	190	Sugar (and other) transporter
Seqid=NZ_CP077270.1;End=2164462;Strand=+	PF14415.8	0.016	14.6	44	120	Domain of unknown function (DUF4424)
Seqid=NZ_CP077270.1;Start=245772;Strand=-	PF16881.7	4.8e-11	43.2	6	48	N-terminal domain of lipoyl synthase of Radical_SAM family
Seqid=NZ_CP077270.1;Start=922093;Strand=-	PF13476.8	0.032	14.8	345	395	AAA domain
Seqid=NZ_CP077270.1;End=1460671;Strand=+	PF01263.22	4.7e-53	180.5	13	332	Aldose 1-epimerase
Seqid=NZ_CP077270.1;End=296380;Strand=+	PF18895.2	0.71	10.1	33	68	Type IV secretion system pilin
Seqid=NZ_CP077270.1;Start=426124;Strand=-	PF00004.31	0.013	16.1	77	127	ATPase family associated with various cellular activities (AAA)
Seqid=NZ_CP077270.1;End=274592;Strand=+	PF05477.13	0.094	12.3	20	95	Surfeit locus protein 2 (SURF2)
Seqid=NZ_CP077270.1;End=373585;Strand=+	PF03738.16	0.067	12.4	12	41	Glutathionylspermidine synthase preATP-grasp
Seqid=NZ_CP077270.1;End=2040636;Strand=+	PF00515.30	0.0079	16.1	68	98	Tetratricopeptide repeat
Seqid=NZ_CP077270.1;Start=305898;Strand=-	PF00684.21	0.041	14.4	736	768	DnaJ central domain
Seqid=NZ_CP077270.1;End=882531;Strand=+	PF02463.21	1.2e-5	24.9	29	207	RecF/RecN/SMC N terminal domain
Seqid=NZ_CP077270.1;End=79785;Strand=+	PF14536.8	0.026	14.8	1	51	Domain of unknown function (DUF4441)
Seqid=NZ_CP077270.1;Start=2282309;Strand=-	PF03816.16	4.9e-48	163.3	98	241	LytR_cpsA_psr family
Seqid=NZ_CP077270.1;End=1518036;Strand=+	PF02597.22	5e-17	62.4	3	77	ThiS family
Seqid=NZ_CP077270.1;Start=1256639;Strand=-	PF00899.23	0.042	13.1	38	78	ThiF family
Seqid=NZ_CP077270.1;End=272693;Strand=+	PF06703.13	0.9	9.4	27	79	Microsomal signal peptidase 25 kDa subunit (SPC25)
Seqid=NZ_CP077270.1;End=1448577;Strand=+	PF13533.8	3.2e-8	33.3	43	75	Biotin-lipoyl like
Seqid=NZ_CP077270.1;End=1157209;Strand=+	PF03308.18	0.25	10.4	26	56	Methylmalonyl Co-A mutase-associated GTPase MeaB
Seqid=NZ_CP077270.1;Start=49372;Strand=-	PF15844.7	0.26	11.3	9	48	Transmembrane and coiled-coil domain-containing protein 2
Seqid=NZ_CP077270.1;End=1951844;Strand=+	PF13241.8	0.039	14.5	185	254	Putative NAD(P)-binding
Seqid=NZ_CP077270.1;Start=355691;Strand=-	PF19993.1	0.038	13.9	346	362	Double-GTPase 2
Seqid=NZ_CP077270.1;Start=313476;Strand=-	PF05257.18	6.5e-14	52.4	180	263	CHAP domain
Seqid=NZ_CP077270.1;Start=1000119;Strand=-	PF05559.13	0.13	11.5	78	131	Protein of unknown function (DUF763)
Seqid=NZ_CP077270.1;End=2006854;Strand=+	PF09334.13	3.6e-11	42.5	42	226	tRNA synthetases class I (M)
Seqid=NZ_CP077270.1;Start=2458303;Strand=-	PF02225.24	0.52	10.5	536	596	PA domain
Seqid=NZ_CP077270.1;Start=572575;Strand=-	PF17676.3	0.23	12.1	30	94	LD-carboxypeptidase C-terminal domain
Seqid=NZ_CP077270.1;End=1759924;Strand=+	PF01884.19	1.9e-76	256.5	2	224	PcrB family
Seqid=NZ_CP077270.1;End=1680396;Strand=+	PF04539.18	8.6e-18	64.3	117	188	Sigma-70 region 3
Seqid=NZ_CP077270.1;Start=2343880;Strand=-	PF07082.13	0.077	12.4	34	152	Protein of unknown function (DUF1350)
Seqid=NZ_CP077270.1;Start=873058;Strand=-	PF13175.8	0.017	14.8	23	115	AAA ATPase domain
Seqid=NZ_CP077270.1;Start=399464;Strand=-	PF07690.18	3.7e-17	62.4	225	400	Major Facilitator Superfamily
Seqid=NZ_CP077270.1;End=1458359;Strand=+	PF13936.8	0.29	11.1	13	30	Helix-turn-helix domain
Seqid=NZ_CP077270.1;Start=697119;Strand=-	PF00300.24	1.7e-37	129.1	3	187	Histidine phosphatase superfamily (branch 1)
Seqid=NZ_CP077270.1;End=1141053;Strand=+	PF00005.29	7.5e-36	123.8	22	170	ABC transporter
Seqid=NZ_CP077270.1;End=1906756;Strand=+	PF14595.8	1.7e-5	24.7	7	78	Thioredoxin
Seqid=NZ_CP077270.1;End=1470901;Strand=+	PF11486.10	0.14	12.2	24	51	Protein of unknown function (DUF3212)
Seqid=NZ_CP077270.1;End=787786;Strand=+	PF02767.18	1.6e-41	141.3	137	251	DNA polymerase III beta subunit, central domain
Seqid=NZ_CP077270.1;End=745568;Strand=+	PF13304.8	0.001	19	361	382	AAA domain, putative AbiEii toxin, Type IV TA system
Seqid=NZ_CP077270.1;End=1543366;Strand=+	PF07650.19	3.6e-20	71.7	38	107	KH domain
Seqid=NZ_CP077270.1;End=1829263;Strand=+	PF00157.19	0.095	12.8	12	33	Pou domain - N-terminal to homeobox domain
Seqid=NZ_CP077270.1;Start=57452;Strand=-	PF07408.13	3.1e-38	129.6	9	90	Protein of unknown function (DUF1507)
Seqid=NZ_CP077270.1;Start=1531839;Strand=-	PF13523.8	0.024	14.4	231	286	Acetyltransferase (GNAT) domain
Seqid=NZ_CP077270.1;End=2048128;Strand=+	PF13489.8	0.03	14.2	48	125	Methyltransferase domain
Seqid=NZ_CP077270.1;Start=826655;Strand=-	PF19745.1	0.03	13.2	9	108	Alpha-(1,6)-fucosyltransferase N- and catalytic domains
Seqid=NZ_CP077270.1;End=518035;Strand=+	PF01712.21	5.3e-46	157.2	27	219	Deoxynucleoside kinase
Seqid=NZ_CP077270.1;End=2170452;Strand=+	PF09243.12	5.9e-4	19.2	52	131	Mitochondrial small ribosomal subunit Rsm22
Seqid=NZ_CP077270.1;End=1993561;Strand=+	PF05698.16	4.4e-45	153.7	264	420	Bacterial trigger factor protein (TF) C-terminus
Seqid=NZ_CP077270.1;End=1151276;Strand=+	PF00258.27	4.7e-31	108	99	230	Flavodoxin
Seqid=NZ_CP077270.1;Start=476513;Strand=-	PF02481.17	0.056	12.8	128	204	DNA recombination-mediator protein A
Seqid=NZ_CP077270.1;Start=64229;Strand=-	PF11027.10	0.63	10.3	110	146	Protein of unknown function (DUF2615)
Seqid=NZ_CP077270.1;End=2212991;Strand=+	PF17936.3	0.028	14.7	2921	2973	Bacterial Ig domain
Seqid=NZ_CP077270.1;End=702875;Strand=+	PF17604.4	0.034	14.3	12	51	Family of unknown function (DUF5500)
Seqid=NZ_CP077270.1;End=2124758;Strand=+	PF09893.11	0.015	15.5	11	64	Uncharacterized protein conserved in archaea (DUF2120)
Seqid=NZ_CP077270.1;End=764246;Strand=+	PF10318.11	0.047	12.8	56	138	Serpentine type 7TM GPCR chemoreceptor Srh
Seqid=NZ_CP077270.1;Start=564418;Strand=-	PF06745.15	2.1e-11	43.7	70	267	KaiC
Seqid=NZ_CP077270.1;End=2238371;Strand=+	PF13173.8	0.0011	19.1	24	129	AAA domain
Seqid=NZ_CP077270.1;Start=1616232;Strand=-	PF17563.4	0.57	10.5	14	33	Cupiennin
Seqid=NZ_CP077270.1;Start=2289099;Strand=-	PF01235.19	1e-162	542.1	66	461	Sodium:alanine symporter family
Seqid=NZ_CP077270.1;End=387759;Strand=+	PF01047.24	5.1e-14	52	36	94	MarR family
Seqid=NZ_CP077270.1;End=2063548;Strand=+	PF07021.14	0.0016	18.2	36	99	Methionine biosynthesis protein MetW
Seqid=NZ_CP077270.1;Start=1717507;Strand=-	PF02518.28	0.0032	18.1	328	406	Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase
Seqid=NZ_CP077270.1;Start=2365169;Strand=-	PF01637.20	0.0013	18.7	69	105	ATPase domain predominantly from Archaea
Seqid=NZ_CP077270.1;End=1836384;Strand=+	PF07514.13	0.001	18.2	121	177	Putative helicase
Seqid=NZ_CP077270.1;End=896113;Strand=+	PF15590.8	0.53	10.3	25	54	Immunity protein 27
Seqid=NZ_CP077270.1;End=2177156;Strand=+	PF05843.16	0.064	13.3	350	398	Suppressor of forked protein (Suf)
Seqid=NZ_CP077270.1;End=1675205;Strand=+	PF04240.14	0.059	13.3	5	78	Carotenoid biosynthesis protein
Seqid=NZ_CP077270.1;End=1504084;Strand=+	PF01047.24	0.13	12.3	52	95	MarR family
Seqid=NZ_CP077271.1;End=23831;Strand=+	PF00239.23	2.1e-31	109	2	144	Resolvase, N terminal domain
Seqid=NZ_CP077270.1;Start=1034549;Strand=-	PF13191.8	0.78	10.2	32	52	AAA ATPase domain
Seqid=NZ_CP077270.1;Start=1895010;Strand=-	PF00890.26	0.0033	16.6	108	197	FAD binding domain
Seqid=NZ_CP077270.1;Start=654527;Strand=-	PF00209.20	4.3e-20	72	19	139	Sodium:neurotransmitter symporter family
Seqid=NZ_CP077270.1;End=2122388;Strand=+	PF14397.8	0.056	12.7	138	188	Sugar-transfer associated ATP-grasp
Seqid=NZ_CP077270.1;Start=1960943;Strand=-	PF08934.12	0.18	11.6	7	71	Rb C-terminal domain
Seqid=NZ_CP077270.1;Start=473954;Strand=-	PF05598.13	2.6e-14	53.1	49	117	Transposase domain (DUF772)
Seqid=NZ_CP077270.1;End=1629240;Strand=+	PF06418.16	5.6e-127	422.7	3	267	CTP synthase N-terminus
Seqid=NZ_CP077270.1;End=1250546;Strand=+	PF02775.23	9.6e-38	129.5	382	528	Thiamine pyrophosphate enzyme, C-terminal TPP binding domain
Seqid=NZ_CP077270.1;Start=526258;Strand=-	PF12669.9	0.87	10.1	67	84	FeoB-associated Cys-rich membrane protein
Seqid=NZ_CP077270.1;Start=608325;Strand=-	PF09420.12	0.23	11.6	111	167	Ribosome biogenesis protein Nop16
Seqid=NZ_CP077270.1;Start=816644;Strand=-	PF06181.13	0.095	12.1	22	55	Urate oxidase N-terminal
Seqid=NZ_CP077270.1;Start=1386356;Strand=-	PF17573.4	0.05	13.6	23	41	GA-like domain
Seqid=NZ_CP077270.1;Start=1707333;Strand=-	PF12848.9	2.2e-22	79	236	320	ABC transporter
Seqid=NZ_CP077270.1;Start=452199;Strand=-	PF16962.7	1	7.8	1	91	Putative ABC exporter
Seqid=NZ_CP077270.1;End=1980625;Strand=+	PF05478.13	0.036	12.2	91	178	Prominin
Seqid=NZ_CP077270.1;End=1470238;Strand=+	PF03553.16	3.6e-10	39.7	237	422	Na+/H+ antiporter family
Seqid=NZ_CP077270.1;Start=1408984;Strand=-	PF00165.25	1.5e-4	21.9	210	247	Bacterial regulatory helix-turn-helix proteins, AraC family
