Query	Hit	Evalue	Score	Start	Stop	Description
Seqid=NZ_CP071508.1;Start=1698791;Strand=-	PF02254.20	0.0058	17	19	73	TrkA-N domain
Seqid=NZ_CP071508.1;Start=1469868;Strand=-	PF13476.8	0.6	10.7	594	612	AAA domain
Seqid=NZ_CP071508.1;End=352938;Strand=+	PF01041.19	0.22	10.8	98	165	DegT/DnrJ/EryC1/StrS aminotransferase family
Seqid=NZ_CP071508.1;Start=2166608;Strand=-	PF00158.28	2.2e-7	30.9	539	669	Sigma-54 interaction domain
Seqid=NZ_CP071508.1;Start=1731712;Strand=-	PF10437.11	5.4e-27	93.7	243	326	Bacterial lipoate protein ligase C-terminus
Seqid=NZ_CP071508.1;End=980631;Strand=+	PF01266.26	0.57	9.8	230	289	FAD dependent oxidoreductase
Seqid=NZ_CP071508.1;Start=1519769;Strand=-	PF13671.8	0.029	14.6	66	97	AAA domain
Seqid=NZ_CP071508.1;Start=442305;Strand=-	PF13378.8	0.4	10.4	379	427	Enolase C-terminal domain-like
Seqid=NZ_CP071508.1;End=1226192;Strand=+	PF13304.8	1.3e-6	28.5	33	100	AAA domain, putative AbiEii toxin, Type IV TA system
Seqid=NZ_CP071508.1;Start=2031293;Strand=-	PF00420.26	1.1e-28	99	5	108	NADH-ubiquinone/plastoquinone oxidoreductase chain 4L
Seqid=NZ_CP071508.1;Start=1406846;Strand=-	PF00874.22	4.7e-18	65.4	189	276	PRD domain
Seqid=NZ_CP071508.1;End=1141778;Strand=+	PF01078.23	0.93	8.9	91	136	Magnesium chelatase, subunit ChlI
Seqid=NZ_CP071508.1;End=2088392;Strand=+	PF13545.8	0.29	11.2	23	57	Crp-like helix-turn-helix domain
Seqid=NZ_CP071508.1;Start=1917038;Strand=-	PF00910.24	0.067	13.7	7	61	RNA helicase
Seqid=NZ_CP071508.1;End=276478;Strand=+	PF13589.8	0.0069	16.4	202	252	Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase
Seqid=NZ_CP071508.1;End=318006;Strand=+	PF03795.16	5.1e-9	36.5	12	88	YCII-related domain
Seqid=NZ_CP071508.1;End=718379;Strand=+	PF07670.16	4.1e-9	36.8	143	240	Nucleoside recognition
Seqid=NZ_CP071508.1;Start=1816453;Strand=-	PF02789.19	5.7e-15	55.4	34	145	Cytosol aminopeptidase family, N-terminal domain
Seqid=NZ_CP071508.1;End=2062421;Strand=+	PF02826.21	0.39	10.1	250	286	D-isomer specific 2-hydroxyacid dehydrogenase, NAD binding domain
Seqid=NZ_CP071508.1;End=1856926;Strand=+	PF01635.20	0.19	11.1	7	58	Coronavirus M matrix/glycoprotein
Seqid=NZ_CP071508.1;End=690873;Strand=+	PF19903.1	0.0098	16.3	22	130	Family of unknown function (DUF6376)
Seqid=NZ_CP071508.1;Start=1461575;Strand=-	PF07082.13	0.087	12.2	34	152	Protein of unknown function (DUF1350)
Seqid=NZ_CP071508.1;End=2297684;Strand=+	PF01494.21	0.22	10.9	206	237	FAD binding domain
Seqid=NZ_CP071508.1;End=1290154;Strand=+	PF07992.16	1.5e-27	96.7	7	294	Pyridine nucleotide-disulphide oxidoreductase
Seqid=NZ_CP071508.1;Start=1768973;Strand=-	PF00004.31	0.2	12.2	44	99	ATPase family associated with various cellular activities (AAA)
Seqid=NZ_CP071508.1;End=1121733;Strand=+	PF05201.17	2.8e-43	147.2	6	156	Glutamyl-tRNAGlu reductase, N-terminal domain
Seqid=NZ_CP071508.1;End=745919;Strand=+	PF10788.11	0.21	11.7	104	138	Protein of unknown function (DUF2603)
Seqid=NZ_CP071508.1;End=714788;Strand=+	PF01497.20	1.4e-33	116.5	64	302	Periplasmic binding protein
Seqid=NZ_CP071508.1;Start=2199040;Strand=-	PF07281.14	0.34	10.5	5	44	Insulin-induced protein (INSIG)
Seqid=NZ_CP071508.1;End=943175;Strand=+	PF01488.22	0.0035	17.5	136	219	Shikimate / quinate 5-dehydrogenase
Seqid=NZ_CP071509.1;End=17212;Strand=+	PF13527.9	1.2e-9	38.5	5	134	Acetyltransferase (GNAT) domain
Seqid=NZ_CP071508.1;Start=1939148;Strand=-	PF00025.23	0.96	9	344	371	ADP-ribosylation factor family
Seqid=NZ_CP071508.1;End=706571;Strand=+	PF02991.18	0.086	13.1	105	153	Autophagy protein Atg8 ubiquitin like
Seqid=NZ_CP071508.1;Start=585046;Strand=-	PF06501.13	0.18	10.6	2	51	Human herpesvirus U55 protein
Seqid=NZ_CP071508.1;Start=220829;Strand=-	PF01381.24	7.8e-15	54.8	5	56	Helix-turn-helix
Seqid=NZ_CP071508.1;End=1237452;Strand=+	PF00482.25	8e-9	35.6	25	143	Type II secretion system (T2SS), protein F
Seqid=NZ_CP071508.1;End=612194;Strand=+	PF00111.29	0.0043	17.1	11	71	2Fe-2S iron-sulfur cluster binding domain
Seqid=NZ_CP071508.1;Start=1995084;Strand=-	PF05496.14	0.11	12.4	39	100	Holliday junction DNA helicase RuvB P-loop domain
Seqid=NZ_CP071508.1;Start=2323041;Strand=-	PF13302.9	1.8e-21	77.4	15	151	Acetyltransferase (GNAT) domain
Seqid=NZ_CP071508.1;End=284231;Strand=+	PF10571.11	0.11	12.7	10	28	Uncharacterised protein family UPF0547
Seqid=NZ_CP071508.1;End=1315480;Strand=+	PF02002.19	0.018	15	33	112	TFIIE alpha subunit
Seqid=NZ_CP071508.1;End=1822491;Strand=+	PF01106.19	1.4e-26	92.5	12	77	NifU-like domain
Seqid=NZ_CP071508.1;End=2068560;Strand=+	PF15198.8	0.02	15.1	8	44	Dexamethasone-induced
Seqid=NZ_CP071508.1;Start=533739;Strand=-	PF00165.25	5.8e-4	20	210	247	Bacterial regulatory helix-turn-helix proteins, AraC family
Seqid=NZ_CP071508.1;Start=215290;Strand=-	PF00005.29	3.4e-11	43.9	465	670	ABC transporter
Seqid=NZ_CP071508.1;Start=605976;Strand=-	PF13730.8	0.4	10.7	27	51	Helix-turn-helix domain
Seqid=NZ_CP071508.1;End=296756;Strand=+	PF10766.11	0.39	10.4	5	28	Multidrug efflux pump-associated protein AcrZ
Seqid=NZ_CP071508.1;End=784444;Strand=+	PF00401.22	6.4e-11	42.4	88	131	ATP synthase, Delta/Epsilon chain, long alpha-helix domain
Seqid=NZ_CP071508.1;Start=922884;Strand=-	PF03631.17	4.7e-68	229.7	87	338	Virulence factor BrkB
Seqid=NZ_CP071508.1;Start=2273018;Strand=-	PF04358.15	0.063	13.9	2	40	DsrC like protein
Seqid=NZ_CP071508.1;Start=1529002;Strand=-	PF09738.11	0.038	13.4	116	178	LRRFIP family
Seqid=NZ_CP071508.1;Start=2018853;Strand=-	PF00535.28	5.8e-27	94.6	5	139	Glycosyl transferase family 2
Seqid=NZ_CP071508.1;End=435908;Strand=+	PF13817.8	0.15	12.4	316	333	IS66 C-terminal element
Seqid=NZ_CP071508.1;Start=2232320;Strand=-	PF00004.31	1.8e-13	51.2	42	175	ATPase family associated with various cellular activities (AAA)
Seqid=NZ_CP071508.1;End=615192;Strand=+	PF03721.16	0.045	13.4	1	29	UDP-glucose/GDP-mannose dehydrogenase family, NAD binding domain
Seqid=NZ_CP071508.1;End=1703322;Strand=+	PF15418.8	0.034	14.5	58	104	Domain of unknown function (DUF4625)
Seqid=NZ_CP071508.1;Start=605976;Strand=-	PF01325.21	0.1	12.9	16	58	Iron dependent repressor, N-terminal DNA binding domain
Seqid=NZ_CP071508.1;Start=57285;Strand=-	PF14398.8	4.7e-53	180.2	93	329	YheC/D like ATP-grasp
Seqid=NZ_CP071508.1;End=1679326;Strand=+	PF08534.12	0.1	12.4	4	62	Redoxin
Seqid=NZ_CP071508.1;End=1164608;Strand=+	PF18480.3	0.078	12.9	107	148	Domain of unknown function (DUF5615)
Seqid=NZ_CP071508.1;Start=1736782;Strand=-	PF17820.3	6.8e-4	19.6	177	216	PDZ domain
Seqid=NZ_CP071508.1;End=158714;Strand=+	PF14093.8	0.032	14.2	95	200	Domain of unknown function (DUF4271)
Seqid=NZ_CP071508.1;End=1226192;Strand=+	PF13304.8	6.3e-8	32.8	128	205	AAA domain, putative AbiEii toxin, Type IV TA system
Seqid=NZ_CP071508.1;Start=1671425;Strand=-	PF08946.12	0.2	12	41	63	Osmosensory transporter coiled coil
Seqid=NZ_CP071508.1;End=661854;Strand=+	PF00181.25	7.5e-34	115.6	42	118	Ribosomal Proteins L2, RNA binding domain
Seqid=NZ_CP071508.1;End=1267006;Strand=+	PF13377.8	1.2e-16	61.5	153	311	Periplasmic binding protein-like domain
Seqid=NZ_CP071508.1;End=1316129;Strand=+	PF00633.25	1.6e-7	31	101	128	Helix-hairpin-helix motif
Seqid=NZ_CP071508.1;Start=1159306;Strand=-	PF03226.16	0.9	9.9	87	109	Yippee zinc-binding/DNA-binding /Mis18, centromere assembly
Seqid=NZ_CP071508.1;Start=1048827;Strand=-	PF10654.11	0.021	14.9	130	170	Protein of unknown function (DUF2481)
Seqid=NZ_CP071508.1;End=422578;Strand=+	PF06738.14	0.068	12.6	15	70	Putative threonine/serine exporter
Seqid=NZ_CP071508.1;End=481292;Strand=+	PF12716.9	0.23	11.5	20	45	Nuclear pore assembly and biogenesis
Seqid=NZ_CP071508.1;End=249027;Strand=+	PF06808.14	0.18	10.7	143	231	Tripartite ATP-independent periplasmic transporter, DctM component
Seqid=NZ_CP071508.1;Start=1388674;Strand=-	PF02180.19	0.78	9.7	80	91	Bcl-2 homology region 4
Seqid=NZ_CP071508.1;Start=2170098;Strand=-	PF06827.16	0.027	14.4	85	109	Zinc finger found in FPG and IleRS
Seqid=NZ_CP071508.1;Start=1407862;Strand=-	PF01235.19	8.6e-163	542.3	66	461	Sodium:alanine symporter family
Seqid=NZ_CP071508.1;Start=1096462;Strand=-	PF01610.19	2.2e-50	171.7	164	417	Transposase
Seqid=NZ_CP071508.1;Start=361985;Strand=-	PF07993.14	2e-5	24	66	185	Male sterility protein
Seqid=NZ_CP071508.1;End=1314704;Strand=+	PF00152.22	4.6e-83	279	118	431	tRNA synthetases class II (D, K and N)
Seqid=NZ_CP071508.1;Start=215290;Strand=-	PF00684.21	0.004	17.6	549	581	DnaJ central domain
Seqid=NZ_CP071508.1;Start=1505868;Strand=-	PF14579.8	5.6e-9	36.2	1349	1427	Helix-hairpin-helix motif
Seqid=NZ_CP071508.1;Start=718455;Strand=-	PF03992.18	3.3e-13	49.6	1	77	Antibiotic biosynthesis monooxygenase
Seqid=NZ_CP071508.1;End=1910404;Strand=+	PF06738.14	7.3e-71	238.5	18	255	Putative threonine/serine exporter
Seqid=NZ_CP071508.1;Start=1888099;Strand=-	PF01443.20	0.3	10.9	635	656	Viral (Superfamily 1) RNA helicase
Seqid=NZ_CP071508.1;End=293299;Strand=+	PF00503.22	0.089	12	15	48	G-protein alpha subunit
Seqid=NZ_CP071508.1;End=507169;Strand=+	PF13479.8	0.0078	16.1	29	58	AAA domain
Seqid=NZ_CP071508.1;Start=2213386;Strand=-	PF05401.13	0.045	13.7	39	134	Nodulation protein S (NodS)
Seqid=NZ_CP071508.1;End=1119411;Strand=+	PF13555.8	0.4	10.6	105	125	P-loop containing region of AAA domain
Seqid=NZ_CP071508.1;Start=2157231;Strand=-	PF08281.14	0.0017	18.1	66	96	Sigma-70, region 4
Seqid=NZ_CP071508.1;End=1090754;Strand=+	PF03328.16	0.004	16.5	193	242	HpcH/HpaI aldolase/citrate lyase family
Seqid=NZ_CP071508.1;End=772255;Strand=+	PF13847.8	3.5e-6	27	109	231	Methyltransferase domain
Seqid=NZ_CP071508.1;Start=1494058;Strand=-	PF07521.14	5.2e-10	39.2	374	420	Zn-dependent metallo-hydrolase RNA specificity domain
Seqid=NZ_CP071508.1;Start=472331;Strand=-	PF11179.10	0.01	13.9	109	212	Protein of unknown function (DUF2967)
Seqid=NZ_CP071508.1;End=1192293;Strand=+	PF18771.3	0.12	12.6	70	110	APOBEC3
Seqid=NZ_CP071508.1;End=1283542;Strand=+	PF10789.11	0.38	10.9	284	336	Phage RNA polymerase binding, RpbA
Seqid=NZ_CP071508.1;End=1784499;Strand=+	PF00070.29	2.8e-14	53.5	169	237	Pyridine nucleotide-disulphide oxidoreductase
Seqid=NZ_CP071508.1;Start=1628963;Strand=-	PF14791.8	3.5e-16	59.1	265	325	DNA polymerase beta thumb
Seqid=NZ_CP071508.1;Start=1739118;Strand=-	PF06143.13	0.079	12.6	267	311	Baculovirus 11 kDa family
Seqid=NZ_CP071508.1;End=1687750;Strand=+	PF13304.8	2.3e-9	37.6	371	443	AAA domain, putative AbiEii toxin, Type IV TA system
Seqid=NZ_CP071508.1;End=1676690;Strand=+	PF06273.13	0.093	11.9	24	57	Plant specific eukaryotic initiation factor 4B
Seqid=NZ_CP071508.1;Start=1512163;Strand=-	PF17820.3	9.7e-4	19.1	212	243	PDZ domain
Seqid=NZ_CP071508.1;Start=2128332;Strand=-	PF15601.8	0.0083	15.9	16	74	Immunity protein 70
Seqid=NZ_CP071508.1;Start=1096462;Strand=-	PF13542.8	0.12	11.9	101	148	Helix-turn-helix domain of transposase family ISL3
Seqid=NZ_CP071508.1;Start=255768;Strand=-	PF08863.12	2.6e-23	82	53	147	YolD-like protein
Seqid=NZ_CP071508.1;End=9261;Strand=+	PF03989.15	2.4e-10	39.8	662	707	DNA gyrase C-terminal domain, beta-propeller
Seqid=NZ_CP071508.1;End=1381479;Strand=+	PF13304.8	6.6e-5	22.9	165	245	AAA domain, putative AbiEii toxin, Type IV TA system
Seqid=NZ_CP071508.1;Start=1553726;Strand=-	PF04851.17	1e-11	45.3	260	418	Type III restriction enzyme, res subunit
Seqid=NZ_CP071508.1;Start=1382240;Strand=-	PF13981.8	0.48	10.9	158	214	SopA-like central domain
Seqid=NZ_CP071508.1;Start=1888099;Strand=-	PF00005.29	0.033	14.8	16	43	ABC transporter
Seqid=NZ_CP071508.1;End=1999239;Strand=+	PF13420.9	7.3e-17	61.9	11	165	Acetyltransferase (GNAT) domain
Seqid=NZ_CP071508.1;End=2328869;Strand=+	PF05729.14	0.11	12.5	35	53	NACHT domain
Seqid=NZ_CP071508.1;End=1350919;Strand=+	PF19314.1	0.0037	17.5	14	49	Family of unknown function (DUF5917)
Seqid=NZ_CP071508.1;Start=219180;Strand=-	PF03308.18	0.063	12.3	27	60	Methylmalonyl Co-A mutase-associated GTPase MeaB
Seqid=NZ_CP071508.1;End=1597327;Strand=+	PF15133.8	0.09	12.6	2	38	TLR adaptor interacting with SLC15A4 on the lysosome
Seqid=NZ_CP071508.1;Start=884337;Strand=-	PF08776.13	0.31	10.7	254	269	VASP tetramerisation domain
Seqid=NZ_CP071508.1;Start=1451307;Strand=-	PF06682.14	0.14	11.9	37	74	SOCE-associated regulatory factor of calcium homoeostasis
Seqid=NZ_CP071508.1;Start=605976;Strand=-	PF13551.8	0.036	14.2	13	63	Winged helix-turn helix
Seqid=NZ_CP071508.1;End=2265048;Strand=+	PF19000.2	0.055	13.9	15	52	Family of unknown function (DUF5729)
Seqid=NZ_CP071508.1;Start=1698791;Strand=-	PF01262.23	6e-4	19.3	18	79	Alanine dehydrogenase/PNT, C-terminal domain
Seqid=NZ_CP071508.1;End=1136625;Strand=+	PF04085.16	2.3e-38	131.6	113	264	rod shape-determining protein MreC
Seqid=NZ_CP071508.1;End=89805;Strand=+	PF01740.23	0.14	11.8	28	59	STAS domain
Seqid=NZ_CP071508.1;Start=1948396;Strand=-	PF00117.30	8.4e-43	146.5	4	187	Glutamine amidotransferase class-I
Seqid=NZ_CP071508.1;End=404199;Strand=+	PF03287.16	0.015	15.4	2	54	Poxvirus C7/F8A protein
Seqid=NZ_CP071508.1;End=1080198;Strand=+	PF07085.14	3.4e-27	94.4	75	177	DRTGG domain
Seqid=NZ_CP071508.1;End=1310566;Strand=+	PF01325.21	0.0065	16.7	5	47	Iron dependent repressor, N-terminal DNA binding domain
Seqid=NZ_CP071508.1;End=1315480;Strand=+	PF08987.12	0.11	12.7	108	151	Protein of unknown function (DUF1892)
Seqid=NZ_CP071508.1;End=270312;Strand=+	PF08721.13	0.18	12.6	24	62	TnsA endonuclease C terminal
Seqid=NZ_CP071508.1;End=1119411;Strand=+	PF10431.11	9.1e-16	57.7	311	389	C-terminal, D2-small domain, of ClpB protein
Seqid=NZ_CP071508.1;Start=1460370;Strand=-	PF16410.7	0.03	13.1	15	53	Domain of unknown function (DUF5018)
Seqid=NZ_CP071508.1;Start=1968536;Strand=-	PF13604.8	0.35	10.7	11	37	AAA domain
Seqid=NZ_CP071508.1;Start=1831410;Strand=-	PF10940.10	0.14	12.1	14	29	Protein of unknown function (DUF2618)
Seqid=NZ_CP071508.1;Start=1374504;Strand=-	PF13238.8	0.63	10.7	32	100	AAA domain
Seqid=NZ_CP071508.1;Start=2152497;Strand=-	PF02390.19	3.4e-5	23.5	71	135	Putative methyltransferase
Seqid=NZ_CP071508.1;Start=2250166;Strand=-	PF01476.22	5.1e-14	52.1	46	87	LysM domain
Seqid=NZ_CP071508.1;End=109979;Strand=+	PF00005.29	4.6e-31	108.3	20	170	ABC transporter
Seqid=NZ_CP071510.1;Start=7708;Strand=-	PF13565.8	0.012	16.3	25	50	Homeodomain-like domain
Seqid=NZ_CP071508.1;Start=1626092;Strand=-	PF07689.14	0.0029	17.4	56	100	KaiB domain
Seqid=NZ_CP071508.1;End=1086780;Strand=+	PF17848.3	4.6e-7	30	32	56	Acetyl-coA carboxylase zinc finger domain
Seqid=NZ_CP071508.1;End=98869;Strand=+	PF13669.8	2e-7	31.4	8	128	Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily
Seqid=NZ_CP071508.1;End=1031207;Strand=+	PF13728.8	0.097	12.6	5	56	F plasmid transfer operon protein
Seqid=NZ_CP071508.1;End=1861886;Strand=+	PF17555.4	0.31	10.5	11	57	Type VI secretion system, TssN
Seqid=NZ_CP071508.1;End=992876;Strand=+	PF19101.2	0.025	14.4	20	98	Family of unknown function (DUF5788)
Seqid=NZ_CP071508.1;Start=1491405;Strand=-	PF09848.11	0.0038	16.6	483	632	Uncharacterized conserved protein (DUF2075)
Seqid=NZ_CP071508.1;End=1258207;Strand=+	PF13292.8	0.0011	18.4	123	185	1-deoxy-D-xylulose-5-phosphate synthase
Seqid=NZ_CP071508.1;Start=1369423;Strand=-	PF07959.14	1	8.3	105	177	L-fucokinase
Seqid=NZ_CP071508.1;Start=1798430;Strand=-	PF09127.13	0.041	14.1	16	48	Leukotriene A4 hydrolase, C-terminal
Seqid=NZ_CP071508.1;Start=220829;Strand=-	PF02954.21	0.025	14.4	11	30	Bacterial regulatory protein, Fis family
Seqid=NZ_CP071508.1;End=1845144;Strand=+	PF20136.1	1	9.5	73	133	Family of unknown function (DUF6526)
Seqid=NZ_CP071508.1;Start=2261256;Strand=-	PF10070.11	9.1e-254	844.4	16	846	Na+-translocating membrane potential-generating system (MpsB)
Seqid=NZ_CP071508.1;Start=1898015;Strand=-	PF00270.31	0.0015	18.5	103	219	DEAD/DEAH box helicase
Seqid=NZ_CP071508.1;End=179282;Strand=+	PF04055.23	6.8e-14	52.7	62	217	Radical SAM superfamily
Seqid=NZ_CP071508.1;Start=402180;Strand=-	PF03807.19	0.3	11.9	148	231	NADP oxidoreductase coenzyme F420-dependent
Seqid=NZ_CP071508.1;Start=1884043;Strand=-	PF07719.19	0.51	10.7	180	207	Tetratricopeptide repeat
Seqid=NZ_CP071508.1;End=1058963;Strand=+	PF02378.20	1.8e-73	247.5	15	321	Phosphotransferase system, EIIC
Seqid=NZ_CP071508.1;Start=220829;Strand=-	PF01047.24	0.032	14.2	5	31	MarR family
Seqid=NZ_CP071508.1;End=1053274;Strand=+	PF12802.9	5.6e-6	26.4	45	83	MarR family
Seqid=NZ_CP071508.1;Start=1919364;Strand=-	PF13191.8	2.2e-4	21.7	25	197	AAA ATPase domain
Seqid=NZ_CP071508.1;End=160673;Strand=+	PF00265.20	0.14	12.1	294	361	Thymidine kinase
Seqid=NZ_CP071508.1;Start=1555932;Strand=-	PF09430.12	0.16	12.1	161	230	Protein of unknown function (DUF2012)
Seqid=NZ_CP071508.1;Start=1971933;Strand=-	PF02367.19	0.2	11.7	358	387	Threonylcarbamoyl adenosine biosynthesis protein TsaE
Seqid=NZ_CP071508.1;End=671181;Strand=+	PF00416.24	6.4e-33	114	3	108	Ribosomal protein S13/S18
Seqid=NZ_CP071508.1;End=541710;Strand=+	PF01773.22	0.15	12.7	174	207	Na+ dependent nucleoside transporter N-terminus
Seqid=NZ_CP071508.1;End=226110;Strand=+	PF08006.13	0.088	12.4	23	111	Protein of unknown function (DUF1700)
Seqid=NZ_CP071508.1;End=507169;Strand=+	PF13166.8	0.015	14.1	155	207	AAA domain
Seqid=NZ_CP071508.1;Start=1580738;Strand=-	PF01071.21	0.0096	15.8	130	225	Phosphoribosylglycinamide synthetase, ATP-grasp (A) domain
Seqid=NZ_CP071508.1;Start=40744;Strand=-	PF17450.4	0.28	11.5	96	152	Alpha galactosidase A C-terminal beta sandwich domain
Seqid=NZ_CP071510.1;End=1291;Strand=+	PF01446.19	2.6e-16	60	20	117	Replication protein
Seqid=NZ_CP071508.1;End=955721;Strand=+	PF13671.8	0.027	14.7	29	47	AAA domain
Seqid=NZ_CP071508.1;Start=2234104;Strand=-	PF14542.8	0.0028	17.8	107	149	GCN5-related N-acetyl-transferase
Seqid=NZ_CP071508.1;Start=651780;Strand=-	PF03370.15	0.26	11.5	90	118	Carbohydrate/starch-binding module (family 21)
Seqid=NZ_CP071508.1;End=1117991;Strand=+	PF00254.30	2.8e-14	53.3	160	232	FKBP-type peptidyl-prolyl cis-trans isomerase
Seqid=NZ_CP071508.1;Start=1060441;Strand=-	PF03807.19	0.036	14.8	145	203	NADP oxidoreductase coenzyme F420-dependent
Seqid=NZ_CP071508.1;End=284231;Strand=+	PF14851.8	0.49	10.2	56	120	FAM176 family
Seqid=NZ_CP071508.1;End=1747594;Strand=+	PF13347.8	0.25	9.9	23	132	MFS/sugar transport protein
Seqid=NZ_CP071508.1;End=639335;Strand=+	PF13671.8	0.19	12	5	106	AAA domain
Seqid=NZ_CP071508.1;End=988631;Strand=+	PF01370.23	0.0063	16.1	48	123	NAD dependent epimerase/dehydratase family
Seqid=NZ_CP071508.1;Start=684773;Strand=-	PF12844.9	3.4e-9	36.7	20	75	Helix-turn-helix domain
Seqid=NZ_CP071508.1;Start=1501205;Strand=-	PF02421.20	2.8e-5	23.8	229	350	Ferrous iron transport protein B
Seqid=NZ_CP071508.1;End=1970126;Strand=+	PF01047.24	5.1e-14	52	36	94	MarR family
Seqid=NZ_CP071508.1;Start=1365602;Strand=-	PF10484.11	0.17	12.2	28	94	Mitochondrial ribosomal protein S23
Seqid=NZ_CP071508.1;Start=1679437;Strand=-	PF02896.20	7.6e-125	416	252	539	PEP-utilising enzyme, PEP-binding domain
Seqid=NZ_CP071508.1;Start=843836;Strand=-	PF09829.11	0.2	12	139	181	Uncharacterized protein conserved in bacteria (DUF2057)
Seqid=NZ_CP071508.1;Start=2007302;Strand=-	PF03193.18	1.3e-4	22	20	90	RsgA GTPase
Seqid=NZ_CP071508.1;End=1687750;Strand=+	PF01926.25	0.71	10.1	281	323	50S ribosome-binding GTPase
Seqid=NZ_CP071508.1;End=86271;Strand=+	PF13304.8	1.2e-6	28.6	144	224	AAA domain, putative AbiEii toxin, Type IV TA system
Seqid=NZ_CP071508.1;End=301073;Strand=+	PF03860.18	0.0091	16.1	35	44	Domain of Unknown Function (DUF326)
Seqid=NZ_CP071508.1;End=2328869;Strand=+	PF13191.8	3.9e-4	20.9	13	75	AAA ATPase domain
Seqid=NZ_CP071508.1;Start=1661280;Strand=-	PF13416.8	5.6e-35	121.6	49	319	Bacterial extracellular solute-binding protein
Seqid=NZ_CP071508.1;Start=1390200;Strand=-	PF06707.13	0.42	9.9	62	123	Protein of unknown function (DUF1194)
Seqid=NZ_CP071508.1;End=1267006;Strand=+	PF00532.23	1.8e-9	37.5	41	250	Periplasmic binding proteins and sugar binding domain of LacI family
Seqid=NZ_CP071508.1;End=960637;Strand=+	PF09485.12	0.23	12.1	189	284	CRISPR-associated protein Cse2 (CRISPR_cse2)
Seqid=NZ_CP071508.1;Start=1082089;Strand=-	PF12381.10	0.17	11.4	8	46	Tungro spherical virus-type peptidase
Seqid=NZ_CP071508.1;Start=1769910;Strand=-	PF05621.13	0.021	14.3	160	213	Bacterial TniB protein
Seqid=NZ_CP071508.1;End=1233269;Strand=+	PF13181.8	0.12	12.7	438	467	Tetratricopeptide repeat
Seqid=NZ_CP071508.1;End=1321094;Strand=+	PF06005.14	0.013	16.1	60	120	Cell division protein ZapB
Seqid=NZ_CP071508.1;Start=2069737;Strand=-	PF12840.9	6.5e-9	35.8	78	136	Helix-turn-helix domain
Seqid=NZ_CP071508.1;Start=888835;Strand=-	PF01842.27	0.0025	17.7	194	233	ACT domain
Seqid=NZ_CP071508.1;Start=1736782;Strand=-	PF13180.8	3.5e-7	30.6	145	238	PDZ domain
Seqid=NZ_CP071508.1;Start=420788;Strand=-	PF01488.22	8.1e-4	19.6	20	67	Shikimate / quinate 5-dehydrogenase
Seqid=NZ_CP071508.1;End=1283542;Strand=+	PF14501.8	0.0024	17.8	479	569	GHKL domain
Seqid=NZ_CP071508.1;Start=2018356;Strand=-	PF02569.17	0.021	14.1	9	52	Pantoate-beta-alanine ligase
