Query	Hit	Evalue	Score	Start	Stop	Description
Seqid=NZ_CP084229.1;End=1912547;Strand=+	PF12821.9	8.8e-39	132.7	8	134	Threonine/Serine exporter, ThrE
Seqid=NZ_CP084229.1;Start=1940686;Strand=-	PF03193.18	5.9e-4	19.9	313	374	RsgA GTPase
Seqid=NZ_CP084229.1;End=376422;Strand=+	PF03976.16	2.7e-23	82.8	4	213	Polyphosphate kinase 2 (PPK2)
Seqid=NZ_CP084229.1;Start=2182190;Strand=-	PF06480.17	1.6e-11	44.6	9	102	FtsH Extracellular
Seqid=NZ_CP084229.1;Start=1749299;Strand=-	PF01225.27	1.5e-7	31.7	23	78	Mur ligase family, catalytic domain
Seqid=NZ_CP084229.1;End=2296777;Strand=+	PF00903.27	3.9e-12	46.6	7	125	Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily
Seqid=NZ_CP084229.1;Start=432154;Strand=-	PF12746.9	2.7e-4	20.7	80	139	GNAT acetyltransferase
Seqid=NZ_CP084229.1;Start=598682;Strand=-	PF00440.25	3.7e-5	23.5	14	53	Bacterial regulatory proteins, tetR family
Seqid=NZ_CP084229.1;End=806897;Strand=+	PF07815.16	0.43	10.9	248	260	Abl-interactor HHR
Seqid=NZ_CP084229.1;Start=1957630;Strand=-	PF00359.24	1.1e-40	138.9	8	151	Phosphoenolpyruvate-dependent sugar phosphotransferase system, EIIA 2
Seqid=NZ_CP084229.1;Start=2153296;Strand=-	PF06068.15	0.087	12.1	86	125	TIP49 P-loop domain
Seqid=NZ_CP084229.1;End=136076;Strand=+	PF01475.21	0.21	11.8	29	67	Ferric uptake regulator family
Seqid=NZ_CP084229.1;End=877021;Strand=+	PF00196.21	0.0011	18.6	68	110	Bacterial regulatory proteins, luxR family
Seqid=NZ_CP084229.1;End=1258400;Strand=+	PF01321.20	2.8e-24	86.3	7	129	Creatinase/Prolidase N-terminal domain
Seqid=NZ_CP084229.1;Start=2285776;Strand=-	PF13280.8	0.016	15.4	198	278	WYL domain
Seqid=NZ_CP084229.1;End=144931;Strand=+	PF00392.23	0.35	10.6	18	45	Bacterial regulatory proteins, gntR family
Seqid=NZ_CP084229.1;Start=582200;Strand=-	PF04464.16	5.3e-45	154.1	227	533	CDP-Glycerol:Poly(glycerophosphate) glycerophosphotransferase
Seqid=NZ_CP084229.1;End=1367045;Strand=+	PF02779.26	9.7e-54	181.8	609	805	Transketolase, pyrimidine binding domain
Seqid=NZ_CP084229.1;Start=2153296;Strand=-	PF00493.25	0.076	12.2	89	125	MCM P-loop domain
Seqid=NZ_CP084229.1;Start=1442061;Strand=-	PF03547.20	0.045	12.3	28	91	Membrane transport protein
Seqid=NZ_CP084229.1;Start=1702433;Strand=-	PF03721.16	0.29	10.8	348	407	UDP-glucose/GDP-mannose dehydrogenase family, NAD binding domain
Seqid=NZ_CP084229.1;End=2255598;Strand=+	PF06993.14	3.8e-25	88.1	1	98	Protein of unknown function (DUF1304)
Seqid=NZ_CP084229.1;End=949033;Strand=+	PF00633.25	1.2e-5	25	99	128	Helix-hairpin-helix motif
Seqid=NZ_CP084229.1;End=585867;Strand=+	PF16311.7	0.81	9.4	60	105	Transmembrane protein 100
Seqid=NZ_CP084229.1;Start=2026366;Strand=-	PF04023.16	5.8e-8	32.9	144	213	FeoA domain
Seqid=NZ_CP084229.1;End=112918;Strand=+	PF12698.9	0.03	13.5	40	158	ABC-2 family transporter protein
Seqid=NZ_CP084229.1;End=134606;Strand=+	PF01266.26	0.064	12.9	18	51	FAD dependent oxidoreductase
Seqid=NZ_CP084229.1;Start=2248129;Strand=-	PF14378.8	0.0039	17.1	110	219	PAP2 superfamily
Seqid=NZ_CP084229.1;End=1202149;Strand=+	PF06325.15	0.02	14.4	29	79	Ribosomal protein L11 methyltransferase (PrmA)
Seqid=NZ_CP084229.1;End=315366;Strand=+	PF13240.8	2.1e-7	30.5	9	31	zinc-ribbon domain
Seqid=NZ_CP084229.1;Start=1576937;Strand=-	PF19238.1	0.094	12.5	229	296	Radical SAM-like domain
Seqid=NZ_CP084229.1;End=130145;Strand=+	PF01494.21	0.072	12.4	41	72	FAD binding domain
Seqid=NZ_CP084229.1;Start=88942;Strand=-	PF06979.14	0.26	11.2	358	431	TMEM70/TMEM186/TMEM223 protein family
Seqid=NZ_CP084229.1;Start=2141549;Strand=-	PF16320.7	7.7e-21	73.6	4	49	Ribosomal protein L7/L12 dimerisation domain
Seqid=NZ_CP084229.1;End=1223011;Strand=+	PF19205.2	0.34	9.7	74	114	Family of unknown function (DUF5877)
Seqid=NZ_CP084229.1;End=162541;Strand=+	PF01180.23	0.0089	15.4	291	338	Dihydroorotate dehydrogenase
Seqid=NZ_CP084229.1;Start=1531279;Strand=-	PF13185.8	0.034	14.5	109	151	GAF domain
Seqid=NZ_CP084229.1;End=1443060;Strand=+	PF13545.8	0.063	13.4	25	70	Crp-like helix-turn-helix domain
Seqid=NZ_CP084229.1;Start=2210848;Strand=-	PF13521.8	1.6e-8	35	8	172	AAA domain
Seqid=NZ_CP084229.1;Start=1861864;Strand=-	PF13302.9	0.02	15.7	120	184	Acetyltransferase (GNAT) domain
Seqid=NZ_CP084229.1;Start=1954618;Strand=-	PF08341.13	0.22	12	6	37	Thioester domain
Seqid=NZ_CP084229.1;Start=1583602;Strand=-	PF02441.21	2.9e-44	150.7	2	174	Flavoprotein
Seqid=NZ_CP084229.1;End=686708;Strand=+	PF17552.4	0.16	12.3	22	38	Family of unknown function (DUF5464)
Seqid=NZ_CP084229.1;End=79732;Strand=+	PF01637.20	0.11	12.5	37	132	ATPase domain predominantly from Archaea
Seqid=NZ_CP084229.1;Start=284370;Strand=-	PF02776.20	5.4e-34	117.4	6	178	Thiamine pyrophosphate enzyme, N-terminal TPP binding domain
Seqid=NZ_CP084229.1;Start=1564611;Strand=-	PF00158.28	0.096	12.5	272	363	Sigma-54 interaction domain
Seqid=NZ_CP084229.1;Start=2300147;Strand=-	PF07308.15	0.21	12	22	51	Protein of unknown function (DUF1456)
Seqid=NZ_CP084229.1;End=379748;Strand=+	PF07992.16	1.2e-6	28.1	4	37	Pyridine nucleotide-disulphide oxidoreductase
Seqid=NZ_CP084229.1;End=655482;Strand=+	PF04182.14	9.9e-5	22.5	36	84	B-block binding subunit of TFIIIC
Seqid=NZ_CP084229.1;Start=400316;Strand=-	PF18160.3	0.13	11.7	4	54	SMODS and SLOG-associating 2TM effector domain family 5
Seqid=NZ_CP084229.1;End=999867;Strand=+	PF00561.22	0.24	11.1	170	216	alpha/beta hydrolase fold
Seqid=NZ_CP084229.1;Start=42819;Strand=-	PF13401.8	0.07	13.5	306	397	AAA domain
Seqid=NZ_CP084229.1;End=85861;Strand=+	PF01113.22	2.9e-4	21.1	1	47	Dihydrodipicolinate reductase, N-terminus
Seqid=NZ_CP084229.1;End=1223351;Strand=+	PF01219.21	1e-22	80	2	67	Prokaryotic diacylglycerol kinase
Seqid=NZ_CP084229.1;Start=1891237;Strand=-	PF13555.8	0.0093	15.8	625	654	P-loop containing region of AAA domain
Seqid=NZ_CP084229.1;Start=56252;Strand=-	PF14131.8	0.11	12.6	83	120	Domain of unknown function (DUF4298)
Seqid=NZ_CP084229.1;Start=2190610;Strand=-	PF02559.18	1.2e-31	109.4	496	591	CarD-like/TRCF domain
Seqid=NZ_CP084232.1;End=9083;Strand=+	PF08280.13	0.084	13	144	185	M protein trans-acting positive regulator (MGA) HTH domain
Seqid=NZ_CP084229.1;End=1078702;Strand=+	PF00388.21	0.19	11.4	30	65	Phosphatidylinositol-specific phospholipase C, X domain
Seqid=NZ_CP084229.1;Start=2000899;Strand=-	PF07672.15	0.28	10.5	3	46	Mycoplasma MFS transporter
Seqid=NZ_CP084229.1;End=1266721;Strand=+	PF03193.18	0.053	13.5	5	44	RsgA GTPase
Seqid=NZ_CP084229.1;Start=2026366;Strand=-	PF01978.21	0.042	13.8	27	56	Sugar-specific transcriptional regulator TrmB
Seqid=NZ_CP084229.1;Start=1620465;Strand=-	PF19579.1	7.1e-4	19.5	50	123	Bacteriodetes cell division protein (FtsL-like)
Seqid=NZ_CP084229.1;End=1788977;Strand=+	PF13241.8	0.11	13	168	210	Putative NAD(P)-binding
Seqid=NZ_CP084229.1;Start=522204;Strand=-	PF01814.25	3e-19	70	92	229	Hemerythrin HHE cation binding domain
Seqid=NZ_CP084229.1;Start=417220;Strand=-	PF07992.16	0.21	10.9	21	54	Pyridine nucleotide-disulphide oxidoreductase
Seqid=NZ_CP084229.1;End=2032069;Strand=+	PF04299.14	1.4e-38	132.4	1	159	Putative FMN-binding domain
Seqid=NZ_CP084229.1;End=2074122;Strand=+	PF02737.20	0.051	13.6	164	218	3-hydroxyacyl-CoA dehydrogenase, NAD binding domain
Seqid=NZ_CP084229.1;Start=174587;Strand=-	PF01729.21	0.18	11.7	75	123	Quinolinate phosphoribosyl transferase, C-terminal domain
Seqid=NZ_CP084229.1;End=875970;Strand=+	PF04696.15	0.86	9.8	23	104	pinin/SDK/memA/ protein conserved region
Seqid=NZ_CP084229.1;Start=1962017;Strand=-	PF14584.8	0.069	13.2	15	90	Protein of unknown function (DUF4446)
Seqid=NZ_CP084229.1;Start=263132;Strand=-	PF08863.12	1.3e-23	82.9	1	94	YolD-like protein
Seqid=NZ_CP084229.1;End=787325;Strand=+	PF01300.20	1.8e-57	193.8	30	206	Telomere recombination
Seqid=NZ_CP084229.1;Start=1990541;Strand=-	PF11808.10	0.11	13	139	184	Phosphate regulon sensor protein PhoR
Seqid=NZ_CP084229.1;End=1397961;Strand=+	PF03824.18	0.019	14.4	33	104	High-affinity nickel-transport protein
Seqid=NZ_CP084229.1;End=349108;Strand=+	PF01978.21	0.044	13.8	74	102	Sugar-specific transcriptional regulator TrmB
Seqid=NZ_CP084229.1;End=759858;Strand=+	PF02373.24	3.4e-4	21.1	100	177	JmjC domain, hydroxylase
Seqid=NZ_CP084229.1;Start=2044925;Strand=-	PF14172.8	9.5e-4	19.3	58	157	Domain of unknown function (DUF4309)
Seqid=NZ_CP084229.1;End=1811558;Strand=+	PF01519.18	0.086	13.4	60	106	Protein of unknown function DUF16
Seqid=NZ_CP084229.1;Start=1798757;Strand=-	PF10502.11	1.9e-30	106.1	22	179	Signal peptidase, peptidase S26
Seqid=NZ_CP084229.1;Start=2227731;Strand=-	PF00743.21	0.005	15.4	235	315	Flavin-binding monooxygenase-like
Seqid=NZ_CP084229.1;Start=2207188;Strand=-	PF00398.22	0.014	14.6	51	140	Ribosomal RNA adenine dimethylase
Seqid=NZ_CP084229.1;Start=1048337;Strand=-	PF12829.9	0.19	11.9	20	44	Transcriptional regulation of mitochondrial recombination
Seqid=NZ_CP084229.1;Start=1990541;Strand=-	PF03739.16	0.0041	16.2	55	130	Lipopolysaccharide export system permease LptF/LptG
Seqid=NZ_CP084229.1;Start=2147835;Strand=-	PF07830.15	0.35	11.4	422	470	Protein serine/threonine phosphatase 2C, C-terminal domain
Seqid=NZ_CP084229.1;Start=1869452;Strand=-	PF00326.23	1.3e-7	31.4	66	240	Prolyl oligopeptidase family
Seqid=NZ_CP084229.1;End=2256060;Strand=+	PF08445.12	7.8e-8	32.3	72	130	FR47-like protein
Seqid=NZ_CP084229.1;Start=1735746;Strand=-	PF13508.9	1.1e-10	41.7	54	165	Acetyltransferase (GNAT) domain
Seqid=NZ_CP084229.1;End=1179233;Strand=+	PF06552.14	0.042	13.7	155	205	Plant specific mitochondrial import receptor subunit TOM20
Seqid=NZ_CP084229.1;End=656785;Strand=+	PF00441.26	1.2e-10	41.9	245	358	Acyl-CoA dehydrogenase, C-terminal domain
Seqid=NZ_CP084229.1;End=126746;Strand=+	PF10917.10	0.43	11	33	74	Fungus-induced protein
Seqid=NZ_CP084229.1;End=702740;Strand=+	PF13558.8	0.1	13	161	187	Putative exonuclease SbcCD, C subunit
Seqid=NZ_CP084229.1;Start=1901138;Strand=-	PF20008.1	0.037	14.1	260	280	Domain of unknown function (DUF6429)
Seqid=NZ_CP084232.1;End=9822;Strand=+	PF04545.18	0.047	13.3	160	197	Sigma-70, region 4
Seqid=NZ_CP084229.1;End=136076;Strand=+	PF03965.18	0.22	11.9	22	65	Penicillinase repressor
Seqid=NZ_CP084229.1;Start=2320596;Strand=-	PF00009.29	0.32	10.6	307	367	Elongation factor Tu GTP binding domain
Seqid=NZ_CP084229.1;End=2072813;Strand=+	PF15075.8	0.19	12.2	79	140	Domain of unknown function (DUF4542)
Seqid=NZ_CP084229.1;Start=1978949;Strand=-	PF15294.8	0.0016	18.1	25	117	Leucine zipper
Seqid=NZ_CP084229.1;Start=1885062;Strand=-	PF01202.24	0.082	13.1	97	164	Shikimate kinase
Seqid=NZ_CP084229.1;End=496402;Strand=+	PF13376.8	3e-20	72.1	138	196	Bacteriocin-protection, YdeI or OmpD-Associated
Seqid=NZ_CP084229.1;End=572806;Strand=+	PF18877.2	0.1	12.5	70	90	SSSPR-51 domain
Seqid=NZ_CP084229.1;End=1202906;Strand=+	PF14716.8	0.04	14.4	213	236	Helix-hairpin-helix domain
Seqid=NZ_CP084229.1;End=1024975;Strand=+	PF07879.13	0.07	13.3	4	30	PHB/PHA accumulation regulator DNA-binding domain
Seqid=NZ_CP084229.1;End=2030035;Strand=+	PF01546.30	6.7e-21	75	68	140	Peptidase family M20/M25/M40
Seqid=NZ_CP084229.1;Start=2187135;Strand=-	PF19904.1	0.0062	16.2	17	95	Domain of unknown function (DUF6377)
Seqid=NZ_CP084229.1;Start=629911;Strand=-	PF04446.14	0.16	12.1	215	246	tRNAHis guanylyltransferase
Seqid=NZ_CP084229.1;End=1359672;Strand=+	PF13420.9	6.2e-7	29.6	2	147	Acetyltransferase (GNAT) domain
Seqid=NZ_CP084229.1;Start=1531279;Strand=-	PF13463.8	0.052	14.2	182	232	Winged helix DNA-binding domain
Seqid=NZ_CP084229.1;End=826279;Strand=+	PF14635.8	1.2e-6	28.9	452	544	Helix-hairpin-helix motif
Seqid=NZ_CP084229.1;End=150459;Strand=+	PF12844.9	1.6e-15	57	9	69	Helix-turn-helix domain
Seqid=NZ_CP084229.1;End=663692;Strand=+	PF00005.29	4.1e-31	108.4	25	154	ABC transporter
Seqid=NZ_CP084229.1;Start=1225537;Strand=-	PF03129.22	4.8e-24	84.4	372	459	Anticodon binding domain
Seqid=NZ_CP084229.1;Start=1649616;Strand=-	PF03602.17	4.4e-54	183	1	173	Conserved hypothetical protein 95
Seqid=NZ_CP084229.1;End=1098528;Strand=+	PF07733.14	1.5e-96	323.1	251	504	Bacterial DNA polymerase III alpha NTPase domain
Seqid=NZ_CP084229.1;Start=483336;Strand=-	PF01645.19	9.9e-105	350.8	136	510	Conserved region in glutamate synthase
Seqid=NZ_CP084229.1;Start=1445448;Strand=-	PF00253.23	1.4e-27	95.3	67	119	Ribosomal protein S14p/S29e
Seqid=NZ_CP084229.1;Start=2060964;Strand=-	PF00005.29	1.6e-25	90.3	19	151	ABC transporter
Seqid=NZ_CP084229.1;End=261674;Strand=+	PF08785.13	0.018	15.2	383	459	Ku C terminal domain like
Seqid=NZ_CP084229.1;End=588938;Strand=+	PF06039.17	6.5e-231	767.1	7	490	Malate:quinone oxidoreductase (Mqo)
Seqid=NZ_CP084229.1;Start=331423;Strand=-	PF03033.22	0.067	13.3	5	110	Glycosyltransferase family 28 N-terminal domain
Seqid=NZ_CP084229.1;End=797965;Strand=+	PF06745.15	0.047	13.1	133	204	KaiC
Seqid=NZ_CP084229.1;End=908651;Strand=+	PF13936.8	7.9e-4	19.2	45	79	Helix-turn-helix domain
Seqid=NZ_CP084231.1;End=7647;Strand=+	PF13384.8	3.6e-6	26.8	167	197	Homeodomain-like domain
Seqid=NZ_CP084229.1;Start=216028;Strand=-	PF15610.8	0.05	13	7	36	PRTase ComF-like
Seqid=NZ_CP084229.1;End=529584;Strand=+	PF01545.23	7.3e-43	146.7	31	222	Cation efflux family
Seqid=NZ_CP084229.1;End=1224675;Strand=+	PF00350.25	0.0057	16.8	9	43	Dynamin family
Seqid=NZ_CP084229.1;End=1316994;Strand=+	PF07187.13	2.3e-49	167.6	40	197	Protein of unknown function (DUF1405)
Seqid=NZ_CP084229.1;End=2020560;Strand=+	PF09930.11	0.081	12.5	3	35	Predicted transporter (DUF2162)
Seqid=NZ_CP084229.1;End=773817;Strand=+	PF08445.12	0.0032	17.5	91	149	FR47-like protein
Seqid=NZ_CP084229.1;Start=1480145;Strand=-	PF02518.28	2.2e-8	34.7	25	88	Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase
Seqid=NZ_CP084230.1;End=20658;Strand=+	PF15978.7	0.098	11.7	167	200	Tn7-like transposition protein D
Seqid=NZ_CP084229.1;End=600009;Strand=+	PF09891.11	0.11	12.6	50	98	Uncharacterized protein conserved in archaea (DUF2118)
Seqid=NZ_CP084229.1;End=703600;Strand=+	PF01078.23	0.088	12.3	37	76	Magnesium chelatase, subunit ChlI
Seqid=NZ_CP084229.1;Start=839670;Strand=-	PF13710.8	2.6e-4	20.8	13	74	ACT domain
Seqid=NZ_CP084229.1;End=1271658;Strand=+	PF13437.8	0.61	10.9	14	67	HlyD family secretion protein
Seqid=NZ_CP084229.1;Start=681067;Strand=-	PF00892.22	0.049	13.9	6	137	EamA-like transporter family
Seqid=NZ_CP084229.1;End=1217056;Strand=+	PF04452.16	3.3e-71	239.3	22	247	RNA methyltransferase
Seqid=NZ_CP084229.1;End=307266;Strand=+	PF07332.13	0.0034	17.5	16	80	Putative Actinobacterial Holin-X, holin superfamily III
Seqid=NZ_CP084232.1;Start=7981;Strand=-	PF13601.8	0.01	16.1	54	86	Winged helix DNA-binding domain
Seqid=NZ_CP084229.1;Start=1730715;Strand=-	PF07819.15	0.041	13.7	65	116	PGAP1-like protein
Seqid=NZ_CP084229.1;Start=2315490;Strand=-	PF04967.14	0.22	11.4	28	47	HTH DNA binding domain
Seqid=NZ_CP084229.1;End=144931;Strand=+	PF01418.19	0.49	10.5	6	38	Helix-turn-helix domain, rpiR family
Seqid=NZ_CP084229.1;Start=454945;Strand=-	PF01946.19	0.013	14.8	2	36	Thi4 family
Seqid=NZ_CP084229.1;End=1271658;Strand=+	PF00364.24	1.3e-21	76.3	2	74	Biotin-requiring enzyme
Seqid=NZ_CP084229.1;Start=2318599;Strand=-	PF12831.9	3.8e-4	20	6	33	FAD dependent oxidoreductase
Seqid=NZ_CP084229.1;End=2296351;Strand=+	PF12867.9	0.029	14.9	29	142	DinB superfamily
Seqid=NZ_CP084229.1;End=659146;Strand=+	PF01156.21	9.8e-50	169.9	4	301	Inosine-uridine preferring nucleoside hydrolase
Seqid=NZ_CP084230.1;Start=14097;Strand=-	PF13518.8	0.35	11.1	25	54	Helix-turn-helix domain
Seqid=NZ_CP084229.1;Start=442102;Strand=-	PF00171.24	1.5e-158	528.3	23	479	Aldehyde dehydrogenase family
Seqid=NZ_CP084229.1;Start=2122753;Strand=-	PF00185.26	0.092	12.9	133	204	Aspartate/ornithine carbamoyltransferase, Asp/Orn binding domain
Seqid=NZ_CP084229.1;Start=1702433;Strand=-	PF13522.8	4.3e-19	69	81	212	Glutamine amidotransferase domain
Seqid=NZ_CP084231.1;Start=6124;Strand=-	PF02463.21	0.012	15.2	30	77	RecF/RecN/SMC N terminal domain
Seqid=NZ_CP084229.1;Start=1572445;Strand=-	PF01729.21	0.056	13.3	157	197	Quinolinate phosphoribosyl transferase, C-terminal domain
Seqid=NZ_CP084229.1;Start=1886175;Strand=-	PF13738.8	9.7e-5	21.9	10	41	Pyridine nucleotide-disulphide oxidoreductase
Seqid=NZ_CP084229.1;Start=1449865;Strand=-	PF14314.8	0.15	10.2	3	40	Virus-capping methyltransferase
Seqid=NZ_CP084229.1;End=556648;Strand=+	PF13384.8	0.041	13.9	164	193	Homeodomain-like domain
Seqid=NZ_CP084229.1;End=1268322;Strand=+	PF05834.14	0.28	10.3	184	219	Lycopene cyclase protein
Seqid=NZ_CP084229.1;Start=2187135;Strand=-	PF15345.8	0.0054	16.7	8	118	Transmembrane protein 51
Seqid=NZ_CP084229.1;End=1235404;Strand=+	PF04851.17	1.4e-6	28.5	29	156	Type III restriction enzyme, res subunit
Seqid=NZ_CP084229.1;End=471754;Strand=+	PF16363.7	0.012	15.1	10	89	GDP-mannose 4,6 dehydratase
Seqid=NZ_CP084229.1;End=1015524;Strand=+	PF05223.13	0.012	15.8	175	233	NTF2-like N-terminal transpeptidase domain
Seqid=NZ_CP084229.1;End=1739112;Strand=+	PF15345.8	0.067	13.1	33	117	Transmembrane protein 51
Seqid=NZ_CP084229.1;End=144064;Strand=+	PF00004.31	0.0093	16.5	255	364	ATPase family associated with various cellular activities (AAA)
Seqid=NZ_CP084229.1;End=1199916;Strand=+	PF19991.1	0.024	14.6	33	88	Heavy metal associated domain 2
Seqid=NZ_CP084229.1;End=1268322;Strand=+	PF01266.26	0.34	10.5	184	214	FAD dependent oxidoreductase
Seqid=NZ_CP084229.1;Start=1007780;Strand=-	PF11256.10	0.1	12.9	8	42	Protein of unknown function (DUF3055)
Seqid=NZ_CP084229.1;Start=633117;Strand=-	PF05913.13	1.6e-27	96.1	251	353	DUF871 C-terminal domain
Seqid=NZ_CP084232.1;End=9083;Strand=+	PF05491.15	0.52	10.4	145	178	RuvB C-terminal winged helix domain
Seqid=NZ_CP084229.1;Start=2161453;Strand=-	PF01207.19	0.0072	15.5	192	250	Dihydrouridine synthase (Dus)
Seqid=NZ_CP084229.1;Start=2051683;Strand=-	PF00749.23	0.33	9.9	131	146	tRNA synthetases class I (E and Q), catalytic domain
Seqid=NZ_CP084229.1;End=715937;Strand=+	PF06028.13	8e-85	284.3	31	282	Alpha/beta hydrolase of unknown function (DUF915)
Seqid=NZ_CP084229.1;Start=2016367;Strand=-	PF00503.22	0.071	12.4	366	422	G-protein alpha subunit
Seqid=NZ_CP084229.1;End=379748;Strand=+	PF01494.21	0.049	13	5	36	FAD binding domain
Seqid=NZ_CP084229.1;End=783172;Strand=+	PF00006.27	2.2e-21	76.6	170	375	ATP synthase alpha/beta family, nucleotide-binding domain
Seqid=NZ_CP084229.1;Start=629911;Strand=-	PF09339.12	0.32	10.9	36	62	IclR helix-turn-helix domain
Seqid=NZ_CP084229.1;Start=1710547;Strand=-	PF13405.8	0.095	12.7	320	342	EF-hand domain
Seqid=NZ_CP084229.1;Start=1920891;Strand=-	PF13555.8	1.7e-5	24.5	22	51	P-loop containing region of AAA domain
Seqid=NZ_CP084229.1;Start=1289437;Strand=-	PF03745.16	3.7e-16	58.7	6	62	Domain of unknown function (DUF309)
Seqid=NZ_CP084229.1;End=2062488;Strand=+	PF13936.8	0.093	12.6	171	194	Helix-turn-helix domain
Seqid=NZ_CP084229.1;End=1662927;Strand=+	PF10235.11	0.23	12.1	14	48	Microtubule-associated protein CRIPT
Seqid=NZ_CP084229.1;End=1787573;Strand=+	PF12689.9	0.73	9.8	163	227	Acid Phosphatase
Seqid=NZ_CP084229.1;End=732331;Strand=+	PF07670.16	4.1e-9	36.8	143	240	Nucleoside recognition
Seqid=NZ_CP084230.1;Start=19125;Strand=-	PF00931.24	0.0029	17	28	146	NB-ARC domain
Seqid=NZ_CP084229.1;End=401245;Strand=+	PF01035.22	2.6e-29	101.2	75	160	6-O-methylguanine DNA methyltransferase, DNA binding domain
Seqid=NZ_CP084229.1;End=1268322;Strand=+	PF13738.8	2.2e-9	37.1	9	317	Pyridine nucleotide-disulphide oxidoreductase
Seqid=NZ_CP084231.1;End=7647;Strand=+	PF08279.14	0.095	12.7	169	194	HTH domain
Seqid=NZ_CP084229.1;End=414703;Strand=+	PF00367.22	1.1e-15	56.8	431	462	phosphotransferase system, EIIB
Seqid=NZ_CP084229.1;Start=2042938;Strand=-	PF12697.9	1.3e-13	52.2	34	260	Alpha/beta hydrolase family
Seqid=NZ_CP084229.1;End=124402;Strand=+	PF00370.23	3.8e-17	62.8	16	241	FGGY family of carbohydrate kinases, N-terminal domain
Seqid=NZ_CP084229.1;End=286617;Strand=+	PF13412.8	1.8e-4	21.1	44	79	Winged helix-turn-helix DNA-binding
Seqid=NZ_CP084229.1;End=1263412;Strand=+	PF10018.11	0.24	11.2	13	65	Vitamin-D-receptor interacting Mediator subunit 4
Seqid=NZ_CP084229.1;Start=899506;Strand=-	PF00857.22	2.2e-33	116	7	180	Isochorismatase family
