Query	Hit	Evalue	Score	Start	Stop	Description
Seqid=NZ_CP011116.1;End=1366410;Strand=+	PF19703.1	0.073	13.2	95	167	Family of unknown function (DUF6201)
Seqid=NZ_CP011116.1;End=25716;Strand=+	PF14323.8	0.16	12	30	132	GxGYxYP putative glycoside hydrolase C-terminal domain
Seqid=NZ_CP011116.1;End=1132193;Strand=+	PF00532.23	5.5e-18	65.5	61	272	Periplasmic binding proteins and sugar binding domain of LacI family
Seqid=NZ_CP011116.1;End=993494;Strand=+	PF09922.11	3.8e-27	94.5	127	238	Cell wall-active antibiotics response 4TMS YvqF
Seqid=NZ_CP011116.1;Start=2380763;Strand=-	PF00575.25	8.7e-21	74.2	4	74	S1 RNA binding domain
Seqid=NZ_CP011116.1;End=1125920;Strand=+	PF09397.12	7.2e-26	89.8	543	604	Ftsk gamma domain
Seqid=NZ_CP011116.1;Start=2143696;Strand=-	PF13173.8	0.036	14.2	11	43	AAA domain
Seqid=NZ_CP011116.1;End=2174522;Strand=+	PF13420.9	2.2e-17	63.6	11	165	Acetyltransferase (GNAT) domain
Seqid=NZ_CP011116.1;End=482438;Strand=+	PF13412.8	1e-5	25.1	34	81	Winged helix-turn-helix DNA-binding
Seqid=NZ_CP011116.1;End=1274981;Strand=+	PF19991.1	0.014	15.4	33	88	Heavy metal associated domain 2
Seqid=NZ_CP011116.1;End=283419;Strand=+	PF12669.9	0.44	11.1	36	59	FeoB-associated Cys-rich membrane protein
Seqid=NZ_CP011116.1;Start=2376255;Strand=-	PF06480.17	1.7e-11	44.5	9	102	FtsH Extracellular
Seqid=NZ_CP011116.1;End=95423;Strand=+	PF01637.20	0.26	11.3	26	112	ATPase domain predominantly from Archaea
Seqid=NZ_CP011116.1;End=582978;Strand=+	PF13173.8	0.53	10.4	27	71	AAA domain
Seqid=NZ_CP011116.1;Start=2384768;Strand=-	PF01695.19	0.028	14	589	681	IstB-like ATP binding protein
Seqid=NZ_CP011116.1;End=1231016;Strand=+	PF05673.15	0.12	11.5	31	112	Protein of unknown function (DUF815)
Seqid=NZ_CP011116.1;End=2125155;Strand=+	PF13660.8	0.29	10.7	58	113	Domain of unknown function (DUF4147)
Seqid=NZ_CP011116.1;Start=957771;Strand=-	PF00857.22	3.1e-33	115.5	7	180	Isochorismatase family
Seqid=NZ_CP011116.1;Start=794974;Strand=-	PF06837.13	0.057	13	6	34	Fijivirus P9-2 protein
Seqid=NZ_CP011116.1;End=1403652;Strand=+	PF11472.10	0.092	13.1	31	78	Protein of unknown function (DUF3206)
Seqid=NZ_CP011116.1;Start=1583306;Strand=-	PF04860.14	1.6e-65	221.5	53	373	Phage portal protein
Seqid=NZ_CP011116.1;End=391060;Strand=+	PF13191.8	0.0066	16.9	5	26	AAA ATPase domain
Seqid=NZ_CP011116.1;Start=2381293;Strand=-	PF15345.8	0.0057	16.6	7	118	Transmembrane protein 51
Seqid=NZ_CP011116.1;Start=816211;Strand=-	PF14828.8	0.0093	14.9	259	368	Amnionless
Seqid=NZ_CP011116.1;End=2484920;Strand=+	PF00440.25	0.33	10.9	160	180	Bacterial regulatory proteins, tetR family
Seqid=NZ_CP011116.1;Start=2492767;Strand=-	PF13551.8	0.072	13.2	3	26	Winged helix-turn helix
Seqid=NZ_CP011116.1;Start=378033;Strand=-	PF02719.17	6.4e-4	19.1	27	98	Polysaccharide biosynthesis protein
Seqid=NZ_CP011116.1;End=983132;Strand=+	PF11798.10	3.3e-4	20.9	168	199	IMS family HHH motif
Seqid=NZ_CP011116.1;End=354579;Strand=+	PF02254.20	1	9.7	15	86	TrkA-N domain
Seqid=NZ_CP011116.1;Start=1757987;Strand=-	PF05175.16	0.25	11	31	81	Methyltransferase small domain
Seqid=NZ_CP011116.1;End=1436961;Strand=+	PF17936.3	0.018	15.4	2390	2447	Bacterial Ig domain
Seqid=NZ_CP011116.1;Start=949087;Strand=-	PF19230.1	0.1	12.8	11	36	Family of unknown function (DUF5883)
Seqid=NZ_CP011116.1;Start=2555459;Strand=-	PF18024.3	0.28	11	148	165	Helix-turn-helix domain
Seqid=NZ_CP011116.1;End=140740;Strand=+	PF08659.12	1.7e-14	54.2	19	196	KR domain
Seqid=NZ_CP011116.1;End=2508532;Strand=+	PF02826.21	0.26	10.7	6	58	D-isomer specific 2-hydroxyacid dehydrogenase, NAD binding domain
Seqid=NZ_CP011116.1;End=163291;Strand=+	PF14354.8	0.13	12.7	14	60	Restriction alleviation protein Lar
Seqid=NZ_CP011116.1;End=1322663;Strand=+	PF00515.30	0.013	15.4	442	471	Tetratricopeptide repeat
Seqid=NZ_CP011116.1;End=1918133;Strand=+	PF13384.8	0.079	13	41	54	Homeodomain-like domain
Seqid=NZ_CP011116.1;End=2000234;Strand=+	PF04018.15	5.4e-52	176.9	15	250	Domain of unknown function (DUF368)
Seqid=NZ_CP011116.1;End=2124018;Strand=+	PF01171.22	0.0012	18.6	11	71	PP-loop family
Seqid=NZ_CP011116.1;Start=2357387;Strand=-	PF19335.1	0.4	10.8	80	95	Heavy metal binding domain
Seqid=NZ_CP011116.1;End=2174522;Strand=+	PF18014.3	0.15	12	53	81	Acetyltransferase (GNAT) domain
Seqid=NZ_CP011116.1;End=622651;Strand=+	PF04234.14	6.8e-18	65.6	33	127	CopC domain
Seqid=NZ_CP011116.1;Start=996628;Strand=-	PF19675.1	0.02	15	20	63	Origin recognition complex subunit 3 insertion domain
Seqid=NZ_CP011116.1;End=184742;Strand=+	PF14549.8	0.054	13.4	20	42	DNA-binding transcriptional regulator Cro
Seqid=NZ_CP011116.1;End=1389547;Strand=+	PF00350.25	0.036	14.2	6	35	Dynamin family
Seqid=NZ_CP011116.1;Start=2384768;Strand=-	PF00270.31	3.7e-18	66	621	780	DEAD/DEAH box helicase
Seqid=NZ_CP011116.1;End=2465832;Strand=+	PF18607.3	0.37	11	17	49	ParA helix turn helix domain
Seqid=NZ_CP011116.1;End=1301655;Strand=+	PF04670.14	0.01	15.4	12	139	Gtr1/RagA G protein conserved region
Seqid=NZ_CP011116.1;Start=1254965;Strand=-	PF04272.16	0.22	11.1	21	44	Phospholamban
Seqid=NZ_CP011116.1;End=2103527;Strand=+	PF12704.9	0.061	13.7	232	334	MacB-like periplasmic core domain
Seqid=NZ_CP011116.1;End=229996;Strand=+	PF02880.18	2.7e-17	63.1	310	426	Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain III
Seqid=NZ_CP011116.1;End=1299991;Strand=+	PF19322.1	0.11	12.5	42	93	E3 ubiquitin-protein ligase RKP N-terminus
Seqid=NZ_CP011116.1;End=317527;Strand=+	PF01131.22	0.027	13.6	51	118	DNA topoisomerase
Seqid=NZ_CP011116.1;Start=1494003;Strand=-	PF02388.18	3.5000000000000003e-141	470.9	6	411	FemAB family
Seqid=NZ_CP011116.1;End=725245;Strand=+	PF13463.8	0.074	13.7	33	93	Winged helix DNA-binding domain
Seqid=NZ_CP011116.1;End=955190;Strand=+	PF02239.18	0.45	9.1	27	223	Cytochrome D1 heme domain
Seqid=NZ_CP011116.1;Start=2055225;Strand=-	PF14528.8	0.028	14.8	129	190	LAGLIDADG-like domain
Seqid=NZ_CP011116.1;End=947975;Strand=+	PF13346.8	1.5e-13	50.9	3	215	ABC-2 family transporter protein
Seqid=NZ_CP011116.1;Start=1960098;Strand=-	PF14732.8	0.009	16.6	27	69	Ubiquitin/SUMO-activating enzyme ubiquitin-like domain
Seqid=NZ_CP011116.1;Start=2395641;Strand=-	PF00398.22	8.6e-71	238.2	21	288	Ribosomal RNA adenine dimethylase
Seqid=NZ_CP011116.1;Start=2528559;Strand=-	PF13280.8	0.072	13.3	202	278	WYL domain
Seqid=NZ_CP011116.1;Start=241152;Strand=-	PF12844.9	1.1e-10	41.5	4	57	Helix-turn-helix domain
Seqid=NZ_CP011116.1;Start=1478458;Strand=-	PF02800.22	1.5e-5	24.7	229	278	Glyceraldehyde 3-phosphate dehydrogenase, C-terminal domain
Seqid=NZ_CP011116.1;End=575152;Strand=+	PF03899.17	0.32	11.5	27	109	ATP synthase I chain
Seqid=NZ_CP011116.1;Start=112434;Strand=-	PF13241.8	0.052	14.1	26	99	Putative NAD(P)-binding
Seqid=NZ_CP011116.1;Start=2352309;Strand=-	PF03266.17	0.011	15.7	91	123	NTPase
Seqid=NZ_CP011116.1;End=1040112;Strand=+	PF13185.8	1.8e-11	44.6	26	163	GAF domain
Seqid=NZ_CP011116.1;End=1881639;Strand=+	PF14470.8	5.5e-18	65.2	16	113	Bacterial PH domain
Seqid=NZ_CP011116.1;Start=2418030;Strand=-	PF11941.10	1.4e-5	25.4	458	531	Domain of unknown function (DUF3459)
Seqid=NZ_CP011116.1;End=1880619;Strand=+	PF01609.23	9.9e-38	130	264	515	Transposase DDE domain
Seqid=NZ_CP011116.1;End=39314;Strand=+	PF13610.8	9.5e-40	136.1	72	203	DDE domain
Seqid=NZ_CP011116.1;End=994537;Strand=+	PF19745.1	0.0099	14.8	51	213	Alpha-(1,6)-fucosyltransferase N- and catalytic domains
Seqid=NZ_CP011116.1;Start=2413222;Strand=-	PF14716.8	0.058	13.9	3	28	Helix-hairpin-helix domain
Seqid=NZ_CP011116.1;Start=2248531;Strand=-	PF01381.24	0.23	11.6	52	76	Helix-turn-helix
Seqid=NZ_CP011116.1;End=630812;Strand=+	PF03239.16	3.5e-22	79.1	298	490	Iron permease FTR1 family
Seqid=NZ_CP011116.1;End=920754;Strand=+	PF13377.8	3.8e-8	33.8	174	316	Periplasmic binding protein-like domain
Seqid=NZ_CP011116.1;Start=1551767;Strand=-	PF05416.14	0.05	12.2	46	165	Southampton virus-type processing peptidase
Seqid=NZ_CP011116.1;Start=1476847;Strand=-	PF08506.12	0.14	11.1	96	132	Cse1
Seqid=NZ_CP011116.1;End=946399;Strand=+	PF13412.8	0.0029	17.2	93	122	Winged helix-turn-helix DNA-binding
Seqid=NZ_CP011116.1;Start=2202804;Strand=-	PF12802.9	1.6e-5	25	9	55	MarR family
Seqid=NZ_CP011116.1;End=698174;Strand=+	PF02703.16	0.036	13.8	13	53	Early E1A protein
Seqid=NZ_CP011116.1;End=650492;Strand=+	PF13437.8	0.0065	17.2	47	77	HlyD family secretion protein
Seqid=NZ_CP011116.1;Start=2090691;Strand=-	PF15679.7	0.7	10.6	17	72	Domain of unknown function (DUF4665)
Seqid=NZ_CP011116.1;End=1786140;Strand=+	PF05636.13	7.1e-115	384.5	3	368	HIGH Nucleotidyl Transferase
Seqid=NZ_CP011116.1;Start=1939334;Strand=-	PF04247.14	0.0018	18.4	2	99	Invasion gene expression up-regulator, SirB
Seqid=NZ_CP011116.1;Start=959741;Strand=-	PF00800.20	4.2e-42	144.1	4	177	Prephenate dehydratase
Seqid=NZ_CP011116.1;End=762847;Strand=+	PF08220.14	5.7e-24	83.7	6	60	DeoR-like helix-turn-helix domain
Seqid=NZ_CP011116.1;End=1436961;Strand=+	PF17936.3	0.0094	16.3	1853	1907	Bacterial Ig domain
Seqid=NZ_CP011116.1;Start=890165;Strand=-	PF08533.12	0.14	12	11	25	Beta-galactosidase C-terminal domain
Seqid=NZ_CP011116.1;Start=697433;Strand=-	PF03446.17	0.0082	16.4	150	258	NAD binding domain of 6-phosphogluconate dehydrogenase
Seqid=NZ_CP011116.1;End=2084570;Strand=+	PF06541.13	0.067	13.5	63	153	Putative ABC-transporter type IV
Seqid=NZ_CP011116.1;End=391060;Strand=+	PF17213.5	0.048	13.9	5	36	Hydin Adenylate kinase-like domain
Seqid=NZ_CP011116.1;End=1423288;Strand=+	PF01926.25	8.5e-7	29.2	610	822	50S ribosome-binding GTPase
Seqid=NZ_CP011116.1;End=2007844;Strand=+	PF06110.13	0.97	9.2	27	101	Eukaryotic protein of unknown function (DUF953)
Seqid=NZ_CP011116.1;End=114371;Strand=+	PF13714.8	0.084	12.5	9	86	Phosphoenolpyruvate phosphomutase
Seqid=NZ_CP011116.1;Start=2556344;Strand=-	PF02527.17	3.5e-55	186.3	22	193	rRNA small subunit methyltransferase G
Seqid=NZ_CP011116.1;Start=1812149;Strand=-	PF16087.7	0.076	12.9	27	66	Helix-turn-helix domain (DUF4817)
Seqid=NZ_CP011116.1;End=873025;Strand=+	PF00403.28	0.0069	16.9	7	64	Heavy-metal-associated domain
Seqid=NZ_CP011116.1;Start=679343;Strand=-	PF11085.10	0.0036	17.4	13	51	Conserved membrane protein YqhR
Seqid=NZ_CP011116.1;End=340212;Strand=+	PF04932.17	0.042	13.6	14	78	O-Antigen ligase
Seqid=NZ_CP011116.1;Start=1586705;Strand=-	PF14471.8	0.39	10.8	36	46	Domain of unknown function (DUF4428)
Seqid=NZ_CP011116.1;Start=1812610;Strand=-	PF00070.29	0.088	13.4	13	41	Pyridine nucleotide-disulphide oxidoreductase
Seqid=NZ_CP011116.1;Start=1699436;Strand=-	PF00010.28	0.12	12.5	52	76	Helix-loop-helix DNA-binding domain
Seqid=NZ_CP011116.1;Start=240439;Strand=-	PF09972.11	0.0049	15.8	76	161	Predicted membrane protein (DUF2207)
Seqid=NZ_CP011116.1;End=1276134;Strand=+	PF01966.24	3.3e-12	46.8	18	130	HD domain
Seqid=NZ_CP011116.1;End=1599250;Strand=+	PF13730.8	0.016	15.2	22	46	Helix-turn-helix domain
Seqid=NZ_CP011116.1;Start=870843;Strand=-	PF13829.8	0.063	12.7	1	95	Domain of unknown function (DUF4191)
Seqid=NZ_CP011116.1;Start=1370965;Strand=-	PF03745.16	2e-16	59.5	6	62	Domain of unknown function (DUF309)
Seqid=NZ_CP011116.1;End=1424641;Strand=+	PF10391.11	0.18	11.7	195	229	Fingers domain of DNA polymerase lambda
Seqid=NZ_CP011116.1;End=797812;Strand=+	PF13347.8	6.7e-6	25	274	479	MFS/sugar transport protein
Seqid=NZ_CP011116.1;Start=2038864;Strand=-	PF19458.1	0.3	10.4	372	411	Family of unknown function (DUF5995)
Seqid=NZ_CP011116.1;End=650915;Strand=+	PF16118.7	0.084	13.9	5	84	Domain of unknown function (DUF4834)
Seqid=NZ_CP011116.1;End=646108;Strand=+	PF13412.8	4.5e-8	32.6	42	82	Winged helix-turn-helix DNA-binding
Seqid=NZ_CP011116.1;Start=2553955;Strand=-	PF07638.13	0.24	11.4	18	51	ECF sigma factor
Seqid=NZ_CP011116.1;End=1222692;Strand=+	PF01478.20	0.0046	17.4	104	195	Type IV leader peptidase family
Seqid=NZ_CP011116.1;Start=2320931;Strand=-	PF01041.19	2.4e-4	20.5	90	229	DegT/DnrJ/EryC1/StrS aminotransferase family
Seqid=NZ_CP011116.1;End=142673;Strand=+	PF08772.13	0.042	14.1	112	140	Nin one binding (NOB1) Zn-ribbon like
Seqid=NZ_CP011116.1;Start=2401102;Strand=-	PF10544.11	0.027	15.1	5	52	T5orf172 domain
Seqid=NZ_CP011116.1;Start=2027971;Strand=-	PF04545.18	1.9e-6	27.4	79	109	Sigma-70, region 4
Seqid=NZ_CP011116.1;Start=1096177;Strand=-	PF02285.17	0.45	10.5	13	32	Cytochrome oxidase c subunit VIII
Seqid=NZ_CP011116.1;Start=704095;Strand=-	PF18804.3	0.028	14.4	20	80	CxC3 like cysteine cluster associated with KDZ transposases
Seqid=NZ_CP011116.1;End=1793450;Strand=+	PF02628.17	2.8e-33	115.5	15	292	Cytochrome oxidase assembly protein
Seqid=NZ_CP011116.1;End=2479717;Strand=+	PF10141.11	0.16	11.8	8	51	Single-strand DNA-specific exonuclease, C terminal domain
Seqid=NZ_CP011116.1;End=391060;Strand=+	PF03215.17	0.089	12.8	3	44	Rad17 P-loop domain
Seqid=NZ_CP011116.1;End=1315591;Strand=+	PF01475.21	6.9e-33	113.4	13	128	Ferric uptake regulator family
Seqid=NZ_CP011116.1;End=2083074;Strand=+	PF09972.11	0.008	15.1	124	222	Predicted membrane protein (DUF2207)
Seqid=NZ_CP011116.1;End=321052;Strand=+	PF19567.1	3.3e-54	183.9	1	205	Capsular polysaccharide synthesis, CpsB/CapC
Seqid=NZ_CP011116.1;Start=1481169;Strand=-	PF13304.8	0.0082	16	163	215	AAA domain, putative AbiEii toxin, Type IV TA system
Seqid=NZ_CP011116.1;End=916792;Strand=+	PF03807.19	0.77	10.5	88	171	NADP oxidoreductase coenzyme F420-dependent
Seqid=NZ_CP011116.1;End=1423288;Strand=+	PF01926.25	9.8e-8	32.2	62	212	50S ribosome-binding GTPase
Seqid=NZ_CP011116.1;End=335095;Strand=+	PF10686.11	0.21	11.7	72	97	YspA, cpYpsA-related SLOG family
Seqid=NZ_CP011116.1;Start=1502210;Strand=-	PF00425.20	5.5e-82	275.3	233	492	chorismate binding enzyme
Seqid=NZ_CP011116.1;End=1865016;Strand=+	PF06305.13	0.053	13.4	3	30	Lipopolysaccharide assembly protein A domain
Seqid=NZ_CP011116.1;End=2199410;Strand=+	PF11813.10	0.057	13.2	107	210	Protein of unknown function (DUF3334)
Seqid=NZ_CP011116.1;Start=2314008;Strand=-	PF01370.23	3.8e-23	82.3	4	231	NAD dependent epimerase/dehydratase family
Seqid=NZ_CP011116.1;End=29781;Strand=+	PF10069.11	0.1	12.5	16	59	Sensory domain in DIguanylate Cyclases and Two-component system
Seqid=NZ_CP011116.1;Start=109412;Strand=-	PF17628.4	0.074	12.9	11	51	Inclusion membrane protein D
Seqid=NZ_CP011116.1;Start=472924;Strand=-	PF02737.20	0.13	12.2	148	180	3-hydroxyacyl-CoA dehydrogenase, NAD binding domain
Seqid=NZ_CP011116.1;End=2014616;Strand=+	PF05708.14	2.4e-5	24.6	45	190	Permuted papain-like amidase enzyme, YaeF/YiiX, C92 family
Seqid=NZ_CP011116.1;End=758238;Strand=+	PF00004.31	0.08	13.5	41	204	ATPase family associated with various cellular activities (AAA)
Seqid=NZ_CP011116.1;End=1152411;Strand=+	PF13653.8	0.1	13.2	230	246	Glycerophosphoryl diester phosphodiesterase family
Seqid=NZ_CP011116.1;End=1406972;Strand=+	PF01797.18	0.21	11.8	244	285	Transposase IS200 like
Seqid=NZ_CP011116.1;Start=2121262;Strand=-	PF00425.20	2.1e-77	260.3	117	374	chorismate binding enzyme
Seqid=NZ_CP011116.1;Start=1907021;Strand=-	PF20143.1	2.7e-12	46.6	123	249	ATP-NAD kinase C-terminal domain
Seqid=NZ_CP011116.1;Start=214654;Strand=-	PF13521.8	0.17	12.2	31	51	AAA domain
Seqid=NZ_CP011116.1;End=407280;Strand=+	PF01769.18	0.013	15.9	47	103	Divalent cation transporter
Seqid=NZ_CP011116.1;Start=2413825;Strand=-	PF16559.7	0.04	13.8	6	30	GIT coiled-coil Rho guanine nucleotide exchange factor
Seqid=NZ_CP011116.1;Start=283460;Strand=-	PF05225.18	0.22	11.4	29	55	helix-turn-helix, Psq domain
Seqid=NZ_CP011116.1;End=453943;Strand=+	PF00367.22	1.1e-15	56.8	431	462	phosphotransferase system, EIIB
Seqid=NZ_CP011116.1;Start=2360466;Strand=-	PF17935.3	0.027	14.6	236	269	Tetracyclin repressor-like, C-terminal domain
Seqid=NZ_CP011116.1;End=1436961;Strand=+	PF11974.10	0.025	14.7	2579	2612	Bacterial alpha-2-macroglobulin MG3 domain
Seqid=NZ_CP011116.1;End=335095;Strand=+	PF02350.21	4e-121	404.2	22	361	UDP-N-acetylglucosamine 2-epimerase
Seqid=NZ_CP011116.1;End=2199410;Strand=+	PF13555.8	0.044	13.6	42	66	P-loop containing region of AAA domain
Seqid=NZ_CP011116.1;Start=1989396;Strand=-	PF17332.4	0.0031	18	92	133	Family of unknown function (DUF5592)
Seqid=NZ_CP011116.1;End=2541397;Strand=+	PF00903.27	2.4e-12	47.3	7	125	Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily
Seqid=NZ_CP011116.1;Start=2269291;Strand=-	PF04958.14	0.14	10.8	1	71	Arginine N-succinyltransferase beta subunit
Seqid=NZ_CP011116.1;Start=493048;Strand=-	PF13738.8	2.7e-4	20.4	143	210	Pyridine nucleotide-disulphide oxidoreductase
Seqid=NZ_CP011116.1;End=1325810;Strand=+	PF10443.11	0.014	14.2	124	161	RNA12 protein
Seqid=NZ_CP011116.1;Start=2189974;Strand=-	PF13481.8	0.23	11.1	357	377	AAA domain
Seqid=NZ_CP011116.1;End=357315;Strand=+	PF00485.20	0.014	15.3	29	66	Phosphoribulokinase / Uridine kinase family
Seqid=NZ_CP011116.1;End=1506402;Strand=+	PF07991.14	0.0051	16.5	2	89	Acetohydroxy acid isomeroreductase, NADPH-binding domain
Seqid=NZ_CP011116.1;Start=436864;Strand=-	PF09577.12	0.17	11.7	10	57	Sporulation protein YpjB (SpoYpjB)
Seqid=NZ_CP011116.1;End=2532480;Strand=+	PF01379.22	0.14	11.7	171	267	Porphobilinogen deaminase, dipyromethane cofactor binding domain
Seqid=NZ_CP011116.1;Start=990228;Strand=-	PF08659.12	5.6e-11	42.8	6	170	KR domain
Seqid=NZ_CP011116.1;End=80228;Strand=+	PF13489.8	5.4e-14	52.4	20	183	Methyltransferase domain
Seqid=NZ_CP011116.1;Start=1727216;Strand=-	PF02655.16	2.4e-5	24.5	130	303	ATP-grasp domain
Seqid=NZ_CP011116.1;Start=2395641;Strand=-	PF05175.16	0.28	10.9	50	106	Methyltransferase small domain
Seqid=NZ_CP011116.1;Start=1727216;Strand=-	PF02786.19	2.5e-79	265.7	128	333	Carbamoyl-phosphate synthase L chain, ATP binding domain
Seqid=NZ_CP011116.1;End=171551;Strand=+	PF01503.19	0.1	13.2	39	90	Phosphoribosyl-ATP pyrophosphohydrolase
Seqid=NZ_CP011116.1;End=1272769;Strand=+	PF13419.8	1.8e-8	34.8	44	131	Haloacid dehalogenase-like hydrolase
Seqid=NZ_CP011116.1;Start=2005664;Strand=-	PF13728.8	0.027	14.4	5	78	F plasmid transfer operon protein
Seqid=NZ_CP011116.1;End=671540;Strand=+	PF16363.7	0.59	9.6	52	120	GDP-mannose 4,6 dehydratase
Seqid=NZ_CP011116.1;Start=1786744;Strand=-	PF00145.19	0.06	12.8	44	96	C-5 cytosine-specific DNA methylase
Seqid=NZ_CP011116.1;Start=1651933;Strand=-	PF02033.20	2.7e-34	117.9	5	108	Ribosome-binding factor A
Seqid=NZ_CP011116.1;End=502357;Strand=+	PF00376.25	8.5e-12	44.7	8	45	MerR family regulatory protein
Seqid=NZ_CP011116.1;End=694341;Strand=+	PF12838.9	2.7e-6	28	149	207	4Fe-4S dicluster domain
Seqid=NZ_CP011116.1;Start=1757987;Strand=-	PF01209.20	0.54	9.6	19	83	ubiE/COQ5 methyltransferase family
Seqid=NZ_CP011116.1;Start=1657112;Strand=-	PF07733.14	9e-15	55.1	1019	1093	Bacterial DNA polymerase III alpha NTPase domain
Seqid=NZ_CP011116.1;Start=245297;Strand=-	PF09587.12	0.069	12.7	96	203	Bacterial capsule synthesis protein PGA_cap
Seqid=NZ_CP011116.1;End=317527;Strand=+	PF13463.8	2.5e-6	28.1	35	99	Winged helix DNA-binding domain
Seqid=NZ_CP011116.1;End=1837216;Strand=+	PF13671.8	0.45	10.8	32	49	AAA domain
Seqid=NZ_CP011116.1;End=1606821;Strand=+	PF00578.23	3.3e-6	27.1	5	66	AhpC/TSA family
Seqid=NZ_CP011116.1;End=1883834;Strand=+	PF09953.11	1.3e-25	89.3	31	85	Uncharacterized protein conserved in bacteria (DUF2187)
Seqid=NZ_CP011116.1;Start=722255;Strand=-	PF09243.12	0.015	14.5	29	59	Mitochondrial small ribosomal subunit Rsm22
Seqid=NZ_CP011116.1;Start=1642646;Strand=-	PF00004.31	0.3	11.6	483	638	ATPase family associated with various cellular activities (AAA)
Seqid=NZ_CP011116.1;End=1986424;Strand=+	PF11256.10	1.3e-33	115.1	6	84	Protein of unknown function (DUF3055)
Seqid=NZ_CP011116.1;End=149698;Strand=+	PF02852.24	7.2e-13	48.9	335	435	Pyridine nucleotide-disulphide oxidoreductase, dimerisation domain
Seqid=NZ_CP011116.1;End=1423746;Strand=+	PF14282.8	0.27	11.4	55	102	FlxA-like protein
Seqid=NZ_CP011116.1;Start=1609440;Strand=-	PF12831.9	1.7e-4	21.1	21	230	FAD dependent oxidoreductase
Seqid=NZ_CP011116.1;End=1325810;Strand=+	PF05673.15	0.0084	15.3	123	167	Protein of unknown function (DUF815)
Seqid=NZ_CP011116.1;Start=1726427;Strand=-	PF02750.16	0.23	11	44	131	Synapsin, ATP binding domain
Seqid=NZ_CP011116.1;End=1344979;Strand=+	PF13175.8	0.0017	18	1	376	AAA ATPase domain
