Query	Hit	Evalue	Score	Start	Stop	Description
Seqid=NZ_CP025396.1;Start=2067866;Strand=-	PF17876.3	1.4e-28	99	157	231	Cold shock domain
Seqid=NZ_CP025396.1;Start=1540340;Strand=-	PF02403.24	0.018	15.3	242	303	Seryl-tRNA synthetase N-terminal domain
Seqid=NZ_CP025396.1;Start=537646;Strand=-	PF09335.13	2.1e-22	79.9	30	160	SNARE associated Golgi protein
Seqid=NZ_CP025396.1;End=1061425;Strand=+	PF01488.22	0.0034	17.6	136	220	Shikimate / quinate 5-dehydrogenase
Seqid=NZ_CP025396.1;Start=2033248;Strand=-	PF02872.20	4.2e-8	33.6	285	402	5'-nucleotidase, C-terminal domain
Seqid=NZ_CP025397.1;End=9171;Strand=+	PF13730.8	7.1e-4	19.5	163	187	Helix-turn-helix domain
Seqid=NZ_CP025396.1;Start=200362;Strand=-	PF00359.24	4.5e-5	23.5	554	652	Phosphoenolpyruvate-dependent sugar phosphotransferase system, EIIA 2
Seqid=NZ_CP025396.1;Start=2377476;Strand=-	PF12847.9	2.2e-8	34.3	70	182	Methyltransferase domain
Seqid=NZ_CP025396.1;End=1481914;Strand=+	PF11974.10	0.0034	17.5	3827	3858	Bacterial alpha-2-macroglobulin MG3 domain
Seqid=NZ_CP025396.1;Start=786595;Strand=-	PF09843.11	0.74	8.1	9	106	Predicted membrane protein (DUF2070)
Seqid=NZ_CP025396.1;End=778614;Strand=+	PF08860.12	0.02	15.3	24	72	Domain of unknown function (DUF1827)
Seqid=NZ_CP025396.1;Start=2445754;Strand=-	PF01170.20	0.03	14.1	68	186	Putative RNA methylase family UPF0020
Seqid=NZ_CP025396.1;Start=2040690;Strand=-	PF03841.15	0.0011	18.2	160	253	L-seryl-tRNA selenium transferase
Seqid=NZ_CP025396.1;End=822263;Strand=+	PF06664.14	0.059	12.7	3	77	Wnt-binding factor required for Wnt secretion
Seqid=NZ_CP025396.1;Start=2086080;Strand=-	PF03215.17	0.21	11.6	9	47	Rad17 P-loop domain
Seqid=NZ_CP025396.1;End=1984323;Strand=+	PF07481.13	0.21	11.7	82	133	Domain of Unknown Function (DUF1521)
Seqid=NZ_CP025396.1;End=1335370;Strand=+	PF16675.7	0.31	11.5	239	298	KIX-binding domain of forkhead box O, CR2
Seqid=NZ_CP025396.1;Start=258849;Strand=-	PF13401.8	4.4e-6	27.1	57	217	AAA domain
Seqid=NZ_CP025396.1;End=1340143;Strand=+	PF03602.17	0.025	14.3	199	269	Conserved hypothetical protein 95
Seqid=NZ_CP025396.1;End=792202;Strand=+	PF00831.25	4e-24	84.4	12	68	Ribosomal L29 protein
Seqid=NZ_CP025396.1;End=930477;Strand=+	PF19779.1	0.28	11.4	7	75	Family of unknown function (DUF6264)
Seqid=NZ_CP025396.1;End=868706;Strand=+	PF01878.20	0.0023	18	45	131	EVE domain
Seqid=NZ_CP025396.1;Start=2034593;Strand=-	PF17332.4	0.0032	17.9	92	133	Family of unknown function (DUF5592)
Seqid=NZ_CP025396.1;Start=2186881;Strand=-	PF04167.15	4.8e-15	55.6	61	129	Protein of unknown function (DUF402)
Seqid=NZ_CP025396.1;End=802582;Strand=+	PF00931.24	0.19	11	36	57	NB-ARC domain
Seqid=NZ_CP025396.1;End=780022;Strand=+	PF06305.13	0.15	12	216	240	Lipopolysaccharide assembly protein A domain
Seqid=NZ_CP025396.1;Start=2585497;Strand=-	PF19776.1	0.11	12.9	16	49	Family of unknown function (DUF6262)
Seqid=NZ_CP025396.1;Start=2425704;Strand=-	PF15345.8	0.0057	16.6	7	118	Transmembrane protein 51
Seqid=NZ_CP025396.1;End=914356;Strand=+	PF08671.12	0.31	11	43	60	Anti-repressor SinI
Seqid=NZ_CP025396.1;Start=2587002;Strand=-	PF01978.21	0.007	16.3	129	166	Sugar-specific transcriptional regulator TrmB
Seqid=NZ_CP025396.1;Start=1420734;Strand=-	PF14697.8	0.18	12.1	26	42	4Fe-4S dicluster domain
Seqid=NZ_CP025396.1;End=2506461;Strand=+	PF17450.4	0.3	11.4	96	150	Alpha galactosidase A C-terminal beta sandwich domain
Seqid=NZ_CP025396.1;Start=613671;Strand=-	PF00083.26	2.8e-9	36.5	17	126	Sugar (and other) transporter
Seqid=NZ_CP025396.1;Start=1181158;Strand=-	PF19703.1	0.073	13.2	95	167	Family of unknown function (DUF6201)
Seqid=NZ_CP025396.1;End=224026;Strand=+	PF00816.23	0.8	10.7	25	81	H-NS histone family
Seqid=NZ_CP025396.1;Start=2199494;Strand=-	PF13479.8	0.18	11.6	44	61	AAA domain
Seqid=NZ_CP025396.1;End=469039;Strand=+	PF01134.24	3.5e-5	23.2	5	36	Glucose inhibited division protein A
Seqid=NZ_CP025396.1;End=1944323;Strand=+	PF04101.18	1.8e-8	34.7	225	349	Glycosyltransferase family 28 C-terminal domain
Seqid=NZ_CP025396.1;End=2506461;Strand=+	PF13565.8	0.012	16.3	25	50	Homeodomain-like domain
Seqid=NZ_CP025396.1;End=512355;Strand=+	PF01019.23	9.5e-79	265.6	82	533	Gamma-glutamyltranspeptidase
Seqid=NZ_CP025396.1;Start=1649467;Strand=-	PF13591.8	0.0061	16.4	18	69	MerR HTH family regulatory protein
Seqid=NZ_CP025396.1;End=1209163;Strand=+	PF00398.22	3e-4	20.1	111	172	Ribosomal RNA adenine dimethylase
Seqid=NZ_CP025396.1;End=637289;Strand=+	PF18267.3	8e-17	61	325	391	Rubredoxin NAD+ reductase C-terminal domain
Seqid=NZ_CP025396.1;End=2010259;Strand=+	PF03699.15	0.13	10.5	34	115	Uncharacterised protein family (UPF0182)
Seqid=NZ_CP025396.1;End=437602;Strand=+	PF03031.20	0.018	14.9	78	217	NLI interacting factor-like phosphatase
Seqid=NZ_CP025396.1;Start=2119697;Strand=-	PF07544.15	0.21	11.8	25	70	RNA polymerase II transcription mediator complex subunit 9
Seqid=NZ_CP025396.1;Start=2142224;Strand=-	PF03193.18	0.72	9.8	11	61	RsgA GTPase
Seqid=NZ_CP025396.1;End=1093633;Strand=+	PF13671.8	0.23	11.7	41	63	AAA domain
Seqid=NZ_CP025396.1;Start=1760324;Strand=-	PF13394.8	2.4e-6	27.7	126	229	4Fe-4S single cluster domain
Seqid=NZ_CP025396.1;End=1372670;Strand=+	PF02492.21	0.0094	15.6	132	163	CobW/HypB/UreG, nucleotide-binding domain
Seqid=NZ_CP025396.1;Start=1756477;Strand=-	PF03193.18	4e-55	186.3	59	223	RsgA GTPase
Seqid=NZ_CP025396.1;End=1848625;Strand=+	PF17259.4	7.1e-9	35.5	11	64	Family of unknown function (DUF5325)
Seqid=NZ_CP025396.1;End=362522;Strand=+	PF13463.8	2.5e-6	28.1	35	99	Winged helix DNA-binding domain
Seqid=NZ_CP025396.1;Start=2418409;Strand=-	PF00291.27	2e-71	240.9	9	294	Pyridoxal-phosphate dependent enzyme
Seqid=NZ_CP025396.1;End=1883522;Strand=+	PF13479.8	0.2	11.4	29	53	AAA domain
Seqid=NZ_CP025396.1;Start=1979313;Strand=-	PF01757.24	6.4e-29	101.2	19	350	Acyltransferase family
Seqid=NZ_CP025396.1;Start=2043466;Strand=-	PF00005.29	9.6e-22	78.1	20	172	ABC transporter
Seqid=NZ_CP025396.1;Start=2560101;Strand=-	PF13384.8	0.042	13.8	130	155	Homeodomain-like domain
Seqid=NZ_CP025396.1;Start=1542258;Strand=-	PF01884.19	0.034	13.7	199	242	PcrB family
Seqid=NZ_CP025396.1;Start=1703410;Strand=-	PF14480.8	2.7e-13	49.8	8	79	DNA polymerase III polC-type N-terminus I
Seqid=NZ_CP025396.1;End=668997;Strand=+	PF01266.26	0.018	14.7	8	42	FAD dependent oxidoreductase
Seqid=NZ_CP025396.1;Start=1613511;Strand=-	PF16822.7	0.0023	17.7	128	200	SGNH hydrolase-like domain, acetyltransferase AlgX
Seqid=NZ_CP025396.1;Start=1716507;Strand=-	PF01590.28	0.21	12.3	112	154	GAF domain
Seqid=NZ_CP025396.1;End=1333037;Strand=+	PF08477.15	0.83	10	24	143	Ras of Complex, Roc, domain of DAPkinase
Seqid=NZ_CP025396.1;End=1506724;Strand=+	PF04604.15	0.12	12.4	47	66	Type-A lantibiotic
Seqid=NZ_CP025396.1;End=1258652;Strand=+	PF01578.22	2.2e-22	80	67	266	Cytochrome C assembly protein
Seqid=NZ_CP025396.1;End=413817;Strand=+	PF05199.15	2.2e-35	122.4	392	530	GMC oxidoreductase
Seqid=NZ_CP025396.1;End=793810;Strand=+	PF00673.23	2.2e-41	140	90	183	ribosomal L5P family C-terminus
Seqid=NZ_CP025396.1;Start=1794875;Strand=-	PF13460.8	0.052	13.5	84	124	NAD(P)H-binding
Seqid=NZ_CP025396.1;End=2504145;Strand=+	PF04561.16	0.42	10.3	44	73	RNA polymerase Rpb2, domain 2
Seqid=NZ_CP025396.1;Start=1768563;Strand=-	PF03215.17	0.029	14.4	3	67	Rad17 P-loop domain
Seqid=NZ_CP025396.1;Start=1941248;Strand=-	PF01225.27	2.2e-7	31.2	23	78	Mur ligase family, catalytic domain
Seqid=NZ_CP025396.1;Start=2393089;Strand=-	PF01078.23	0.067	12.7	199	244	Magnesium chelatase, subunit ChlI
Seqid=NZ_CP025396.1;End=495766;Strand=+	PF04172.18	3.7e-68	229.4	13	224	LrgB-like family
Seqid=NZ_CP025396.1;End=1348516;Strand=+	PF04548.18	2.5e-6	27.1	11	113	AIG1 family
Seqid=NZ_CP025396.1;End=1481914;Strand=+	PF11974.10	0.038	14.1	3377	3408	Bacterial alpha-2-macroglobulin MG3 domain
Seqid=NZ_CP025396.1;Start=2213794;Strand=-	PF07662.15	9.5e-51	172.6	193	406	Na+ dependent nucleoside transporter C-terminus
Seqid=NZ_CP025396.1;End=753203;Strand=+	PF12833.9	2e-13	50.5	171	250	Helix-turn-helix domain
Seqid=NZ_CP025396.1;End=154719;Strand=+	PF13730.8	0.019	15	14	63	Helix-turn-helix domain
Seqid=NZ_CP025396.1;Start=696556;Strand=-	PF13273.8	0.07	13.5	137	213	Protein of unknown function (DUF4064)
Seqid=NZ_CP025396.1;Start=2099832;Strand=-	PF05257.18	6.5e-14	52.4	180	263	CHAP domain
Seqid=NZ_CP025396.1;End=90906;Strand=+	PF07508.15	0.061	13.8	25	62	Recombinase
Seqid=NZ_CP025396.1;End=715416;Strand=+	PF08659.12	4.3e-8	33.4	51	213	KR domain
Seqid=NZ_CP025396.1;Start=2249463;Strand=-	PF05057.16	0.036	13.7	34	112	Putative serine esterase (DUF676)
Seqid=NZ_CP025396.1;End=146817;Strand=+	PF13604.8	0.13	12.1	31	59	AAA domain
Seqid=NZ_CP025396.1;End=2012854;Strand=+	PF03334.16	2.3e-22	79.1	15	96	Na+/H+ antiporter subunit
Seqid=NZ_CP025396.1;Start=1567514;Strand=-	PF01643.19	1.9e-7	30.7	43	155	Acyl-ACP thioesterase
Seqid=NZ_CP025396.1;End=2132535;Strand=+	PF12704.9	0.061	13.7	232	334	MacB-like periplasmic core domain
Seqid=NZ_CP025396.1;Start=1032225;Strand=-	PF01256.19	0.13	11.8	234	284	Carbohydrate kinase
Seqid=NZ_CP025396.1;End=1416432;Strand=+	PF01280.22	0.6	10.2	100	136	Ribosomal protein L19e
Seqid=NZ_CP025396.1;Start=534440;Strand=-	PF04159.15	0.17	12	1	60	NB glycoprotein
Seqid=NZ_CP025396.1;End=424491;Strand=+	PF12802.9	0.3	11.3	17	40	MarR family
Seqid=NZ_CP025396.1;End=190878;Strand=+	PF13434.8	0.0022	17.3	131	203	L-lysine 6-monooxygenase (NADPH-requiring)
Seqid=NZ_CP025396.1;End=251062;Strand=+	PF01380.24	3.6e-18	65.7	115	239	SIS domain
Seqid=NZ_CP025396.1;End=1386158;Strand=+	PF02655.16	5.8e-6	26.5	145	294	ATP-grasp domain
Seqid=NZ_CP025396.1;End=2480843;Strand=+	PF13576.8	1.3e-4	22.2	104	151	Pentapeptide repeats (9 copies)
Seqid=NZ_CP025396.1;End=1177248;Strand=+	PF13560.8	0.12	12.8	7	32	Helix-turn-helix domain
Seqid=NZ_CP025396.1;Start=2462440;Strand=-	PF10438.11	0.11	12.8	481	520	Cyclo-malto-dextrinase C-terminal domain
Seqid=NZ_CP025396.1;End=195880;Strand=+	PF01262.23	0.027	13.9	180	266	Alanine dehydrogenase/PNT, C-terminal domain
Seqid=NZ_CP025396.1;Start=1601692;Strand=-	PF12263.10	0.058	13.4	13	81	Protein of unknown function (DUF3611)
Seqid=NZ_CP025396.1;End=1447254;Strand=+	PF08761.13	2.9e-5	24.4	4	95	dUTPase
Seqid=NZ_CP025396.1;End=1485314;Strand=+	PF19077.2	0.24	12	430	491	Bacterial Ig-like domain
Seqid=NZ_CP025396.1;End=1481914;Strand=+	PF17936.3	0.011	16	2201	2255	Bacterial Ig domain
Seqid=NZ_CP025396.1;Start=233075;Strand=-	PF05478.13	0.025	12.7	3	45	Prominin
Seqid=NZ_CP025396.1;Start=1919672;Strand=-	PF00561.22	3.8e-11	43.2	16	123	alpha/beta hydrolase fold
Seqid=NZ_CP025396.1;End=882097;Strand=+	PF13673.9	0.0014	18.7	186	275	Acetyltransferase (GNAT) domain
Seqid=NZ_CP025396.1;End=556262;Strand=+	PF14815.8	5.7e-11	42.4	13	123	NUDIX domain
Seqid=NZ_CP025396.1;Start=2527042;Strand=-	PF12831.9	4.4e-4	19.8	207	245	FAD dependent oxidoreductase
Seqid=NZ_CP025396.1;End=564286;Strand=+	PF13831.8	0.05	13.2	11	23	PHD-finger
Seqid=NZ_CP025396.1;Start=2440052;Strand=-	PF05175.16	0.28	10.9	50	106	Methyltransferase small domain
Seqid=NZ_CP025396.1;Start=40163;Strand=-	PF07670.16	3.3e-4	21	93	190	Nucleoside recognition
Seqid=NZ_CP025396.1;End=168846;Strand=+	PF03606.17	2.4e-102	342.9	14	459	C4-dicarboxylate anaerobic carrier
Seqid=NZ_CP025396.1;Start=2592140;Strand=-	PF00825.20	1.6e-30	105.5	4	108	Ribonuclease P
Seqid=NZ_CP025396.1;Start=2388509;Strand=-	PF19269.1	8.7e-30	104.1	342	486	Anticodon binding domain
Seqid=NZ_CP025396.1;Start=1638247;Strand=-	PF09494.12	0.1	12.6	34	65	Slx4 endonuclease
Seqid=NZ_CP025396.1;End=844237;Strand=+	PF02562.18	0.082	12.5	92	140	PhoH-like protein
Seqid=NZ_CP025396.1;Start=2037775;Strand=-	PF16883.7	5.9e-4	20.1	25	222	Domain of unknown function (DUF5080)
Seqid=NZ_CP025396.1;Start=649511;Strand=-	PF01978.21	0.08	12.9	31	88	Sugar-specific transcriptional regulator TrmB
Seqid=NZ_CP025396.1;Start=1660786;Strand=-	PF08676.13	1e-46	158.3	490	633	MutL C terminal dimerisation domain
Seqid=NZ_CP025396.1;Start=2585999;Strand=-	PF14898.8	0.62	10.6	47	129	Domain of unknown function (DUF4491)
Seqid=NZ_CP025396.1;End=364720;Strand=+	PF07172.13	0.64	10.8	183	214	Glycine rich protein family
Seqid=NZ_CP025396.1;Start=2387425;Strand=-	PF06426.16	0.054	13.9	2	35	Serine acetyltransferase, N-terminal
Seqid=NZ_CP025396.1;End=1301160;Strand=+	PF13176.8	1	9.7	204	236	Tetratricopeptide repeat
Seqid=NZ_CP025396.1;End=2082528;Strand=+	PF01073.21	0.038	13.1	5	97	3-beta hydroxysteroid dehydrogenase/isomerase family
Seqid=NZ_CP025396.1;End=1303600;Strand=+	PF01078.23	0.11	11.9	346	386	Magnesium chelatase, subunit ChlI
Seqid=NZ_CP025396.1;End=582882;Strand=+	PF12832.9	0.0027	16.7	163	365	MFS_1 like family
Seqid=NZ_CP025396.1;Start=1420734;Strand=-	PF13370.8	6.1e-22	78	26	87	4Fe-4S single cluster domain of Ferredoxin I
Seqid=NZ_CP025396.1;Start=2587887;Strand=-	PF13649.8	5.1e-5	24	74	147	Methyltransferase domain
Seqid=NZ_CP025396.1;End=1396774;Strand=+	PF13375.8	0.098	12.7	13	58	RnfC Barrel sandwich hybrid domain
Seqid=NZ_CP025396.1;Start=2140431;Strand=-	PF00271.33	5.7e-4	20.3	53	107	Helicase conserved C-terminal domain
Seqid=NZ_CP025396.1;Start=1544195;Strand=-	PF00697.24	1.7e-38	132.4	4	202	N-(5'phosphoribosyl)anthranilate (PRA) isomerase
Seqid=NZ_CP025396.1;End=1319628;Strand=+	PF08282.14	0.15	11.8	98	122	haloacid dehalogenase-like hydrolase
Seqid=NZ_CP025396.1;Start=1970822;Strand=-	PF03458.15	0.34	10.9	157	195	Glycine transporter
Seqid=NZ_CP025396.1;Start=258230;Strand=-	PF00158.28	0.14	12	14	50	Sigma-54 interaction domain
Seqid=NZ_CP025396.1;End=2228538;Strand=+	PF03308.18	0.028	13.5	40	93	Methylmalonyl Co-A mutase-associated GTPase MeaB
Seqid=NZ_CP025396.1;End=2010259;Strand=+	PF19982.1	0.3	11.3	21	61	Family of unknown function (DUF6418)
Seqid=NZ_CP025396.1;Start=732001;Strand=-	PF01022.22	0.028	14.4	11	51	Bacterial regulatory protein, arsR family
Seqid=NZ_CP025396.1;Start=2527042;Strand=-	PF13738.8	3.3e-19	69.4	255	476	Pyridine nucleotide-disulphide oxidoreductase
Seqid=NZ_CP025396.1;End=1497462;Strand=+	PF02743.20	0.12	12	15	78	Cache domain
Seqid=NZ_CP025396.1;End=1039171;Strand=+	PF00072.26	2.4e-26	92.2	8	119	Response regulator receiver domain
Seqid=NZ_CP025396.1;Start=2391501;Strand=-	PF00493.25	0.076	12.2	89	125	MCM P-loop domain
Seqid=NZ_CP025396.1;Start=2050863;Strand=-	PF12314.10	0.12	12.8	56	85	Inner membrane complex protein
Seqid=NZ_CP025396.1;Start=2067866;Strand=-	PF08206.13	3.8e-10	39.4	152	203	Ribonuclease B OB domain
Seqid=NZ_CP025396.1;End=992743;Strand=+	PF16299.7	0.014	14.7	142	207	Domain of unknown function (DUF4941)
Seqid=NZ_CP025396.1;Start=960742;Strand=-	PF03357.23	0.017	14.8	576	644	Snf7
Seqid=NZ_CP025396.1;Start=567833;Strand=-	PF03806.15	5.4e-206	684.8	14	510	AbgT putative transporter family
Seqid=NZ_CP025396.1;End=2272302;Strand=+	PF13479.8	0.22	11.3	33	52	AAA domain
Seqid=NZ_CP025396.1;End=1057203;Strand=+	PF01293.22	0.09	11.5	342	445	Phosphoenolpyruvate carboxykinase
Seqid=NZ_CP025396.1;End=938103;Strand=+	PF14635.8	1.2e-6	28.9	452	544	Helix-hairpin-helix motif
Seqid=NZ_CP025396.1;Start=2286942;Strand=-	PF00702.28	0.11	12.9	56	159	haloacid dehalogenase-like hydrolase
Seqid=NZ_CP025396.1;End=963564;Strand=+	PF08220.14	0.0031	17.3	34	66	DeoR-like helix-turn-helix domain
Seqid=NZ_CP025396.1;Start=2088198;Strand=-	PF07719.19	0.0015	18.6	18	48	Tetratricopeptide repeat
Seqid=NZ_CP025396.1;End=769793;Strand=+	PF06463.15	1.1e-36	125.7	189	317	Molybdenum Cofactor Synthesis C
Seqid=NZ_CP025396.1;Start=2366222;Strand=-	PF03144.27	1.8e-14	54	323	390	Elongation factor Tu domain 2
Seqid=NZ_CP025396.1;Start=2487221;Strand=-	PF10057.11	4.4e-38	129.9	5	113	Na+-translocating membrane potential-generating system (MpsC)
Seqid=NZ_CP025396.1;End=2402008;Strand=+	PF12443.10	0.57	11	341	404	AT-hook-containing transcription factor
Seqid=NZ_CP025396.1;Start=60488;Strand=-	PF07618.13	0.18	11.5	34	53	Protein of unknown function (DUF1580)
Seqid=NZ_CP025396.1;End=2289756;Strand=+	PF01266.26	0.073	12.7	203	261	FAD dependent oxidoreductase
Seqid=NZ_CP025396.1;End=2021609;Strand=+	PF13450.8	8e-4	19.7	145	177	NAD(P)-binding Rossmann-like domain
Seqid=NZ_CP025396.1;Start=1405355;Strand=-	PF06445.17	0.047	14.1	209	283	GyrI-like small molecule binding domain
Seqid=NZ_CP025396.1;Start=381737;Strand=-	PF00245.22	8.9e-110	367.6	57	478	Alkaline phosphatase
Seqid=NZ_CP025396.1;Start=2174561;Strand=-	PF13479.8	0.02	14.7	355	397	AAA domain
Seqid=NZ_CP025396.1;Start=297678;Strand=-	PF03708.16	0.13	11.6	13	43	Avian retrovirus envelope protein, gp85
Seqid=NZ_CP025396.1;Start=1576354;Strand=-	PF14582.8	0.04	13.3	13	55	Metallophosphoesterase, calcineurin superfamily
Seqid=NZ_CP025396.1;Start=1893051;Strand=-	PF19142.2	0.13	12.2	30	76	Family of unknown function (DUF5825)
Seqid=NZ_CP025396.1;End=2118279;Strand=+	PF04229.16	2.6e-19	70	72	228	GrpB protein
Seqid=NZ_CP025396.1;Start=1130307;Strand=-	PF13847.8	9.3e-11	41.8	20	139	Methyltransferase domain
Seqid=NZ_CP025396.1;Start=1839927;Strand=-	PF16576.7	0.14	11.4	1113	1150	Barrel-sandwich domain of CusB or HlyD membrane-fusion
Seqid=NZ_CP025396.1;Start=1884374;Strand=-	PF02222.24	1.1e-5	25.2	118	199	ATP-grasp domain
Seqid=NZ_CP025396.1;Start=1381543;Strand=-	PF19744.1	0.14	12.6	6	65	Family of unknown function (DUF6232)
Seqid=NZ_CP025396.1;Start=80179;Strand=-	PF01609.23	9.7e-21	74.5	49	195	Transposase DDE domain
Seqid=NZ_CP025396.1;Start=2163677;Strand=-	PF08220.14	5.1e-18	64.7	6	61	DeoR-like helix-turn-helix domain
Seqid=NZ_CP025396.1;End=436670;Strand=+	PF19131.2	0.0033	17.2	4	42	Family of unknown function (DUF5814)
Seqid=NZ_CP025396.1;End=37883;Strand=+	PF00176.25	5e-19	68.4	154	369	SNF2-related domain
Seqid=NZ_CP025396.1;Start=346738;Strand=-	PF14851.8	0.011	15.6	11	94	FAM176 family
Seqid=NZ_CP025396.1;Start=2139278;Strand=-	PF13175.8	0.028	14	23	213	AAA ATPase domain
Seqid=NZ_CP025396.1;Start=2154931;Strand=-	PF13575.8	0.17	11.2	91	128	Domain of unknown function (DUF4135)
Seqid=NZ_CP025396.1;End=1372670;Strand=+	PF05673.15	0.0084	15.3	123	167	Protein of unknown function (DUF815)
Seqid=NZ_CP025396.1;Start=1707987;Strand=-	PF00587.27	3.1e-56	190.3	96	456	tRNA synthetase class II core domain (G, H, P, S and T)
Seqid=NZ_CP025396.1;End=503532;Strand=+	PF18743.3	0.1	12.2	14	61	REase_AHJR-like
Seqid=NZ_CP025396.1;Start=2310609;Strand=-	PF00768.22	2.6e-4	20.6	544	722	D-alanyl-D-alanine carboxypeptidase
Seqid=NZ_CP025396.1;Start=1787605;Strand=-	PF01921.20	0.0063	15.5	578	655	tRNA synthetases class I (K)
Seqid=NZ_CP025396.1;End=1122076;Strand=+	PF13738.8	0.48	9.7	349	420	Pyridine nucleotide-disulphide oxidoreductase
Seqid=NZ_CP025396.1;End=185988;Strand=+	PF02852.24	7.2e-13	48.9	335	435	Pyridine nucleotide-disulphide oxidoreductase, dimerisation domain
Seqid=NZ_CP025396.1;Start=2457632;Strand=-	PF14520.8	0.0082	16.8	12	28	Helix-hairpin-helix domain
Seqid=NZ_CP025396.1;Start=2140431;Strand=-	PF00270.31	3e-20	72.8	16	178	DEAD/DEAH box helicase
Seqid=NZ_CP025396.1;End=1774784;Strand=+	PF15414.8	0.17	10.8	6	40	Protein of unknown function (DUF4621)
Seqid=NZ_CP025396.1;End=2402008;Strand=+	PF14502.8	0.41	10.2	27	60	Helix-turn-helix domain
Seqid=NZ_CP025396.1;End=1372670;Strand=+	PF00005.29	0.073	13.7	130	149	ABC transporter
Seqid=NZ_CP025396.1;End=1311487;Strand=+	PF13521.8	0.036	14.4	8	76	AAA domain
Seqid=NZ_CP025396.1;End=78088;Strand=+	PF08282.14	8.5e-4	19.2	560	614	haloacid dehalogenase-like hydrolase
Seqid=NZ_CP025396.1;Start=1637428;Strand=-	PF13725.8	0.62	9.8	161	207	Possible tRNA binding domain
Seqid=NZ_CP025396.1;End=1282846;Strand=+	PF07549.16	3.2e-4	20.2	476	499	SecD/SecF GG Motif
