Query	Hit	Evalue	Score	Start	Stop	Description
Seqid=NZ_CP013911.1;End=929459;Strand=+	PF02421.20	2.8e-5	23.8	231	352	Ferrous iron transport protein B
Seqid=NZ_CP013911.1;End=18107;Strand=+	PF17032.7	0.062	14.2	2	21	zinc-ribbon family
Seqid=NZ_CP013911.1;End=945298;Strand=+	PF01066.23	1e-16	61.5	2	82	CDP-alcohol phosphatidyltransferase
Seqid=NZ_CP013911.1;End=151167;Strand=+	PF07992.16	3.3e-28	98.9	154	470	Pyridine nucleotide-disulphide oxidoreductase
Seqid=NZ_CP013911.1;Start=2020864;Strand=-	PF08840.13	0.011	15.9	106	268	BAAT / Acyl-CoA thioester hydrolase C terminal
Seqid=NZ_CP013911.1;End=903189;Strand=+	PF08702.12	0.45	10.8	243	324	Fibrinogen alpha/beta chain family
Seqid=NZ_CP013911.1;Start=2136004;Strand=-	PF01580.20	0.25	10.8	4	21	FtsK/SpoIIIE family
Seqid=NZ_CP013911.1;Start=2440858;Strand=-	PF13401.8	1e-5	25.9	35	193	AAA domain
Seqid=NZ_CP013911.1;End=2031308;Strand=+	PF02826.21	2.6e-4	20.5	4	61	D-isomer specific 2-hydroxyacid dehydrogenase, NAD binding domain
Seqid=NZ_CP013911.1;Start=1415525;Strand=-	PF05478.13	0.15	10.2	48	110	Prominin
Seqid=NZ_CP013911.1;End=1016291;Strand=+	PF03061.24	1.6e-18	66.8	27	111	Thioesterase superfamily
Seqid=NZ_CP013911.1;End=303102;Strand=+	PF07690.18	3.9e-33	114.9	69	362	Major Facilitator Superfamily
Seqid=NZ_CP013911.1;Start=1940694;Strand=-	PF13304.8	0.033	14	31	50	AAA domain, putative AbiEii toxin, Type IV TA system
Seqid=NZ_CP013911.1;Start=2369527;Strand=-	PF03551.16	2.2e-21	75.7	16	88	Transcriptional regulator PadR-like family
Seqid=NZ_CP013911.1;Start=1920135;Strand=-	PF08281.14	0.0052	16.5	161	203	Sigma-70, region 4
Seqid=NZ_CP013912.1;End=6683;Strand=+	PF08279.14	8.3e-6	25.7	151	186	HTH domain
Seqid=NZ_CP013911.1;Start=1048929;Strand=-	PF09972.11	0.2	10.5	64	102	Predicted membrane protein (DUF2207)
Seqid=NZ_CP013911.1;Start=2166271;Strand=-	PF03606.17	9.1e-6	24.5	67	452	C4-dicarboxylate anaerobic carrier
Seqid=NZ_CP013911.1;End=582575;Strand=+	PF13191.8	0.061	13.8	40	74	AAA ATPase domain
Seqid=NZ_CP013911.1;End=1126490;Strand=+	PF00912.24	9.1e-62	207.8	80	255	Transglycosylase
Seqid=NZ_CP013911.1;End=2385766;Strand=+	PF03721.16	0.21	11.2	4	35	UDP-glucose/GDP-mannose dehydrogenase family, NAD binding domain
Seqid=NZ_CP013911.1;End=676772;Strand=+	PF20143.1	3.8e-12	46.1	123	249	ATP-NAD kinase C-terminal domain
Seqid=NZ_CP013911.1;End=246003;Strand=+	PF10385.11	3.7e-25	88.1	546	613	RNA polymerase beta subunit external 1 domain
Seqid=NZ_CP013911.1;End=167176;Strand=+	PF00266.21	2.6e-5	23.4	79	215	Aminotransferase class-V
Seqid=NZ_CP013911.1;End=450971;Strand=+	PF03193.18	0.067	13.2	14	52	RsgA GTPase
Seqid=NZ_CP013911.1;Start=1641633;Strand=-	PF16509.7	0.016	15.5	204	248	TrfB plasmid transcriptional repressor
Seqid=NZ_CP013911.1;End=1113205;Strand=+	PF01259.20	0.075	12.7	4	71	SAICAR synthetase
Seqid=NZ_CP013911.1;Start=2173717;Strand=-	PF00258.27	4.7e-31	108	99	230	Flavodoxin
Seqid=NZ_CP013911.1;Start=1977682;Strand=-	PF02900.20	3.8e-4	19.7	287	374	Catalytic LigB subunit of aromatic ring-opening dioxygenase
Seqid=NZ_CP013911.1;End=642110;Strand=+	PF09560.12	0.039	14.1	26	56	Sporulation protein YunB (Spo_YunB)
Seqid=NZ_CP013911.1;Start=2008416;Strand=-	PF09144.12	0.28	11.4	846	891	Yersinia pseudo-tuberculosis mitogen
Seqid=NZ_CP013911.1;Start=1685878;Strand=-	PF08765.13	0.055	13.6	322	378	Mor transcription activator family
Seqid=NZ_CP013911.1;Start=1641633;Strand=-	PF08281.14	3.1e-5	23.7	197	242	Sigma-70, region 4
Seqid=NZ_CP013911.1;Start=1315356;Strand=-	PF03215.17	0.021	14.9	38	88	Rad17 P-loop domain
Seqid=NZ_CP013911.1;Start=1941422;Strand=-	PF01313.21	0.045	13.8	32	63	Bacterial export proteins, family 3
Seqid=NZ_CP013911.1;End=759367;Strand=+	PF03807.19	0.015	16	6	59	NADP oxidoreductase coenzyme F420-dependent
Seqid=NZ_CP013911.1;End=1073999;Strand=+	PF05816.13	1.2e-118	396.1	55	384	Toxic anion resistance protein (TelA)
Seqid=NZ_CP013911.1;Start=744693;Strand=-	PF13238.8	0.049	14.3	281	331	AAA domain
Seqid=NZ_CP013911.1;Start=1997078;Strand=-	PF01370.23	1.2e-4	21.8	18	117	NAD dependent epimerase/dehydratase family
Seqid=NZ_CP013911.1;Start=2381526;Strand=-	PF01043.22	0.18	12.5	91	150	SecA preprotein cross-linking domain
Seqid=NZ_CP013911.1;End=788289;Strand=+	PF01597.21	0.14	12.1	1082	1131	Glycine cleavage H-protein
Seqid=NZ_CP013911.1;End=82984;Strand=+	PF00004.31	0.23	12	36	57	ATPase family associated with various cellular activities (AAA)
Seqid=NZ_CP013911.1;Start=1522670;Strand=-	PF10249.11	0.22	12.1	34	92	NADH-ubiquinone oxidoreductase subunit 10
Seqid=NZ_CP013911.1;End=507678;Strand=+	PF15335.8	0.0086	16.6	1	43	Caspase activity and apoptosis inhibitor 1
Seqid=NZ_CP013911.1;End=982107;Strand=+	PF07332.13	0.18	11.9	12	73	Putative Actinobacterial Holin-X, holin superfamily III
Seqid=NZ_CP013911.1;Start=2136004;Strand=-	PF00910.24	0.047	14.2	5	26	RNA helicase
Seqid=NZ_CP013911.1;End=242245;Strand=+	PF03602.17	6.1e-5	22.8	94	190	Conserved hypothetical protein 95
Seqid=NZ_CP013911.1;End=378618;Strand=+	PF01583.22	0.045	13.8	74	119	Adenylylsulphate kinase
Seqid=NZ_CP013911.1;Start=2005132;Strand=-	PF16363.7	0.022	14.3	10	81	GDP-mannose 4,6 dehydratase
Seqid=NZ_CP013911.1;End=415584;Strand=+	PF13479.8	0.02	14.7	355	397	AAA domain
Seqid=NZ_CP013911.1;End=417323;Strand=+	PF03205.16	9e-4	19.2	14	54	Molybdopterin guanine dinucleotide synthesis protein B
Seqid=NZ_CP013911.1;Start=608642;Strand=-	PF00070.29	3.9e-11	43.4	143	210	Pyridine nucleotide-disulphide oxidoreductase
Seqid=NZ_CP013911.1;Start=1689057;Strand=-	PF01638.19	2.3e-16	59.5	16	106	HxlR-like helix-turn-helix
Seqid=NZ_CP013911.1;Start=37320;Strand=-	PF13304.8	0.29	11	33	59	AAA domain, putative AbiEii toxin, Type IV TA system
Seqid=NZ_CP013911.1;Start=1230773;Strand=-	PF04766.14	0.02	14.4	19	91	Nucleopolyhedrovirus p26 protein
Seqid=NZ_CP013911.1;End=417323;Strand=+	PF07683.16	3.1e-13	49.6	221	305	Cobalamin synthesis protein cobW C-terminal domain
Seqid=NZ_CP013911.1;End=788289;Strand=+	PF14397.8	0.031	13.6	116	194	Sugar-transfer associated ATP-grasp
Seqid=NZ_CP013911.1;Start=1128412;Strand=-	PF00152.22	3e-83	279.6	118	431	tRNA synthetases class II (D, K and N)
Seqid=NZ_CP013911.1;Start=1134712;Strand=-	PF00070.29	0.76	10.4	13	42	Pyridine nucleotide-disulphide oxidoreductase
Seqid=NZ_CP013911.1;Start=22251;Strand=-	PF02463.21	2.7e-5	23.8	82	254	RecF/RecN/SMC N terminal domain
Seqid=NZ_CP013911.1;End=171451;Strand=+	PF13679.8	0.01	15.9	39	161	Methyltransferase domain
Seqid=NZ_CP013911.1;Start=1491400;Strand=-	PF00149.30	2.7e-12	47.7	3	199	Calcineurin-like phosphoesterase
Seqid=NZ_CP013911.1;Start=1317491;Strand=-	PF09269.13	1.8e-24	85.6	363	431	Domain of unknown function (DUF1967)
Seqid=NZ_CP013911.1;End=301252;Strand=+	PF03769.17	0.25	11.7	64	110	Attacin, C-terminal region
Seqid=NZ_CP013911.1;Start=1275074;Strand=-	PF14126.8	0.054	13.9	139	210	Domain of unknown function (DUF4293)
Seqid=NZ_CP013911.1;Start=979155;Strand=-	PF06838.13	0.027	13.1	22	85	Methionine gamma-lyase
Seqid=NZ_CP013911.1;Start=1652658;Strand=-	PF02222.24	9.2e-8	32	168	312	ATP-grasp domain
Seqid=NZ_CP013911.1;End=303102;Strand=+	PF00083.26	1.2e-27	97	27	225	Sugar (and other) transporter
Seqid=NZ_CP013911.1;Start=1151088;Strand=-	PF13189.8	5.4e-11	43.1	6	178	Cytidylate kinase-like family
Seqid=NZ_CP013911.1;End=2480045;Strand=+	PF02602.17	0.01	15.3	28	54	Uroporphyrinogen-III synthase HemD
Seqid=NZ_CP013911.1;Start=1781813;Strand=-	PF13184.8	0.11	12.8	61	100	NusA-like KH domain
Seqid=NZ_CP013911.1;Start=523497;Strand=-	PF16795.7	0.0031	17.5	185	340	Archaeal phage integrase
Seqid=NZ_CP013911.1;Start=728901;Strand=-	PF18981.2	0.087	13	82	117	Internalin K domain (D3/D4)
Seqid=NZ_CP013911.1;Start=1194282;Strand=-	PF03780.15	8e-26	90.6	21	125	Asp23 family, cell envelope-related function
Seqid=NZ_CP013911.1;Start=2369527;Strand=-	PF13601.8	0.0024	18.1	41	92	Winged helix DNA-binding domain
Seqid=NZ_CP013911.1;End=586644;Strand=+	PF03684.15	0.3	11.1	421	446	Uncharacterised protein family (UPF0179)
Seqid=NZ_CP013911.1;Start=1056359;Strand=-	PF00575.25	4.9e-4	20.5	82	210	S1 RNA binding domain
Seqid=NZ_CP013911.1;End=490417;Strand=+	PF01476.22	1.7e-6	28.1	61	99	LysM domain
Seqid=NZ_CP013911.1;End=435318;Strand=+	PF13575.8	0.17	11.2	91	128	Domain of unknown function (DUF4135)
Seqid=NZ_CP013911.1;End=217607;Strand=+	PF13564.8	4.2e-6	26.8	10	105	DoxX-like family
Seqid=NZ_CP013911.1;Start=1622829;Strand=-	PF06432.13	0.014	15	17	69	Phosphatidylinositol N-acetylglucosaminyltransferase
Seqid=NZ_CP013911.1;Start=1289621;Strand=-	PF13521.8	0.11	12.8	363	380	AAA domain
Seqid=NZ_CP013911.1;End=2297222;Strand=+	PF07690.18	3.8e-8	32.7	294	396	Major Facilitator Superfamily
Seqid=NZ_CP013911.1;End=241464;Strand=+	PF00542.21	1.2e-29	102.6	56	122	Ribosomal protein L7/L12 C-terminal domain
Seqid=NZ_CP013911.1;End=988854;Strand=+	PF01534.19	0.14	11.3	131	163	Frizzled/Smoothened family membrane region
Seqid=NZ_CP013911.1;Start=744693;Strand=-	PF00005.29	1e-22	81.3	20	158	ABC transporter
Seqid=NZ_CP013911.1;End=343042;Strand=+	PF02129.20	0.48	10.1	172	251	X-Pro dipeptidyl-peptidase (S15 family)
Seqid=NZ_CP013911.1;Start=437222;Strand=-	PF01171.22	0.0012	18.6	11	71	PP-loop family
Seqid=NZ_CP013911.1;End=846674;Strand=+	PF00156.29	3.5e-18	65.6	8	163	Phosphoribosyl transferase domain
Seqid=NZ_CP013911.1;Start=1668932;Strand=-	PF00275.22	1.5e-111	373.1	7	409	EPSP synthase (3-phosphoshikimate 1-carboxyvinyltransferase)
Seqid=NZ_CP013911.1;Start=1253081;Strand=-	PF13847.8	1.8e-9	37.7	197	323	Methyltransferase domain
Seqid=NZ_CP013911.1;End=1199270;Strand=+	PF09972.11	0.093	11.6	5	60	Predicted membrane protein (DUF2207)
Seqid=NZ_CP013911.1;Start=1874679;Strand=-	PF19649.1	0.27	11.4	15	85	Family of unknown function (DUF6152)
Seqid=NZ_CP013911.1;Start=1149598;Strand=-	PF00575.25	6e-14	52.2	117	183	S1 RNA binding domain
Seqid=NZ_CP013911.1;Start=1132550;Strand=-	PF13545.8	0.19	11.8	20	48	Crp-like helix-turn-helix domain
Seqid=NZ_CP013911.1;Start=1712200;Strand=-	PF03447.18	0.12	13.1	10	105	Homoserine dehydrogenase, NAD binding domain
Seqid=NZ_CP013911.1;End=581302;Strand=+	PF00085.22	1.8e-6	28	15	83	Thioredoxin
Seqid=NZ_CP013911.1;Start=1618004;Strand=-	PF13508.9	4.7e-9	36.5	50	130	Acetyltransferase (GNAT) domain
Seqid=NZ_CP013911.1;End=750088;Strand=+	PF05175.16	1.7e-5	24.6	214	345	Methyltransferase small domain
Seqid=NZ_CP013911.1;End=541554;Strand=+	PF01844.25	4e-11	43	71	123	HNH endonuclease
Seqid=NZ_CP013911.1;Start=2074332;Strand=-	PF12420.10	0.003	17.6	21	106	Protein of unknown function
Seqid=NZ_CP013911.1;Start=1092185;Strand=-	PF01641.20	4.7e-48	162.3	27	145	SelR domain
Seqid=NZ_CP013911.1;Start=632205;Strand=-	PF02568.16	0.38	10.4	3	35	Thiamine biosynthesis protein (ThiI)
Seqid=NZ_CP013911.1;End=711305;Strand=+	PF01610.19	7.1e-52	176.6	164	417	Transposase
Seqid=NZ_CP013911.1;Start=1494657;Strand=-	PF01381.24	3.6e-5	23.8	15	61	Helix-turn-helix
Seqid=NZ_CP013911.1;End=517960;Strand=+	PF03952.18	2.1e-60	202.8	4	136	Enolase, N-terminal domain
Seqid=NZ_CP013911.1;End=267883;Strand=+	PF05803.14	0.12	12.3	60	83	Chordopoxvirus L2 protein
Seqid=NZ_CP013911.1;End=2401282;Strand=+	PF13173.8	0.13	12.3	349	438	AAA domain
Seqid=NZ_CP013911.1;Start=1257854;Strand=-	PF03444.17	0.0033	17.1	2	57	Winged helix-turn-helix transcription repressor, HrcA DNA-binding
Seqid=NZ_CP013911.1;End=1007451;Strand=+	PF05473.14	0.27	10.9	141	183	UL45 protein, carbohydrate-binding C-type lectin-like
Seqid=NZ_CP013911.1;End=1767097;Strand=+	PF09723.12	0.3	11.4	132	159	Zinc ribbon domain
Seqid=NZ_CP013911.1;End=305873;Strand=+	PF13591.8	0.24	11.3	3	39	MerR HTH family regulatory protein
Seqid=NZ_CP013911.1;Start=1148063;Strand=-	PF00071.24	0.016	14.9	178	343	Ras family
Seqid=NZ_CP013911.1;Start=1760117;Strand=-	PF02302.19	2.1e-10	41.2	484	556	PTS system, Lactose/Cellobiose specific IIB subunit
Seqid=NZ_CP013911.1;Start=2459626;Strand=-	PF03129.22	2.5e-8	34.1	2	44	Anticodon binding domain
Seqid=NZ_CP013911.1;Start=2023235;Strand=-	PF04632.14	7.3e-8	31.6	343	530	Fusaric acid resistance protein family
Seqid=NZ_CP013911.1;End=174768;Strand=+	PF01588.22	3.8e-26	91.1	567	657	Putative tRNA binding domain
Seqid=NZ_CP013911.1;End=1847324;Strand=+	PF06570.13	0.66	9.6	11	83	Protein of unknown function (DUF1129)
Seqid=NZ_CP013911.1;Start=1102829;Strand=-	PF11974.10	0.017	15.2	3737	3767	Bacterial alpha-2-macroglobulin MG3 domain
Seqid=NZ_CP013911.1;End=223118;Strand=+	PF12760.9	0.043	13.8	79	109	Transposase zinc-ribbon domain
Seqid=NZ_CP013911.1;Start=2393244;Strand=-	PF01370.23	1.8e-5	24.4	3	135	NAD dependent epimerase/dehydratase family
Seqid=NZ_CP013911.1;Start=2110223;Strand=-	PF00533.28	0.16	12.5	76	105	BRCA1 C Terminus (BRCT) domain
Seqid=NZ_CP013911.1;Start=2500226;Strand=-	PF00583.27	0.057	13.7	4	31	Acetyltransferase (GNAT) family
Seqid=NZ_CP013911.1;Start=1918748;Strand=-	PF07690.18	3.2e-44	151.4	15	342	Major Facilitator Superfamily
Seqid=NZ_CP013911.1;Start=2171977;Strand=-	PF03460.19	3.7e-15	55.6	79	139	Nitrite/Sulfite reductase ferredoxin-like half domain
Seqid=NZ_CP013911.1;End=183350;Strand=+	PF00132.26	3.2e-4	20.4	260	282	Bacterial transferase hexapeptide (six repeats)
Seqid=NZ_CP013911.1;End=603120;Strand=+	PF03807.19	0.013	16.2	149	210	NADP oxidoreductase coenzyme F420-dependent
Seqid=NZ_CP013911.1;End=1450846;Strand=+	PF13649.8	8.1e-8	32.9	24	103	Methyltransferase domain
Seqid=NZ_CP013911.1;End=192320;Strand=+	PF12999.9	0.11	12.4	6	49	Glucosidase II beta subunit-like
Seqid=NZ_CP013911.1;End=750688;Strand=+	PF05128.14	2.7e-5	24	42	159	Domain of unknown function (DUF697)
Seqid=NZ_CP013911.1;End=378618;Strand=+	PF13514.8	0.0077	15.9	65	96	AAA domain
Seqid=NZ_CP013911.1;End=40081;Strand=+	PF00459.27	3e-38	132	27	253	Inositol monophosphatase family
Seqid=NZ_CP013911.1;Start=2408786;Strand=-	PF01380.24	3.9e-24	85	128	256	SIS domain
Seqid=NZ_CP013911.1;Start=987130;Strand=-	PF14069.8	0.2	11.4	255	284	Stage VI sporulation protein F
Seqid=NZ_CP013911.1;Start=1781376;Strand=-	PF00252.20	6.1e-53	178.5	4	132	Ribosomal protein L16p/L10e
Seqid=NZ_CP013911.1;End=167789;Strand=+	PF13521.8	9.8e-9	35.7	8	172	AAA domain
Seqid=NZ_CP013911.1;Start=1664410;Strand=-	PF00294.26	2.6e-16	59.9	106	270	pfkB family carbohydrate kinase
Seqid=NZ_CP013911.1;Start=1225033;Strand=-	PF14559.8	0.22	12.1	431	480	Tetratricopeptide repeat
Seqid=NZ_CP013911.1;Start=2152915;Strand=-	PF16320.7	0.35	10.7	273	288	Ribosomal protein L7/L12 dimerisation domain
Seqid=NZ_CP013911.1;Start=1540523;Strand=-	PF02098.18	0.27	11.4	25	81	Tick histamine binding protein
Seqid=NZ_CP013911.1;End=407428;Strand=+	PF13673.9	4e-4	20.4	72	136	Acetyltransferase (GNAT) domain
Seqid=NZ_CP013911.1;End=733085;Strand=+	PF06506.13	0.42	10.3	69	110	Propionate catabolism activator
Seqid=NZ_CP013911.1;End=261744;Strand=+	PF01488.22	2.5e-11	43.9	122	212	Shikimate / quinate 5-dehydrogenase
Seqid=NZ_CP013911.1;End=381908;Strand=+	PF03610.18	0.27	11.5	91	136	PTS system fructose IIA component
Seqid=NZ_CP013911.1;Start=1662986;Strand=-	PF01729.21	0.026	14.4	170	218	Quinolinate phosphoribosyl transferase, C-terminal domain
Seqid=NZ_CP013911.1;Start=2136004;Strand=-	PF10662.11	0.066	13.1	3	24	Ethanolamine utilisation - propanediol utilisation
Seqid=NZ_CP013911.1;Start=1187379;Strand=-	PF03486.16	0.019	13.8	222	303	HI0933-like protein
Seqid=NZ_CP013911.1;End=1471655;Strand=+	PF13671.8	0.44	10.8	233	249	AAA domain
Seqid=NZ_CP013911.1;Start=2191196;Strand=-	PF03721.16	2e-57	193.9	7	183	UDP-glucose/GDP-mannose dehydrogenase family, NAD binding domain
Seqid=NZ_CP013911.1;Start=2053848;Strand=-	PF07464.13	0.25	11.5	168	218	Apolipophorin-III precursor (apoLp-III)
Seqid=NZ_CP013911.1;End=1564669;Strand=+	PF11497.10	0.1	12.8	2	37	NADH-quinone oxidoreductase chain 15
Seqid=NZ_CP013911.1;Start=1204972;Strand=-	PF13238.8	1.4e-5	25.7	11	128	AAA domain
Seqid=NZ_CP013911.1;Start=779591;Strand=-	PF14015.8	0.23	12	9	64	Protein of unknown function (DUF4231)
Seqid=NZ_CP013911.1;End=836891;Strand=+	PF17774.3	4.3e-29	100.7	107	189	Putative RNA-binding domain in YlmH
Seqid=NZ_CP013911.1;End=76592;Strand=+	PF08765.13	0.26	11.4	159	191	Mor transcription activator family
Seqid=NZ_CP013912.1;End=6683;Strand=+	PF13542.8	0.15	11.6	161	184	Helix-turn-helix domain of transposase family ISL3
Seqid=NZ_CP013911.1;End=226608;Strand=+	PF12775.9	0.55	9.8	541	586	P-loop containing dynein motor region
Seqid=NZ_CP013911.1;Start=1162150;Strand=-	PF01479.27	9.6e-13	47.7	6	52	S4 domain
Seqid=NZ_CP013911.1;End=167176;Strand=+	PF01276.22	0.01	14.7	294	336	Orn/Lys/Arg decarboxylase, major domain
Seqid=NZ_CP013911.1;End=911694;Strand=+	PF13412.8	0.016	14.8	205	231	Winged helix-turn-helix DNA-binding
Seqid=NZ_CP013911.1;Start=1769937;Strand=-	PF05729.14	0.07	13.1	36	58	NACHT domain
Seqid=NZ_CP013911.1;Start=1178723;Strand=-	PF02737.20	0.027	14.5	10	52	3-hydroxyacyl-CoA dehydrogenase, NAD binding domain
Seqid=NZ_CP013911.1;Start=744693;Strand=-	PF13191.8	0.006	17	28	66	AAA ATPase domain
Seqid=NZ_CP013911.1;Start=1780134;Strand=-	PF00467.31	1e-8	34.9	5	36	KOW motif
Seqid=NZ_CP013911.1;Start=1074075;Strand=-	PF05525.15	1.7e-139	465.5	16	450	Branched-chain amino acid transport protein
Seqid=NZ_CP013911.1;Start=1810039;Strand=-	PF02463.21	7.1e-5	22.4	19	190	RecF/RecN/SMC N terminal domain
Seqid=NZ_CP013911.1;Start=2077785;Strand=-	PF10813.10	0.049	13.5	52	61	Protein of unknown function (DUF2733)
Seqid=NZ_CP013911.1;Start=43344;Strand=-	PF02219.19	2.9e-27	95.8	321	575	Methylenetetrahydrofolate reductase
Seqid=NZ_CP013911.1;Start=2394194;Strand=-	PF05163.14	4.5e-7	30	23	160	DinB family
Seqid=NZ_CP013911.1;End=882472;Strand=+	PF00010.28	0.12	12.5	52	76	Helix-loop-helix DNA-binding domain
Seqid=NZ_CP013911.1;Start=2326308;Strand=-	PF00701.24	0.53	9	297	350	Dihydrodipicolinate synthetase family
Seqid=NZ_CP013911.1;Start=1077449;Strand=-	PF00910.24	0.15	12.5	27	52	RNA helicase
Seqid=NZ_CP013911.1;Start=2183958;Strand=-	PF05729.14	0.07	13.1	35	54	NACHT domain
Seqid=NZ_CP013911.1;Start=1529641;Strand=-	PF07685.16	0.0055	16.4	40	113	CobB/CobQ-like glutamine amidotransferase domain
Seqid=NZ_CP013911.1;Start=1670663;Strand=-	PF14693.8	0.14	12.6	50	96	Ribosomal protein TL5, C-terminal domain
Seqid=NZ_CP013911.1;End=18107;Strand=+	PF05843.16	0.23	11.5	61	146	Suppressor of forked protein (Suf)
Seqid=NZ_CP013911.1;Start=2460199;Strand=-	PF07973.16	1.1e-13	51.1	97	145	Threonyl and Alanyl tRNA synthetase second additional domain
Seqid=NZ_CP013911.1;Start=2008416;Strand=-	PF11907.10	7.1e-68	229	686	951	Domain of unknown function (DUF3427)
Seqid=NZ_CP013911.1;End=1484989;Strand=+	PF20126.1	0.0069	16.5	89	123	Family of unknown function (DUF6516)
Seqid=NZ_CP013911.1;Start=1618441;Strand=-	PF00814.27	3.2e-33	115.7	26	151	tRNA N6-adenosine threonylcarbamoyltransferase
Seqid=NZ_CP013911.1;End=468207;Strand=+	PF00004.31	0.39	11.2	32	67	ATPase family associated with various cellular activities (AAA)
Seqid=NZ_CP013911.1;Start=1269148;Strand=-	PF00398.22	1.1e-4	21.5	33	150	Ribosomal RNA adenine dimethylase
Seqid=NZ_CP013911.1;Start=2123555;Strand=-	PF00205.24	8.1e-23	80.8	192	326	Thiamine pyrophosphate enzyme, central domain
Seqid=NZ_CP013911.1;Start=2355622;Strand=-	PF14093.8	0.012	15.7	99	201	Domain of unknown function (DUF4271)
Seqid=NZ_CP013911.1;End=1061729;Strand=+	PF01370.23	0.11	12.1	25	95	NAD dependent epimerase/dehydratase family
Seqid=NZ_CP013911.1;Start=1989316;Strand=-	PF13671.8	0.046	14	31	48	AAA domain
Seqid=NZ_CP013911.1;Start=1194655;Strand=-	PF07478.15	2.5e-9	37	143	291	D-ala D-ala ligase C-terminus
Seqid=NZ_CP013912.1;End=6683;Strand=+	PF13309.8	6.3e-4	19.9	142	182	HTH domain
Seqid=NZ_CP013911.1;Start=2381526;Strand=-	PF01638.19	2.7e-4	20.8	48	115	HxlR-like helix-turn-helix
Seqid=NZ_CP013911.1;End=970120;Strand=+	PF06414.14	0.075	12.5	5	35	Zeta toxin
Seqid=NZ_CP013911.1;Start=1264627;Strand=-	PF06144.15	1.1e-40	139.3	17	191	DNA polymerase III, delta subunit
Seqid=NZ_CP013911.1;Start=1149598;Strand=-	PF11604.10	0.089	12.9	10	44	Copper binding periplasmic protein CusF
Seqid=NZ_CP013911.1;Start=2272630;Strand=-	PF03193.18	0.0011	19	17	60	RsgA GTPase
