Query	Hit	Evalue	Score	Start	Stop	Description
Seqid=NZ_CP045187.2;End=80122;Strand=+	PF13965.8	0.016	13.8	4	91	dsRNA-gated channel SID-1
Seqid=NZ_CP045187.2;End=1323588;Strand=+	PF02355.18	6.4e-14	51.9	243	414	Protein export membrane protein
Seqid=NZ_CP045187.2;End=1465063;Strand=+	PF03127.16	0.26	11.7	221	274	GAT domain
Seqid=NZ_CP045187.2;Start=2566979;Strand=-	PF01946.19	1.4e-5	24.6	151	224	Thi4 family
Seqid=NZ_CP045187.2;End=1416625;Strand=+	PF13604.8	0.0041	16.9	121	162	AAA domain
Seqid=NZ_CP045187.2;Start=2030583;Strand=-	PF00108.25	6.6e-10	38.9	35	149	Thiolase, N-terminal domain
Seqid=NZ_CP045187.2;End=540116;Strand=+	PF14424.8	0.017	15.3	20	56	The BURPS668_1122 family of deaminases
Seqid=NZ_CP045187.2;Start=1861362;Strand=-	PF12710.9	0.011	16.3	6	153	haloacid dehalogenase-like hydrolase
Seqid=NZ_CP045187.2;Start=288862;Strand=-	PF02581.19	0.068	12.6	148	228	Thiamine monophosphate synthase
Seqid=NZ_CP045187.2;Start=1229187;Strand=-	PF03050.16	0.14	11.7	4	58	Transposase IS66 family
Seqid=NZ_CP045187.2;End=756659;Strand=+	PF08327.13	6e-25	88	23	165	Activator of Hsp90 ATPase homolog 1-like protein
Seqid=NZ_CP045187.2;End=410190;Strand=+	PF01073.21	2.7e-9	36.6	293	422	3-beta hydroxysteroid dehydrogenase/isomerase family
Seqid=NZ_CP045187.2;End=1438720;Strand=+	PF01266.26	0.0027	17.4	32	67	FAD dependent oxidoreductase
Seqid=NZ_CP045187.2;Start=2212255;Strand=-	PF08659.12	2.1e-10	40.9	9	162	KR domain
Seqid=NZ_CP045187.2;Start=2132898;Strand=-	PF06048.13	2e-43	149.1	331	599	Domain of unknown function (DUF927)
Seqid=NZ_CP045187.2;End=1196446;Strand=+	PF02601.17	0.055	13.1	20	109	Exonuclease VII, large subunit
Seqid=NZ_CP045187.2;End=1392474;Strand=+	PF00071.24	2.3e-4	20.9	11	165	Ras family
Seqid=NZ_CP045187.2;End=674283;Strand=+	PF03460.19	1.6e-10	40.8	561	622	Nitrite/Sulfite reductase ferredoxin-like half domain
Seqid=NZ_CP045187.2;Start=207618;Strand=-	PF04235.14	5.2e-32	111.1	234	386	Protein of unknown function (DUF418)
Seqid=NZ_CP045187.2;Start=1070843;Strand=-	PF00210.26	1.1e-41	142.2	25	161	Ferritin-like domain
Seqid=NZ_CP045187.2;End=374601;Strand=+	PF00149.30	3.6e-16	60.4	4	151	Calcineurin-like phosphoesterase
Seqid=NZ_CP045187.2;Start=2435356;Strand=-	PF16371.7	0.2	12	439	497	N terminal of Calcineurin-like phosphoesterase
Seqid=NZ_CP045187.2;Start=2170423;Strand=-	PF06745.15	3.3e-9	36.5	158	326	KaiC
Seqid=NZ_CP045187.2;Start=1809697;Strand=-	PF00485.20	0.039	13.8	160	252	Phosphoribulokinase / Uridine kinase family
Seqid=NZ_CP045187.2;End=1277376;Strand=+	PF14520.8	0.057	14.1	217	241	Helix-hairpin-helix domain
Seqid=NZ_CP045187.2;Start=782693;Strand=-	PF09685.12	7.2e-19	68	22	141	Domain of unknown function (DUF4870)
Seqid=NZ_CP045187.2;Start=1921512;Strand=-	PF13903.8	0.39	10.5	38	114	PMP-22/EMP/MP20/Claudin tight junction
Seqid=NZ_CP045187.2;Start=2314734;Strand=-	PF13401.8	0.042	14.2	42	60	AAA domain
Seqid=NZ_CP045187.2;End=939515;Strand=+	PF00213.20	4.2e-42	144.2	4	174	ATP synthase delta (OSCP) subunit
Seqid=NZ_CP045187.2;Start=1909846;Strand=-	PF13401.8	2.9e-4	21.2	29	192	AAA domain
Seqid=NZ_CP045187.2;End=997455;Strand=+	PF00814.27	2.6e-105	352.1	28	310	tRNA N6-adenosine threonylcarbamoyltransferase
Seqid=NZ_CP045187.2;Start=600812;Strand=-	PF07894.14	1	9	325	428	FAM83 A-H
Seqid=NZ_CP045187.2;End=2119998;Strand=+	PF13515.8	0.027	14.7	12	52	Fusaric acid resistance protein-like
Seqid=NZ_CP045187.2;End=1197903;Strand=+	PF10551.11	4.9e-8	33.4	37	111	MULE transposase domain
Seqid=NZ_CP045187.2;Start=2696399;Strand=-	PF03193.18	0.0042	17.1	234	268	RsgA GTPase
Seqid=NZ_CP045187.2;End=1478413;Strand=+	PF00910.24	0.059	13.9	180	242	RNA helicase
Seqid=NZ_CP045187.2;Start=1849306;Strand=-	PF11104.10	9.8e-5	21.5	169	256	Type IV pilus assembly protein PilM;
Seqid=NZ_CP045187.2;Start=1825949;Strand=-	PF02750.16	0.23	11	44	131	Synapsin, ATP binding domain
Seqid=NZ_CP045187.2;End=2246178;Strand=+	PF07690.18	7.6e-18	64.7	39	455	Major Facilitator Superfamily
Seqid=NZ_CP045187.2;Start=284664;Strand=-	PF02028.19	5.3e-177	589.2	13	497	BCCT, betaine/carnitine/choline family transporter
Seqid=NZ_CP045187.2;End=1356820;Strand=+	PF00924.20	0.057	13.1	91	129	Mechanosensitive ion channel
Seqid=NZ_CP045187.2;Start=954735;Strand=-	PF15048.8	0.36	11	49	89	Organic solute transporter subunit beta protein
Seqid=NZ_CP045187.2;Start=1647027;Strand=-	PF12730.9	1.2e-4	22.2	8	177	ABC-2 family transporter protein
Seqid=NZ_CP045187.2;Start=1687840;Strand=-	PF01637.20	0.041	13.9	101	177	ATPase domain predominantly from Archaea
Seqid=NZ_CP045187.2;End=857018;Strand=+	PF01262.23	0.064	12.7	154	201	Alanine dehydrogenase/PNT, C-terminal domain
Seqid=NZ_CP045187.2;Start=222648;Strand=-	PF03457.16	0.075	13.6	9	45	Helicase associated domain
Seqid=NZ_CP045187.2;End=1195311;Strand=+	PF01943.19	5.3e-31	108.1	18	335	Polysaccharide biosynthesis protein
Seqid=NZ_CP045187.2;End=411469;Strand=+	PF03721.16	7.2e-36	123.6	16	188	UDP-glucose/GDP-mannose dehydrogenase family, NAD binding domain
Seqid=NZ_CP045187.2;End=1381262;Strand=+	PF15777.7	0.018	15.1	190	214	Tryptophan RNA-binding attenuator protein inhibitory protein
Seqid=NZ_CP045187.2;End=2420595;Strand=+	PF01244.23	0.024	13.9	121	200	Membrane dipeptidase (Peptidase family M19)
Seqid=NZ_CP045187.2;End=815345;Strand=+	PF03176.17	1.4e-8	34.1	810	1047	MMPL family
Seqid=NZ_CP045187.2;End=763856;Strand=+	PF12666.9	0.0027	18.4	8	61	PrgI family protein
Seqid=NZ_CP045187.2;Start=1922058;Strand=-	PF00107.28	0.065	13.3	84	129	Zinc-binding dehydrogenase
Seqid=NZ_CP045187.2;Start=2550362;Strand=-	PF13401.8	7.4e-4	19.9	7	82	AAA domain
Seqid=NZ_CP045187.2;Start=562122;Strand=-	PF15908.7	0.3	11.4	2	46	Hyaluronan mediated motility receptor C-terminal
Seqid=NZ_CP045187.2;Start=1521218;Strand=-	PF17260.4	0.0053	17	18	52	Family of unknown function (DUF5326)
Seqid=NZ_CP045187.2;End=1554994;Strand=+	PF07724.16	9.1e-4	19.5	26	109	AAA domain (Cdc48 subfamily)
Seqid=NZ_CP045187.2;Start=2288247;Strand=-	PF01443.20	0.15	11.8	12	43	Viral (Superfamily 1) RNA helicase
Seqid=NZ_CP045187.2;Start=2642006;Strand=-	PF00583.27	5.6e-20	71.8	51	153	Acetyltransferase (GNAT) family
Seqid=NZ_CP045187.2;Start=2099205;Strand=-	PF13304.8	0.039	13.8	32	50	AAA domain, putative AbiEii toxin, Type IV TA system
Seqid=NZ_CP045187.2;Start=1660643;Strand=-	PF14606.8	0.44	10.7	137	177	GDSL-like Lipase/Acylhydrolase family
Seqid=NZ_CP045187.2;Start=630637;Strand=-	PF04397.17	1.5e-23	83	158	251	LytTr DNA-binding domain
Seqid=NZ_CP045187.2;Start=2158516;Strand=-	PF05065.15	8.4e-12	45.1	101	244	Phage capsid family
Seqid=NZ_CP045187.2;End=2674751;Strand=+	PF15603.8	0.2	11.9	102	123	Immunity protein 74
Seqid=NZ_CP045187.2;Start=649721;Strand=-	PF01814.25	5.5e-19	69.2	92	229	Hemerythrin HHE cation binding domain
Seqid=NZ_CP045187.2;End=255104;Strand=+	PF10571.11	0.071	13.3	1	9	Uncharacterised protein family UPF0547
Seqid=NZ_CP045187.2;Start=2492457;Strand=-	PF09848.11	0.01	15.2	90	177	Uncharacterized conserved protein (DUF2075)
Seqid=NZ_CP045187.2;Start=2435356;Strand=-	PF13620.8	2.3e-8	34.3	437	493	Carboxypeptidase regulatory-like domain
Seqid=NZ_CP045187.2;Start=1921512;Strand=-	PF04304.15	2.3e-31	108.3	2	113	Protein of unknown function (DUF454)
Seqid=NZ_CP045187.2;Start=1652339;Strand=-	PF05491.15	0.099	12.7	9	43	RuvB C-terminal winged helix domain
Seqid=NZ_CP045187.2;End=1348359;Strand=+	PF06949.13	3.4e-12	47.2	26	103	Protein of unknown function (DUF1292)
Seqid=NZ_CP045187.2;End=2125293;Strand=+	PF05297.13	0.084	12.2	62	144	Herpesvirus latent membrane protein 1 (LMP1)
Seqid=NZ_CP045187.2;End=1251606;Strand=+	PF05222.17	3.6e-45	153.6	20	152	Alanine dehydrogenase/PNT, N-terminal domain
Seqid=NZ_CP045187.2;Start=147350;Strand=-	PF07155.14	0.05	13.7	15	73	ECF-type riboflavin transporter, S component
Seqid=NZ_CP045187.2;End=406851;Strand=+	PF13373.8	0.029	14.6	134	203	DUF2407 C-terminal domain
Seqid=NZ_CP045187.2;Start=2105322;Strand=-	PF13671.8	0.32	11.3	44	79	AAA domain
Seqid=NZ_CP045187.2;End=801697;Strand=+	PF02254.20	0.038	14.3	30	68	TrkA-N domain
Seqid=NZ_CP045187.2;Start=1676844;Strand=-	PF14932.8	0.065	12.8	7	100	HAUS augmin-like complex subunit 3
Seqid=NZ_CP045187.2;Start=824950;Strand=-	PF01384.22	0.47	9.5	24	53	Phosphate transporter family
Seqid=NZ_CP045187.2;Start=73066;Strand=-	PF13358.8	0.043	13.7	78	139	DDE superfamily endonuclease
Seqid=NZ_CP045187.2;End=1473505;Strand=+	PF07992.16	1e-27	97.3	7	294	Pyridine nucleotide-disulphide oxidoreductase
Seqid=NZ_CP045187.2;End=1313452;Strand=+	PF02699.17	0.054	13.5	135	163	Preprotein translocase subunit
Seqid=NZ_CP045187.2;Start=516317;Strand=-	PF04689.15	0.23	11.7	4	40	DNA binding protein S1FA
Seqid=NZ_CP045187.2;End=264840;Strand=+	PF14281.8	0.3	11.3	35	125	PD-(D/E)XK nuclease superfamily
Seqid=NZ_CP045187.2;Start=575335;Strand=-	PF01488.22	5e-4	20.2	20	67	Shikimate / quinate 5-dehydrogenase
Seqid=NZ_CP045187.2;Start=648945;Strand=-	PF13649.8	7.4e-18	65.1	45	142	Methyltransferase domain
Seqid=NZ_CP045187.2;Start=1170699;Strand=-	PF13679.8	0.0018	18.4	10	68	Methyltransferase domain
Seqid=NZ_CP045187.2;End=1695956;Strand=+	PF13411.8	0.17	12.1	26	53	MerR HTH family regulatory protein
Seqid=NZ_CP045187.2;End=1091179;Strand=+	PF02631.18	1.7e-23	83.5	106	225	RecX family
Seqid=NZ_CP045187.2;End=2651435;Strand=+	PF02096.22	0.018	15	117	279	60Kd inner membrane protein
Seqid=NZ_CP045187.2;End=1000660;Strand=+	PF03807.19	0.77	10.5	88	171	NADP oxidoreductase coenzyme F420-dependent
Seqid=NZ_CP045187.2;Start=1335195;Strand=-	PF00931.24	0.038	13.3	33	88	NB-ARC domain
Seqid=NZ_CP045187.2;End=663844;Strand=+	PF13173.8	0.53	10.4	27	71	AAA domain
Seqid=NZ_CP045187.2;Start=2334342;Strand=-	PF02463.21	0.001	18.6	362	541	RecF/RecN/SMC N terminal domain
Seqid=NZ_CP045187.2;Start=320141;Strand=-	PF03193.18	0.0047	16.9	10	51	RsgA GTPase
Seqid=NZ_CP045187.2;Start=2497535;Strand=-	PF09388.12	0.05	13.6	144	170	Spo0E like sporulation regulatory protein
Seqid=NZ_CP045187.2;End=240969;Strand=+	PF13533.8	0.036	14	16	45	Biotin-lipoyl like
Seqid=NZ_CP045187.2;Start=2149726;Strand=-	PF05478.13	0.17	10	186	337	Prominin
Seqid=NZ_CP045187.2;Start=2435356;Strand=-	PF13715.8	3.2e-4	20.7	438	484	CarboxypepD_reg-like domain
Seqid=NZ_CP045187.2;End=1053944;Strand=+	PF13604.8	9.5e-6	25.5	8	73	AAA domain
Seqid=NZ_CP045187.2;End=1349394;Strand=+	PF01795.21	0.051	13.2	65	128	MraW methylase family
Seqid=NZ_CP045187.2;End=1294754;Strand=+	PF13191.8	0.016	15.7	111	138	AAA ATPase domain
Seqid=NZ_CP045187.2;Start=2550362;Strand=-	PF00437.22	0.088	11.9	6	40	Type II/IV secretion system protein
Seqid=NZ_CP045187.2;End=1288796;Strand=+	PF00324.23	9.9e-134	446.6	19	477	Amino acid permease
Seqid=NZ_CP045187.2;Start=2255867;Strand=-	PF13555.8	0.17	11.8	343	361	P-loop containing region of AAA domain
Seqid=NZ_CP045187.2;End=615221;Strand=+	PF13671.8	0.046	14	31	48	AAA domain
Seqid=NZ_CP045187.2;Start=954735;Strand=-	PF13396.8	5.9e-11	42.2	25	68	Phospholipase_D-nuclease N-terminal
Seqid=NZ_CP045187.2;End=2671606;Strand=+	PF02574.18	7.5e-58	196.7	13	280	Homocysteine S-methyltransferase
Seqid=NZ_CP045187.2;Start=1739340;Strand=-	PF17854.3	1.8e-35	121.2	339	438	FtsK alpha domain
Seqid=NZ_CP045187.2;End=801697;Strand=+	PF00899.23	4.6e-41	140.5	8	212	ThiF family
Seqid=NZ_CP045187.2;End=1428758;Strand=+	PF13533.8	4.3e-7	29.7	131	159	Biotin-lipoyl like
Seqid=NZ_CP045187.2;Start=513725;Strand=-	PF08282.14	0.35	10.6	628	671	haloacid dehalogenase-like hydrolase
Seqid=NZ_CP045187.2;End=26399;Strand=+	PF09648.12	1.7e-4	21.3	307	434	YycH protein
Seqid=NZ_CP045187.2;Start=1414567;Strand=-	PF08334.13	0.09	12.9	14	43	Type II secretion system (T2SS), protein G
Seqid=NZ_CP045187.2;Start=1853538;Strand=-	PF07457.13	0.02	15.2	54	123	Protein of unknown function (DUF1516)
Seqid=NZ_CP045187.2;End=659420;Strand=+	PF00300.24	2.9e-7	30.5	128	223	Histidine phosphatase superfamily (branch 1)
Seqid=NZ_CP045187.2;Start=310403;Strand=-	PF12368.10	2.1e-16	60.1	220	285	Rhodanase C-terminal
Seqid=NZ_CP045187.2;Start=1141755;Strand=-	PF05825.13	0.0052	17.4	18	61	Beta-microseminoprotein (PSP-94)
Seqid=NZ_CP045187.2;End=2633565;Strand=+	PF03965.18	1.7e-34	118.7	8	121	Penicillinase repressor
Seqid=NZ_CP045187.2;Start=299792;Strand=-	PF13604.8	0.42	10.4	53	205	AAA domain
Seqid=NZ_CP045187.2;End=661363;Strand=+	PF13347.8	1e-6	27.7	12	179	MFS/sugar transport protein
Seqid=NZ_CP045187.2;End=779687;Strand=+	PF01946.19	0.0089	15.4	2	58	Thi4 family
Seqid=NZ_CP045187.2;End=1598935;Strand=+	PF04397.17	0.02	15.2	6	42	LytTr DNA-binding domain
Seqid=NZ_CP045187.2;Start=2542583;Strand=-	PF04909.16	0.096	12.5	45	255	Amidohydrolase
Seqid=NZ_CP045187.2;End=58719;Strand=+	PF02463.21	0.44	10	339	356	RecF/RecN/SMC N terminal domain
Seqid=NZ_CP045187.2;Start=195469;Strand=-	PF01488.22	0.0089	16.2	24	92	Shikimate / quinate 5-dehydrogenase
Seqid=NZ_CP045187.2;Start=954735;Strand=-	PF13091.8	7.1e-30	103.7	335	461	PLD-like domain
Seqid=NZ_CP045187.2;End=1483293;Strand=+	PF03141.18	0.026	13.2	51	151	Putative S-adenosyl-L-methionine-dependent methyltransferase
Seqid=NZ_CP045187.2;End=1085001;Strand=+	PF04571.16	0.056	13.5	15	49	lipin, N-terminal conserved region
Seqid=NZ_CP045187.2;End=561769;Strand=+	PF16868.7	0.0011	18.6	135	209	NMT1-like family
Seqid=NZ_CP045187.2;End=1293334;Strand=+	PF05697.15	3.5e-46	157.1	1	144	Bacterial trigger factor protein (TF)
Seqid=NZ_CP045187.2;End=779687;Strand=+	PF01494.21	3.5e-21	75.9	2	330	FAD binding domain
Seqid=NZ_CP045187.2;End=1055951;Strand=+	PF00633.25	0.045	13.7	528	555	Helix-hairpin-helix motif
Seqid=NZ_CP045187.2;Start=2255867;Strand=-	PF00005.29	7.3e-26	91.4	20	186	ABC transporter
Seqid=NZ_CP045187.2;End=732846;Strand=+	PF13624.8	0.15	11.9	3	47	SurA N-terminal domain
Seqid=NZ_CP045187.2;Start=272015;Strand=-	PF20040.1	0.011	16	7	70	Family of unknown function (DUF6442)
Seqid=NZ_CP045187.2;End=1031161;Strand=+	PF00005.29	5.4e-26	91.8	19	157	ABC transporter
Seqid=NZ_CP045187.2;End=348787;Strand=+	PF19258.1	1.8e-8	34.3	21	58	KxYKxGKxW signal peptide
Seqid=NZ_CP045187.2;End=2196378;Strand=+	PF09972.11	0.57	9	16	66	Predicted membrane protein (DUF2207)
Seqid=NZ_CP045187.2;Start=1748627;Strand=-	PF02033.20	2.7e-34	117.9	5	108	Ribosome-binding factor A
Seqid=NZ_CP045187.2;Start=2383328;Strand=-	PF02602.17	0.17	11.3	29	53	Uroporphyrinogen-III synthase HemD
Seqid=NZ_CP045187.2;Start=2690461;Strand=-	PF13730.8	0.22	11.6	25	52	Helix-turn-helix domain
Seqid=NZ_CP045187.2;Start=823736;Strand=-	PF05434.13	0.3	11	82	128	TMEM9
Seqid=NZ_CP045187.2;Start=577286;Strand=-	PF03486.16	0.038	12.8	151	208	HI0933-like protein
Seqid=NZ_CP045187.2;End=2139279;Strand=+	PF00589.24	1.9e-26	93	177	351	Phage integrase family
Seqid=NZ_CP045187.2;Start=43928;Strand=-	PF13384.8	0.079	13	41	54	Homeodomain-like domain
Seqid=NZ_CP045187.2;End=2383164;Strand=+	PF04695.15	0.89	9.3	17	31	Pex14 N-terminal domain
Seqid=NZ_CP045187.2;End=101176;Strand=+	PF04851.17	4.5e-6	26.9	154	292	Type III restriction enzyme, res subunit
Seqid=NZ_CP045187.2;End=488829;Strand=+	PF08271.14	0.0011	18.5	6	29	TFIIB zinc-binding
Seqid=NZ_CP045187.2;End=1936724;Strand=+	PF00910.24	0.21	12.1	281	325	RNA helicase
Seqid=NZ_CP045187.2;End=1416625;Strand=+	PF12775.9	0.0047	16.6	123	164	P-loop containing dynein motor region
Seqid=NZ_CP045187.2;Start=556917;Strand=-	PF02737.20	0.11	12.5	148	181	3-hydroxyacyl-CoA dehydrogenase, NAD binding domain
Seqid=NZ_CP045187.2;End=663844;Strand=+	PF13479.8	0.015	15.1	29	58	AAA domain
Seqid=NZ_CP045187.2;End=2389022;Strand=+	PF02082.22	1.8e-17	63.8	4	135	Iron-dependent Transcriptional regulator
Seqid=NZ_CP045187.2;Start=556917;Strand=-	PF01262.23	0.0012	18.3	144	234	Alanine dehydrogenase/PNT, C-terminal domain
Seqid=NZ_CP045187.2;Start=2042004;Strand=-	PF13245.8	1.4e-20	74.1	23	447	AAA domain
Seqid=NZ_CP045187.2;End=1554994;Strand=+	PF01078.23	0.022	14.3	25	50	Magnesium chelatase, subunit ChlI
Seqid=NZ_CP045187.2;End=178451;Strand=+	PF00910.24	0.12	12.9	34	69	RNA helicase
Seqid=NZ_CP045187.2;End=1255649;Strand=+	PF00392.23	0.015	15	16	58	Bacterial regulatory proteins, gntR family
Seqid=NZ_CP045187.2;Start=2334342;Strand=-	PF13558.8	0.49	10.8	488	515	Putative exonuclease SbcCD, C subunit
Seqid=NZ_CP045187.2;End=1048660;Strand=+	PF07242.13	0.43	10.9	10	77	Protein of unknown function (DUF1430)
Seqid=NZ_CP045187.2;Start=917367;Strand=-	PF17919.3	0.53	10.5	61	89	RNase H-like domain found in reverse transcriptase
Seqid=NZ_CP045187.2;End=1349394;Strand=+	PF01596.19	3.5e-29	101.6	20	207	O-methyltransferase
Seqid=NZ_CP045187.2;End=924882;Strand=+	PF00107.28	0.13	12.4	147	218	Zinc-binding dehydrogenase
Seqid=NZ_CP045187.2;Start=2296464;Strand=-	PF08445.12	0.028	14.5	108	160	FR47-like protein
Seqid=NZ_CP045187.2;End=2390331;Strand=+	PF07992.16	1.3e-62	211.8	5	297	Pyridine nucleotide-disulphide oxidoreductase
Seqid=NZ_CP045187.2;Start=2279221;Strand=-	PF08279.14	3.3e-8	33.4	6	47	HTH domain
Seqid=NZ_CP045187.2;End=944159;Strand=+	PF08510.14	0.16	12	8	58	PIG-P
Seqid=NZ_CP045187.2;End=680969;Strand=+	PF12797.9	0.012	15.8	9	26	4Fe-4S binding domain
Seqid=NZ_CP045187.2;End=238596;Strand=+	PF02775.23	5e-7	29.7	106	233	Thiamine pyrophosphate enzyme, C-terminal TPP binding domain
Seqid=NZ_CP045187.2;End=2387677;Strand=+	PF18586.3	0.1	13	15	56	Chromatin remodeling factor Mit1 C-terminal Zn finger 1
Seqid=NZ_CP045187.2;Start=299173;Strand=-	PF00158.28	0.14	12	14	50	Sigma-54 interaction domain
Seqid=NZ_CP045187.2;End=1266203;Strand=+	PF00224.23	4.5e-150	499.4	1	342	Pyruvate kinase, barrel domain
Seqid=NZ_CP045187.2;Start=2237413;Strand=-	PF17073.7	0.2	11.7	9	35	Two-component-system connector protein
Seqid=NZ_CP045187.2;End=1362799;Strand=+	PF01637.20	0.024	14.7	150	186	ATPase domain predominantly from Archaea
Seqid=NZ_CP045187.2;End=1152740;Strand=+	PF01956.18	0.16	11.7	12	82	Integral membrane protein EMC3/TMCO1-like
Seqid=NZ_CP045187.2;Start=2291644;Strand=-	PF13555.8	0.0041	16.9	357	394	P-loop containing region of AAA domain
Seqid=NZ_CP045187.2;End=1333857;Strand=+	PF00587.27	0.034	14.2	214	263	tRNA synthetase class II core domain (G, H, P, S and T)
Seqid=NZ_CP045187.2;End=1055951;Strand=+	PF09297.13	0.53	10.1	400	426	NADH pyrophosphatase zinc ribbon domain
Seqid=NZ_CP045187.2;Start=2326705;Strand=-	PF11398.10	7.3e-4	19.1	73	123	Protein of unknown function (DUF2813)
Seqid=NZ_CP045187.2;Start=1950687;Strand=-	PF01609.23	9.9e-6	25.4	1	38	Transposase DDE domain
Seqid=NZ_CP045187.2;Start=1711195;Strand=-	PF02518.28	2.2e-8	34.7	25	88	Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase
Seqid=NZ_CP045187.2;End=1317557;Strand=+	PF07499.15	1.4e-9	38.3	156	199	RuvA, C-terminal domain
